report_id,state_id,district_id,event_id,report_datetime,reporter_id,reporter_type,lat,lon,observation_type,damage_severity,weather_at_site,rainfall_observed_mm,visibility_m,verification_status,ai_validation_score,photo_path
405,7,55,36,2020-02-06 01:56:26,FIELD_2177,Forest Guard,28.7658,94.14004,Flooding,Moderate,Clear,318.6,61.8,Under Review,0.27,photos/FR00405.jpg
406,2,22,846,2022-05-11 21:17:19,FIELD_3581,Police,22.44086,96.53394,Landslide Observed,Moderate,Heavy Rain,620.4,78.2,Submitted,0.32,photos/FR00406.jpg
407,3,23,,2018-07-20 21:54:29,FIELD_4892,GSI Geologist,28.02088,91.56972,Landslide Observed,None,Cloudy,93.6,27.0,Submitted,0.82,photos/FR00407.jpg
408,3,25,416,2018-01-14 05:14:49,FIELD_6313,District Admin,26.73768,96.71799,Flooding,Moderate,Rain,156.8,194.3,Submitted,0.69,photos/FR00408.jpg
409,4,37,,2022-04-05 05:52:53,FIELD_8116,NDMA Officer,26.66806,94.80127,No Activity,Severe,Rain,554.0,13.6,Archived,0.03,
410,2,15,,2021-10-10 03:51:02,FIELD_7305,GSI Geologist,26.78235,98.78256,Village Isolated,Minor,Rain,133.4,22.0,Submitted,0.03,
411,6,48,375,2019-05-02 00:58:34,FIELD_7119,NDMA Officer,27.08067,94.59114,Crack Observed,None,Heavy Rain,889.5,53.4,Submitted,0.13,
412,8,60,597,2022-08-24 20:50:47,FIELD_8110,Police,24.90712,96.16349,Road Blocked,Minor,Heavy Rain,596.7,174.9,Verified,0.31,
413,3,25,343,2018-09-29 12:27:25,FIELD_8906,Citizen,26.55491,96.58385,Damage,None,Rain,75.6,117.0,Under Review,0.88,
414,2,22,,2024-10-29 15:20:07,FIELD_4242,GSI Geologist,22.77227,96.15339,Damage,Minor,Rain,530.0,4.0,Submitted,0.62,photos/FR00414.jpg
415,5,45,,2024-06-29 11:20:32,FIELD_2461,Forest Guard,28.55182,94.93791,Village Isolated,None,Clear,319.8,187.7,Under Review,0.77,
416,6,52,,2024-08-01 01:15:17,FIELD_8367,NDMA Officer,28.73631,99.95432,Flooding,Severe,Clear,107.2,105.6,Submitted,0.17,photos/FR00416.jpg
417,1,5,549,2022-09-23 01:17:35,FIELD_5113,District Admin,23.61258,95.21824,No Activity,Minor,Clear,809.5,178.8,Archived,0.11,photos/FR00417.jpg
418,4,39,,2018-02-26 06:55:35,FIELD_6302,Citizen,27.579,91.15822,Crack Observed,Severe,Rain,852.8,181.8,Archived,0.04,
419,1,2,,2020-11-22 01:59:35,FIELD_1546,Citizen,23.82867,91.59901,Damage,Severe,Clear,339.1,196.2,Verified,0.34,photos/FR00419.jpg
420,6,47,443,2018-04-29 04:12:21,FIELD_4020,NDMA Officer,29.81422,99.27909,Damage,Moderate,Clear,97.2,140.3,Archived,0.3,
421,1,9,77,2020-06-21 21:36:45,FIELD_8047,Forest Guard,27.38156,93.67611,Damage,None,Rain,144.2,23.0,Rejected,0.57,photos/FR00421.jpg
422,3,26,53,2023-04-17 03:46:44,FIELD_9343,Citizen,23.80662,90.50624,Damage,Minor,Rain,598.8,169.4,Under Review,0.0,photos/FR00422.jpg
423,1,1,,2024-05-03 21:43:10,FIELD_8089,GSI Geologist,26.86282,90.45616,No Activity,Minor,Heavy Rain,715.4,174.3,Under Review,0.39,photos/FR00423.jpg
424,7,56,647,2022-11-21 12:41:52,FIELD_6658,NDMA Officer,29.18923,97.26632,Village Isolated,Moderate,Heavy Rain,290.7,20.1,Rejected,0.35,photos/FR00424.jpg
425,1,10,724,2019-08-14 09:40:58,FIELD_3132,District Admin,23.98174,97.8614,Damage,Moderate,Clear,471.8,29.5,Rejected,0.89,photos/FR00425.jpg
426,4,36,395,2021-07-07 19:58:55,FIELD_2617,District Admin,25.2301,90.88541,Flooding,Minor,Rain,490.0,64.1,Under Review,0.12,photos/FR00426.jpg
427,5,45,517,2018-04-23 06:33:10,FIELD_9488,District Admin,28.55345,94.92384,Village Isolated,Minor,Rain,840.4,135.1,Under Review,0.51,
428,4,35,128,2023-03-17 03:30:24,FIELD_7276,GSI Geologist,23.27641,91.30891,No Activity,Moderate,Cloudy,370.5,183.1,Under Review,0.81,photos/FR00428.jpg
429,3,28,143,2018-09-15 14:02:39,FIELD_3851,Forest Guard,28.8549,93.17012,Village Isolated,Moderate,Rain,122.8,41.2,Archived,0.7,photos/FR00429.jpg
430,8,62,482,2024-08-17 12:25:05,FIELD_1536,District Admin,27.24982,92.48211,Damage,Moderate,Clear,87.9,90.9,Submitted,0.68,
431,1,9,372,2024-05-15 18:03:19,FIELD_7333,Police,27.80563,93.11314,Damage,Minor,Rain,454.8,155.4,Verified,0.28,photos/FR00431.jpg
432,6,54,714,2024-04-27 08:54:59,FIELD_4554,District Admin,29.42283,91.39523,Road Blocked,Severe,Heavy Rain,838.0,149.7,Under Review,0.86,photos/FR00432.jpg
433,7,57,656,2022-01-02 09:30:34,FIELD_8898,Police,23.60101,93.26401,Flooding,Moderate,Clear,712.4,19.5,Submitted,0.3,photos/FR00433.jpg
434,4,33,,2019-06-23 18:54:30,FIELD_7459,NDMA Officer,23.89961,100.18311,Damage,Severe,Heavy Rain,468.8,95.1,Archived,0.75,photos/FR00434.jpg
435,2,13,765,2020-10-05 04:39:21,FIELD_4469,Citizen,26.54925,99.51668,Road Blocked,Moderate,Cloudy,263.7,72.0,Under Review,0.48,photos/FR00435.jpg
436,3,30,371,2019-05-28 04:31:02,FIELD_2747,Police,25.63834,92.55225,Damage,Minor,Cloudy,93.2,187.1,Rejected,0.53,photos/FR00436.jpg
437,1,3,,2022-12-15 13:33:43,FIELD_7491,Police,27.34068,98.94055,Damage,None,Rain,176.3,156.8,Rejected,0.46,photos/FR00437.jpg
438,5,41,602,2023-08-24 01:42:43,FIELD_9240,Citizen,23.05551,94.19565,Village Isolated,None,Heavy Rain,56.0,76.7,Verified,0.68,
439,2,22,,2020-09-12 14:34:11,FIELD_6087,Forest Guard,22.65833,96.08254,Landslide Observed,None,Heavy Rain,592.1,58.0,Under Review,0.64,photos/FR00439.jpg
440,6,51,,2024-09-12 08:31:48,FIELD_8119,District Admin,29.8718,90.8982,Flooding,None,Clear,873.1,173.9,Rejected,0.62,
441,5,41,805,2018-07-20 20:08:39,FIELD_2880,Police,22.94387,94.47026,Crack Observed,Minor,Heavy Rain,172.9,190.6,Rejected,0.96,
442,5,40,,2021-08-05 17:21:36,FIELD_3255,Forest Guard,27.83526,97.67845,Flooding,Moderate,Heavy Rain,883.3,70.6,Archived,0.94,photos/FR00442.jpg
443,5,44,88,2023-05-17 12:11:28,FIELD_3518,District Admin,29.4258,98.73757,Landslide Observed,Severe,Clear,23.2,6.0,Rejected,0.18,photos/FR00443.jpg
444,5,43,60,2020-09-26 20:00:19,FIELD_9002,GSI Geologist,29.71217,97.51144,Crack Observed,Minor,Clear,253.4,116.5,Submitted,0.57,
445,1,7,804,2023-08-25 08:31:18,FIELD_9376,NDMA Officer,26.46191,92.38714,Landslide Observed,Minor,Rain,514.8,96.7,Verified,0.27,photos/FR00445.jpg
446,3,31,922,2024-02-18 03:00:45,FIELD_7456,Forest Guard,28.04457,95.61574,Village Isolated,Moderate,Rain,816.1,39.7,Submitted,0.95,
447,3,30,,2018-07-18 16:09:16,FIELD_3949,Police,25.64965,92.79457,Road Blocked,Minor,Cloudy,758.9,47.0,Verified,0.94,photos/FR00447.jpg
448,5,44,496,2024-02-22 17:59:41,FIELD_3131,Forest Guard,29.29962,98.53281,Damage,Minor,Heavy Rain,322.7,41.4,Submitted,0.01,photos/FR00448.jpg
449,4,38,95,2022-01-23 04:15:43,FIELD_2229,Police,29.62266,98.58999,Flooding,Moderate,Clear,955.6,82.6,Archived,0.6,photos/FR00449.jpg
450,2,17,403,2023-02-21 07:58:31,FIELD_9151,Police,24.05563,93.18151,Village Isolated,None,Cloudy,793.7,179.6,Submitted,0.46,photos/FR00450.jpg
451,1,11,,2022-04-04 20:24:19,FIELD_5013,Police,22.58016,90.90123,Landslide Observed,Moderate,Cloudy,348.3,39.4,Archived,0.37,
452,3,24,457,2022-03-02 04:43:53,FIELD_4389,GSI Geologist,24.29619,99.48757,Flooding,Severe,Heavy Rain,969.6,151.9,Submitted,0.66,
453,5,45,,2021-04-14 06:46:07,FIELD_5391,Police,28.79063,95.26362,No Activity,Severe,Cloudy,679.9,17.6,Archived,0.7,photos/FR00453.jpg
454,2,14,687,2022-11-16 14:13:33,FIELD_7469,District Admin,22.88962,92.69619,Damage,None,Rain,394.5,59.6,Verified,0.58,photos/FR00454.jpg
455,4,38,645,2021-05-30 13:09:02,FIELD_4566,NDMA Officer,29.83169,98.50994,Landslide Observed,None,Cloudy,390.1,142.2,Submitted,0.79,
456,5,44,,2021-12-07 09:07:11,FIELD_1908,GSI Geologist,29.15639,98.6724,Damage,Severe,Clear,204.5,130.8,Verified,0.87,photos/FR00456.jpg
457,3,31,687,2021-02-07 16:12:14,FIELD_3622,Forest Guard,28.0385,95.45241,Flooding,Moderate,Rain,580.7,108.8,Under Review,0.46,photos/FR00457.jpg
458,2,22,530,2018-04-25 17:55:51,FIELD_8769,NDMA Officer,22.62683,96.47834,Road Blocked,None,Clear,325.7,140.8,Verified,0.97,photos/FR00458.jpg
459,1,1,,2024-08-07 17:33:31,FIELD_2718,District Admin,26.89178,90.09847,Road Blocked,None,Cloudy,471.0,52.4,Submitted,0.16,
460,6,49,549,2022-02-06 14:43:53,FIELD_2369,Police,29.30508,98.70302,Road Blocked,Severe,Rain,172.8,125.1,Rejected,0.06,photos/FR00460.jpg
461,6,51,88,2021-02-06 17:36:36,FIELD_6504,Citizen,29.55935,90.95636,Crack Observed,Moderate,Cloudy,220.1,73.7,Verified,0.69,
462,3,32,891,2018-01-18 20:09:24,FIELD_3479,District Admin,25.72049,95.79761,Crack Observed,Moderate,Cloudy,797.4,71.4,Verified,0.54,photos/FR00462.jpg
463,5,40,384,2024-10-30 07:21:56,FIELD_7716,GSI Geologist,28.14272,97.50233,No Activity,Moderate,Heavy Rain,526.2,62.0,Under Review,0.27,
464,3,24,466,2020-02-02 09:34:17,FIELD_2682,NDMA Officer,24.27027,99.49202,Landslide Observed,Minor,Clear,526.3,9.8,Archived,0.48,photos/FR00464.jpg
465,2,20,965,2023-10-07 09:11:05,FIELD_6544,Citizen,23.21157,93.26804,Landslide Observed,Severe,Rain,529.8,21.8,Archived,0.9,photos/FR00465.jpg
466,5,44,499,2020-03-18 18:36:59,FIELD_5155,Forest Guard,29.35772,98.88743,No Activity,Severe,Cloudy,446.5,162.3,Archived,0.95,
467,6,54,650,2020-01-23 14:29:31,FIELD_4592,District Admin,29.45221,91.80898,Village Isolated,None,Heavy Rain,276.5,114.8,Verified,0.2,photos/FR00467.jpg
468,7,58,160,2021-08-30 05:15:57,FIELD_3789,Citizen,27.37493,94.63981,Landslide Observed,Severe,Rain,0.5,43.7,Rejected,0.21,photos/FR00468.jpg
469,3,32,,2019-05-27 08:40:29,FIELD_2889,Citizen,25.71967,95.56547,Village Isolated,Severe,Rain,908.3,0.8,Under Review,0.13,photos/FR00469.jpg
470,5,40,931,2023-01-24 03:16:11,FIELD_2245,GSI Geologist,28.09196,97.64224,Village Isolated,None,Heavy Rain,236.2,194.0,Under Review,0.02,photos/FR00470.jpg
471,6,48,595,2021-09-26 04:27:16,FIELD_5883,Forest Guard,26.56051,94.92009,Flooding,Moderate,Heavy Rain,435.8,41.0,Under Review,0.65,photos/FR00471.jpg
472,4,34,307,2023-10-14 14:18:06,FIELD_6674,Police,25.95168,97.61516,Damage,Minor,Heavy Rain,116.5,22.6,Archived,0.54,photos/FR00472.jpg
473,2,17,741,2021-09-13 22:26:32,FIELD_4983,Citizen,23.88376,92.82808,Village Isolated,Moderate,Rain,478.9,95.5,Under Review,0.28,photos/FR00473.jpg
474,1,11,,2021-11-14 22:52:33,FIELD_8280,GSI Geologist,22.57536,90.8317,No Activity,Severe,Clear,927.8,151.2,Archived,0.47,
475,4,38,551,2024-03-19 11:53:43,FIELD_4070,Citizen,29.97761,98.44037,Landslide Observed,Severe,Clear,323.7,2.5,Rejected,0.35,
476,2,15,564,2024-03-16 00:47:51,FIELD_2100,Citizen,26.86679,98.33655,Road Blocked,Minor,Rain,925.6,58.1,Verified,0.86,photos/FR00476.jpg
477,3,31,,2020-02-07 06:53:07,FIELD_1906,Forest Guard,27.74074,95.45584,Village Isolated,Moderate,Cloudy,371.9,158.3,Rejected,0.61,photos/FR00477.jpg
478,8,60,600,2021-05-15 04:16:41,FIELD_3562,Citizen,24.80703,95.59518,Road Blocked,Severe,Heavy Rain,916.2,105.1,Archived,0.49,photos/FR00478.jpg
479,5,41,668,2023-12-20 16:05:47,FIELD_8800,District Admin,23.10814,94.13548,No Activity,None,Cloudy,47.4,186.4,Under Review,0.22,photos/FR00479.jpg
480,4,33,889,2018-03-26 14:03:52,FIELD_9184,Police,23.71701,99.90629,Crack Observed,None,Rain,929.9,195.2,Submitted,0.69,
481,3,24,455,2019-05-04 00:35:15,FIELD_1445,Police,24.28215,99.31426,Landslide Observed,Severe,Heavy Rain,612.2,142.1,Verified,0.4,
482,4,34,,2020-10-30 05:56:36,FIELD_5985,Police,25.82189,97.40036,Landslide Observed,Minor,Heavy Rain,499.9,13.5,Under Review,0.32,photos/FR00482.jpg
483,6,54,743,2020-05-13 14:15:29,FIELD_6172,Citizen,29.84216,91.61668,Landslide Observed,None,Clear,982.2,134.3,Rejected,0.01,
484,2,21,708,2019-09-01 07:39:12,FIELD_7420,GSI Geologist,24.16617,99.06783,Crack Observed,None,Cloudy,437.4,43.4,Archived,0.95,
485,3,30,998,2019-08-13 22:37:19,FIELD_1744,Forest Guard,25.38522,92.39804,Crack Observed,None,Heavy Rain,181.7,155.9,Archived,0.11,
486,2,16,801,2022-02-11 04:45:20,FIELD_9531,GSI Geologist,23.25516,90.95434,Road Blocked,None,Cloudy,111.6,195.7,Archived,0.17,
487,3,31,,2021-08-16 20:35:54,FIELD_4149,Citizen,27.8047,95.61228,Landslide Observed,Minor,Cloudy,33.3,111.9,Archived,0.2,photos/FR00487.jpg
488,6,50,529,2019-05-18 22:53:12,FIELD_4259,Citizen,24.17292,92.36273,No Activity,None,Rain,666.7,9.2,Under Review,0.47,
489,8,60,365,2024-05-29 17:52:19,FIELD_6359,GSI Geologist,24.67404,95.72921,Landslide Observed,Severe,Rain,943.4,151.4,Under Review,0.48,photos/FR00489.jpg
490,3,23,301,2024-10-31 01:16:40,FIELD_9735,Police,27.55646,91.53093,Crack Observed,Severe,Clear,628.2,182.4,Rejected,0.53,
491,2,22,299,2023-05-10 02:47:20,FIELD_3440,NDMA Officer,22.72484,96.52031,Crack Observed,Severe,Cloudy,288.1,22.8,Rejected,0.09,
492,3,30,959,2018-12-30 07:52:59,FIELD_7653,Forest Guard,25.82844,92.69671,Landslide Observed,Severe,Heavy Rain,766.5,164.4,Submitted,0.34,
493,3,25,92,2023-12-30 04:52:32,FIELD_5513,Forest Guard,26.29417,96.71682,Flooding,Minor,Clear,42.1,174.3,Rejected,0.34,
494,8,61,602,2018-03-13 18:44:28,FIELD_7654,Citizen,26.49017,90.14762,Crack Observed,Severe,Heavy Rain,310.2,157.9,Archived,0.24,photos/FR00494.jpg
495,3,23,873,2018-05-07 12:18:51,FIELD_4690,Police,28.07038,91.82864,No Activity,Moderate,Cloudy,403.4,97.4,Verified,0.3,
496,4,33,100,2019-11-18 09:49:15,FIELD_4861,GSI Geologist,23.74531,99.98979,Landslide Observed,Minor,Cloudy,260.6,129.4,Archived,0.63,photos/FR00496.jpg
497,3,26,688,2024-03-16 21:14:42,FIELD_1571,GSI Geologist,23.89688,90.48325,Village Isolated,Moderate,Clear,273.2,194.6,Archived,0.87,photos/FR00497.jpg
498,6,48,648,2020-07-26 00:15:51,FIELD_1167,Police,26.59103,94.77581,Crack Observed,None,Clear,738.7,10.2,Archived,0.5,photos/FR00498.jpg
499,1,5,15,2018-12-26 11:40:59,FIELD_7520,Forest Guard,24.02054,95.05425,Crack Observed,Severe,Cloudy,893.3,46.0,Archived,0.29,photos/FR00499.jpg
500,5,44,,2021-03-29 19:04:24,FIELD_5135,GSI Geologist,29.05856,98.43799,Village Isolated,None,Heavy Rain,995.3,73.9,Verified,0.11,photos/FR00500.jpg
501,2,15,131,2021-11-06 15:30:01,FIELD_7466,District Admin,26.91303,98.6732,Damage,Moderate,Rain,927.9,158.4,Archived,0.94,photos/FR00501.jpg
502,3,24,,2022-04-20 21:08:49,FIELD_8394,NDMA Officer,23.89556,99.29234,No Activity,Moderate,Cloudy,89.6,67.4,Under Review,0.09,photos/FR00502.jpg
503,7,58,,2018-09-14 06:36:11,FIELD_5342,GSI Geologist,27.12859,94.64724,No Activity,Severe,Heavy Rain,333.0,169.6,Rejected,0.77,
504,3,28,,2022-04-04 03:30:20,FIELD_3350,Citizen,29.29203,93.25611,Damage,None,Rain,728.4,73.8,Submitted,0.66,photos/FR00504.jpg
505,6,52,856,2021-12-09 04:51:58,FIELD_1729,GSI Geologist,28.35972,99.91798,Crack Observed,None,Heavy Rain,135.0,120.6,Archived,0.81,photos/FR00505.jpg
506,4,39,334,2019-06-24 09:59:24,FIELD_8786,Police,27.58387,91.03298,No Activity,Severe,Heavy Rain,281.3,135.2,Rejected,0.44,photos/FR00506.jpg
507,7,58,,2019-01-21 04:11:11,FIELD_4118,GSI Geologist,27.37705,94.3422,Road Blocked,Minor,Cloudy,325.6,68.3,Submitted,0.56,
508,8,61,157,2020-03-05 20:09:14,FIELD_3013,Police,26.90617,89.89659,Village Isolated,Minor,Clear,842.5,115.1,Rejected,0.27,
509,8,62,792,2018-01-21 14:14:12,FIELD_7025,Forest Guard,26.83362,92.27815,Crack Observed,Severe,Rain,647.2,105.1,Verified,0.7,photos/FR00509.jpg
510,3,31,,2018-04-12 08:15:27,FIELD_4020,Police,27.89467,95.21311,Crack Observed,Moderate,Heavy Rain,529.5,21.1,Verified,0.15,photos/FR00510.jpg
511,3,29,,2021-10-26 10:50:27,FIELD_8326,Police,25.78669,98.79246,No Activity,None,Rain,434.4,122.9,Archived,0.79,photos/FR00511.jpg
512,4,38,300,2021-10-18 18:12:00,FIELD_8500,GSI Geologist,29.92599,98.63026,Crack Observed,Moderate,Rain,268.5,122.1,Submitted,0.2,photos/FR00512.jpg
513,5,41,161,2024-05-19 23:51:25,FIELD_7607,Forest Guard,23.18531,94.54525,Crack Observed,Minor,Clear,909.8,66.1,Under Review,0.65,photos/FR00513.jpg
514,5,42,782,2021-05-17 21:58:29,FIELD_3022,Police,21.83804,97.03573,Flooding,Moderate,Clear,483.7,119.4,Rejected,0.24,
515,2,14,547,2023-07-26 11:34:46,FIELD_6224,Police,22.46336,92.75162,Flooding,Severe,Clear,105.4,80.6,Archived,0.82,
516,3,28,,2023-01-29 18:55:09,FIELD_4638,Citizen,28.74589,92.91834,Crack Observed,Minor,Cloudy,72.0,70.7,Verified,0.56,photos/FR00516.jpg
517,1,7,252,2020-09-13 12:04:14,FIELD_2383,NDMA Officer,26.21555,91.95635,Flooding,None,Heavy Rain,12.3,84.0,Verified,0.24,
518,1,4,,2023-07-22 20:48:09,FIELD_3860,District Admin,26.44662,90.10249,Village Isolated,None,Cloudy,144.6,184.7,Rejected,0.1,photos/FR00518.jpg
519,5,45,,2023-06-16 05:07:08,FIELD_2626,District Admin,29.00837,95.03236,Village Isolated,Severe,Heavy Rain,125.4,12.1,Rejected,0.03,
520,3,31,912,2018-02-24 20:56:18,FIELD_7466,District Admin,28.00906,95.64374,Flooding,Severe,Clear,564.3,122.4,Rejected,0.18,photos/FR00520.jpg
521,4,34,956,2019-10-29 04:35:52,FIELD_7860,Citizen,25.8726,97.84617,Landslide Observed,None,Cloudy,113.7,8.4,Verified,0.47,
522,4,34,465,2019-09-07 04:19:30,FIELD_1293,District Admin,25.69775,97.42614,Crack Observed,Severe,Cloudy,26.2,10.4,Under Review,0.18,photos/FR00522.jpg
523,3,31,,2020-06-03 01:13:59,FIELD_9068,GSI Geologist,27.76626,95.48098,Crack Observed,Minor,Heavy Rain,623.7,143.3,Archived,0.62,
524,1,11,546,2019-06-25 22:41:44,FIELD_3501,Citizen,22.51232,90.8653,Damage,Moderate,Cloudy,135.2,90.7,Verified,0.96,
525,1,3,,2020-02-13 01:28:23,FIELD_5845,Forest Guard,27.4692,99.13389,Damage,Minor,Rain,234.7,17.1,Archived,0.4,
526,4,39,,2024-12-03 23:33:08,FIELD_3845,Police,27.46995,90.87996,Village Isolated,None,Cloudy,399.8,197.4,Archived,0.24,photos/FR00526.jpg
527,3,24,666,2020-11-10 11:32:09,FIELD_9915,District Admin,24.0789,98.96414,Crack Observed,None,Rain,38.7,174.9,Under Review,0.75,photos/FR00527.jpg
528,5,40,750,2019-03-26 21:51:21,FIELD_2556,Police,27.81997,97.65228,Landslide Observed,Moderate,Rain,991.4,141.3,Submitted,0.28,
529,1,8,384,2020-04-02 05:08:34,FIELD_1301,NDMA Officer,24.3295,98.74141,Landslide Observed,Severe,Rain,405.7,18.1,Archived,0.68,photos/FR00529.jpg
530,8,59,,2021-09-12 19:27:32,FIELD_3725,District Admin,25.42326,92.68862,Damage,None,Clear,686.6,41.4,Under Review,0.74,
531,3,25,960,2018-10-21 13:45:24,FIELD_5797,NDMA Officer,26.29163,96.61628,Crack Observed,Moderate,Cloudy,105.4,12.8,Submitted,0.69,
532,6,51,325,2018-05-24 13:00:33,FIELD_6479,NDMA Officer,29.55467,90.99958,Crack Observed,Minor,Clear,554.1,119.6,Submitted,0.01,photos/FR00532.jpg
533,6,53,790,2023-06-05 05:26:21,FIELD_6867,District Admin,28.09129,91.46906,Damage,None,Cloudy,364.8,73.8,Under Review,0.8,
534,1,12,,2019-04-12 06:12:25,FIELD_4042,Citizen,26.67368,98.33844,Damage,None,Heavy Rain,994.2,10.9,Under Review,0.33,photos/FR00534.jpg
535,1,11,,2021-10-16 21:37:05,FIELD_8213,Forest Guard,22.54257,90.78316,Village Isolated,Severe,Rain,580.0,73.4,Submitted,0.5,
536,1,9,885,2022-03-13 07:46:04,FIELD_6699,District Admin,27.69446,93.66048,No Activity,Severe,Rain,526.9,188.8,Archived,0.62,photos/FR00536.jpg
537,8,60,827,2024-03-13 23:32:16,FIELD_5084,NDMA Officer,24.83322,95.82373,No Activity,Severe,Rain,865.8,22.7,Submitted,0.26,photos/FR00537.jpg
538,1,8,,2021-02-05 17:15:41,FIELD_6002,Forest Guard,24.34653,98.69345,No Activity,Moderate,Clear,915.3,187.0,Under Review,0.07,photos/FR00538.jpg
539,7,58,732,2018-01-02 16:43:43,FIELD_7715,Forest Guard,27.05722,94.42502,Crack Observed,Minor,Rain,904.7,63.5,Submitted,0.54,photos/FR00539.jpg
540,6,53,,2023-07-12 00:23:59,FIELD_2487,Forest Guard,27.9792,91.51957,No Activity,Severe,Heavy Rain,28.9,20.9,Submitted,0.11,photos/FR00540.jpg
541,3,29,,2022-06-11 21:02:33,FIELD_2439,Forest Guard,25.82689,98.60108,Road Blocked,Severe,Cloudy,964.8,94.0,Under Review,0.36,photos/FR00541.jpg
542,2,17,,2024-08-03 13:54:03,FIELD_6196,GSI Geologist,23.56139,92.6322,Damage,Moderate,Heavy Rain,722.8,141.9,Under Review,0.55,photos/FR00542.jpg
543,7,55,,2019-10-02 07:43:16,FIELD_5443,Police,28.75328,94.45344,Road Blocked,Minor,Clear,836.2,50.7,Under Review,0.32,
544,3,26,148,2019-03-30 03:45:48,FIELD_3079,District Admin,23.69725,90.47274,Damage,Severe,Heavy Rain,894.6,176.5,Verified,0.74,photos/FR00544.jpg
545,3,28,268,2024-11-11 07:27:31,FIELD_6696,NDMA Officer,28.9511,92.98139,Flooding,Minor,Cloudy,238.1,183.9,Under Review,0.39,
546,7,55,294,2024-06-23 02:54:08,FIELD_4827,NDMA Officer,28.93431,94.12625,No Activity,Minor,Rain,9.5,6.7,Rejected,0.65,
547,1,7,219,2023-07-23 14:55:16,FIELD_2707,District Admin,26.34498,92.50405,Flooding,Minor,Heavy Rain,742.8,158.0,Submitted,0.76,
548,3,32,869,2022-07-22 19:54:54,FIELD_8016,Citizen,25.53786,95.91868,Damage,Minor,Heavy Rain,747.7,10.7,Archived,0.8,photos/FR00548.jpg
549,1,1,,2020-05-14 16:18:03,FIELD_5644,Forest Guard,27.2327,90.14373,Village Isolated,None,Cloudy,238.1,140.4,Rejected,0.99,photos/FR00549.jpg
550,7,55,255,2018-04-17 23:09:39,FIELD_2536,Police,28.93871,94.29319,No Activity,Minor,Cloudy,836.1,72.6,Verified,0.08,photos/FR00550.jpg
551,5,45,884,2018-01-13 17:29:51,FIELD_4510,Forest Guard,28.62526,94.92907,Landslide Observed,Severe,Clear,518.3,124.3,Archived,0.57,photos/FR00551.jpg
552,5,42,,2018-03-08 00:13:32,FIELD_6366,Police,22.09809,97.02239,Damage,Minor,Clear,599.0,96.6,Archived,0.15,
553,2,18,157,2021-05-17 14:11:51,FIELD_4366,Police,28.77684,98.668,Crack Observed,Moderate,Rain,77.0,188.0,Submitted,0.09,
554,2,18,,2023-05-31 18:47:58,FIELD_7246,District Admin,28.9565,98.799,Flooding,None,Clear,510.5,106.5,Submitted,0.39,photos/FR00554.jpg
555,1,6,154,2021-12-01 06:10:44,FIELD_6443,Citizen,26.76602,97.35321,Road Blocked,Moderate,Cloudy,209.7,191.1,Verified,0.33,photos/FR00555.jpg
556,1,9,845,2022-06-01 19:08:40,FIELD_6636,Forest Guard,27.69918,93.60244,Landslide Observed,None,Cloudy,689.1,139.9,Rejected,0.09,
557,1,12,726,2020-09-07 08:59:25,FIELD_9059,District Admin,26.82654,97.85768,Flooding,None,Rain,179.9,156.9,Rejected,0.72,
558,2,17,,2022-02-03 21:01:00,FIELD_5274,NDMA Officer,23.78677,92.73698,Village Isolated,None,Clear,617.6,123.3,Verified,0.34,photos/FR00558.jpg
559,5,43,581,2024-10-01 14:12:44,FIELD_6406,District Admin,29.55666,97.89515,Damage,Severe,Rain,358.9,169.7,Archived,0.49,photos/FR00559.jpg
560,8,62,230,2019-07-20 20:58:00,FIELD_9004,District Admin,26.98603,92.39224,No Activity,Minor,Heavy Rain,149.0,104.1,Submitted,0.42,photos/FR00560.jpg
561,7,58,,2020-09-23 03:07:35,FIELD_2698,NDMA Officer,27.2488,94.13204,Flooding,Severe,Cloudy,655.6,10.1,Submitted,0.48,
562,8,61,46,2022-11-27 23:15:07,FIELD_5569,Citizen,26.51437,89.92798,Damage,Minor,Clear,170.5,27.9,Verified,0.18,photos/FR00562.jpg
563,8,59,,2024-05-27 06:35:51,FIELD_6271,Police,25.60236,92.32866,Damage,None,Clear,941.1,151.4,Archived,0.3,photos/FR00563.jpg
564,6,54,,2021-01-02 12:50:36,FIELD_8202,Citizen,29.56282,91.94169,Road Blocked,None,Cloudy,123.9,190.0,Submitted,0.42,photos/FR00564.jpg
565,4,36,,2018-01-21 06:26:37,FIELD_4426,Forest Guard,25.30277,90.36775,Landslide Observed,Minor,Clear,624.6,14.9,Under Review,0.84,
566,5,46,573,2022-08-06 16:36:14,FIELD_1051,District Admin,23.39474,97.80755,No Activity,Minor,Heavy Rain,887.9,160.8,Archived,0.12,
567,2,14,688,2019-06-10 05:18:40,FIELD_6016,GSI Geologist,22.48052,92.79175,Village Isolated,Minor,Clear,439.6,97.7,Submitted,0.02,photos/FR00567.jpg
568,8,59,666,2019-09-28 05:57:17,FIELD_5322,Citizen,25.8779,92.49037,Flooding,Severe,Clear,779.1,5.5,Archived,0.81,photos/FR00568.jpg
569,6,48,,2019-02-28 09:52:50,FIELD_9764,GSI Geologist,27.08706,94.62088,No Activity,None,Cloudy,961.5,103.1,Rejected,0.22,
