record_id,district_id,state_id,datetime,temperature_c,relative_humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,visibility_m,cloud_cover_oktas,dewpoint_c,weather_condition,station_elevation_m
1062,3,1,2024-05-06 18:15:15,14.9,82,1000.0,28.3,293,3156,0,0.5,Heavy Rain,1761.0
1063,7,1,2019-09-14 06:42:29,14.0,49,950.7,6.3,350,1621,2,14.7,Fog,2020.0
1064,2,1,2020-07-16 12:07:02,21.8,50,974.3,19.5,150,871,4,-4.6,Cloudy,3810.0
1065,33,4,2022-09-13 03:15:25,19.6,69,959.4,36.9,216,6224,4,12.3,Heavy Rain,2636.0
1066,60,8,2018-11-27 05:04:14,28.8,93,967.7,40.3,4,2810,4,-0.9,Fog,3894.0
1067,52,6,2020-03-24 10:51:41,12.1,75,990.2,55.5,242,8002,5,-4.2,Fog,1732.0
1068,32,3,2024-05-14 19:34:53,6.6,70,980.2,23.8,257,5606,8,10.3,Fog,2466.0
1069,52,6,2019-04-13 17:47:59,27.0,55,937.6,67.0,194,2429,5,5.9,Heavy Rain,3232.0
1070,42,5,2024-08-07 19:42:39,30.7,70,976.0,13.4,310,1057,7,7.1,Rain,1429.0
1071,19,2,2020-11-16 02:55:00,15.5,65,985.3,47.2,353,2618,0,7.1,Cloudy,1712.0
1072,44,5,2019-02-18 01:39:21,30.7,50,991.9,26.5,277,1214,2,-1.5,Fog,3285.0
1073,39,4,2023-07-16 23:33:47,23.0,55,926.7,66.1,121,2274,0,7.6,Rain,3164.0
1074,31,3,2018-08-20 22:36:49,13.0,68,972.0,30.9,236,4663,8,7.8,Cloudy,2743.0
1075,39,4,2024-02-20 14:43:36,23.3,50,993.3,40.6,192,3166,3,6.0,Rain,1455.0
1076,59,8,2021-12-27 23:36:12,16.9,44,998.3,76.9,266,2515,3,10.4,Heavy Rain,3282.0
1077,44,5,2020-01-15 11:14:59,9.1,41,990.9,27.7,352,7167,1,7.0,Heavy Rain,2073.0
1078,18,2,2023-05-25 04:03:49,6.3,98,978.3,65.7,245,2872,6,-2.5,Fog,3282.0
1079,42,5,2024-02-08 13:04:47,27.6,49,905.9,32.7,336,4686,4,3.5,Clear,1742.0
1080,47,6,2022-03-01 11:51:09,12.8,97,955.7,28.5,112,3577,5,-1.8,Heavy Rain,4333.0
1081,59,8,2019-07-07 15:35:05,13.3,79,900.4,15.1,125,8089,5,14.1,Fog,2806.0
1082,55,7,2022-11-13 23:39:09,29.7,73,923.5,64.9,328,7339,5,14.9,Fog,3751.0
1083,15,2,2024-02-21 11:42:10,6.1,70,919.1,7.5,13,7357,2,1.3,Rain,2634.0
1084,2,1,2018-05-22 20:09:07,21.8,89,960.9,23.0,26,5162,3,1.1,Heavy Rain,1052.0
1085,49,6,2019-09-26 08:19:31,20.0,93,999.1,71.4,84,3574,8,-1.5,Rain,3555.0
1086,3,1,2018-05-24 05:53:21,11.3,55,907.8,68.0,348,3200,1,3.7,Clear,3351.0
1087,31,3,2023-03-26 04:56:03,14.2,47,973.8,50.6,173,479,8,14.0,Cloudy,2533.0
1088,37,4,2021-08-20 12:42:39,25.8,72,960.1,25.3,229,5931,2,-2.3,Fog,2471.0
1089,21,2,2024-11-07 12:48:33,21.7,67,929.6,19.9,102,3755,0,8.5,Cloudy,3454.0
1090,42,5,2019-12-18 22:35:08,10.3,64,935.3,39.9,301,6230,2,7.3,Clear,2642.0
1091,50,6,2018-12-14 22:29:46,25.8,52,920.1,0.3,15,3764,8,11.7,Heavy Rain,3494.0
1092,22,2,2024-07-01 08:07:14,12.0,46,922.0,4.7,46,3054,1,9.2,Thunderstorm,4356.0
1093,31,3,2020-07-07 08:22:38,13.3,73,915.8,25.5,55,9297,1,-0.9,Rain,1189.0
1094,31,3,2024-12-25 12:52:34,9.6,83,1002.0,31.4,248,4007,3,9.8,Clear,4267.0
1095,23,3,2019-02-24 04:59:39,31.9,48,967.6,36.2,141,3325,2,10.3,Thunderstorm,1869.0
1096,38,4,2022-01-03 19:57:01,33.0,61,966.5,0.6,358,3377,7,-4.3,Cloudy,4329.0
1097,58,7,2023-05-14 17:51:41,7.2,90,989.0,12.4,253,8566,8,8.4,Thunderstorm,1852.0
1098,11,1,2020-03-08 16:00:34,10.4,84,986.7,38.8,246,7104,0,5.3,Cloudy,2493.0
1099,57,7,2020-10-25 05:10:38,23.6,60,973.4,34.2,136,9548,4,-2.2,Rain,3214.0
1100,49,6,2019-09-25 06:34:35,28.2,86,900.4,52.4,33,2162,2,-1.5,Cloudy,3576.0
1101,45,5,2018-12-19 10:17:02,24.5,85,996.8,69.5,5,1573,4,10.1,Thunderstorm,4291.0
1102,55,7,2019-01-25 03:46:18,27.4,99,920.7,33.2,57,2588,4,-1.7,Heavy Rain,3808.0
1103,40,5,2018-05-16 12:46:27,24.2,57,964.8,54.8,221,399,7,1.0,Clear,3518.0
1104,44,5,2019-04-12 19:16:58,7.3,78,954.1,62.6,182,6144,6,11.3,Clear,3382.0
1105,51,6,2021-04-16 10:07:52,26.7,100,946.0,7.1,3,5713,4,7.2,Clear,2048.0
1106,53,6,2022-03-28 05:19:45,9.6,78,955.2,51.9,299,6316,6,1.1,Clear,2459.0
1107,14,2,2019-04-25 02:18:31,32.4,95,957.3,19.0,153,4707,5,7.5,Fog,3838.0
1108,36,4,2021-08-28 05:34:22,7.5,44,965.1,11.8,121,3488,8,12.9,Thunderstorm,1953.0
1109,55,7,2019-10-11 17:28:26,7.1,99,990.5,54.9,48,5346,0,-3.3,Rain,1252.0
1110,24,3,2019-02-19 10:11:14,15.9,41,950.7,66.7,258,7679,0,0.4,Heavy Rain,3316.0
1111,38,4,2018-10-29 05:36:49,14.9,40,998.6,77.4,96,9028,8,-1.9,Clear,2686.0
1112,1,1,2023-07-15 11:52:02,15.4,65,921.8,71.9,106,6540,3,1.3,Rain,4102.0
1113,52,6,2018-07-06 08:29:05,28.2,40,903.3,30.7,312,4967,5,-2.5,Heavy Rain,984.0
1114,30,3,2023-07-25 23:08:40,31.2,73,1003.2,31.2,96,1572,6,-5.0,Rain,2135.0
1115,40,5,2019-02-28 17:23:02,13.7,75,987.9,61.9,10,914,7,-3.8,Heavy Rain,1401.0
1116,42,5,2024-10-06 08:58:55,34.5,50,990.4,24.6,36,9560,8,4.4,Thunderstorm,3907.0
1117,60,8,2020-03-11 03:33:22,26.4,40,980.6,58.1,279,9202,4,2.7,Cloudy,4096.0
1118,28,3,2021-02-08 10:22:56,30.4,76,952.2,72.4,73,9105,3,12.0,Clear,3003.0
1119,28,3,2019-06-12 00:18:27,19.1,89,989.8,56.5,308,420,7,13.0,Cloudy,1426.0
1120,6,1,2020-04-29 17:11:36,28.2,61,935.9,1.5,351,888,6,1.0,Clear,4011.0
1121,24,3,2020-12-18 18:45:48,14.1,85,1001.5,34.6,45,9638,4,0.1,Clear,1079.0
1122,48,6,2019-10-03 23:37:47,32.4,76,987.6,79.5,219,9340,8,2.4,Cloudy,3134.0
1123,11,1,2018-10-14 13:52:10,29.6,58,993.0,69.8,145,9481,5,3.1,Thunderstorm,4462.0
1124,59,8,2022-12-07 22:51:22,16.6,49,921.4,2.4,228,2561,2,4.0,Cloudy,4446.0
1125,28,3,2020-03-13 16:40:28,16.7,66,952.4,51.7,24,1577,0,-2.4,Cloudy,2903.0
1126,43,5,2019-01-03 23:03:53,10.0,89,993.5,20.3,93,2607,8,2.5,Rain,1762.0
1127,26,3,2022-10-25 10:12:52,28.9,89,971.9,38.2,179,9723,5,5.5,Clear,3236.0
1128,34,4,2023-08-03 20:28:51,9.1,71,987.4,12.1,229,1822,1,2.9,Rain,2653.0
1129,52,6,2019-07-01 10:20:17,9.2,62,950.8,19.1,133,1780,1,-2.0,Thunderstorm,1662.0
1130,20,2,2019-06-12 04:05:52,19.0,94,1008.1,14.2,165,1067,3,8.9,Cloudy,4343.0
1131,60,8,2021-10-18 16:06:27,6.1,98,992.0,60.9,304,4136,1,0.2,Cloudy,1257.0
1132,62,8,2023-08-19 01:08:20,8.4,60,954.6,27.0,43,3012,6,-0.3,Fog,3084.0
1133,14,2,2023-12-11 06:50:31,34.8,82,937.9,12.8,165,4095,5,3.9,Heavy Rain,2489.0
1134,5,1,2024-08-13 19:59:08,25.2,98,908.4,75.1,179,7547,0,-2.9,Thunderstorm,2435.0
1135,29,3,2018-06-27 00:11:46,17.2,45,928.5,14.9,116,3417,2,12.4,Thunderstorm,1948.0
1136,13,2,2018-04-22 04:12:21,12.9,64,985.3,76.0,323,7566,2,-4.4,Fog,1638.0
1137,20,2,2024-04-30 04:57:14,9.7,43,1011.1,75.7,244,7082,3,10.6,Fog,1031.0
1138,28,3,2023-01-27 11:23:28,23.9,57,961.3,15.2,159,171,5,5.5,Fog,4155.0
1139,19,2,2019-12-11 04:36:03,30.5,79,999.9,78.0,185,8869,3,8.8,Heavy Rain,2099.0
1140,57,7,2019-07-02 04:50:30,17.0,76,1011.9,47.4,273,4726,1,8.6,Cloudy,1388.0
1141,7,1,2019-11-12 11:53:39,9.5,42,944.5,19.0,226,1248,7,6.1,Heavy Rain,3834.0
1142,50,6,2018-02-10 01:48:25,5.3,72,980.3,56.4,56,9126,7,12.5,Rain,4448.0
1143,32,3,2023-01-08 03:20:43,23.1,76,987.1,44.6,319,2094,6,13.6,Rain,2869.0
1144,46,5,2022-11-06 23:28:36,29.1,83,900.4,45.1,162,9091,7,7.1,Heavy Rain,1008.0
1145,20,2,2022-07-23 16:27:26,23.4,74,977.2,59.6,125,7794,5,13.7,Cloudy,3682.0
1146,32,3,2020-03-12 21:06:06,27.9,91,958.8,47.6,242,1903,7,3.4,Clear,2654.0
1147,23,3,2018-10-01 03:24:20,17.1,87,932.3,49.8,79,4390,3,10.4,Thunderstorm,2933.0
1148,7,1,2022-06-05 12:54:08,26.3,84,955.4,36.2,184,7173,8,8.0,Heavy Rain,1381.0
1149,16,2,2023-04-03 18:08:47,14.2,87,1008.8,78.5,9,9449,7,1.3,Cloudy,1762.0
1150,35,4,2021-03-10 21:28:14,14.1,81,1007.2,16.3,191,9108,5,1.9,Thunderstorm,1179.0
1151,57,7,2022-03-04 10:44:02,15.4,85,980.3,69.2,264,644,6,8.2,Heavy Rain,4457.0
1152,1,1,2024-01-24 10:50:04,8.2,85,921.3,48.2,289,5079,1,5.1,Heavy Rain,2134.0
1153,12,1,2018-04-11 20:45:22,5.4,49,1000.1,63.4,260,5736,2,12.6,Rain,1196.0
1154,59,8,2024-08-04 20:42:57,9.4,41,988.2,67.5,24,6276,7,1.6,Fog,978.0
1155,5,1,2023-01-31 22:03:18,30.6,46,959.2,9.8,190,9681,4,8.3,Cloudy,4101.0
1156,23,3,2018-03-28 21:52:09,31.1,92,961.7,67.8,184,6889,5,1.2,Rain,1457.0
1157,8,1,2020-07-12 12:56:36,19.4,83,971.3,10.3,356,5398,8,-4.7,Thunderstorm,1667.0
1158,52,6,2018-07-15 07:37:26,22.4,63,967.6,9.5,222,734,2,1.3,Thunderstorm,1040.0
1159,47,6,2018-07-19 17:58:53,6.0,89,1008.3,15.5,174,7870,4,-3.8,Clear,4456.0
1160,27,3,2020-06-27 19:23:19,30.3,51,908.9,2.0,236,8127,7,-0.6,Rain,3479.0
1161,38,4,2018-05-08 04:26:41,11.9,55,1001.4,33.9,198,6923,2,-3.4,Thunderstorm,1124.0
1162,30,3,2023-06-27 23:22:35,7.8,90,993.4,38.8,243,4423,3,2.1,Fog,3343.0
1163,29,3,2019-03-10 05:39:02,8.5,64,1012.7,72.0,270,4705,4,-3.4,Heavy Rain,4425.0
1164,28,3,2018-03-01 20:48:23,30.2,44,971.5,49.0,7,6840,6,13.7,Thunderstorm,2586.0
1165,16,2,2020-12-11 12:38:01,17.8,89,984.2,49.5,242,5532,8,-2.0,Rain,2674.0
1166,22,2,2021-10-31 00:41:59,15.5,70,907.8,11.9,348,3524,1,5.9,Clear,3723.0
1167,22,2,2020-01-16 09:46:30,7.6,97,946.1,34.6,106,9809,3,4.5,Clear,1284.0
1168,31,3,2018-12-05 02:08:27,34.2,66,933.3,36.4,333,7163,2,9.8,Cloudy,1355.0
1169,7,1,2020-09-04 18:57:08,19.1,87,1004.9,6.8,199,2686,8,2.2,Heavy Rain,1017.0
1170,21,2,2023-09-17 16:08:03,29.6,51,966.6,64.2,38,213,3,11.7,Fog,4359.0
1171,58,7,2020-06-20 22:31:40,28.7,60,991.3,14.9,38,9022,6,8.1,Clear,2114.0
1172,57,7,2019-12-14 09:32:37,6.7,93,901.1,63.1,325,4640,4,6.2,Thunderstorm,1632.0
1173,14,2,2023-03-07 17:40:32,34.3,86,908.1,15.0,128,2312,0,9.6,Fog,1673.0
1174,26,3,2022-03-03 08:55:37,27.1,87,992.4,0.2,38,6087,3,1.8,Heavy Rain,3646.0
1175,51,6,2023-12-11 18:45:50,27.9,79,979.3,10.3,133,3915,7,-1.0,Clear,4120.0
1176,44,5,2024-10-08 22:16:17,29.4,100,999.7,22.7,132,6850,1,3.7,Cloudy,1646.0
1177,27,3,2022-06-21 15:30:01,15.1,72,995.9,72.6,201,8673,4,14.6,Fog,2324.0
1178,10,1,2023-05-03 23:08:42,11.4,92,978.4,78.5,108,7450,5,5.7,Fog,4282.0
1179,31,3,2019-01-09 06:04:35,9.8,89,991.8,12.2,84,7145,3,1.8,Thunderstorm,3880.0
1180,42,5,2019-11-05 12:55:49,16.1,68,912.4,56.1,335,5562,8,4.5,Cloudy,2588.0
1181,49,6,2022-04-12 15:51:18,31.2,100,915.8,61.9,13,3322,1,8.9,Rain,1010.0
1182,1,1,2024-09-14 02:02:36,16.9,100,925.9,10.7,159,3720,0,12.6,Cloudy,2341.0
1183,61,8,2018-08-31 22:25:26,13.7,40,942.4,72.8,164,3615,6,14.2,Fog,1762.0
1184,32,3,2018-03-03 00:04:38,30.7,63,965.6,46.5,310,3797,7,9.2,Clear,2305.0
1185,47,6,2019-09-01 08:02:58,16.7,98,986.3,46.9,223,4620,6,2.5,Fog,2856.0
1186,16,2,2024-12-28 13:20:18,24.3,85,961.9,21.7,121,1759,6,11.1,Clear,4383.0
1187,48,6,2020-02-24 01:33:27,25.9,44,963.5,61.4,260,1794,0,6.8,Thunderstorm,4404.0
1188,5,1,2020-10-06 18:51:53,19.5,86,946.5,32.3,76,7373,1,3.1,Thunderstorm,3732.0
1189,48,6,2018-09-17 14:49:49,17.3,48,905.3,23.6,106,9047,0,1.8,Heavy Rain,1698.0
1190,59,8,2019-02-21 03:20:32,24.3,46,940.0,41.5,190,6660,2,13.7,Rain,2839.0
1191,23,3,2024-02-17 11:03:31,24.8,41,969.1,75.7,80,8917,4,5.1,Fog,3088.0
1192,1,1,2020-04-25 11:35:58,21.1,53,956.4,53.4,72,4996,0,-2.7,Clear,3243.0
1193,36,4,2021-05-26 20:16:00,14.6,87,978.0,54.8,233,2825,1,6.0,Clear,2443.0
1194,53,6,2024-04-20 20:03:28,29.9,49,933.4,42.7,310,753,0,11.5,Cloudy,2010.0
1195,57,7,2024-06-19 04:19:54,5.5,59,900.4,22.6,0,5197,5,11.6,Heavy Rain,1855.0
1196,18,2,2020-03-08 04:34:27,14.2,63,980.2,64.9,269,3122,1,6.9,Cloudy,1765.0
1197,14,2,2020-01-01 12:58:38,33.9,48,954.0,15.6,76,2188,5,0.3,Clear,1855.0
1198,6,1,2018-05-13 18:10:52,19.0,60,945.0,54.0,231,6542,4,-4.7,Heavy Rain,965.0
1199,61,8,2024-01-31 12:37:40,9.5,55,918.4,8.9,288,6340,5,1.4,Rain,1780.0
1200,32,3,2020-01-30 07:15:45,9.2,85,1011.4,37.8,171,710,8,-4.7,Rain,2307.0
1201,24,3,2019-11-04 01:52:08,15.5,56,941.7,38.0,49,5401,1,13.9,Fog,2897.0
1202,46,5,2020-08-07 23:31:06,29.4,44,903.3,38.2,127,9855,0,3.3,Clear,1038.0
1203,6,1,2018-01-11 09:43:41,17.8,84,985.7,79.7,59,5377,8,-1.2,Heavy Rain,1715.0
1204,57,7,2021-04-18 14:06:58,23.6,74,986.1,79.5,88,1685,1,6.2,Clear,2221.0
1205,20,2,2019-01-31 00:42:39,33.6,85,903.2,59.5,154,3735,6,-3.9,Rain,977.0
1206,49,6,2021-12-15 04:22:41,21.2,73,964.4,46.1,182,8023,8,11.3,Cloudy,1619.0
1207,7,1,2024-06-25 12:12:18,5.6,60,901.0,17.1,53,2286,2,-0.5,Clear,1965.0
1208,24,3,2023-03-04 22:10:47,10.0,43,953.3,3.9,77,3108,5,1.9,Clear,1227.0
1209,12,1,2019-08-07 04:38:59,5.9,99,973.8,67.6,64,5974,4,13.9,Heavy Rain,2324.0
1210,60,8,2019-11-12 19:56:10,21.9,91,964.4,29.6,304,9020,1,-2.0,Rain,3569.0
1211,4,1,2019-01-06 10:32:10,28.9,93,922.0,15.3,336,7763,4,7.6,Cloudy,4031.0
1212,41,5,2023-10-25 09:36:56,22.1,49,1002.3,32.7,217,2045,2,1.5,Cloudy,2143.0
1213,23,3,2019-07-17 23:54:43,10.7,94,956.6,65.1,301,9790,8,0.1,Fog,4349.0
1214,16,2,2020-02-24 14:43:59,29.7,98,997.0,68.1,320,287,2,14.8,Clear,2125.0
1215,15,2,2023-12-06 11:02:24,33.0,60,917.8,32.8,157,4131,6,-3.0,Rain,3704.0
1216,15,2,2022-08-11 16:49:16,11.3,76,984.3,74.9,165,6351,2,14.1,Rain,4448.0
1217,1,1,2024-10-23 00:34:49,31.4,41,988.2,27.4,28,8835,8,7.2,Rain,3866.0
1218,55,7,2022-01-02 18:15:21,5.8,80,1009.7,56.2,303,4994,6,-2.2,Thunderstorm,960.0
1219,9,1,2018-04-08 17:45:11,30.7,72,929.3,58.2,0,3184,1,8.3,Heavy Rain,1665.0
1220,33,4,2019-06-26 21:30:35,32.6,47,1009.4,26.2,57,1797,8,11.6,Heavy Rain,4283.0
1221,52,6,2021-01-09 19:29:56,25.1,94,953.3,15.0,265,8180,1,-0.3,Clear,3609.0
1222,46,5,2019-09-24 07:29:45,32.1,63,901.1,41.5,324,6144,2,4.9,Fog,1195.0
1223,32,3,2022-04-28 01:32:47,13.7,86,1005.8,11.6,103,7727,1,7.5,Rain,2504.0
1224,56,7,2018-03-03 21:21:03,9.5,91,942.8,30.0,179,2060,4,9.5,Cloudy,1169.0
1225,36,4,2021-07-29 17:47:25,29.0,98,952.4,55.9,317,316,2,6.9,Fog,4135.0
1226,40,5,2022-05-22 21:12:28,5.5,46,914.7,22.2,99,8753,0,5.5,Fog,2753.0
1227,61,8,2024-08-19 16:31:50,31.4,59,938.3,25.0,63,775,7,4.0,Clear,3437.0
1228,1,1,2020-07-23 02:38:27,9.8,82,1002.7,25.4,317,7811,4,14.0,Fog,2941.0
1229,13,2,2019-10-23 13:08:03,19.2,44,978.5,43.9,140,8031,6,13.5,Fog,4102.0
1230,18,2,2024-09-16 09:43:23,12.4,61,974.6,64.8,10,5121,3,-2.8,Rain,1895.0
1231,50,6,2022-08-24 19:39:30,18.2,67,900.8,63.8,335,3549,3,14.3,Thunderstorm,3844.0
1232,20,2,2022-01-25 00:30:22,25.2,80,1006.0,34.9,300,5895,7,3.2,Cloudy,2097.0
1233,39,4,2024-12-07 13:18:07,25.6,88,990.1,40.1,159,6547,3,8.0,Clear,3925.0
1234,38,4,2024-01-10 15:18:37,33.1,56,960.6,31.3,17,6587,3,3.3,Thunderstorm,3952.0
1235,3,1,2024-04-16 11:43:50,17.3,40,936.0,53.7,167,6917,1,8.2,Fog,1932.0
1236,36,4,2023-10-06 22:31:21,23.6,45,993.9,7.5,329,1792,6,6.3,Thunderstorm,2508.0
1237,12,1,2020-09-18 05:06:07,27.3,82,933.0,41.0,290,7003,0,13.3,Thunderstorm,2694.0
1238,23,3,2024-02-28 19:56:06,5.7,89,923.4,0.7,165,609,3,-0.7,Cloudy,1746.0
1239,20,2,2024-07-21 08:15:41,6.1,70,995.6,75.0,272,9903,5,10.6,Thunderstorm,926.0
1240,47,6,2024-12-09 02:20:23,27.7,83,965.3,61.9,108,9565,0,1.8,Heavy Rain,1931.0
1241,52,6,2022-09-08 06:48:48,29.0,72,930.5,50.5,221,6479,0,12.5,Cloudy,4335.0
1242,39,4,2024-04-20 20:04:13,29.3,78,1010.3,5.0,279,7073,6,-1.3,Fog,3938.0
1243,35,4,2019-03-06 14:38:05,35.0,61,903.7,55.7,155,8593,5,-3.0,Heavy Rain,1418.0
1244,18,2,2024-01-31 19:12:29,30.2,40,989.3,49.8,97,1564,3,6.0,Cloudy,1474.0
1245,39,4,2020-06-18 17:11:27,20.1,92,1003.8,6.0,136,4120,7,13.3,Rain,3837.0
1246,36,4,2018-11-07 14:04:21,22.6,92,983.4,78.2,24,9967,6,-4.1,Rain,3789.0
1247,47,6,2024-08-09 02:25:53,17.5,61,981.5,43.0,78,8833,6,-1.2,Cloudy,2999.0
1248,58,7,2022-10-05 00:11:07,27.9,68,914.4,29.7,190,5355,7,-4.4,Rain,2108.0
1249,59,8,2022-07-07 23:03:47,13.8,97,932.2,38.4,42,7368,0,12.6,Cloudy,1033.0
1250,19,2,2021-03-11 03:23:51,14.5,44,958.9,46.8,1,8644,8,3.8,Clear,1528.0
1251,18,2,2023-03-03 14:28:07,28.1,72,977.5,74.5,84,7316,4,-3.5,Clear,3369.0
1252,14,2,2021-11-21 23:04:13,23.0,80,994.0,77.0,82,5828,0,-4.8,Heavy Rain,1204.0
1253,4,1,2018-08-13 08:13:56,24.6,90,902.8,58.7,57,3861,0,7.9,Fog,3209.0
1254,12,1,2019-07-08 03:20:00,10.4,61,943.9,27.1,159,4719,4,-4.6,Clear,2086.0
1255,51,6,2024-08-22 18:08:41,9.3,72,906.2,20.8,152,6653,2,-4.4,Rain,3070.0
1256,3,1,2020-06-17 01:03:36,23.3,53,979.0,38.2,83,5462,4,3.9,Thunderstorm,2388.0
1257,56,7,2021-12-09 07:52:40,17.3,48,913.2,1.1,41,2209,0,5.5,Rain,3981.0
1258,48,6,2020-10-18 07:27:08,23.4,51,903.5,28.9,190,6396,5,4.4,Rain,1958.0
1259,26,3,2021-01-01 07:30:56,27.1,66,977.9,0.2,211,6949,6,7.7,Fog,2509.0
1260,12,1,2024-08-13 09:54:38,16.7,78,961.0,56.9,160,2338,2,6.8,Rain,1216.0
1261,43,5,2023-04-05 09:07:43,14.0,56,1012.2,67.0,235,9294,2,11.1,Fog,922.0
1262,7,1,2023-11-28 16:48:33,16.3,43,985.9,16.5,263,4903,6,-3.3,Thunderstorm,1790.0
1263,23,3,2020-06-02 19:59:28,9.3,52,999.4,64.6,116,7338,2,13.8,Fog,2833.0
1264,27,3,2018-11-27 00:33:20,33.3,46,950.4,23.8,216,196,3,8.9,Rain,1123.0
1265,62,8,2022-05-12 09:16:05,7.8,70,958.0,2.4,328,1653,8,5.4,Clear,2159.0
1266,47,6,2019-08-12 20:15:14,6.5,82,940.8,16.3,279,3418,4,3.8,Cloudy,4465.0
1267,23,3,2021-03-04 16:57:35,32.0,62,988.5,76.1,17,6926,3,10.2,Rain,1976.0
1268,45,5,2019-06-27 16:09:22,17.6,48,935.1,33.7,51,3087,4,-2.8,Thunderstorm,3352.0
1269,59,8,2023-01-05 12:11:15,25.4,56,938.9,48.8,160,2144,2,3.5,Heavy Rain,2311.0
1270,23,3,2021-06-04 00:28:13,26.2,60,972.8,2.8,63,7916,3,3.1,Fog,4041.0
1271,14,2,2022-12-10 23:54:52,10.9,57,915.3,25.0,130,5425,2,10.8,Fog,4050.0
1272,41,5,2023-05-15 19:06:26,26.2,40,1011.9,33.4,325,6989,3,0.9,Fog,3279.0
1273,36,4,2020-12-04 15:56:12,5.2,59,979.9,33.3,54,2351,8,7.3,Rain,3501.0
1274,54,6,2019-06-05 00:17:22,18.0,41,1007.0,30.1,105,1310,3,13.2,Heavy Rain,4296.0
1275,55,7,2020-10-28 02:58:12,27.4,99,922.6,49.3,99,1650,5,5.1,Fog,4363.0
1276,26,3,2023-03-10 10:17:32,24.2,81,995.5,5.6,92,651,5,4.6,Clear,3496.0
1277,49,6,2021-04-19 17:57:03,27.6,78,901.1,49.3,115,2042,4,5.7,Fog,4124.0
1278,32,3,2020-05-15 17:28:45,24.5,40,1000.7,11.3,295,3822,4,-0.0,Fog,986.0
1279,10,1,2022-09-08 17:19:34,32.1,79,1011.2,53.2,36,4076,0,14.9,Clear,2823.0
1280,38,4,2024-09-15 22:40:50,20.4,68,908.9,2.3,319,7044,7,2.5,Fog,1915.0
1281,20,2,2022-06-08 17:13:43,15.9,79,916.1,54.8,231,7876,3,-2.6,Heavy Rain,3513.0
1282,23,3,2024-10-20 14:26:58,18.6,98,969.8,60.3,267,7950,5,-4.7,Heavy Rain,901.0
1283,43,5,2020-08-25 20:08:34,13.4,93,974.4,71.4,81,473,8,7.7,Cloudy,2449.0
1284,16,2,2022-04-20 04:04:38,23.5,84,980.2,66.2,3,4514,3,3.7,Thunderstorm,913.0
1285,46,5,2024-08-28 01:35:02,14.6,42,983.3,76.1,58,8523,8,4.1,Thunderstorm,1111.0
1286,39,4,2023-01-28 09:44:53,11.6,75,906.4,62.5,353,8547,0,-3.3,Rain,3529.0
1287,25,3,2022-11-10 06:20:21,32.6,72,990.4,25.6,11,6818,3,-2.6,Fog,4288.0
1288,20,2,2019-08-03 22:56:12,21.3,46,997.6,59.2,245,3894,4,2.6,Cloudy,2861.0
1289,54,6,2018-09-05 04:37:48,11.3,43,947.6,48.4,106,3022,8,13.0,Thunderstorm,1885.0
1290,8,1,2023-05-06 00:08:48,15.2,57,977.5,10.9,76,290,5,11.6,Thunderstorm,1719.0
1291,5,1,2023-03-06 14:15:33,6.8,66,1007.4,10.2,292,5497,6,-0.1,Clear,2755.0
1292,53,6,2020-06-26 18:40:27,22.8,99,912.9,52.7,98,5930,1,2.5,Clear,3917.0
1293,43,5,2020-01-12 20:03:21,15.1,58,986.0,13.2,344,1438,6,12.1,Heavy Rain,3049.0
1294,27,3,2019-09-25 08:58:08,9.6,84,1011.6,31.8,321,3124,2,-2.9,Fog,4405.0
1295,9,1,2020-06-16 12:52:06,6.0,49,966.4,25.6,97,9600,3,7.9,Heavy Rain,3104.0
1296,36,4,2024-03-29 03:13:16,29.6,72,929.4,37.6,181,2063,3,3.8,Thunderstorm,1143.0
1297,45,5,2024-05-01 07:53:31,28.1,84,936.4,66.8,119,7998,7,-1.0,Thunderstorm,1315.0
1298,36,4,2018-09-05 05:47:59,24.1,75,904.6,34.7,342,6737,5,10.3,Clear,1903.0
1299,38,4,2020-04-28 22:18:44,10.1,99,999.2,75.1,210,8350,1,-0.3,Fog,4349.0
1300,61,8,2024-03-20 09:28:33,17.3,91,923.2,25.6,183,5183,3,4.0,Rain,2109.0
1301,44,5,2024-02-22 11:51:16,19.2,99,963.0,19.6,87,8289,5,2.3,Thunderstorm,2448.0
1302,13,2,2018-12-12 09:43:33,30.3,55,929.0,53.6,221,4384,8,-3.2,Rain,1242.0
1303,10,1,2024-12-02 21:28:44,33.4,60,928.6,18.9,19,861,6,14.0,Rain,2319.0
1304,55,7,2019-09-14 02:58:53,9.7,99,996.9,18.5,354,5412,0,8.7,Heavy Rain,2394.0
1305,5,1,2022-06-05 13:33:42,31.9,70,903.6,17.5,277,9716,4,4.3,Fog,1737.0
1306,15,2,2018-10-14 18:50:29,19.8,95,976.9,21.1,110,7973,0,9.3,Thunderstorm,2254.0
1307,52,6,2019-07-18 19:42:20,12.0,53,925.6,42.0,237,6398,7,12.8,Clear,1380.0
1308,33,4,2019-08-08 07:24:37,18.1,98,908.6,77.5,44,9535,5,7.6,Heavy Rain,2459.0
1309,26,3,2018-04-30 11:51:54,26.9,51,978.9,68.6,320,2229,1,15.0,Rain,1345.0
1310,18,2,2022-03-24 12:51:35,14.1,47,919.8,19.7,318,4118,0,-2.2,Cloudy,4186.0
