image_id,state_id,district_id,acquisition_datetime,lat_nw,lon_nw,lat_ne,lon_ne,lat_se,lon_se,lat_sw,lon_sw,sensor,image_type,resolution_m,cloud_cover_pct,processing_level,filename,incidence_angle_deg
524,36,4,2023-05-03 19:40:13,25.38193,90.23935,25.48193,90.33935,25.48193,90.23935,25.38193,90.33935,Landsat-8,Optical,5.3,31.8,Analysis Ready,S2_000524.tif,0.4
525,5,1,2022-03-11 16:28:14,23.38733,94.72704,23.48733,94.82704,23.48733,94.72704,23.38733,94.82704,Sentinel-1A,SAR,12.4,23.1,Analysis Ready,S2_000525.tif,2.55
526,55,7,2019-04-25 17:10:30,29.13412,94.68562,29.23412,94.78562,29.23412,94.68562,29.13412,94.78562,Landsat-9,Optical,17.0,3.9,Raw,S2_000526.tif,2.73
527,36,4,2021-11-13 10:42:09,25.0033,90.95118,25.1033,91.05118,25.1033,90.95118,25.0033,91.05118,Landsat-8,Optical,5.2,84.4,Analysis Ready,S2_000527.tif,2.57
528,40,5,2023-08-02 15:43:09,27.96698,97.3295,28.06698,97.4295,28.06698,97.3295,27.96698,97.4295,Landsat-8,Optical,11.3,56.1,Analysis Ready,S2_000528.tif,2.07
529,20,2,2019-12-13 18:46:43,23.12871,93.32083,23.22871,93.42083,23.22871,93.32083,23.12871,93.42083,Landsat-8,Optical,13.6,44.8,Analysis Ready,S2_000529.tif,3.0
530,33,4,2023-03-06 09:11:47,23.47562,100.33114,23.57562,100.43114,23.57562,100.33114,23.47562,100.43114,RESOURCESAT-2,Optical,7.6,32.1,Analysis Ready,S2_000530.tif,4.01
531,62,8,2019-08-06 19:37:35,26.67273,92.74204,26.77273,92.84204,26.77273,92.74204,26.67273,92.84204,Landsat-9,Optical,21.8,50.6,Preprocessed,S2_000531.tif,4.28
532,21,2,2018-07-13 01:29:55,24.04921,99.8343,24.14921,99.9343,24.14921,99.8343,24.04921,99.9343,Sentinel-1B,SAR,3.3,53.0,Raw,S2_000532.tif,4.82
533,13,2,2021-11-20 02:57:15,26.12595,99.81661,26.22595,99.91661,26.22595,99.81661,26.12595,99.91661,Landsat-8,Optical,8.4,31.3,Analysis Ready,S2_000533.tif,4.23
534,45,5,2023-07-09 12:16:38,28.34356,95.39691,28.44356,95.49691,28.44356,95.39691,28.34356,95.49691,Sentinel-1A,SAR,23.6,97.8,Analysis Ready,S2_000534.tif,1.49
535,27,3,2022-05-11 04:32:40,25.32793,90.44822,25.42793,90.54822,25.42793,90.44822,25.32793,90.54822,Landsat-9,Optical,15.5,68.9,Raw,S2_000535.tif,3.25
536,24,3,2021-03-15 03:11:21,23.7979,99.68578,23.8979,99.78578,23.8979,99.68578,23.7979,99.78578,RESOURCESAT-2,Optical,4.8,57.0,Preprocessed,S2_000536.tif,2.58
537,19,2,2022-07-21 15:47:27,23.80474,96.02521,23.90474,96.12521,23.90474,96.02521,23.80474,96.12521,RESOURCESAT-2,Optical,26.4,77.9,Raw,S2_000537.tif,3.25
538,16,2,2019-01-06 15:47:15,23.96188,90.67999,24.06188,90.77999,24.06188,90.67999,23.96188,90.77999,Landsat-8,Optical,24.0,72.4,Raw,S2_000538.tif,3.81
539,32,3,2023-02-17 08:36:21,24.93391,95.46381,25.03391,95.56381,25.03391,95.46381,24.93391,95.56381,Landsat-9,Optical,26.9,46.9,Raw,S2_000539.tif,0.71
540,57,7,2020-11-29 09:17:43,24.00476,92.93194,24.10476,93.03194,24.10476,92.93194,24.00476,93.03194,Sentinel-2A,Optical,27.4,46.4,Preprocessed,S2_000540.tif,2.93
541,27,3,2021-12-10 10:00:59,24.79773,90.83179,24.89773,90.93179,24.89773,90.83179,24.79773,90.93179,Landsat-9,Optical,17.0,48.7,Analysis Ready,S2_000541.tif,4.79
542,6,1,2018-08-27 18:57:12,26.09756,96.69475,26.19756,96.79475,26.19756,96.69475,26.09756,96.79475,RESOURCESAT-2,Optical,7.8,27.7,Preprocessed,S2_000542.tif,0.46
543,18,2,2024-11-16 10:24:02,29.13708,98.53932,29.23708,98.63932,29.23708,98.53932,29.13708,98.63932,Sentinel-2A,Optical,29.3,78.0,Analysis Ready,S2_000543.tif,3.12
544,59,8,2021-11-09 03:18:26,25.93947,92.87473,26.03947,92.97473,26.03947,92.87473,25.93947,92.97473,Landsat-8,Optical,18.2,1.0,Preprocessed,S2_000544.tif,4.55
545,6,1,2018-02-07 08:10:25,26.0445,96.66755,26.1445,96.76755,26.1445,96.66755,26.0445,96.76755,Sentinel-1A,SAR,28.1,93.7,Raw,S2_000545.tif,1.28
546,20,2,2022-12-19 12:18:38,23.57207,93.50274,23.67207,93.60274,23.67207,93.50274,23.57207,93.60274,Landsat-9,Optical,14.4,85.1,Analysis Ready,S2_000546.tif,2.97
547,48,6,2022-07-18 11:51:01,27.05802,95.26381,27.15802,95.36381,27.15802,95.26381,27.05802,95.36381,Sentinel-1B,SAR,18.4,75.9,Preprocessed,S2_000547.tif,4.95
548,46,5,2024-12-25 22:56:41,23.52069,97.77495,23.62069,97.87495,23.62069,97.77495,23.52069,97.87495,Sentinel-1A,SAR,8.9,83.8,Analysis Ready,S2_000548.tif,1.29
549,31,3,2018-05-17 09:36:35,27.64712,95.72703,27.74712,95.82703,27.74712,95.72703,27.64712,95.82703,Sentinel-2A,Optical,9.3,36.5,Raw,S2_000549.tif,0.1
550,28,3,2021-06-21 02:55:58,28.58473,92.97458,28.68473,93.07458,28.68473,92.97458,28.58473,93.07458,Sentinel-2A,Optical,28.5,38.0,Raw,S2_000550.tif,3.04
551,57,7,2021-07-30 17:56:45,23.20684,93.47467,23.30684,93.57467,23.30684,93.47467,23.20684,93.57467,Sentinel-2A,Optical,15.5,57.9,Raw,S2_000551.tif,1.74
552,10,1,2018-06-11 12:28:39,24.2029,97.27635,24.3029,97.37635,24.3029,97.27635,24.2029,97.37635,RESOURCESAT-2,Optical,12.0,41.0,Analysis Ready,S2_000552.tif,2.87
553,20,2,2021-07-05 15:54:36,22.87071,93.89212,22.97071,93.99212,22.97071,93.89212,22.87071,93.99212,RESOURCESAT-2,Optical,19.1,88.9,Raw,S2_000553.tif,4.32
554,44,5,2022-03-21 23:15:25,29.26195,98.46492,29.36195,98.56492,29.36195,98.46492,29.26195,98.56492,Sentinel-2B,Optical,23.4,49.2,Preprocessed,S2_000554.tif,0.7
555,43,5,2022-07-15 14:38:38,29.97932,97.16143,30.07932,97.26143,30.07932,97.16143,29.97932,97.26143,Landsat-8,Optical,19.5,75.0,Analysis Ready,S2_000555.tif,2.79
556,33,4,2021-06-28 14:16:37,23.86844,100.47011,23.96844,100.57011,23.96844,100.47011,23.86844,100.57011,Sentinel-1B,SAR,29.3,73.1,Analysis Ready,S2_000556.tif,3.6
557,56,7,2020-07-15 11:29:48,29.44706,97.98124,29.54706,98.08124,29.54706,97.98124,29.44706,98.08124,Sentinel-1B,SAR,19.3,39.2,Raw,S2_000557.tif,3.94
558,48,6,2019-12-02 02:12:29,26.98156,95.04181,27.08156,95.14181,27.08156,95.04181,26.98156,95.14181,Sentinel-2B,Optical,27.5,15.7,Raw,S2_000558.tif,2.26
559,26,3,2018-06-27 10:35:14,23.74992,90.3726,23.84992,90.4726,23.84992,90.3726,23.74992,90.4726,Landsat-9,Optical,6.5,41.7,Preprocessed,S2_000559.tif,2.48
560,62,8,2019-04-03 23:13:42,26.73426,92.41385,26.83426,92.51385,26.83426,92.41385,26.73426,92.51385,Sentinel-1B,SAR,5.7,78.4,Analysis Ready,S2_000560.tif,1.16
561,14,2,2020-08-05 13:33:02,22.3082,93.13924,22.4082,93.23924,22.4082,93.13924,22.3082,93.23924,Landsat-8,Optical,27.6,30.7,Raw,S2_000561.tif,1.12
562,31,3,2020-12-12 10:51:36,27.74861,95.1264,27.84861,95.2264,27.84861,95.1264,27.74861,95.2264,Sentinel-2B,Optical,22.0,24.0,Analysis Ready,S2_000562.tif,0.78
563,40,5,2024-11-13 14:55:43,28.32739,97.76049,28.42739,97.86049,28.42739,97.76049,28.32739,97.86049,Sentinel-1A,SAR,3.2,36.8,Preprocessed,S2_000563.tif,3.33
564,27,3,2019-06-15 13:18:52,25.56692,90.54351,25.66692,90.64351,25.66692,90.54351,25.56692,90.64351,Sentinel-1B,SAR,29.2,55.5,Raw,S2_000564.tif,1.29
565,43,5,2023-12-10 21:57:16,29.49233,97.56212,29.59233,97.66212,29.59233,97.56212,29.49233,97.66212,Landsat-8,Optical,7.5,71.7,Raw,S2_000565.tif,2.65
566,54,6,2018-02-25 23:25:13,29.82688,92.05805,29.92688,92.15805,29.92688,92.05805,29.82688,92.15805,Sentinel-2A,Optical,3.0,30.6,Raw,S2_000566.tif,0.26
567,17,2,2019-05-20 06:33:17,24.20698,92.51921,24.30698,92.61921,24.30698,92.51921,24.20698,92.61921,Landsat-9,Optical,27.6,7.5,Analysis Ready,S2_000567.tif,1.37
568,37,4,2021-04-07 09:17:16,26.27972,95.02694,26.37972,95.12694,26.37972,95.02694,26.27972,95.12694,Sentinel-1A,SAR,25.3,56.0,Preprocessed,S2_000568.tif,1.73
569,14,2,2023-11-24 02:52:33,22.86356,93.33428,22.96356,93.43428,22.96356,93.33428,22.86356,93.43428,Sentinel-2B,Optical,11.5,46.4,Analysis Ready,S2_000569.tif,3.14
570,40,5,2023-05-31 17:34:45,28.41477,97.25676,28.51477,97.35676,28.51477,97.25676,28.41477,97.35676,Landsat-8,Optical,13.1,80.1,Raw,S2_000570.tif,0.16
571,1,1,2020-05-23 04:57:48,27.43398,90.46167,27.53398,90.56167,27.53398,90.46167,27.43398,90.56167,RESOURCESAT-2,Optical,16.0,42.7,Preprocessed,S2_000571.tif,3.23
572,50,6,2019-11-10 21:02:41,23.74007,92.09777,23.84007,92.19777,23.84007,92.09777,23.74007,92.19777,Sentinel-1B,SAR,17.0,32.2,Analysis Ready,S2_000572.tif,2.96
573,61,8,2024-02-17 09:56:47,26.71665,89.86283,26.81665,89.96283,26.81665,89.86283,26.71665,89.96283,Sentinel-2B,Optical,15.1,38.7,Preprocessed,S2_000573.tif,0.96
574,16,2,2023-11-26 18:10:58,23.66842,90.94786,23.76842,91.04786,23.76842,90.94786,23.66842,91.04786,Sentinel-1A,SAR,11.5,32.8,Analysis Ready,S2_000574.tif,2.01
575,26,3,2018-01-08 23:50:36,23.74011,89.92833,23.84011,90.02833,23.84011,89.92833,23.74011,90.02833,Landsat-9,Optical,29.5,27.1,Raw,S2_000575.tif,4.05
576,20,2,2020-04-13 21:36:47,23.74432,93.77273,23.84432,93.87273,23.84432,93.77273,23.74432,93.87273,Landsat-9,Optical,10.6,99.9,Analysis Ready,S2_000576.tif,2.72
577,5,1,2020-02-18 11:47:00,23.8419,95.42045,23.9419,95.52045,23.9419,95.42045,23.8419,95.52045,Landsat-9,Optical,22.1,73.8,Analysis Ready,S2_000577.tif,0.58
578,31,3,2024-04-30 06:18:49,27.51144,95.19942,27.61144,95.29942,27.61144,95.19942,27.51144,95.29942,Sentinel-2B,Optical,9.4,28.6,Raw,S2_000578.tif,4.48
579,14,2,2020-03-10 02:48:25,22.76313,92.90763,22.86313,93.00763,22.86313,92.90763,22.76313,93.00763,Landsat-9,Optical,17.4,34.3,Analysis Ready,S2_000579.tif,3.31
580,35,4,2018-12-29 11:05:33,23.27427,91.60901,23.37427,91.70901,23.37427,91.60901,23.27427,91.70901,Sentinel-2B,Optical,27.2,27.8,Analysis Ready,S2_000580.tif,0.34
581,33,4,2019-08-04 05:44:17,23.57815,99.84505,23.67815,99.94505,23.67815,99.84505,23.57815,99.94505,Sentinel-1B,SAR,26.2,19.1,Analysis Ready,S2_000581.tif,3.99
582,10,1,2022-08-05 19:14:20,23.68088,97.2122,23.78088,97.3122,23.78088,97.2122,23.68088,97.3122,Sentinel-2B,Optical,13.7,4.4,Raw,S2_000582.tif,1.35
583,36,4,2021-05-20 12:11:01,25.48358,90.18824,25.58358,90.28824,25.58358,90.18824,25.48358,90.28824,Sentinel-2B,Optical,12.2,89.6,Preprocessed,S2_000583.tif,4.35
584,8,1,2022-05-06 22:34:23,23.83802,99.08501,23.93802,99.18501,23.93802,99.08501,23.83802,99.18501,Sentinel-2B,Optical,4.7,59.2,Preprocessed,S2_000584.tif,2.27
585,40,5,2024-09-20 13:16:34,28.08557,97.37615,28.18557,97.47615,28.18557,97.37615,28.08557,97.47615,Sentinel-1A,SAR,5.9,84.9,Analysis Ready,S2_000585.tif,2.36
586,29,3,2023-11-18 22:26:18,26.38971,98.68424,26.48971,98.78424,26.48971,98.68424,26.38971,98.78424,Sentinel-1B,SAR,14.9,8.3,Raw,S2_000586.tif,1.45
587,15,2,2024-06-23 12:54:59,26.51918,98.45156,26.61918,98.55156,26.61918,98.45156,26.51918,98.55156,Sentinel-1B,SAR,12.7,82.2,Analysis Ready,S2_000587.tif,4.29
588,21,2,2023-02-09 19:57:05,24.583,99.4397,24.683,99.5397,24.683,99.4397,24.583,99.5397,Sentinel-1A,SAR,24.8,48.0,Raw,S2_000588.tif,1.67
589,1,1,2022-10-25 05:21:27,26.86708,90.33374,26.96708,90.43374,26.96708,90.33374,26.86708,90.43374,Landsat-8,Optical,6.7,79.4,Analysis Ready,S2_000589.tif,1.73
590,14,2,2020-11-07 11:29:12,22.71986,93.29115,22.81986,93.39115,22.81986,93.29115,22.71986,93.39115,RESOURCESAT-2,Optical,25.2,51.1,Preprocessed,S2_000590.tif,4.45
591,57,7,2024-12-24 20:10:19,23.2463,93.15337,23.3463,93.25337,23.3463,93.15337,23.2463,93.25337,Landsat-9,Optical,14.4,34.4,Analysis Ready,S2_000591.tif,2.91
592,62,8,2018-11-22 07:36:15,27.4162,92.78106,27.5162,92.88106,27.5162,92.78106,27.4162,92.88106,Sentinel-1A,SAR,5.1,44.1,Raw,S2_000592.tif,4.83
593,52,6,2024-09-10 18:40:08,28.88702,99.31332,28.98702,99.41332,28.98702,99.31332,28.88702,99.41332,Sentinel-2B,Optical,6.8,2.1,Analysis Ready,S2_000593.tif,3.47
594,53,6,2018-01-24 19:07:46,27.76421,91.64191,27.86421,91.74191,27.86421,91.64191,27.76421,91.74191,RESOURCESAT-2,Optical,26.5,12.9,Preprocessed,S2_000594.tif,3.69
595,59,8,2018-09-22 10:18:47,25.4291,92.69172,25.5291,92.79172,25.5291,92.69172,25.4291,92.79172,Landsat-8,Optical,14.0,36.3,Preprocessed,S2_000595.tif,3.05
596,25,3,2022-12-17 20:07:26,26.59175,96.76592,26.69175,96.86592,26.69175,96.76592,26.59175,96.86592,Landsat-8,Optical,10.4,87.9,Preprocessed,S2_000596.tif,2.95
597,50,6,2019-12-25 21:49:56,24.41309,91.9833,24.51309,92.0833,24.51309,91.9833,24.41309,92.0833,Landsat-8,Optical,19.3,79.3,Preprocessed,S2_000597.tif,1.01
598,4,1,2019-06-30 03:07:32,26.90226,90.22954,27.00226,90.32954,27.00226,90.22954,26.90226,90.32954,Sentinel-1A,SAR,12.8,36.1,Raw,S2_000598.tif,4.8
599,54,6,2018-09-10 04:25:07,30.03048,91.35818,30.13048,91.45818,30.13048,91.35818,30.03048,91.45818,Sentinel-1A,SAR,16.7,22.8,Analysis Ready,S2_000599.tif,2.6
600,57,7,2018-11-16 12:55:15,23.50917,93.47919,23.60917,93.57919,23.60917,93.47919,23.50917,93.57919,Sentinel-2B,Optical,22.2,86.8,Preprocessed,S2_000600.tif,4.78
601,23,3,2020-08-15 08:33:21,27.89585,91.5909,27.99585,91.6909,27.99585,91.5909,27.89585,91.6909,Sentinel-1B,SAR,14.7,25.6,Analysis Ready,S2_000601.tif,0.86
602,33,4,2020-05-21 00:04:14,24.25449,99.8151,24.35449,99.9151,24.35449,99.8151,24.25449,99.9151,Landsat-8,Optical,20.3,43.0,Analysis Ready,S2_000602.tif,3.95
603,35,4,2019-04-28 04:21:02,23.43468,91.59691,23.53468,91.69691,23.53468,91.59691,23.43468,91.69691,Sentinel-1A,SAR,22.7,38.3,Raw,S2_000603.tif,2.94
604,15,2,2021-11-21 14:18:55,26.86698,98.16011,26.96698,98.26011,26.96698,98.16011,26.86698,98.26011,Sentinel-1B,SAR,14.9,16.1,Raw,S2_000604.tif,3.84
605,23,3,2021-06-29 11:32:55,27.44228,91.71172,27.54228,91.81172,27.54228,91.71172,27.44228,91.81172,Sentinel-2A,Optical,19.4,6.9,Raw,S2_000605.tif,1.85
606,34,4,2021-12-22 01:00:27,26.16273,97.71067,26.26273,97.81067,26.26273,97.71067,26.16273,97.81067,Landsat-8,Optical,6.5,54.8,Analysis Ready,S2_000606.tif,0.74
607,48,6,2023-11-21 22:57:46,27.24793,94.4085,27.34793,94.5085,27.34793,94.4085,27.24793,94.5085,Landsat-9,Optical,17.7,9.6,Analysis Ready,S2_000607.tif,3.16
608,7,1,2021-10-22 05:09:29,26.61343,91.78478,26.71343,91.88478,26.71343,91.78478,26.61343,91.88478,RESOURCESAT-2,Optical,8.8,36.4,Analysis Ready,S2_000608.tif,1.12
609,23,3,2021-06-14 10:03:29,27.4763,92.06932,27.5763,92.16932,27.5763,92.06932,27.4763,92.16932,Sentinel-2B,Optical,27.7,87.8,Raw,S2_000609.tif,2.68
610,14,2,2022-12-02 06:52:44,22.24633,92.4636,22.34633,92.5636,22.34633,92.4636,22.24633,92.5636,Sentinel-1A,SAR,10.1,76.4,Preprocessed,S2_000610.tif,2.81
611,43,5,2018-04-12 14:54:03,30.0511,98.08827,30.1511,98.18827,30.1511,98.08827,30.0511,98.18827,Landsat-8,Optical,9.7,14.6,Preprocessed,S2_000611.tif,0.48
612,57,7,2021-06-26 08:11:15,23.35797,92.69443,23.45797,92.79443,23.45797,92.69443,23.35797,92.79443,Sentinel-1A,SAR,4.8,22.3,Raw,S2_000612.tif,3.03
613,26,3,2020-07-27 04:49:41,24.27843,90.31993,24.37843,90.41993,24.37843,90.31993,24.27843,90.41993,Sentinel-2A,Optical,10.9,47.5,Raw,S2_000613.tif,3.64
614,17,2,2022-03-03 16:25:53,24.31879,92.41195,24.41879,92.51195,24.41879,92.41195,24.31879,92.51195,Landsat-9,Optical,8.1,90.2,Raw,S2_000614.tif,2.12
615,57,7,2021-06-04 23:25:27,23.5238,92.97423,23.6238,93.07423,23.6238,92.97423,23.5238,93.07423,Sentinel-1B,SAR,11.0,64.6,Analysis Ready,S2_000615.tif,1.3
616,14,2,2022-10-26 05:56:04,22.56439,92.64657,22.66439,92.74657,22.66439,92.64657,22.56439,92.74657,RESOURCESAT-2,Optical,7.5,78.7,Raw,S2_000616.tif,4.55
617,2,1,2023-11-17 07:22:03,24.01104,91.39916,24.11104,91.49916,24.11104,91.39916,24.01104,91.49916,Landsat-9,Optical,9.4,88.5,Preprocessed,S2_000617.tif,4.44
618,26,3,2021-05-27 08:03:46,24.19085,90.02573,24.29085,90.12573,24.29085,90.02573,24.19085,90.12573,Landsat-9,Optical,18.1,41.6,Raw,S2_000618.tif,0.5
619,62,8,2021-10-29 22:20:38,26.968,92.19105,27.068,92.29105,27.068,92.19105,26.968,92.29105,RESOURCESAT-2,Optical,29.6,25.4,Preprocessed,S2_000619.tif,1.01
620,38,4,2020-09-22 10:42:58,29.29567,98.96373,29.39567,99.06373,29.39567,98.96373,29.29567,99.06373,Sentinel-1A,SAR,17.2,95.0,Analysis Ready,S2_000620.tif,1.31
621,58,7,2020-04-19 02:07:22,27.12299,94.52127,27.22299,94.62127,27.22299,94.52127,27.12299,94.62127,Sentinel-1A,SAR,19.5,67.4,Raw,S2_000621.tif,2.04
622,5,1,2018-08-19 07:49:05,23.42685,94.62444,23.52685,94.72444,23.52685,94.62444,23.42685,94.72444,Landsat-9,Optical,15.7,11.3,Preprocessed,S2_000622.tif,0.09
623,53,6,2021-09-19 16:13:03,28.11881,90.88029,28.21881,90.98029,28.21881,90.88029,28.11881,90.98029,Sentinel-2A,Optical,4.8,66.4,Analysis Ready,S2_000623.tif,4.49
624,62,8,2019-08-07 00:21:24,27.48693,92.05958,27.58693,92.15958,27.58693,92.05958,27.48693,92.15958,Landsat-9,Optical,28.3,36.4,Raw,S2_000624.tif,2.36
625,34,4,2022-05-15 01:45:58,25.62966,97.88066,25.72966,97.98066,25.72966,97.88066,25.62966,97.98066,Sentinel-1B,SAR,23.3,33.6,Preprocessed,S2_000625.tif,2.33
626,46,5,2019-03-04 23:59:14,23.23258,97.7187,23.33258,97.8187,23.33258,97.7187,23.23258,97.8187,RESOURCESAT-2,Optical,8.1,90.1,Preprocessed,S2_000626.tif,1.98
627,4,1,2019-11-30 09:14:50,26.439,90.58517,26.539,90.68517,26.539,90.58517,26.439,90.68517,Sentinel-2A,Optical,5.3,89.5,Analysis Ready,S2_000627.tif,1.06
628,45,5,2021-08-04 04:38:23,29.02262,95.20671,29.12262,95.30671,29.12262,95.20671,29.02262,95.30671,Sentinel-2A,Optical,22.6,80.7,Preprocessed,S2_000628.tif,1.74
629,50,6,2022-03-21 02:08:30,24.14272,92.13908,24.24272,92.23908,24.24272,92.13908,24.14272,92.23908,Landsat-8,Optical,22.4,25.9,Raw,S2_000629.tif,4.04
630,15,2,2019-05-11 11:17:18,26.87406,98.71358,26.97406,98.81358,26.97406,98.71358,26.87406,98.81358,Sentinel-2A,Optical,7.4,74.1,Preprocessed,S2_000630.tif,0.08
631,33,4,2022-06-20 08:00:03,23.95943,99.79122,24.05943,99.89122,24.05943,99.79122,23.95943,99.89122,Sentinel-1A,SAR,18.5,98.0,Preprocessed,S2_000631.tif,1.45
632,46,5,2024-04-19 23:35:33,23.03772,97.24623,23.13772,97.34623,23.13772,97.24623,23.03772,97.34623,Sentinel-2A,Optical,6.2,69.6,Raw,S2_000632.tif,4.69
633,23,3,2024-06-09 16:20:14,27.99847,91.81728,28.09847,91.91728,28.09847,91.81728,27.99847,91.91728,Landsat-8,Optical,12.3,38.9,Preprocessed,S2_000633.tif,4.14
634,51,6,2023-06-04 07:42:45,29.68212,90.63267,29.78212,90.73267,29.78212,90.63267,29.68212,90.73267,Landsat-9,Optical,21.9,43.3,Preprocessed,S2_000634.tif,2.44
635,15,2,2023-02-10 03:20:31,26.67666,98.83459,26.77666,98.93459,26.77666,98.83459,26.67666,98.93459,Sentinel-1B,SAR,26.7,81.9,Preprocessed,S2_000635.tif,4.02
636,22,2,2021-03-05 16:34:33,22.11983,95.88597,22.21983,95.98597,22.21983,95.88597,22.11983,95.98597,Sentinel-1A,SAR,21.1,42.3,Preprocessed,S2_000636.tif,4.77
637,23,3,2018-09-19 02:23:50,27.52787,91.22527,27.62787,91.32527,27.62787,91.22527,27.52787,91.32527,Sentinel-1B,SAR,27.7,93.2,Analysis Ready,S2_000637.tif,0.48
638,15,2,2023-12-07 21:45:25,27.02597,98.56807,27.12597,98.66807,27.12597,98.56807,27.02597,98.66807,Sentinel-1B,SAR,22.3,55.2,Preprocessed,S2_000638.tif,4.94
639,55,7,2020-05-20 21:06:12,29.13937,94.69849,29.23937,94.79849,29.23937,94.69849,29.13937,94.79849,Landsat-9,Optical,21.3,52.0,Raw,S2_000639.tif,0.79
640,36,4,2022-09-19 22:21:03,25.65457,90.50657,25.75457,90.60657,25.75457,90.50657,25.65457,90.60657,Sentinel-2B,Optical,16.0,73.7,Preprocessed,S2_000640.tif,1.41
641,47,6,2023-12-06 01:36:41,29.90572,99.63533,30.00572,99.73533,30.00572,99.63533,29.90572,99.73533,Sentinel-1B,SAR,10.6,61.0,Preprocessed,S2_000641.tif,0.18
642,59,8,2023-06-27 19:36:33,25.48795,92.39694,25.58795,92.49694,25.58795,92.39694,25.48795,92.49694,Landsat-8,Optical,26.0,94.3,Preprocessed,S2_000642.tif,0.51
643,41,5,2022-07-29 20:07:28,23.31245,94.23681,23.41245,94.33681,23.41245,94.23681,23.31245,94.33681,Sentinel-1A,SAR,28.2,43.7,Analysis Ready,S2_000643.tif,4.05
644,16,2,2024-01-12 05:35:08,23.50515,90.39938,23.60515,90.49938,23.60515,90.39938,23.50515,90.49938,Landsat-8,Optical,10.8,95.1,Analysis Ready,S2_000644.tif,2.51
645,62,8,2024-03-18 00:24:24,27.37977,92.73575,27.47977,92.83575,27.47977,92.73575,27.37977,92.83575,Sentinel-2A,Optical,20.1,50.7,Preprocessed,S2_000645.tif,4.68
646,15,2,2022-07-27 16:23:11,26.55532,99.04164,26.65532,99.14164,26.65532,99.04164,26.55532,99.14164,Sentinel-1A,SAR,19.7,30.6,Raw,S2_000646.tif,3.89
647,43,5,2024-10-29 12:49:31,29.9099,97.18046,30.0099,97.28046,30.0099,97.18046,29.9099,97.28046,RESOURCESAT-2,Optical,9.3,60.8,Analysis Ready,S2_000647.tif,1.43
648,10,1,2018-12-10 20:54:03,23.93896,97.25765,24.03896,97.35765,24.03896,97.25765,23.93896,97.35765,Sentinel-2B,Optical,28.3,16.7,Raw,S2_000648.tif,3.68
649,18,2,2021-01-31 02:46:45,28.72607,99.10951,28.82607,99.20951,28.82607,99.10951,28.72607,99.20951,Landsat-8,Optical,24.2,59.0,Preprocessed,S2_000649.tif,3.03
650,21,2,2023-12-01 15:30:12,23.75132,98.89855,23.85132,98.99855,23.85132,98.89855,23.75132,98.99855,Sentinel-2A,Optical,17.7,52.0,Raw,S2_000650.tif,2.16
651,34,4,2019-09-04 10:14:10,26.26714,97.87022,26.36714,97.97022,26.36714,97.87022,26.26714,97.97022,RESOURCESAT-2,Optical,15.9,5.8,Analysis Ready,S2_000651.tif,4.21
652,53,6,2023-07-01 04:04:01,28.25627,91.04499,28.35627,91.14499,28.35627,91.04499,28.25627,91.14499,Sentinel-1B,SAR,15.2,92.5,Preprocessed,S2_000652.tif,3.15
653,53,6,2024-09-01 14:04:26,27.64721,91.69193,27.74721,91.79193,27.74721,91.69193,27.64721,91.79193,Landsat-8,Optical,6.3,64.1,Raw,S2_000653.tif,0.85
654,16,2,2022-08-12 19:31:43,23.95147,90.44386,24.05147,90.54386,24.05147,90.44386,23.95147,90.54386,Sentinel-1A,SAR,4.7,26.7,Preprocessed,S2_000654.tif,1.39
655,19,2,2019-02-11 11:58:47,23.94458,96.14003,24.04458,96.24003,24.04458,96.14003,23.94458,96.24003,Sentinel-2A,Optical,30.0,89.7,Analysis Ready,S2_000655.tif,2.7
656,40,5,2018-10-16 16:05:51,28.48515,97.48994,28.58515,97.58994,28.58515,97.48994,28.48515,97.58994,Sentinel-2B,Optical,15.1,16.5,Raw,S2_000656.tif,1.84
657,3,1,2018-04-07 03:48:44,27.84979,99.38639,27.94979,99.48639,27.94979,99.38639,27.84979,99.48639,RESOURCESAT-2,Optical,19.3,11.9,Preprocessed,S2_000657.tif,1.97
658,29,3,2020-08-15 12:15:11,25.56551,98.61434,25.66551,98.71434,25.66551,98.61434,25.56551,98.71434,Sentinel-2A,Optical,29.3,78.7,Analysis Ready,S2_000658.tif,2.73
659,59,8,2024-01-09 05:47:23,25.87398,92.417,25.97398,92.517,25.97398,92.417,25.87398,92.517,RESOURCESAT-2,Optical,13.4,98.6,Analysis Ready,S2_000659.tif,4.24
660,47,6,2018-06-22 07:06:50,30.05275,98.82232,30.15275,98.92232,30.15275,98.82232,30.05275,98.92232,Sentinel-1A,SAR,19.6,11.9,Analysis Ready,S2_000660.tif,4.57
661,16,2,2023-05-25 04:50:49,23.17335,91.1156,23.27335,91.2156,23.27335,91.1156,23.17335,91.2156,RESOURCESAT-2,Optical,4.2,32.3,Preprocessed,S2_000661.tif,4.76
662,15,2,2024-04-19 16:38:03,26.87964,99.05175,26.97964,99.15175,26.97964,99.05175,26.87964,99.15175,Sentinel-2B,Optical,25.0,70.0,Preprocessed,S2_000662.tif,4.76
663,32,3,2022-03-11 16:57:23,24.96431,95.6846,25.06431,95.7846,25.06431,95.6846,24.96431,95.7846,Sentinel-2B,Optical,6.4,45.0,Analysis Ready,S2_000663.tif,4.76
