record_id,slope_id,district_id,datetime,lat,lon,los_displacement_mm,vertical_displacement_mm,horizontal_displacement_mm,displacement_rate_mm_yr,phase_difference_rad,coherence_loss_pct,strain_rate,coherence,satellite,orbit_direction,movement_class
443,155,34,2019-02-26 04:30:18,25.663263,97.344996,3.04,2.74,0.91,14.93,4.69,21.33,0.0158,0.665,COSMO-SkyMed,Ascending,Stable
444,227,37,2021-03-21 00:59:54,26.871796,94.80203,-21.56,-19.4,-6.47,14.26,2.31,0.52,0.03,0.744,ALOS-2,Ascending,Slow Moving
445,498,11,2021-03-27 20:11:20,23.008526,91.087145,-14.72,-13.25,-4.42,11.4,1.95,19.62,0.0063,0.619,Sentinel-1,Descending,Very Active
446,327,20,2023-09-20 17:26:35,23.55346,93.495437,-11.18,-10.06,-3.35,5.55,2.62,4.15,0.0026,0.595,COSMO-SkyMed,Ascending,Active
447,244,42,2023-01-16 02:04:57,22.276267,97.111398,-28.34,-25.51,-8.5,1.19,0.33,22.89,0.0126,0.424,ALOS-2,Descending,Stable
448,11,53,2022-02-05 00:35:56,27.972018,91.327442,-38.95,-35.06,-11.69,14.94,0.68,2.66,0.0226,0.899,Sentinel-1,Descending,Very Active
449,321,24,2021-06-30 20:41:16,24.426819,99.439178,-11.9,-10.71,-3.57,3.98,2.38,12.93,0.0116,0.567,COSMO-SkyMed,Ascending,Stable
450,500,17,2024-02-21 14:56:15,23.697786,92.66073,-15.02,-13.52,-4.51,2.17,4.93,21.25,0.0352,0.953,ALOS-2,Ascending,Active
451,256,59,2019-08-16 11:20:42,25.341319,92.429274,-18.22,-16.4,-5.47,1.97,4.27,10.16,0.0334,0.894,ALOS-2,Ascending,Active
452,91,53,2021-11-04 15:10:59,27.871598,91.324592,-40.79,-36.71,-12.24,0.11,2.02,10.85,0.0342,0.741,Sentinel-1,Descending,Stable
453,276,62,2024-07-11 22:39:13,26.790565,92.054647,-23.6,-21.24,-7.08,0.94,4.55,2.87,0.0392,0.906,COSMO-SkyMed,Descending,Stable
454,120,14,2020-05-28 09:58:35,22.774967,93.087496,-39.89,-35.9,-11.97,7.48,1.3,7.87,0.0436,0.381,ALOS-2,Ascending,Active
455,196,48,2018-07-12 04:48:12,27.015245,94.710167,-3.05,-2.75,-0.91,7.56,4.82,7.1,0.0397,0.339,Sentinel-1,Descending,Very Active
456,403,60,2023-03-21 07:23:54,24.884092,96.160688,-27.46,-24.71,-8.24,11.84,1.23,21.1,0.0029,0.847,ALOS-2,Ascending,Very Active
457,489,48,2019-09-15 03:43:12,27.04961,94.824882,5.98,5.38,1.79,5.35,0.43,20.06,0.0146,0.503,ALOS-2,Ascending,Active
458,142,53,2020-02-14 08:25:07,27.936422,91.224367,-13.85,-12.46,-4.15,3.78,2.51,8.73,0.0485,0.678,ALOS-2,Descending,Stable
459,302,59,2024-05-18 00:29:14,25.339381,92.599878,-3.3,-2.97,-0.99,1.9,4.93,14.33,0.0118,0.817,COSMO-SkyMed,Ascending,Active
460,121,57,2018-01-26 01:35:45,23.326569,92.932858,5.84,5.26,1.75,6.58,4.81,12.27,0.0428,0.916,Sentinel-1,Descending,Active
461,249,34,2023-10-02 12:53:08,25.885467,97.698902,-20.5,-18.45,-6.15,7.04,2.73,10.99,0.0112,0.755,ALOS-2,Ascending,Stable
462,452,34,2018-11-15 00:56:52,25.755499,97.685292,-34.04,-30.64,-10.21,7.66,3.06,17.03,0.027,0.719,Sentinel-1,Descending,Very Active
463,86,16,2019-12-01 20:37:41,23.521359,90.625388,8.28,7.45,2.48,14.94,4.79,17.91,0.0191,0.664,COSMO-SkyMed,Ascending,Slow Moving
464,149,8,2022-06-04 03:12:05,24.381092,98.526048,-45.78,-41.2,-13.73,9.88,2.21,7.24,0.0121,0.737,ALOS-2,Ascending,Active
465,500,17,2022-06-09 17:10:49,23.697786,92.66073,-4.81,-4.33,-1.44,1.58,3.38,22.85,0.0444,0.763,COSMO-SkyMed,Descending,Very Active
466,154,46,2022-07-15 22:00:52,23.507808,97.431788,-10.82,-9.74,-3.25,9.93,1.49,3.66,0.041,0.645,Sentinel-1,Descending,Slow Moving
467,59,29,2023-10-11 02:28:27,26.111958,98.738146,-16.35,-14.72,-4.91,12.7,4.77,22.53,0.0411,0.888,COSMO-SkyMed,Ascending,Very Active
468,367,29,2023-05-12 00:32:18,25.846484,98.900489,-16.63,-14.97,-4.99,12.5,3.29,17.46,0.0312,0.347,COSMO-SkyMed,Ascending,Slow Moving
469,404,11,2021-04-29 20:10:40,22.617274,90.932111,9.43,8.49,2.83,10.22,4.85,7.18,0.0153,0.373,ALOS-2,Descending,Very Active
470,441,56,2018-09-14 01:20:25,29.603785,97.627105,-34.79,-31.31,-10.44,6.72,1.61,9.84,0.0005,0.765,COSMO-SkyMed,Descending,Very Active
471,498,11,2021-04-13 21:10:15,23.008526,91.087145,-42.44,-38.2,-12.73,1.59,2.9,7.54,0.0257,0.336,ALOS-2,Descending,Slow Moving
472,349,15,2023-09-26 13:12:46,27.08332,98.484211,-17.49,-15.74,-5.25,8.97,1.01,20.15,0.024,0.578,COSMO-SkyMed,Ascending,Active
473,157,27,2024-07-04 23:58:43,25.096892,90.693175,-13.8,-12.42,-4.14,14.19,2.05,16.85,0.0268,0.582,ALOS-2,Descending,Very Active
474,133,25,2022-02-08 08:07:22,26.178235,96.665749,-39.46,-35.51,-11.84,4.94,2.31,22.76,0.0335,0.382,Sentinel-1,Ascending,Very Active
475,312,23,2022-06-25 14:28:07,27.654327,91.410327,-13.31,-11.98,-3.99,4.22,4.98,18.99,0.0227,0.603,Sentinel-1,Ascending,Slow Moving
476,28,54,2023-04-07 09:03:45,29.728508,91.938394,-48.98,-44.08,-14.69,6.64,1.62,20.93,0.0395,0.638,COSMO-SkyMed,Descending,Very Active
477,154,46,2023-05-07 18:06:06,23.507808,97.431788,-37.98,-34.18,-11.39,9.65,1.86,11.18,0.0228,0.673,COSMO-SkyMed,Descending,Slow Moving
478,285,41,2023-02-24 20:57:19,22.939285,94.391416,1.49,1.34,0.45,0.75,0.99,10.4,0.0017,0.316,Sentinel-1,Descending,Slow Moving
479,61,28,2019-11-01 20:31:07,28.71357,92.975678,9.56,8.6,2.87,11.93,1.61,9.83,0.043,0.514,ALOS-2,Ascending,Very Active
480,85,33,2021-04-25 06:29:50,23.487863,100.191016,-36.06,-32.45,-10.82,4.63,2.52,8.44,0.0266,0.345,ALOS-2,Ascending,Very Active
481,259,40,2019-11-16 11:40:54,28.004838,97.823511,9.93,8.94,2.98,14.0,2.71,9.82,0.0428,0.871,ALOS-2,Ascending,Active
482,343,43,2024-06-28 19:26:07,29.492655,97.406934,-11.98,-10.78,-3.59,11.65,2.14,21.75,0.0263,0.301,ALOS-2,Descending,Very Active
483,387,6,2021-07-30 12:36:53,26.701407,96.957964,-24.3,-21.87,-7.29,8.45,2.66,11.43,0.0475,0.521,Sentinel-1,Ascending,Active
484,166,39,2019-11-17 04:14:59,27.31121,91.401515,-6.67,-6.0,-2.0,3.8,1.75,18.7,0.0406,0.699,Sentinel-1,Ascending,Stable
485,24,8,2021-11-24 00:12:54,24.422764,98.934733,-26.48,-23.83,-7.94,14.61,1.09,13.48,0.0236,0.764,COSMO-SkyMed,Descending,Stable
486,156,3,2020-12-23 17:21:36,27.602016,98.683288,0.6,0.54,0.18,8.27,0.51,6.41,0.0378,0.812,ALOS-2,Descending,Very Active
487,461,25,2022-03-13 04:15:21,26.440467,96.743405,-14.83,-13.35,-4.45,1.94,1.02,0.93,0.0151,0.63,ALOS-2,Descending,Slow Moving
488,75,15,2022-03-28 16:17:23,27.05619,98.322672,-43.89,-39.5,-13.17,10.92,3.49,19.25,0.0108,0.603,COSMO-SkyMed,Descending,Slow Moving
489,214,18,2021-07-26 12:12:40,28.971618,98.801064,1.63,1.47,0.49,9.74,0.54,8.94,0.0116,0.844,COSMO-SkyMed,Descending,Active
490,82,20,2022-04-22 20:05:03,23.307983,93.374618,-25.2,-22.68,-7.56,3.54,4.47,12.41,0.0191,0.637,ALOS-2,Descending,Slow Moving
491,458,31,2023-01-09 09:24:37,27.969395,95.561385,-33.99,-30.59,-10.2,2.32,1.67,0.97,0.0169,0.622,Sentinel-1,Ascending,Slow Moving
492,251,21,2022-10-08 21:13:14,23.850747,99.338708,7.28,6.55,2.18,10.41,1.61,7.31,0.0468,0.376,ALOS-2,Descending,Very Active
493,460,49,2019-05-24 13:01:40,29.547111,98.666982,-35.76,-32.18,-10.73,1.22,4.51,4.04,0.0005,0.884,Sentinel-1,Descending,Very Active
494,193,62,2023-01-17 12:21:11,27.274468,92.477288,-26.87,-24.18,-8.06,8.45,3.74,7.86,0.0361,0.393,COSMO-SkyMed,Ascending,Very Active
495,245,60,2023-09-02 19:04:31,24.568978,96.050565,-34.72,-31.25,-10.42,8.88,4.19,17.99,0.0274,0.517,Sentinel-1,Descending,Slow Moving
496,202,36,2020-09-11 03:15:47,25.105926,90.394685,-1.41,-1.27,-0.42,3.95,3.8,4.49,0.0365,0.402,COSMO-SkyMed,Descending,Very Active
497,489,48,2019-04-18 09:57:59,27.04961,94.824882,6.01,5.41,1.8,3.84,0.67,1.86,0.0277,0.624,COSMO-SkyMed,Descending,Very Active
498,359,40,2022-03-03 11:24:11,28.281765,97.816624,-17.56,-15.8,-5.27,0.82,4.43,1.11,0.0106,0.59,ALOS-2,Descending,Active
499,15,17,2018-07-07 06:37:47,23.810648,92.715141,-31.68,-28.51,-9.5,1.89,2.42,4.68,0.0069,0.684,ALOS-2,Ascending,Active
500,429,40,2024-09-09 08:57:37,28.28145,97.576982,-49.3,-44.37,-14.79,2.23,4.76,12.79,0.0279,0.691,ALOS-2,Descending,Stable
501,463,56,2023-05-29 22:40:28,29.365963,97.846457,-10.57,-9.51,-3.17,10.84,2.68,0.24,0.0223,0.835,Sentinel-1,Ascending,Active
502,120,14,2022-01-17 03:29:15,22.774967,93.087496,-37.34,-33.61,-11.2,9.17,3.26,9.34,0.0486,0.389,ALOS-2,Ascending,Very Active
503,247,49,2020-05-12 00:11:22,29.688061,99.057319,-13.47,-12.12,-4.04,0.87,4.38,16.83,0.0084,0.856,COSMO-SkyMed,Ascending,Stable
504,277,10,2020-09-24 17:01:02,23.741253,97.56889,7.45,6.71,2.23,7.2,0.16,6.73,0.0143,0.778,COSMO-SkyMed,Descending,Very Active
505,404,11,2024-11-26 22:01:55,22.617274,90.932111,1.57,1.41,0.47,1.61,0.53,16.72,0.0086,0.778,ALOS-2,Descending,Very Active
506,60,36,2018-05-14 21:26:50,25.652378,90.474413,5.9,5.31,1.77,0.45,2.88,10.77,0.0129,0.552,ALOS-2,Descending,Very Active
507,244,42,2019-11-11 16:36:56,22.276267,97.111398,-12.69,-11.42,-3.81,6.69,3.28,19.01,0.0467,0.545,ALOS-2,Descending,Active
508,489,48,2020-01-27 09:56:43,27.04961,94.824882,-25.61,-23.05,-7.68,14.38,3.6,16.23,0.0275,0.684,COSMO-SkyMed,Ascending,Active
509,55,41,2018-10-31 15:30:00,22.737613,94.442898,-10.56,-9.5,-3.17,5.45,0.11,6.17,0.0216,0.738,Sentinel-1,Ascending,Very Active
510,382,31,2024-01-20 00:23:07,27.758033,95.37008,4.92,4.43,1.48,0.21,2.88,9.91,0.0352,0.362,ALOS-2,Ascending,Active
511,454,19,2018-07-04 10:05:05,24.235092,96.194907,-48.81,-43.93,-14.64,10.85,2.86,8.89,0.0369,0.43,COSMO-SkyMed,Ascending,Stable
512,29,60,2020-03-07 05:35:46,24.863994,95.60243,-12.34,-11.11,-3.7,4.5,0.53,16.69,0.0119,0.533,ALOS-2,Descending,Very Active
513,10,27,2023-03-30 10:42:28,25.093907,90.90116,-40.93,-36.84,-12.28,12.55,4.25,19.64,0.0162,0.946,ALOS-2,Ascending,Stable
514,46,15,2019-06-13 00:05:48,26.852556,98.778503,7.8,7.02,2.34,4.58,0.84,19.85,0.0391,0.897,COSMO-SkyMed,Descending,Stable
515,120,14,2020-03-17 17:59:27,22.774967,93.087496,-11.01,-9.91,-3.3,7.57,2.16,1.17,0.0408,0.846,ALOS-2,Descending,Stable
516,239,11,2024-01-26 05:01:09,22.612408,91.140713,-17.84,-16.06,-5.35,7.38,4.4,19.21,0.0088,0.36,COSMO-SkyMed,Ascending,Slow Moving
517,150,17,2018-12-29 03:34:39,23.640753,92.666347,-30.64,-27.58,-9.19,10.48,4.81,24.96,0.0442,0.721,ALOS-2,Descending,Very Active
518,235,36,2020-06-24 22:08:15,25.370017,90.726649,-45.28,-40.75,-13.58,14.38,0.47,24.18,0.038,0.942,COSMO-SkyMed,Descending,Active
519,161,24,2019-01-17 18:19:48,23.990667,99.405493,-44.92,-40.43,-13.48,14.55,3.6,15.42,0.0039,0.323,ALOS-2,Ascending,Active
520,188,26,2024-06-22 02:25:11,24.012912,90.389415,-40.86,-36.77,-12.26,9.01,1.31,22.02,0.0408,0.458,ALOS-2,Ascending,Slow Moving
521,327,20,2024-08-07 02:21:22,23.55346,93.495437,-45.74,-41.17,-13.72,10.21,3.78,5.39,0.0414,0.953,COSMO-SkyMed,Descending,Slow Moving
522,188,26,2018-03-27 05:05:40,24.012912,90.389415,-16.54,-14.89,-4.96,9.02,3.74,5.11,0.0311,0.934,COSMO-SkyMed,Ascending,Stable
523,339,14,2022-11-09 22:08:37,22.63243,93.130744,-25.07,-22.56,-7.52,4.04,0.36,13.11,0.0169,0.957,COSMO-SkyMed,Descending,Stable
524,299,45,2018-11-11 01:53:45,28.971276,95.15497,-41.59,-37.43,-12.48,9.22,4.48,16.43,0.0287,0.485,ALOS-2,Ascending,Stable
525,174,33,2020-12-31 09:55:16,23.852207,100.184189,-39.8,-35.82,-11.94,5.88,1.07,14.53,0.0444,0.807,Sentinel-1,Ascending,Stable
526,419,15,2024-01-09 14:23:16,26.851599,98.344592,-26.9,-24.21,-8.07,0.62,3.45,5.61,0.0035,0.682,COSMO-SkyMed,Descending,Active
527,285,41,2024-08-20 05:15:41,22.939285,94.391416,-12.9,-11.61,-3.87,3.69,4.01,1.76,0.04,0.548,ALOS-2,Descending,Active
528,375,28,2024-11-14 04:38:04,29.262893,93.119025,0.77,0.69,0.23,1.19,3.23,22.4,0.0472,0.815,COSMO-SkyMed,Descending,Very Active
529,126,31,2018-06-15 14:05:25,27.86167,95.25569,-2.8,-2.52,-0.84,5.57,1.56,19.16,0.0066,0.85,ALOS-2,Ascending,Stable
530,395,53,2021-08-11 23:00:54,28.244319,91.096833,-34.09,-30.68,-10.23,9.4,2.64,9.48,0.0141,0.408,COSMO-SkyMed,Descending,Stable
531,42,44,2020-04-30 10:26:13,29.393241,98.920131,-13.44,-12.1,-4.03,10.63,1.81,6.3,0.0054,0.86,COSMO-SkyMed,Ascending,Very Active
532,11,53,2020-06-27 22:39:25,27.972018,91.327442,-48.26,-43.43,-14.48,4.33,4.27,2.66,0.0308,0.567,ALOS-2,Ascending,Active
533,246,9,2024-10-09 12:12:56,27.792783,93.383758,-30.88,-27.79,-9.26,3.63,2.84,19.56,0.0386,0.947,ALOS-2,Descending,Active
534,57,1,2024-12-14 13:28:36,26.970643,90.256506,1.24,1.12,0.37,8.53,3.63,14.69,0.0255,0.469,ALOS-2,Ascending,Active
535,427,53,2022-10-03 05:49:51,28.403369,91.356338,5.23,4.71,1.57,1.75,2.13,20.24,0.0315,0.472,ALOS-2,Descending,Stable
536,116,34,2021-08-26 12:19:14,26.198397,97.265218,-43.3,-38.97,-12.99,11.53,2.42,24.11,0.0499,0.493,ALOS-2,Descending,Very Active
537,397,54,2020-08-19 21:57:24,29.305353,91.356025,3.91,3.52,1.17,7.98,4.89,5.78,0.0499,0.879,ALOS-2,Descending,Very Active
538,264,39,2018-12-16 08:50:29,27.661056,91.296424,-36.13,-32.52,-10.84,10.12,1.08,4.46,0.0402,0.355,ALOS-2,Descending,Active
539,248,28,2018-03-07 16:15:28,29.176629,93.211558,-17.95,-16.16,-5.38,11.34,3.32,9.21,0.0226,0.518,Sentinel-1,Descending,Active
540,21,25,2024-10-04 08:59:10,26.423641,96.706297,-28.45,-25.61,-8.54,14.43,3.02,2.43,0.0062,0.873,ALOS-2,Descending,Slow Moving
541,289,31,2023-01-21 23:57:36,27.74699,95.611967,-5.13,-4.62,-1.54,4.24,0.36,11.19,0.0218,0.85,COSMO-SkyMed,Descending,Active
542,274,38,2023-06-04 10:10:06,29.611745,98.454015,-20.72,-18.65,-6.22,9.35,3.37,11.15,0.0388,0.637,COSMO-SkyMed,Descending,Stable
543,463,56,2020-02-26 15:30:07,29.365963,97.846457,-19.97,-17.97,-5.99,13.25,1.88,21.73,0.0305,0.346,Sentinel-1,Descending,Stable
544,457,50,2024-06-20 05:58:58,23.784707,92.316679,-39.81,-35.83,-11.94,11.95,2.74,5.23,0.0418,0.946,COSMO-SkyMed,Ascending,Active
545,173,36,2018-04-05 06:06:18,25.403382,90.934537,-18.13,-16.32,-5.44,2.78,4.2,3.03,0.0233,0.742,COSMO-SkyMed,Ascending,Very Active
546,379,43,2018-01-30 16:00:01,29.554443,97.854936,-44.52,-40.07,-13.36,14.98,3.19,15.66,0.0125,0.8,Sentinel-1,Ascending,Active
547,2,16,2018-05-30 23:57:51,23.481956,90.667726,-44.26,-39.83,-13.28,14.25,2.04,10.17,0.0135,0.68,Sentinel-1,Descending,Slow Moving
548,479,15,2024-12-09 22:15:53,26.846962,98.462449,-0.65,-0.59,-0.2,1.49,1.56,23.62,0.0473,0.47,ALOS-2,Ascending,Active
549,232,47,2023-08-15 21:13:51,29.556928,99.392373,-26.63,-23.97,-7.99,4.97,0.38,13.84,0.0194,0.772,COSMO-SkyMed,Descending,Stable
550,456,7,2020-03-27 11:32:19,26.102309,91.927369,-33.52,-30.17,-10.06,3.76,2.14,6.48,0.0003,0.377,ALOS-2,Descending,Active
551,385,6,2019-04-04 03:51:32,26.68842,97.255924,7.28,6.55,2.18,12.14,2.09,16.51,0.0329,0.378,Sentinel-1,Ascending,Active
552,379,43,2024-01-22 13:21:47,29.554443,97.854936,-38.35,-34.52,-11.51,5.63,2.74,10.45,0.0169,0.834,ALOS-2,Descending,Stable
553,9,21,2019-12-16 07:49:34,24.071573,99.4364,-35.21,-31.69,-10.56,14.1,1.89,12.63,0.0241,0.367,COSMO-SkyMed,Ascending,Active
554,57,1,2024-06-12 16:43:22,26.970643,90.256506,-20.46,-18.41,-6.14,5.13,1.97,17.42,0.0286,0.773,ALOS-2,Ascending,Stable
555,17,21,2023-03-16 23:38:43,24.223339,99.611262,-0.29,-0.26,-0.09,1.84,1.69,12.56,0.0005,0.495,COSMO-SkyMed,Ascending,Very Active
556,406,52,2024-01-10 13:06:53,28.476246,99.725386,7.62,6.86,2.29,11.52,2.31,10.46,0.014,0.418,Sentinel-1,Ascending,Slow Moving
557,107,47,2022-02-01 00:19:08,29.356888,99.187232,-22.01,-19.81,-6.6,13.97,2.33,20.56,0.0391,0.509,COSMO-SkyMed,Ascending,Very Active
558,79,42,2023-12-09 18:11:49,22.196281,97.397167,-7.35,-6.62,-2.2,11.48,1.34,19.9,0.0086,0.796,COSMO-SkyMed,Ascending,Stable
559,200,32,2020-11-17 00:13:21,25.253819,95.955728,-37.67,-33.9,-11.3,13.42,0.27,21.43,0.0494,0.835,COSMO-SkyMed,Descending,Very Active
560,165,26,2020-03-28 12:28:29,23.722243,90.254701,4.96,4.46,1.49,4.35,3.67,5.64,0.0041,0.306,Sentinel-1,Ascending,Very Active
561,18,60,2024-10-22 06:15:55,24.981979,96.138724,-8.26,-7.43,-2.48,14.49,4.82,11.66,0.0074,0.586,Sentinel-1,Ascending,Slow Moving
562,220,47,2023-03-08 15:23:31,29.340812,99.150961,-29.39,-26.45,-8.82,13.35,4.4,20.47,0.0096,0.379,ALOS-2,Descending,Active
563,312,23,2020-11-18 00:09:21,27.654327,91.410327,-20.89,-18.8,-6.27,12.6,0.12,19.01,0.0265,0.725,COSMO-SkyMed,Ascending,Active
564,128,44,2020-12-28 21:27:57,29.383988,98.690641,-20.39,-18.35,-6.12,6.55,1.27,22.91,0.0357,0.882,COSMO-SkyMed,Descending,Active
565,266,47,2018-02-19 11:07:13,29.514215,99.120703,-38.7,-34.83,-11.61,6.55,2.41,17.39,0.0105,0.444,Sentinel-1,Descending,Very Active
566,61,28,2019-03-01 18:49:09,28.71357,92.975678,-14.11,-12.7,-4.23,4.97,3.45,7.41,0.0397,0.96,ALOS-2,Ascending,Active
567,211,39,2022-11-05 00:38:12,27.62036,91.174427,-33.74,-30.37,-10.12,4.83,0.78,15.84,0.0071,0.412,ALOS-2,Descending,Stable
568,98,27,2022-06-10 20:21:03,25.294892,90.840219,-32.92,-29.63,-9.88,10.35,1.2,9.8,0.0012,0.544,ALOS-2,Ascending,Slow Moving
569,483,39,2020-07-27 14:02:30,27.233979,91.281489,-7.58,-6.82,-2.27,12.04,2.61,18.87,0.0034,0.331,Sentinel-1,Descending,Active
570,416,37,2018-03-06 15:40:44,26.491269,94.472483,-5.98,-5.38,-1.79,3.95,3.35,19.58,0.0076,0.375,Sentinel-1,Descending,Active
571,136,46,2018-06-05 12:58:28,23.397976,97.550215,-46.8,-42.12,-14.04,6.86,0.54,24.12,0.0204,0.516,ALOS-2,Ascending,Very Active
572,119,18,2020-03-27 11:42:43,29.057441,98.775711,-10.23,-9.21,-3.07,9.87,3.42,20.12,0.0152,0.466,COSMO-SkyMed,Descending,Active
573,64,11,2020-05-28 07:17:36,22.615301,90.779459,-26.81,-24.13,-8.04,11.1,0.07,10.05,0.0247,0.327,COSMO-SkyMed,Descending,Slow Moving
574,230,59,2023-04-24 07:44:35,25.618663,92.521501,-37.05,-33.34,-11.11,8.84,4.33,2.25,0.0284,0.649,Sentinel-1,Descending,Slow Moving
575,105,61,2021-02-11 12:14:22,26.976719,90.006861,-49.37,-44.43,-14.81,1.08,1.38,9.02,0.0038,0.782,Sentinel-1,Descending,Very Active
576,13,31,2023-01-13 00:29:14,28.234302,95.257204,-41.58,-37.42,-12.47,12.12,1.83,0.11,0.0219,0.922,ALOS-2,Ascending,Stable
577,103,56,2021-07-02 05:29:33,29.707635,97.476854,3.96,3.56,1.19,6.03,3.48,17.18,0.0405,0.896,COSMO-SkyMed,Descending,Stable
578,465,39,2023-04-14 19:55:36,27.457814,91.391682,3.01,2.71,0.9,8.1,2.8,18.98,0.0335,0.845,Sentinel-1,Ascending,Very Active
579,399,2,2018-06-01 14:56:26,23.831906,91.210721,-8.74,-7.87,-2.62,4.88,3.11,8.58,0.0035,0.963,COSMO-SkyMed,Ascending,Slow Moving
580,56,45,2022-05-08 07:54:43,28.789692,95.325241,-44.68,-40.21,-13.4,1.13,0.97,23.01,0.0363,0.568,Sentinel-1,Descending,Stable
581,380,28,2023-03-28 17:46:09,28.867144,93.034762,-16.71,-15.04,-5.01,13.16,4.0,22.01,0.0137,0.662,Sentinel-1,Ascending,Stable
582,209,48,2021-07-04 08:17:07,27.017976,94.847086,-24.33,-21.9,-7.3,10.26,2.62,6.67,0.0161,0.733,COSMO-SkyMed,Ascending,Stable
583,476,22,2024-04-12 11:12:07,22.652412,96.58018,-25.64,-23.08,-7.69,10.85,2.17,12.72,0.0022,0.815,COSMO-SkyMed,Descending,Active
584,144,5,2024-01-28 22:24:37,23.842084,94.761016,-20.05,-18.05,-6.01,2.41,4.35,2.46,0.0326,0.581,ALOS-2,Descending,Slow Moving
585,417,57,2021-12-12 13:55:20,23.438549,93.308675,-45.08,-40.57,-13.52,1.83,3.45,22.22,0.0237,0.836,Sentinel-1,Ascending,Slow Moving
586,436,18,2021-04-12 22:20:57,28.950604,98.644752,-42.05,-37.84,-12.61,5.08,3.07,6.36,0.0264,0.558,ALOS-2,Descending,Slow Moving
587,411,33,2024-08-24 12:40:11,23.528888,100.129336,-33.52,-30.17,-10.06,11.41,3.04,18.26,0.021,0.89,Sentinel-1,Descending,Very Active
588,274,38,2020-04-06 07:15:17,29.611745,98.454015,-5.26,-4.73,-1.58,10.01,2.92,18.27,0.0256,0.819,Sentinel-1,Ascending,Active
589,265,14,2018-06-14 00:57:21,22.511791,92.699139,-17.36,-15.62,-5.21,6.16,1.12,7.5,0.011,0.545,ALOS-2,Ascending,Very Active
590,29,60,2023-02-02 23:16:49,24.863994,95.60243,-3.63,-3.27,-1.09,8.15,1.17,16.68,0.0147,0.371,COSMO-SkyMed,Ascending,Very Active
591,163,6,2023-05-06 23:37:04,26.290437,97.433966,-31.5,-28.35,-9.45,7.01,4.81,17.95,0.0088,0.887,ALOS-2,Ascending,Active
592,168,14,2019-12-10 05:09:23,22.873777,93.142675,-39.22,-35.3,-11.77,12.39,2.45,6.5,0.042,0.622,ALOS-2,Ascending,Slow Moving
593,320,23,2021-11-07 03:06:16,27.83514,91.587757,-30.97,-27.87,-9.29,7.54,1.91,10.21,0.0331,0.331,COSMO-SkyMed,Ascending,Very Active
594,105,61,2020-12-02 19:11:40,26.976719,90.006861,-46.22,-41.6,-13.87,4.06,3.16,2.8,0.022,0.797,ALOS-2,Descending,Slow Moving
595,174,33,2019-04-13 09:38:00,23.852207,100.184189,-39.33,-35.4,-11.8,7.14,1.34,8.11,0.0372,0.984,COSMO-SkyMed,Descending,Stable
596,236,28,2021-10-23 20:06:08,28.919885,93.039243,-4.29,-3.86,-1.29,1.19,3.22,17.32,0.0423,0.681,Sentinel-1,Descending,Slow Moving
597,89,1,2021-09-13 23:02:44,26.829746,90.275027,-27.99,-25.19,-8.4,0.28,0.16,11.71,0.0397,0.631,Sentinel-1,Ascending,Very Active
598,331,24,2020-02-21 05:20:32,24.03039,99.164713,-27.49,-24.74,-8.25,8.82,2.23,6.98,0.018,0.514,Sentinel-1,Descending,Slow Moving
599,246,9,2019-01-30 11:47:57,27.792783,93.383758,3.43,3.09,1.03,1.59,0.48,0.08,0.0153,0.855,ALOS-2,Descending,Stable
600,103,56,2021-08-21 19:18:49,29.707635,97.476854,-35.32,-31.79,-10.6,11.65,0.28,23.67,0.0231,0.607,Sentinel-1,Descending,Stable
601,101,61,2023-05-11 23:24:24,26.745664,90.109765,-2.43,-2.19,-0.73,2.43,3.26,12.28,0.0063,0.368,Sentinel-1,Ascending,Active
602,1,54,2022-01-29 02:17:54,29.299517,91.869569,2.05,1.84,0.61,2.4,0.69,7.84,0.0414,0.705,ALOS-2,Ascending,Very Active
603,11,53,2022-02-15 23:13:55,27.972018,91.327442,-38.69,-34.82,-11.61,7.79,1.67,8.75,0.0251,0.733,ALOS-2,Ascending,Active
604,425,4,2019-05-14 23:24:40,26.702794,90.262046,-13.44,-12.1,-4.03,10.48,1.33,20.71,0.0067,0.861,COSMO-SkyMed,Descending,Very Active
605,233,20,2020-12-26 12:16:15,23.025909,93.576658,-32.51,-29.26,-9.75,8.5,4.69,21.08,0.0193,0.725,Sentinel-1,Ascending,Slow Moving
606,155,34,2024-07-28 20:47:16,25.663263,97.344996,1.45,1.3,0.43,4.01,0.66,23.4,0.0115,0.398,ALOS-2,Ascending,Slow Moving
607,383,6,2021-10-19 19:00:00,26.710904,96.968593,4.85,4.37,1.45,10.67,0.39,0.79,0.0451,0.667,ALOS-2,Descending,Stable
608,333,36,2018-09-22 05:00:25,25.503448,90.788446,-21.83,-19.65,-6.55,1.68,0.11,11.98,0.044,0.502,Sentinel-1,Descending,Slow Moving
609,357,2,2023-03-21 14:59:04,23.94092,91.108742,-25.86,-23.27,-7.76,3.32,2.59,14.32,0.0355,0.535,ALOS-2,Ascending,Stable
610,260,51,2021-05-17 01:51:46,29.718081,90.680899,-20.67,-18.6,-6.2,9.37,4.45,3.27,0.0499,0.877,ALOS-2,Descending,Very Active
611,475,57,2023-06-19 21:47:50,23.555858,93.277727,-7.33,-6.6,-2.2,7.06,2.07,4.16,0.0331,0.859,ALOS-2,Descending,Very Active
