event_id,state_id,district_id,datetime,lat,lon,magnitude_ml,depth_km,pga_g,epicentral_distance_km,fault_type,fault_strike,source_agency,seismic_hazard_index
225,20,2,2021-10-25 15:27:19,22.5863,94.9475,6.6,40.7,0.1274,276.6,Oblique,NE,IMD,0.42
226,32,3,2022-05-27 09:21:01,23.8785,96.226,1.1,53.1,0.6098,127.7,Normal,NW,USGS,0.335
227,31,3,2022-12-09 03:07:17,27.5372,96.433,2.4,39.6,1.0515,74.9,Strike-Slip,N,USGS,1.262
228,51,6,2021-07-25 22:29:30,29.7515,92.6116,7.0,25.5,0.8302,20.9,Reverse,N,ISR,2.906
229,17,2,2019-01-14 07:10:27,22.0142,92.5721,4.1,54.3,0.1801,330.7,Normal,N,USGS,0.369
230,34,4,2024-04-29 19:30:04,25.783,96.0034,5.7,48.9,0.7258,280.1,Reverse,E,NCS,2.069
231,46,5,2019-04-19 00:08:25,21.844,96.6876,1.6,57.1,1.2224,44.4,Oblique,NW,ISR,0.978
232,23,3,2023-04-08 13:36:29,28.1155,89.9736,2.0,8.5,1.1836,81.1,Oblique,NE,USGS,1.184
233,6,1,2024-04-02 20:52:27,28.202,99.0435,4.7,39.8,1.0899,81.1,Oblique,E,IMD,2.561
234,53,6,2021-06-28 12:16:50,27.7105,91.1995,5.0,17.2,0.6446,286.9,Oblique,E,IMD,1.611
235,29,3,2024-01-26 13:00:23,26.9477,97.8454,5.1,66.2,1.1841,113.4,Normal,NE,USGS,3.019
236,20,2,2018-02-20 20:10:14,25.0411,93.8631,2.9,3.7,0.2854,142.0,Normal,N,USGS,0.414
237,22,2,2020-07-18 07:30:15,22.0757,98.0837,1.1,48.3,0.8528,93.0,Reverse,NE,IMD,0.469
238,9,1,2020-04-22 06:56:50,28.2159,95.3947,6.8,37.1,0.8789,393.4,Reverse,NE,USGS,2.988
239,29,3,2019-07-09 12:02:46,24.0756,98.9466,4.9,67.9,0.0214,362.5,Reverse,E,ISR,0.052
240,36,4,2023-10-22 18:36:07,23.6972,91.8411,4.8,56.1,0.8355,417.8,Reverse,NW,ISR,2.005
241,15,2,2021-06-29 13:11:55,26.5083,96.7058,6.3,40.1,1.0065,168.4,Reverse,N,ISR,3.17
242,57,7,2024-06-12 02:54:01,23.2993,91.4276,6.5,40.3,0.8978,30.5,Oblique,N,IMD,2.918
243,40,5,2021-08-13 02:37:56,26.0442,98.0045,1.7,2.0,1.2888,437.8,Normal,N,NCS,1.095
244,57,7,2023-05-08 05:48:35,22.6745,92.1955,3.1,7.4,0.4198,103.6,Reverse,N,IMD,0.651
245,52,6,2023-03-24 21:45:07,28.9018,98.6036,1.4,42.5,0.6611,102.1,Oblique,N,USGS,0.463
246,16,2,2024-12-21 12:58:30,23.8357,92.2447,6.4,26.2,0.4456,285.9,Strike-Slip,NW,NCS,1.426
247,18,2,2020-03-02 03:57:14,30.6832,99.8152,2.1,64.5,1.2256,89.0,Oblique,E,USGS,1.287
248,2,1,2022-09-01 05:16:57,23.8985,91.38,5.4,6.1,1.0999,328.9,Reverse,NW,NCS,2.97
249,37,4,2022-05-26 06:07:28,27.9038,93.9241,4.2,47.2,0.7739,403.8,Normal,E,USGS,1.625
250,7,1,2021-06-22 13:09:53,26.4143,92.5353,4.6,51.4,1.2272,408.2,Strike-Slip,N,ISR,2.823
251,28,3,2018-04-02 22:18:53,29.1062,92.1255,4.2,38.3,1.1945,38.5,Normal,N,IMD,2.508
252,53,6,2020-07-10 20:08:45,29.1849,90.5919,5.2,38.9,0.2677,194.6,Oblique,NE,USGS,0.696
253,34,4,2019-07-14 05:34:09,26.8143,98.3656,4.2,38.3,0.0079,137.9,Oblique,NE,IMD,0.017
254,27,3,2018-03-03 16:38:35,26.6249,90.686,5.8,67.1,0.0105,250.3,Strike-Slip,NE,IMD,0.03
255,26,3,2020-02-02 14:56:02,23.1232,90.2264,3.7,25.5,1.0013,124.8,Normal,E,ISR,1.852
256,57,7,2021-11-09 21:37:10,23.5248,92.7262,6.6,3.1,1.3132,381.2,Normal,N,ISR,4.334
257,15,2,2024-08-07 20:30:44,28.2896,99.3041,2.8,5.5,0.0155,102.7,Normal,N,IMD,0.022
258,17,2,2019-01-11 13:29:17,25.0265,92.0439,3.2,11.2,0.6721,248.3,Strike-Slip,NW,USGS,1.075
259,56,7,2019-08-31 01:13:58,28.8779,98.4957,3.1,4.0,1.4029,117.6,Strike-Slip,N,IMD,2.174
260,25,3,2024-04-24 13:17:23,25.1048,96.7692,6.7,41.3,1.3065,386.5,Strike-Slip,N,NCS,4.377
261,20,2,2023-06-19 04:46:40,21.777,93.4067,4.5,40.3,1.2864,415.9,Strike-Slip,E,ISR,2.894
262,12,1,2024-05-13 17:07:21,26.223,99.3832,2.7,21.2,0.4816,350.4,Normal,NE,USGS,0.65
263,45,5,2018-12-21 23:19:01,30.4932,93.9779,3.1,35.7,1.2758,487.4,Oblique,N,IMD,1.977
264,48,6,2022-08-18 14:14:28,27.4826,96.5176,6.0,11.1,1.136,33.7,Normal,NE,NCS,3.408
265,21,2,2023-01-27 16:48:34,25.7057,97.8722,6.3,58.3,0.0286,91.0,Strike-Slip,E,IMD,0.09
266,28,3,2021-05-31 03:15:02,27.6849,92.3316,1.7,49.1,0.7664,481.2,Oblique,E,USGS,0.651
267,3,1,2022-03-16 19:15:03,28.3097,98.4477,3.1,1.9,0.6073,222.8,Oblique,N,IMD,0.941
268,12,1,2019-02-05 13:06:20,25.4878,98.6316,3.0,59.4,0.1892,223.1,Normal,N,ISR,0.284
269,58,7,2018-06-07 07:05:28,26.51,93.4238,5.4,41.0,0.6305,25.9,Reverse,NE,USGS,1.702
270,8,1,2018-11-27 16:34:51,25.7956,99.6988,1.8,68.0,1.1224,329.8,Reverse,NW,IMD,1.01
271,56,7,2019-08-16 14:16:06,29.5214,99.4573,5.1,57.2,0.6603,23.4,Oblique,NW,NCS,1.684
272,55,7,2022-06-02 01:47:31,30.9231,92.7279,2.4,66.2,0.8063,445.0,Reverse,NE,USGS,0.968
273,51,6,2022-02-12 04:40:28,27.9226,92.3401,3.0,39.5,1.4288,299.5,Reverse,E,IMD,2.143
274,10,1,2021-04-26 20:52:00,22.2425,97.5942,6.0,42.3,0.2221,351.1,Normal,NW,USGS,0.666
275,38,4,2020-03-13 16:19:47,29.2252,97.4431,1.3,29.0,0.6435,60.8,Reverse,N,ISR,0.418
276,33,4,2021-04-02 04:48:16,25.2975,99.1154,2.9,51.7,0.7043,409.8,Normal,E,ISR,1.021
277,37,4,2020-12-18 04:34:51,28.1743,92.9041,4.5,46.0,0.882,75.8,Oblique,E,USGS,1.984
278,42,5,2020-03-23 07:47:59,21.0537,98.9304,1.2,33.4,1.0683,147.8,Strike-Slip,NE,USGS,0.641
279,56,7,2024-07-05 14:23:14,29.6886,98.3929,2.2,9.8,1.2737,74.8,Oblique,N,ISR,1.401
280,3,1,2018-12-14 20:19:46,25.4488,98.0462,3.8,18.5,0.7064,26.1,Oblique,NE,IMD,1.342
281,44,5,2021-10-11 09:11:47,27.8967,98.7311,3.1,48.0,1.3454,191.7,Strike-Slip,NE,IMD,2.085
282,5,1,2021-11-30 15:22:23,25.6964,94.0289,3.1,50.5,0.0923,410.4,Normal,NW,ISR,0.143
283,51,6,2018-04-19 17:10:46,30.1543,89.4139,1.4,46.1,0.6784,319.7,Oblique,NE,ISR,0.475
284,45,5,2019-07-11 04:36:38,27.6287,95.0961,1.2,18.6,1.0509,48.4,Reverse,E,IMD,0.631
285,2,1,2022-11-27 18:02:45,23.89,89.571,4.7,6.2,0.6961,119.9,Reverse,N,USGS,1.636
286,39,4,2024-01-07 17:14:08,28.1001,91.2919,3.4,4.9,0.8505,236.4,Reverse,E,USGS,1.446
287,3,1,2019-08-14 04:11:37,25.9777,97.8574,2.7,4.5,1.289,279.4,Reverse,NE,USGS,1.74
288,20,2,2023-11-22 11:06:19,23.3503,94.2637,3.3,63.7,1.257,0.0,Oblique,NW,USGS,2.074
289,58,7,2023-11-08 02:33:12,26.7891,96.168,4.4,44.7,0.6517,18.4,Normal,E,NCS,1.434
290,21,2,2023-10-10 01:20:11,22.8843,98.5526,3.4,58.4,1.1977,150.7,Strike-Slip,N,NCS,2.036
291,44,5,2020-06-17 00:14:32,28.7344,98.9452,2.5,28.1,1.0245,333.2,Normal,E,USGS,1.281
292,39,4,2019-10-25 14:10:25,28.9708,90.349,4.1,2.4,0.5756,457.5,Normal,E,USGS,1.18
293,22,2,2022-06-29 07:21:44,21.317,98.186,3.9,34.8,0.0579,364.1,Normal,N,USGS,0.113
294,32,3,2024-04-27 12:50:03,23.4402,95.9669,6.1,23.8,1.4406,302.4,Normal,E,ISR,4.394
295,35,4,2020-04-14 08:10:22,23.2088,91.5854,5.3,1.6,0.1861,427.6,Normal,NW,NCS,0.493
296,53,6,2021-03-21 03:26:34,28.4107,92.9154,3.1,59.2,0.167,128.2,Normal,E,NCS,0.259
297,28,3,2020-09-10 07:34:45,27.7984,92.6503,5.6,35.3,0.4823,280.3,Oblique,NW,USGS,1.35
298,29,3,2022-08-28 02:57:42,25.5859,99.2168,4.0,57.9,0.7668,68.5,Reverse,NW,IMD,1.534
299,47,6,2022-07-21 18:21:06,28.695,100.5148,2.9,8.5,0.0429,370.6,Strike-Slip,NE,NCS,0.062
300,15,2,2024-05-15 00:11:07,28.503,98.1313,6.0,18.3,0.1583,295.1,Reverse,N,ISR,0.475
301,9,1,2018-08-07 22:02:59,29.0878,92.5893,1.6,40.8,0.4918,88.3,Normal,N,USGS,0.393
302,4,1,2024-04-13 10:40:59,24.9549,91.9658,2.9,35.7,0.0961,347.4,Reverse,N,IMD,0.139
303,32,3,2024-08-10 14:02:35,25.6626,96.2551,5.8,42.6,0.0922,476.7,Normal,NE,ISR,0.267
304,57,7,2019-06-25 22:47:32,25.3539,92.8579,4.7,46.0,0.1305,114.5,Strike-Slip,NW,ISR,0.307
305,36,4,2021-06-19 20:19:15,24.4689,91.5759,1.1,42.7,0.1416,461.6,Strike-Slip,N,IMD,0.078
306,28,3,2018-08-21 09:51:51,30.7426,94.023,5.6,44.0,0.914,441.8,Oblique,NE,ISR,2.559
307,28,3,2022-03-31 09:32:25,28.7671,93.8506,3.1,6.5,0.2474,129.2,Strike-Slip,NE,IMD,0.383
308,38,4,2023-08-30 03:51:31,29.7206,97.638,7.0,20.4,0.7399,66.2,Normal,N,ISR,2.59
309,15,2,2020-12-11 14:46:37,26.7979,97.4548,5.6,45.0,0.6958,29.9,Normal,N,USGS,1.948
310,36,4,2018-05-19 00:23:20,27.2627,89.6732,7.1,51.3,1.0155,314.9,Normal,NW,NCS,3.605
311,15,2,2022-04-30 05:19:25,26.8989,99.9836,5.6,53.8,0.725,63.7,Reverse,NW,ISR,2.03
312,6,1,2024-09-15 02:13:41,26.2368,97.1946,6.5,67.0,1.1456,291.4,Reverse,E,USGS,3.723
313,14,2,2018-01-21 21:57:23,22.6014,93.7977,1.8,17.9,0.1008,297.6,Oblique,NE,IMD,0.091
314,7,1,2023-01-16 02:37:24,28.2233,92.7581,2.9,27.6,1.0137,305.1,Strike-Slip,NE,NCS,1.47
315,38,4,2020-02-14 19:02:25,29.4691,96.6195,4.2,29.2,0.6246,246.5,Normal,N,IMD,1.312
316,20,2,2024-12-08 10:00:20,22.2321,94.4491,6.4,14.9,0.5396,99.8,Oblique,NE,USGS,1.727
317,41,5,2022-11-16 13:45:09,23.5031,94.9912,1.7,56.5,0.1859,85.8,Normal,NW,ISR,0.158
318,15,2,2023-02-27 15:05:09,25.8176,97.6284,5.0,37.8,0.5199,451.7,Reverse,E,ISR,1.3
319,9,1,2024-09-04 11:19:54,26.3863,95.119,6.4,33.6,0.8512,209.8,Reverse,NE,USGS,2.724
320,32,3,2021-07-07 17:14:31,26.5774,95.4453,2.9,51.6,0.0023,281.4,Reverse,N,ISR,0.003
321,50,6,2023-09-15 12:56:03,23.9369,94.067,5.7,60.1,1.1746,137.2,Oblique,E,NCS,3.348
322,13,2,2020-03-26 20:28:44,25.0117,98.541,3.0,5.1,0.3775,88.8,Strike-Slip,NE,USGS,0.566
323,31,3,2018-08-10 16:13:37,26.4942,97.169,4.4,52.7,1.3728,414.0,Normal,E,NCS,3.02
324,42,5,2021-04-01 14:30:37,22.342,96.442,4.6,39.8,1.4562,249.1,Oblique,NW,USGS,3.349
325,52,6,2024-05-10 02:33:48,28.1974,101.3653,6.1,12.3,1.209,470.2,Reverse,NE,ISR,3.687
326,48,6,2020-03-21 06:13:00,25.9208,94.812,6.3,53.0,1.3627,1.7,Oblique,N,NCS,4.293
327,9,1,2021-04-09 07:14:04,28.9145,93.7569,1.6,27.9,1.0721,188.5,Oblique,N,NCS,0.858
328,1,1,2020-08-02 20:42:38,28.052,89.8462,1.8,4.5,1.1264,403.2,Reverse,E,USGS,1.014
329,28,3,2021-11-09 20:40:43,28.7991,92.8875,1.7,49.4,0.7102,139.2,Reverse,NE,ISR,0.604
330,22,2,2018-09-19 05:54:58,22.0082,95.1286,1.3,35.4,0.2744,280.4,Oblique,N,USGS,0.178
331,30,3,2024-09-27 04:17:25,26.4483,90.8246,6.6,17.0,0.7723,222.4,Reverse,N,ISR,2.549
332,33,4,2020-10-13 15:05:17,22.8013,101.4759,4.1,17.5,1.0275,394.9,Oblique,N,USGS,2.106
333,12,1,2023-05-27 13:17:41,28.5208,97.3549,2.1,48.1,1.2832,168.5,Normal,NE,USGS,1.347
334,7,1,2018-12-18 15:14:09,27.7731,93.4817,4.0,33.2,0.972,309.1,Normal,NE,NCS,1.944
335,28,3,2023-10-07 03:22:10,29.1436,94.7161,1.4,68.3,0.6594,3.8,Strike-Slip,NW,USGS,0.462
336,14,2,2019-07-08 08:14:50,24.2611,92.837,6.2,12.0,1.3025,416.9,Reverse,N,ISR,4.038
337,24,3,2018-09-13 12:46:32,23.263,98.4768,2.3,25.4,1.3548,324.4,Reverse,NW,IMD,1.558
338,55,7,2022-06-07 00:07:17,28.9848,95.5287,3.9,41.2,0.8237,269.0,Oblique,E,IMD,1.606
339,45,5,2022-04-29 04:01:09,28.7189,96.1385,6.3,37.3,0.8718,186.8,Reverse,N,ISR,2.746
340,22,2,2020-05-07 02:16:36,23.0113,96.1288,2.4,10.2,1.0485,132.2,Reverse,NW,IMD,1.258
341,17,2,2023-12-16 00:59:01,23.9196,92.3963,3.7,33.3,1.2285,188.0,Normal,N,ISR,2.273
342,8,1,2019-03-25 23:18:28,24.0184,96.8889,2.9,57.9,0.4492,76.2,Strike-Slip,E,ISR,0.651
343,9,1,2022-05-04 23:22:03,27.4875,92.3739,4.8,64.8,0.8421,270.1,Normal,N,IMD,2.021
344,5,1,2020-03-06 03:15:39,22.1285,96.3084,3.1,18.0,0.2919,394.0,Normal,NW,USGS,0.452
345,31,3,2022-02-09 18:35:06,29.2306,94.1356,5.8,55.3,0.7007,150.5,Strike-Slip,E,NCS,2.032
346,10,1,2020-05-18 15:34:27,24.0136,99.318,5.1,28.5,1.4614,136.7,Reverse,NE,USGS,3.727
347,9,1,2023-01-16 21:00:20,27.713,91.976,1.3,49.4,1.352,326.2,Strike-Slip,NW,ISR,0.879
348,44,5,2021-01-30 17:20:43,27.867,97.9002,2.7,32.3,1.249,128.2,Reverse,NE,USGS,1.686
349,10,1,2023-06-24 23:21:13,22.012,98.1561,4.5,34.3,0.172,403.0,Strike-Slip,N,USGS,0.387
350,62,8,2023-06-16 13:34:39,28.8053,92.6411,5.4,2.2,0.8264,222.1,Normal,N,USGS,2.231
351,41,5,2024-08-29 08:32:47,21.2227,93.5462,3.7,33.7,0.1163,2.5,Strike-Slip,NW,ISR,0.215
352,18,2,2022-10-29 15:10:37,27.7725,100.082,5.3,5.0,0.7234,256.1,Normal,N,USGS,1.917
353,29,3,2022-05-12 14:52:14,24.3016,99.5263,5.0,24.1,1.0024,45.4,Normal,NW,NCS,2.506
354,37,4,2019-02-24 19:17:41,28.6906,95.6583,6.8,59.4,1.1208,67.6,Normal,E,USGS,3.811
355,23,3,2022-12-26 09:12:02,29.1743,93.2196,1.5,57.8,0.7951,200.0,Oblique,N,ISR,0.596
356,33,4,2021-09-03 03:17:11,23.1996,98.4215,3.8,13.3,1.0707,337.7,Reverse,N,ISR,2.034
357,39,4,2019-03-03 19:18:34,25.7759,89.3822,7.1,3.1,0.9597,78.3,Strike-Slip,NW,NCS,3.407
358,52,6,2020-07-09 08:40:35,29.5054,100.4776,6.9,14.4,1.4043,498.1,Oblique,N,IMD,4.845
359,12,1,2024-07-18 08:48:33,27.9314,98.1769,2.1,18.4,0.9754,165.6,Strike-Slip,NE,IMD,1.024
360,40,5,2024-01-19 08:16:05,29.4327,96.2633,4.7,40.2,0.9816,433.6,Normal,NE,ISR,2.307
361,3,1,2020-10-17 10:27:16,27.4489,98.7353,5.7,65.3,0.294,323.8,Strike-Slip,E,IMD,0.838
362,24,3,2022-01-19 08:41:09,25.9335,97.5324,1.4,10.6,0.869,111.7,Reverse,N,ISR,0.608
363,10,1,2018-12-03 07:40:46,24.4497,95.785,3.1,64.9,1.0775,356.0,Reverse,NW,IMD,1.67
364,54,6,2023-06-02 22:54:11,28.2047,90.6843,3.2,6.1,0.7103,143.4,Oblique,NW,ISR,1.136
365,28,3,2022-01-26 09:19:34,27.398,93.2995,2.4,10.6,1.4667,301.0,Normal,NW,ISR,1.76
366,60,8,2024-09-13 23:30:31,25.3811,97.4187,3.6,19.4,1.1258,447.3,Strike-Slip,NE,IMD,2.026
367,46,5,2024-04-09 08:36:52,23.8452,98.0354,2.5,62.2,1.1345,472.2,Oblique,E,IMD,1.418
368,19,2,2019-11-07 05:35:07,22.5779,97.7256,3.4,21.4,0.9677,108.8,Strike-Slip,E,NCS,1.645
369,51,6,2020-10-10 01:30:17,30.8361,89.3434,3.7,45.8,0.4116,481.0,Reverse,NW,IMD,0.761
370,39,4,2022-06-17 10:47:23,28.6044,89.1918,5.6,47.5,1.2126,494.5,Oblique,E,USGS,3.395
371,52,6,2023-06-26 09:46:05,26.8243,101.6147,2.9,55.6,0.1963,145.2,Reverse,N,IMD,0.285
372,34,4,2020-01-11 17:47:58,24.1947,95.7886,5.9,32.4,1.232,162.4,Reverse,E,IMD,3.634
373,8,1,2018-10-27 16:48:56,23.5552,98.0393,4.0,24.0,0.5901,460.5,Oblique,NW,ISR,1.18
374,58,7,2024-03-28 01:57:06,26.4337,94.6093,2.1,11.0,0.0414,257.6,Strike-Slip,N,IMD,0.043
375,2,1,2018-03-01 15:50:51,23.698,90.006,1.6,12.3,1.252,194.0,Strike-Slip,NE,IMD,1.002
376,32,3,2018-02-05 04:37:33,25.8727,94.8111,5.4,54.0,0.8756,124.3,Reverse,NW,USGS,2.364
377,13,2,2019-01-26 11:44:42,24.8285,99.2962,6.1,58.5,1.3887,259.3,Strike-Slip,E,NCS,4.236
378,1,1,2022-03-28 14:34:04,27.5043,90.1632,5.0,13.9,1.4336,345.5,Reverse,E,IMD,3.584
379,31,3,2022-06-11 20:56:10,28.4115,94.5701,5.2,49.0,0.6923,378.6,Reverse,NE,USGS,1.8
380,22,2,2024-09-23 18:50:59,20.8116,94.8591,6.6,14.7,0.1419,347.3,Reverse,N,ISR,0.468
381,27,3,2024-02-09 11:31:43,24.6878,91.0889,4.4,45.9,1.0836,217.3,Strike-Slip,NE,ISR,2.384
382,56,7,2020-10-09 01:50:30,28.3663,98.1747,2.5,55.3,1.2371,493.9,Strike-Slip,E,ISR,1.546
383,4,1,2018-02-24 20:16:06,28.6743,92.1159,1.7,11.1,1.0338,379.8,Reverse,E,USGS,0.879
384,5,1,2022-12-29 07:41:53,24.9825,93.7909,2.1,36.1,0.509,94.6,Reverse,NE,NCS,0.534
385,13,2,2018-03-16 14:47:38,28.0134,99.6029,6.2,48.4,0.2423,69.4,Strike-Slip,NW,NCS,0.751
386,5,1,2019-05-18 07:45:45,25.1482,93.5189,6.3,22.6,1.2295,331.0,Oblique,N,USGS,3.873
387,17,2,2020-06-08 05:24:38,22.4056,93.6604,5.7,32.4,1.0221,151.9,Oblique,N,IMD,2.913
388,24,3,2022-02-05 08:39:40,23.9059,100.2962,3.1,34.9,0.5812,496.8,Strike-Slip,N,ISR,0.901
389,13,2,2022-01-27 05:16:15,24.5465,99.4425,5.3,8.2,1.2508,477.6,Oblique,E,IMD,3.315
390,38,4,2018-08-01 20:23:07,28.6063,96.9034,1.7,45.7,0.983,392.6,Strike-Slip,NE,NCS,0.836
391,9,1,2024-02-25 17:23:51,26.8843,92.3419,7.1,66.3,0.1483,311.6,Normal,E,ISR,0.526
392,3,1,2018-07-04 08:14:39,26.9414,100.2794,6.3,62.7,1.3418,58.2,Normal,NW,USGS,4.227
393,9,1,2019-05-20 06:24:45,27.807,94.9664,4.4,49.3,1.3892,23.7,Reverse,E,USGS,3.056
394,47,6,2021-08-14 16:54:53,28.5488,99.5325,4.8,58.1,0.4695,109.0,Oblique,E,NCS,1.127
395,20,2,2018-03-20 00:46:59,25.2487,92.6485,1.1,57.4,0.6498,109.6,Oblique,NE,USGS,0.357
396,27,3,2023-05-22 01:22:48,26.995,92.3136,4.6,62.5,1.0637,291.8,Reverse,NW,NCS,2.447
397,45,5,2023-10-01 18:38:50,28.2353,94.3873,1.3,6.1,1.0671,488.7,Strike-Slip,NW,NCS,0.694
398,16,2,2023-04-16 12:48:20,22.5676,92.2184,1.5,48.5,1.2973,80.9,Normal,NW,IMD,0.973
399,23,3,2020-03-09 03:08:44,27.1673,93.1508,5.6,38.1,0.388,499.4,Reverse,NW,USGS,1.086
400,55,7,2018-05-16 01:07:07,28.1695,96.001,5.6,67.4,0.1681,137.9,Normal,NW,ISR,0.471
401,47,6,2020-02-10 21:21:53,29.1285,98.3281,4.2,51.1,1.4144,397.4,Strike-Slip,E,IMD,2.97
402,14,2,2020-09-03 00:44:26,21.0054,91.866,3.0,7.6,0.0838,352.9,Normal,NW,ISR,0.126
403,1,1,2018-05-20 18:12:31,27.7082,91.1471,2.2,18.1,0.0051,412.3,Oblique,NE,ISR,0.006
404,56,7,2019-11-25 12:27:53,29.6745,97.2256,1.5,52.7,0.8679,308.7,Strike-Slip,E,USGS,0.651
405,59,8,2023-02-16 11:31:45,25.5878,90.5338,3.4,4.8,0.3024,123.4,Oblique,NE,NCS,0.514
406,60,8,2022-04-16 10:21:04,25.7351,96.1472,6.0,68.1,0.416,363.7,Reverse,N,USGS,1.248
407,41,5,2022-08-30 18:07:19,21.335,93.0923,1.8,26.8,0.7292,309.7,Reverse,E,ISR,0.656
408,61,8,2022-06-24 11:43:42,26.6081,88.0851,5.2,63.7,0.6573,215.6,Normal,E,USGS,1.709
409,50,6,2021-04-11 13:21:13,25.4843,90.728,4.8,55.1,1.1744,282.9,Strike-Slip,NE,ISR,2.819
410,15,2,2018-10-24 02:59:46,25.8451,96.6692,1.4,42.5,0.0624,396.9,Normal,E,ISR,0.044
411,62,8,2024-06-22 04:39:23,28.1074,93.3132,1.8,44.4,0.2524,133.6,Reverse,E,ISR,0.227
412,23,3,2024-07-27 18:06:34,29.3429,90.4073,7.1,32.6,1.1208,254.2,Reverse,NE,NCS,3.979
413,50,6,2019-07-19 07:38:21,23.1968,93.3208,2.3,55.3,0.2348,20.5,Reverse,N,USGS,0.27
414,2,1,2024-05-25 20:12:55,22.022,91.9402,6.5,3.6,0.4794,280.7,Normal,N,USGS,1.558
415,53,6,2023-08-26 03:21:10,28.0251,89.7723,4.8,27.4,0.2737,474.5,Strike-Slip,E,USGS,0.657
416,50,6,2022-01-27 14:42:52,24.1472,92.4245,3.4,2.8,0.5083,290.7,Oblique,E,USGS,0.864
417,22,2,2019-08-12 12:26:02,24.4041,97.3387,6.4,33.6,0.5169,494.3,Reverse,N,NCS,1.654
418,9,1,2018-02-04 07:52:11,25.6379,93.1858,5.7,42.9,0.6051,257.4,Oblique,NE,NCS,1.725
419,31,3,2023-05-19 22:29:18,27.029,96.9256,3.9,34.1,0.1495,355.6,Strike-Slip,E,NCS,0.292
420,39,4,2018-01-05 11:52:26,26.2444,92.6695,6.4,20.9,1.1396,27.7,Normal,NW,ISR,3.647
421,29,3,2024-02-24 00:39:27,25.6833,98.7745,5.8,52.4,0.3151,20.7,Reverse,E,USGS,0.914
422,3,1,2020-12-12 15:18:49,29.0088,100.5657,7.1,68.9,0.9581,293.1,Normal,N,USGS,3.401
423,10,1,2021-06-21 01:12:12,23.2093,99.2921,5.1,55.4,0.7908,242.2,Strike-Slip,NW,ISR,2.017
424,30,3,2024-05-10 09:19:35,24.0382,94.279,7.1,29.9,0.455,475.9,Oblique,N,USGS,1.615
425,10,1,2023-09-16 11:16:19,23.9222,99.2423,3.4,11.7,1.4388,26.6,Strike-Slip,NE,IMD,2.446
426,44,5,2023-05-03 15:29:22,29.3183,100.6095,5.4,30.5,0.3847,61.2,Reverse,NE,NCS,1.039
427,13,2,2019-08-26 08:43:00,28.0669,98.1696,3.8,40.5,0.8874,62.1,Reverse,E,NCS,1.686
428,20,2,2020-06-27 03:42:59,21.659,92.1084,3.1,48.8,0.1293,84.7,Reverse,NE,NCS,0.2
429,20,2,2024-09-05 07:22:32,24.679,94.7417,2.1,53.6,1.0988,455.0,Reverse,NW,ISR,1.154
430,18,2,2024-06-07 20:18:32,29.1063,100.1039,4.7,21.4,0.9881,116.8,Normal,NW,USGS,2.322
431,2,1,2019-08-19 08:12:04,23.3403,91.974,5.6,7.3,0.9577,326.0,Oblique,NE,NCS,2.682
432,47,6,2021-06-03 16:14:50,31.5855,99.6215,5.3,8.0,0.7273,163.3,Oblique,N,NCS,1.927
433,17,2,2021-01-19 05:02:45,24.6744,94.6262,3.7,67.4,0.9868,249.5,Reverse,E,ISR,1.826
434,18,2,2022-09-01 01:18:48,30.4027,98.0732,2.4,51.9,0.1577,64.4,Reverse,N,NCS,0.189
435,31,3,2020-12-24 14:44:33,29.4706,93.5918,1.3,11.2,0.7454,167.0,Oblique,N,ISR,0.485
436,36,4,2023-11-02 03:36:35,23.7517,92.2638,2.6,68.0,0.0882,170.8,Strike-Slip,NW,NCS,0.115
437,39,4,2021-09-29 21:15:23,27.2221,91.9928,4.4,37.8,1.0937,269.9,Normal,N,IMD,2.406
438,1,1,2022-11-15 01:18:16,26.3028,90.5589,4.3,16.0,0.1924,38.5,Oblique,NW,ISR,0.414
439,60,8,2019-02-12 23:07:47,23.6628,94.9074,7.1,20.4,0.4261,130.0,Normal,NW,USGS,1.513
440,49,6,2022-08-21 13:58:51,31.3211,99.2774,1.9,22.2,0.6087,367.6,Oblique,N,ISR,0.578
441,36,4,2024-07-18 01:09:01,24.3436,90.3771,3.0,40.8,0.6728,116.9,Oblique,NE,NCS,1.009
442,54,6,2023-01-12 05:17:43,30.6194,93.1037,5.0,55.6,0.7701,313.4,Strike-Slip,N,ISR,1.925
443,53,6,2022-09-17 03:30:07,26.7009,91.6651,5.8,46.6,1.3494,169.7,Reverse,NE,ISR,3.913
444,12,1,2019-07-23 07:04:06,28.1537,99.6501,1.9,66.2,0.5557,53.5,Reverse,NW,ISR,0.528
445,48,6,2019-12-19 05:56:54,28.4839,93.5265,4.6,5.1,0.4483,180.6,Strike-Slip,NW,ISR,1.031
446,56,7,2022-04-07 08:34:33,27.5933,96.9287,3.3,57.3,1.2118,352.3,Normal,NW,ISR,1.999
447,24,3,2023-10-23 11:31:43,22.6417,99.7623,3.6,65.6,0.1628,11.8,Oblique,NE,ISR,0.293
448,31,3,2021-11-05 16:09:57,28.6377,95.3751,4.5,28.5,0.7562,245.5,Normal,N,USGS,1.701
449,24,3,2021-05-30 14:55:12,25.0054,97.6614,2.4,4.8,1.4021,453.9,Oblique,NW,IMD,1.683
450,50,6,2022-12-04 13:29:50,24.6557,93.9569,2.8,35.1,0.3259,92.6,Reverse,NW,IMD,0.456
