alert_id,state_id,district_id,prediction_id,alert_type,issued_datetime,valid_from,valid_until,severity_level,population_notified,evacuations_triggered,status,dissemination_channels,language,delivery_success_rate
640,6,47,2207,Drill,2023-05-22 00:50:13,2021-03-02 04:56:17,2022-10-18 04:12:19,Yellow,344723,42452,Expired,Siren,Mizo,0.41
641,6,51,3553,All Clear,2021-03-23 07:57:23,2020-02-08 22:45:54,2018-08-29 20:39:10,Green,141723,8167,Active,All,Assamese,0.35
642,5,41,729,Advisory,2021-02-01 05:46:52,2019-03-31 15:07:41,2024-10-15 14:27:10,Orange,118466,17933,Active,SMS,Assamese,0.99
643,2,15,3102,Watch,2018-11-23 05:34:14,2022-06-24 16:52:17,2024-03-12 20:01:40,Green,459120,20090,Superseded,SMS,Manipuri,0.54
644,4,37,2311,All Clear,2022-09-10 13:58:11,2018-11-04 18:54:27,2018-05-30 00:24:06,Orange,89620,20840,Superseded,Push Notification,Bengali,0.86
645,5,44,4356,Emergency,2022-09-10 23:37:22,2023-01-15 05:50:39,2019-02-01 08:28:22,Red,135922,622,Expired,Push Notification,Hindi,0.57
646,6,48,2191,Drill,2018-06-14 05:52:19,2024-08-12 16:42:06,2020-02-13 23:06:32,Orange,355680,39891,Superseded,Siren,Hindi,0.61
647,3,23,3840,Advisory,2022-04-10 08:55:37,2021-08-22 00:28:35,2022-06-06 10:21:05,Orange,493809,47085,Expired,Radio,Khasi,0.9
648,8,61,2504,Early Warning,2021-06-16 23:56:21,2023-05-26 20:55:25,2018-09-04 22:04:33,Orange,40309,47838,Expired,SMS,Hindi,0.7
649,1,6,2342,Early Warning,2022-09-18 17:08:51,2021-08-10 06:30:36,2023-10-05 11:14:38,Red,266796,47893,Expired,Siren,Assamese,0.66
650,5,44,4362,Emergency,2023-12-09 05:51:01,2018-02-13 04:28:42,2023-03-30 17:39:36,Green,99811,48884,Active,Siren,Khasi,0.67
651,3,23,2001,All Clear,2024-04-14 22:34:39,2021-10-25 21:55:14,2019-06-08 14:40:54,Green,353743,34309,Expired,Push Notification,English,0.56
652,1,9,4209,Emergency,2021-01-02 15:19:32,2022-03-20 11:44:38,2021-03-23 19:21:17,Green,89482,24463,Active,Radio,Khasi,0.47
653,4,35,966,Emergency,2020-06-20 04:47:41,2020-07-01 00:18:16,2020-04-02 13:14:59,Orange,111807,146,Superseded,Push Notification,Bengali,0.95
654,8,62,4224,All Clear,2018-04-21 01:47:13,2022-02-25 23:47:10,2018-06-28 15:16:01,Red,186612,386,Superseded,Radio,Bengali,0.55
655,1,1,2865,Emergency,2024-02-23 12:33:10,2021-01-06 11:50:47,2018-01-28 12:55:41,Yellow,53230,28233,Superseded,Push Notification,English,0.67
656,7,58,1260,Emergency,2021-06-30 01:25:56,2018-01-22 11:16:50,2019-04-29 12:38:36,Green,403512,43033,Cancelled,Push Notification,Assamese,0.58
657,2,20,2986,All Clear,2021-08-23 19:27:17,2024-11-26 09:05:44,2020-04-17 06:00:37,Yellow,57087,28742,Superseded,Push Notification,Hindi,0.55
658,3,28,48,Early Warning,2021-01-21 02:37:58,2019-08-12 23:08:43,2020-06-04 03:39:59,Yellow,21205,8760,Superseded,Siren,Khasi,0.53
659,1,3,1314,Emergency,2023-09-01 19:49:54,2023-08-29 20:06:19,2020-04-05 19:27:22,Yellow,62381,27596,Superseded,All,Assamese,0.86
660,5,46,1044,All Clear,2020-10-06 09:22:56,2024-03-05 14:04:39,2024-04-23 23:33:59,Red,442107,25483,Expired,SMS,English,0.85
661,1,9,1275,Drill,2020-12-05 03:29:16,2020-01-05 19:05:10,2018-06-11 16:22:16,Green,355729,22422,Superseded,All,Khasi,0.31
662,3,31,2372,Early Warning,2020-05-26 20:05:59,2024-06-22 00:48:30,2021-08-25 16:58:29,Red,129990,40475,Expired,All,Hindi,0.47
663,6,50,943,Drill,2020-03-29 18:16:31,2024-12-24 13:04:22,2021-08-26 08:24:32,Yellow,104125,31057,Active,All,Manipuri,0.43
664,7,55,4844,Watch,2023-05-08 22:46:20,2019-01-10 06:14:15,2019-02-16 00:41:26,Yellow,210487,2514,Cancelled,Push Notification,Hindi,0.6
665,5,40,1636,Emergency,2018-10-10 12:38:13,2021-06-19 10:16:46,2022-06-20 00:41:18,Green,160765,45885,Expired,Push Notification,Bengali,0.6
666,1,4,4177,Advisory,2021-08-19 20:51:28,2018-12-08 22:17:31,2020-04-16 12:26:37,Green,190718,18386,Cancelled,Siren,Hindi,0.52
667,1,4,1489,Early Warning,2018-05-08 00:54:52,2023-08-14 21:17:10,2024-05-02 20:56:09,Green,168731,13892,Cancelled,Siren,Bengali,0.94
668,1,7,3530,Emergency,2019-07-29 06:40:10,2021-02-03 14:34:56,2020-11-04 13:53:00,Orange,159670,7309,Active,SMS,Khasi,0.69
669,7,56,1068,Drill,2020-10-26 00:56:13,2024-11-21 16:36:20,2021-01-27 18:48:56,Orange,389610,38594,Cancelled,Push Notification,Khasi,0.49
670,4,38,3147,Watch,2018-09-29 00:25:39,2023-05-10 23:17:37,2024-04-26 03:19:56,Green,315634,7887,Active,All,Khasi,0.87
671,2,13,3652,All Clear,2018-11-03 10:56:18,2023-04-08 04:45:30,2020-12-01 08:19:32,Green,158160,47536,Superseded,Push Notification,Manipuri,0.8
672,1,3,1048,All Clear,2019-08-19 14:41:23,2024-01-20 20:58:30,2020-02-24 13:39:59,Red,467548,49765,Cancelled,Radio,Assamese,0.74
673,1,8,3573,Emergency,2018-07-30 08:42:41,2022-06-16 06:34:55,2022-04-15 11:13:39,Red,414751,1433,Expired,All,Bengali,0.79
674,1,9,2373,Drill,2018-05-22 04:38:28,2019-08-14 21:39:44,2024-04-20 07:43:41,Green,427150,26050,Superseded,All,Mizo,0.66
675,1,5,1356,All Clear,2021-09-22 00:37:43,2024-08-18 10:12:04,2021-04-27 10:55:05,Red,210260,39794,Cancelled,Push Notification,Hindi,0.3
676,4,37,1785,All Clear,2023-01-14 15:07:36,2021-11-16 00:08:29,2022-04-15 07:22:30,Green,371166,47223,Cancelled,Radio,Mizo,0.45
677,5,46,2200,Watch,2022-09-12 11:21:24,2019-11-27 17:23:24,2018-05-22 17:06:43,Green,279842,15611,Cancelled,SMS,Khasi,0.4
678,7,57,2276,Early Warning,2019-02-18 03:03:57,2023-06-19 21:47:38,2020-02-13 15:23:15,Orange,431804,13760,Active,SMS,Khasi,0.54
679,4,39,3024,Drill,2020-10-05 09:05:15,2022-09-03 12:55:04,2020-03-31 08:06:48,Green,378677,8756,Superseded,All,Bengali,0.53
680,1,4,86,Drill,2021-01-09 10:44:42,2020-05-18 23:11:00,2019-07-04 02:20:04,Yellow,134311,1024,Active,Siren,Khasi,0.48
681,5,41,4951,Emergency,2022-09-08 12:25:34,2019-11-17 12:02:21,2020-10-04 10:48:14,Yellow,141025,13364,Superseded,Push Notification,Assamese,0.46
682,6,47,3555,Emergency,2021-02-19 07:47:28,2018-10-19 02:06:43,2022-03-21 21:32:45,Yellow,95265,30106,Expired,Push Notification,Hindi,0.7
683,8,61,1478,Early Warning,2023-07-05 21:53:30,2020-08-21 15:13:21,2019-05-22 04:05:40,Orange,464227,11647,Superseded,All,Hindi,0.35
684,1,5,3494,Drill,2020-02-01 23:27:04,2021-06-04 12:53:44,2018-11-08 09:58:25,Red,379845,34522,Expired,SMS,Manipuri,0.37
685,3,25,170,Drill,2018-12-08 20:50:32,2018-05-16 21:29:38,2019-02-15 15:59:03,Green,130303,5478,Cancelled,Push Notification,Khasi,0.72
686,6,51,77,All Clear,2024-09-25 14:30:00,2024-04-06 01:56:36,2024-12-17 05:32:30,Green,177513,46363,Active,Push Notification,Hindi,0.64
687,4,37,3640,Advisory,2024-12-08 13:28:18,2020-10-27 17:32:39,2022-01-27 21:59:51,Yellow,81109,15978,Active,All,Khasi,0.49
688,4,35,1009,Early Warning,2018-03-07 21:22:33,2022-08-20 03:27:30,2020-07-10 22:25:32,Green,53874,33524,Superseded,Push Notification,English,0.94
689,1,2,1857,Watch,2021-08-20 01:31:34,2021-01-02 16:41:46,2023-07-30 03:31:34,Red,150490,14803,Superseded,SMS,Assamese,0.42
690,1,8,1840,Advisory,2018-11-13 02:00:17,2018-08-26 00:35:25,2023-03-28 21:40:42,Orange,175067,7756,Cancelled,SMS,English,0.72
691,1,12,3512,All Clear,2022-07-07 03:30:12,2019-07-18 11:35:26,2023-10-12 22:13:11,Orange,223050,9844,Cancelled,All,Mizo,0.5
692,7,57,852,Drill,2020-04-22 06:10:47,2021-02-20 19:01:21,2020-04-04 13:43:51,Red,425150,46616,Active,SMS,Mizo,0.95
693,1,10,1201,Emergency,2020-09-22 00:01:06,2021-10-19 20:01:20,2024-02-20 03:16:00,Yellow,417879,31354,Active,SMS,Manipuri,0.6
694,6,47,2282,Advisory,2019-03-26 11:12:53,2019-02-01 05:45:17,2019-07-20 01:23:03,Green,402509,25232,Cancelled,Radio,Assamese,0.6
695,5,45,3392,Watch,2023-02-13 13:13:07,2024-10-28 03:57:44,2023-07-25 18:21:38,Orange,483286,16115,Superseded,Siren,Manipuri,0.65
696,4,35,4036,Emergency,2022-07-13 08:10:17,2018-09-17 18:59:20,2022-12-10 23:48:39,Yellow,374924,27645,Expired,SMS,Hindi,0.55
697,2,14,141,Watch,2021-01-30 22:23:10,2018-12-09 05:51:01,2018-07-05 02:24:42,Red,477916,22894,Cancelled,Push Notification,Bengali,0.62
698,6,54,4518,Watch,2021-08-01 05:46:28,2019-11-29 18:26:07,2018-06-23 13:38:44,Yellow,391740,9030,Active,Push Notification,Assamese,0.81
699,5,45,3480,Drill,2021-02-28 18:47:06,2018-11-26 08:39:57,2023-08-22 02:01:19,Green,305029,4834,Superseded,All,Mizo,0.41
700,1,10,2993,Watch,2019-03-15 22:24:48,2018-08-28 10:24:18,2018-02-08 18:24:16,Green,298515,27295,Expired,Push Notification,Assamese,0.82
701,6,48,4321,Emergency,2023-12-11 08:42:05,2021-07-02 13:20:24,2024-02-23 21:47:11,Orange,176961,29096,Active,Radio,English,0.41
702,7,57,264,All Clear,2023-02-21 02:26:55,2019-05-14 04:28:21,2018-02-03 18:20:43,Yellow,207922,27762,Superseded,All,Khasi,0.88
703,8,59,4687,Drill,2022-04-09 06:19:17,2019-12-08 05:49:26,2021-08-09 07:08:38,Orange,488448,10276,Cancelled,SMS,Manipuri,0.56
704,8,61,1026,Emergency,2024-04-27 20:08:32,2023-04-08 07:14:55,2018-06-23 23:25:33,Yellow,114870,25709,Expired,All,Manipuri,0.89
705,6,53,3838,Drill,2022-01-23 06:44:13,2023-06-18 06:50:59,2021-06-12 14:26:09,Orange,433819,24934,Expired,SMS,Mizo,0.56
706,3,28,1596,Early Warning,2020-04-18 14:39:40,2018-08-30 17:49:41,2021-01-31 20:59:36,Green,316345,21985,Active,Push Notification,Bengali,0.41
707,1,7,536,Advisory,2019-10-21 09:09:02,2019-08-07 07:11:34,2022-09-11 01:05:27,Green,105862,41837,Active,Push Notification,Bengali,0.36
708,4,37,4627,Early Warning,2018-05-20 10:05:16,2018-05-30 06:47:09,2020-09-04 08:48:24,Red,48969,20224,Active,Radio,Mizo,0.5
709,3,26,4098,Emergency,2019-08-29 11:34:56,2024-03-04 15:13:42,2021-01-10 13:09:05,Orange,68004,46049,Active,Radio,Assamese,0.93
710,4,33,828,Early Warning,2022-04-10 05:02:23,2022-12-30 06:58:44,2024-10-09 07:13:45,Yellow,200436,31257,Active,Radio,Hindi,0.41
711,3,30,646,Drill,2023-04-29 18:25:04,2019-12-21 11:06:58,2019-11-01 23:49:12,Green,423449,44660,Expired,Push Notification,Manipuri,0.66
712,6,47,4987,Emergency,2023-07-17 19:31:31,2024-09-06 00:04:45,2019-02-12 14:48:01,Orange,177844,19060,Cancelled,All,Mizo,0.96
713,1,3,3176,All Clear,2020-01-13 21:22:51,2023-03-01 12:01:57,2018-08-22 00:16:39,Yellow,80002,37152,Superseded,SMS,Mizo,0.31
714,6,50,2536,Emergency,2022-08-27 21:25:14,2018-10-20 09:38:52,2021-11-14 00:55:54,Green,164578,11122,Cancelled,Push Notification,English,0.5
715,3,24,2895,Watch,2018-10-05 05:24:53,2024-01-17 22:16:46,2024-07-26 08:03:22,Green,241661,16904,Superseded,Radio,Mizo,0.91
716,5,42,1151,Early Warning,2019-01-21 03:35:28,2021-02-03 06:26:40,2020-06-09 12:18:51,Red,210307,26806,Expired,Siren,Bengali,0.66
717,5,40,2570,Drill,2021-03-06 23:49:53,2021-07-07 17:59:42,2022-04-21 21:48:06,Green,236077,17224,Active,All,Khasi,0.34
718,6,51,2006,Watch,2023-12-15 00:47:27,2018-11-24 03:35:19,2020-06-22 01:13:30,Green,197138,10368,Superseded,SMS,Hindi,0.57
719,3,30,766,Emergency,2020-12-20 02:42:01,2023-06-20 03:06:54,2022-07-21 13:07:21,Red,472025,30464,Active,SMS,Hindi,0.81
720,8,59,3252,Watch,2024-07-14 18:23:06,2021-06-01 11:32:10,2020-10-18 07:11:14,Red,33901,20793,Cancelled,All,Assamese,0.45
721,6,48,3902,Emergency,2018-12-22 04:47:48,2018-04-29 22:32:16,2022-08-21 12:12:06,Orange,81753,30799,Expired,Push Notification,Bengali,0.7
722,4,39,3116,Emergency,2018-07-13 20:54:01,2022-01-10 19:58:52,2019-10-26 01:48:38,Orange,28452,13860,Active,Siren,Bengali,0.48
723,1,12,685,Advisory,2019-03-17 08:44:36,2021-06-12 12:05:42,2018-09-11 20:40:23,Green,156514,46675,Superseded,Siren,Manipuri,0.45
724,7,58,2126,Early Warning,2019-07-26 21:52:19,2021-08-24 09:49:59,2020-11-28 14:47:45,Green,394981,19457,Expired,Push Notification,Bengali,0.96
725,3,31,3896,Drill,2022-07-22 18:14:35,2021-09-19 00:58:28,2021-01-06 23:46:49,Yellow,478564,45409,Superseded,SMS,Manipuri,0.85
726,4,39,1627,Advisory,2018-08-30 17:50:17,2023-08-26 04:07:17,2024-03-31 13:35:45,Yellow,389560,48281,Cancelled,SMS,Hindi,0.93
727,8,60,1209,Early Warning,2022-04-01 17:22:04,2024-09-26 17:03:14,2023-09-25 21:00:17,Orange,213163,17223,Active,Siren,Mizo,0.9
728,5,41,3681,Early Warning,2023-06-09 01:03:33,2019-11-11 05:41:42,2024-05-05 19:59:02,Green,98486,27536,Expired,All,Assamese,0.45
729,2,14,1566,Advisory,2023-10-13 12:45:16,2024-12-03 07:47:11,2021-02-04 06:28:51,Green,8588,19788,Cancelled,All,Mizo,0.91
730,5,45,4089,Emergency,2023-07-10 02:21:41,2021-06-29 00:39:31,2020-12-28 18:48:49,Red,184760,35551,Superseded,All,Mizo,0.54
731,8,60,1441,Advisory,2021-11-26 12:21:52,2019-07-04 14:15:33,2022-09-14 08:17:37,Red,311994,10659,Superseded,Siren,Bengali,0.89
732,5,45,3584,Drill,2023-05-25 02:27:45,2023-04-12 10:37:25,2018-11-05 06:45:24,Orange,46038,6803,Active,SMS,Manipuri,0.95
733,1,7,4067,Drill,2024-05-18 23:51:12,2021-10-11 18:44:47,2022-04-13 21:21:19,Green,304833,2138,Cancelled,Siren,Hindi,0.46
734,3,30,4519,Watch,2021-03-29 23:22:18,2021-12-29 21:59:35,2019-01-22 14:57:39,Green,183922,30405,Superseded,Siren,English,0.96
735,6,51,1835,Advisory,2022-04-26 22:28:38,2023-08-09 10:52:41,2020-04-01 18:28:49,Orange,161264,27178,Expired,SMS,Assamese,0.32
736,1,2,1257,All Clear,2024-09-22 00:42:27,2024-12-22 18:11:45,2024-04-21 23:15:54,Orange,314644,20805,Cancelled,Push Notification,Manipuri,0.99
737,2,16,4553,All Clear,2021-04-30 22:05:43,2023-06-26 04:30:31,2021-05-06 23:53:46,Yellow,434498,3380,Superseded,Push Notification,Khasi,0.57
738,6,47,1424,All Clear,2021-06-06 10:43:56,2019-05-08 06:24:54,2021-09-20 23:01:35,Orange,121194,6525,Expired,All,English,0.74
739,6,51,3212,All Clear,2024-06-25 23:39:13,2019-05-10 03:51:48,2020-09-28 16:13:55,Orange,106930,6111,Active,SMS,Assamese,0.31
740,6,50,4861,All Clear,2019-04-21 12:07:55,2024-01-08 08:41:03,2022-08-17 03:09:31,Green,482756,5162,Superseded,SMS,Khasi,0.81
741,3,30,2934,Drill,2019-08-03 14:33:43,2019-11-20 23:16:04,2020-07-11 12:08:49,Yellow,101722,35089,Expired,Siren,Mizo,0.48
742,1,4,2253,Drill,2018-09-15 18:11:49,2018-03-13 21:30:17,2023-06-07 09:33:09,Yellow,303848,6777,Active,Siren,Manipuri,0.39
743,1,10,2314,Early Warning,2020-03-24 23:44:19,2018-08-29 09:58:39,2022-03-16 13:34:55,Yellow,442926,23684,Expired,Siren,English,0.64
744,1,2,3390,Drill,2018-08-17 14:13:18,2018-08-26 02:17:11,2019-10-16 08:48:14,Red,360462,27519,Superseded,Radio,Khasi,0.94
745,6,52,1320,Early Warning,2019-07-13 15:20:22,2019-07-10 03:07:40,2023-08-12 12:17:29,Orange,297525,41367,Active,SMS,Bengali,1.0
746,3,31,4916,Watch,2022-08-25 20:42:33,2022-06-10 00:23:31,2024-04-23 08:55:26,Green,133531,7968,Expired,All,English,0.68
747,4,34,4193,Watch,2024-06-22 05:21:47,2021-02-07 16:13:07,2018-12-23 15:14:51,Yellow,471210,14218,Active,Radio,Hindi,0.45
748,6,47,1037,Emergency,2020-04-11 08:59:46,2019-09-12 00:13:36,2018-10-13 17:46:06,Orange,182842,46404,Cancelled,Siren,Khasi,0.87
749,3,28,4200,Advisory,2021-05-27 13:50:53,2019-06-22 08:47:47,2019-09-07 18:44:12,Yellow,360315,47015,Cancelled,Siren,English,0.71
750,6,50,4814,Watch,2020-08-26 01:28:16,2024-02-22 08:43:19,2022-02-24 15:22:29,Yellow,227363,29239,Superseded,All,Khasi,0.49
751,2,21,882,Emergency,2023-03-02 19:14:44,2019-09-13 12:15:36,2022-10-29 01:10:31,Red,185129,24507,Active,Siren,Hindi,0.92
752,8,62,4190,Advisory,2020-02-26 05:47:38,2023-02-20 04:42:45,2023-06-28 05:59:26,Red,498371,34766,Cancelled,Siren,English,0.38
753,6,52,2644,Advisory,2021-08-27 01:24:00,2020-02-02 04:14:48,2018-08-14 16:27:21,Yellow,112918,43054,Cancelled,Radio,Hindi,0.85
754,1,8,79,Drill,2020-09-16 19:43:41,2020-10-18 18:16:44,2019-10-27 04:01:39,Green,244091,37189,Cancelled,Push Notification,Manipuri,0.35
755,2,19,4930,Early Warning,2019-10-22 04:55:37,2022-10-09 20:06:45,2020-05-13 20:47:47,Yellow,375629,39839,Active,All,Khasi,0.6
756,6,49,3566,Watch,2020-09-14 07:38:22,2019-09-05 10:34:31,2018-06-04 06:53:54,Orange,420959,32370,Superseded,SMS,Bengali,0.59
757,1,8,3710,All Clear,2019-06-16 17:06:11,2021-04-04 11:55:33,2020-01-05 12:53:44,Orange,302306,1393,Cancelled,SMS,Khasi,0.85
758,4,37,39,Watch,2021-12-05 16:12:17,2021-06-05 11:44:59,2018-04-25 23:31:51,Orange,469772,34961,Active,Radio,Khasi,0.31
759,3,31,780,Drill,2024-10-29 07:43:39,2020-07-24 04:03:29,2020-05-03 09:08:39,Red,166398,49393,Cancelled,Siren,English,0.69
760,2,21,4046,Emergency,2023-03-18 09:56:13,2020-07-16 05:35:00,2023-12-04 19:35:35,Green,238431,32331,Active,Radio,Manipuri,0.37
761,2,15,392,Early Warning,2018-02-02 07:11:02,2020-09-30 02:06:53,2023-11-07 07:05:26,Yellow,379817,28552,Expired,Push Notification,English,0.43
762,7,58,3022,Drill,2024-12-10 16:22:37,2018-06-13 02:00:40,2020-03-17 19:43:03,Green,463213,2823,Active,SMS,Bengali,0.35
763,2,22,3110,Watch,2020-04-18 14:06:04,2022-12-18 17:25:27,2021-12-02 07:49:00,Yellow,62962,8276,Cancelled,Push Notification,Mizo,0.71
764,7,55,3386,Drill,2023-06-02 18:58:40,2019-01-16 04:48:54,2022-06-10 01:31:17,Red,276708,15762,Superseded,Siren,Bengali,0.53
765,6,47,3955,Advisory,2019-12-03 15:08:38,2024-07-08 12:09:38,2020-07-09 08:49:18,Green,373068,5426,Cancelled,All,Mizo,0.91
766,5,43,1687,Early Warning,2023-11-30 04:21:05,2022-03-17 16:28:40,2018-07-07 05:49:41,Green,111498,860,Expired,Siren,Mizo,0.57
767,3,32,857,All Clear,2020-11-23 17:48:08,2024-06-24 05:12:02,2022-06-28 08:02:09,Yellow,269545,20536,Cancelled,Siren,Khasi,0.41
768,4,33,866,Advisory,2019-02-09 02:00:52,2021-04-12 22:36:40,2021-11-06 15:46:01,Yellow,455107,40663,Expired,Siren,Hindi,0.35
769,3,28,1346,All Clear,2023-11-03 03:42:06,2023-07-08 10:56:16,2018-11-14 02:28:11,Orange,77322,30209,Active,SMS,Hindi,0.31
770,3,30,1533,Emergency,2020-04-08 18:49:08,2023-08-19 09:45:36,2022-07-08 09:41:06,Green,237414,23065,Cancelled,SMS,Manipuri,0.36
771,3,28,1738,All Clear,2019-04-13 23:02:40,2021-08-31 14:23:12,2022-04-28 01:46:08,Red,175075,3483,Superseded,Radio,Bengali,0.37
772,5,42,3134,Watch,2024-03-24 05:59:45,2020-07-02 10:40:07,2019-08-12 14:23:19,Red,211226,11576,Cancelled,All,Manipuri,0.65
773,3,28,895,Drill,2023-10-18 07:00:36,2020-02-13 10:37:41,2018-12-12 02:56:00,Green,115223,7548,Active,SMS,Manipuri,0.49
774,1,5,4360,Watch,2018-11-10 21:29:29,2023-04-11 23:00:37,2023-12-14 07:24:56,Orange,375397,26513,Superseded,Siren,English,0.45
775,6,53,2198,Watch,2022-03-19 10:40:30,2024-09-07 04:06:00,2019-09-25 11:41:16,Yellow,182359,41739,Cancelled,All,Bengali,0.81
776,1,7,1517,Drill,2022-04-13 12:18:19,2020-08-06 14:37:17,2023-11-08 08:13:13,Red,125205,11156,Cancelled,SMS,Hindi,0.43
777,7,58,3730,Drill,2019-03-17 15:53:00,2022-01-14 12:47:32,2021-08-22 12:13:04,Green,175240,1364,Expired,Radio,English,0.42
778,6,49,80,Emergency,2023-01-20 12:14:04,2022-12-17 19:28:35,2018-01-04 03:02:53,Orange,256113,16220,Superseded,SMS,English,0.87
779,4,37,2382,Watch,2019-12-11 06:21:45,2024-08-05 15:19:07,2018-10-19 18:26:40,Yellow,52524,19962,Cancelled,Siren,Assamese,0.81
780,4,35,2109,Advisory,2023-08-24 03:19:28,2021-02-05 19:22:53,2021-11-26 06:56:10,Red,7209,23109,Cancelled,Radio,Manipuri,0.84
781,7,55,4881,Advisory,2022-02-13 20:06:53,2023-11-01 15:46:23,2022-06-02 10:28:41,Green,381894,41929,Active,Push Notification,Assamese,0.9
782,5,43,1161,Early Warning,2021-01-14 18:20:43,2020-01-30 05:23:02,2022-11-30 11:47:58,Red,388603,45600,Superseded,Radio,Hindi,0.82
783,2,13,3095,Advisory,2023-06-08 11:26:26,2023-05-02 16:26:01,2023-10-10 23:06:36,Green,285793,29443,Expired,Radio,Khasi,0.54
784,2,22,3204,Advisory,2023-01-05 10:02:48,2020-08-19 00:49:01,2019-08-16 02:07:40,Red,21648,37979,Cancelled,All,English,0.6
785,3,30,4643,Advisory,2024-09-28 06:59:20,2018-12-09 08:24:16,2018-01-26 21:29:37,Orange,261681,44926,Expired,Siren,Khasi,0.41
786,8,62,2374,Advisory,2023-04-23 01:32:10,2022-02-21 12:17:17,2020-06-14 14:13:13,Yellow,33977,19315,Active,Siren,English,0.45
787,6,53,4859,Emergency,2019-01-19 12:02:16,2020-08-08 03:42:14,2018-01-16 19:33:22,Green,225713,23085,Active,SMS,Bengali,0.4
788,7,57,2321,Early Warning,2024-09-05 17:28:30,2024-01-25 19:49:48,2020-04-20 22:32:08,Yellow,74886,48041,Expired,Siren,Manipuri,0.94
789,2,19,1793,Advisory,2018-04-10 20:17:06,2020-02-12 18:32:28,2024-11-26 21:24:59,Red,355829,41749,Superseded,Siren,Assamese,0.98
790,1,7,2141,Watch,2020-07-27 08:26:29,2022-10-18 23:59:57,2021-09-16 00:48:59,Orange,356051,21134,Expired,Push Notification,Bengali,0.39
791,4,36,1635,Early Warning,2020-07-24 08:49:47,2020-07-12 18:50:26,2022-10-27 13:36:41,Orange,486177,41177,Superseded,All,Hindi,0.56
792,7,57,3580,All Clear,2018-10-26 09:25:58,2021-10-04 22:33:05,2023-11-27 14:20:12,Yellow,164338,33018,Cancelled,Siren,Bengali,0.6
793,3,27,3361,All Clear,2021-12-04 03:49:36,2018-03-24 02:10:32,2024-07-10 06:29:34,Green,220782,5795,Expired,All,Bengali,0.85
794,4,38,4196,All Clear,2021-03-05 05:11:02,2022-08-15 21:06:48,2022-10-24 04:17:55,Yellow,460322,19224,Active,Siren,Hindi,0.58
795,1,1,3792,Early Warning,2024-11-13 18:08:56,2018-09-21 00:38:23,2018-06-19 22:11:15,Red,141749,42590,Active,Radio,Manipuri,0.37
796,2,19,4633,Early Warning,2022-02-04 20:50:54,2019-01-13 07:25:21,2024-04-19 13:39:50,Orange,306607,44198,Active,Push Notification,Manipuri,0.4
797,6,48,4058,Drill,2019-02-28 18:55:35,2023-06-11 09:06:45,2019-04-26 20:53:51,Yellow,157854,41172,Cancelled,SMS,Mizo,0.64
798,5,45,1645,Early Warning,2018-12-23 09:18:46,2019-04-21 10:09:12,2023-02-19 21:53:41,Green,461420,7932,Active,Push Notification,Hindi,0.37
799,1,2,4144,Early Warning,2021-10-10 21:18:37,2019-01-14 10:55:03,2020-07-20 19:56:10,Red,212204,31701,Expired,Push Notification,Mizo,0.89
800,2,17,3598,Emergency,2023-08-07 19:54:56,2019-03-31 08:55:10,2023-05-31 14:17:57,Green,11454,12111,Expired,Push Notification,Hindi,0.66
801,5,45,4479,Emergency,2019-09-15 11:15:22,2020-06-20 02:39:57,2020-06-18 06:53:02,Red,350080,6554,Superseded,Radio,Khasi,0.49
802,3,25,880,Emergency,2021-12-12 11:38:27,2019-04-06 08:05:51,2018-03-28 21:38:36,Red,148694,29955,Active,All,Assamese,0.31
803,2,20,280,Early Warning,2023-06-28 06:48:45,2021-01-07 02:21:08,2019-03-09 19:13:24,Red,245418,47386,Superseded,Radio,English,0.99
804,3,23,4102,Advisory,2022-04-13 09:43:51,2024-01-04 03:55:27,2022-06-20 06:59:12,Yellow,204899,33622,Active,Push Notification,Khasi,0.41
805,5,42,4614,Drill,2020-11-20 03:22:34,2024-09-10 04:22:12,2019-03-12 02:05:13,Red,146030,49978,Cancelled,Siren,English,0.94
806,5,42,3963,All Clear,2021-03-15 19:34:11,2023-08-10 08:29:59,2019-07-15 09:42:00,Red,302110,46432,Cancelled,Push Notification,Khasi,0.53
807,8,62,4758,Early Warning,2020-12-17 11:51:39,2018-05-20 14:09:33,2018-04-02 17:18:28,Red,446809,48029,Expired,Push Notification,English,0.77
808,3,32,3903,Drill,2020-10-02 13:47:33,2024-10-07 20:36:12,2020-01-06 03:27:22,Yellow,55376,11403,Superseded,Siren,English,0.34
809,2,17,938,Emergency,2018-04-27 06:06:31,2024-06-29 15:38:49,2021-03-08 23:28:46,Green,318098,41372,Active,Push Notification,Bengali,0.38
810,3,29,3094,Watch,2019-02-18 21:21:08,2020-02-24 11:23:15,2022-03-06 19:17:43,Yellow,229483,44489,Cancelled,Push Notification,Hindi,0.82
811,3,28,4330,Early Warning,2024-11-17 10:58:14,2022-12-14 13:06:53,2018-03-17 07:41:35,Yellow,329937,43821,Active,Push Notification,English,0.87
812,7,58,43,All Clear,2021-01-22 02:48:41,2022-08-26 04:01:16,2018-08-12 14:06:29,Red,178730,12144,Superseded,Push Notification,Mizo,0.45
813,6,53,3881,Advisory,2022-04-06 02:06:14,2023-04-06 13:07:35,2022-10-02 19:29:26,Orange,447538,9035,Active,Siren,Assamese,0.74
