event_id,district_id,slope_id,state_id,event_datetime,detection_datetime,report_datetime,landslide_type,trigger,slope_angle_deg,elevation_m,area_affected_sqkm,volume_cu_m,fatalities,injuries,displaced_persons,road_blocked_km,buildings_damaged,runout_distance_km,verification_status,reported_by
133,45,361,5,2020-11-02 08:40:03,2023-07-02 05:30:47,2024-02-13 03:02:23,Debris Flow,Undercutting,50.8,3892,48.56,2007614.0,5,15,4977,12.6,361,7.5,Confirmed,GSI
134,27,428,3,2019-05-05 01:28:40,2018-03-10 10:53:43,2021-07-20 22:10:57,Mudflow,Unknown,46.1,1004,35.56,583098.0,5,10,1590,13.1,7,9.4,Preliminary,Field Team
135,54,342,6,2018-09-09 02:12:52,2024-10-28 06:44:32,2022-08-04 05:40:47,Debris Flow,Anthropogenic,18.6,2461,38.09,313412.0,0,0,3632,0.9,60,3.7,Under Investigation,GSI
136,37,477,4,2023-03-12 02:07:58,2018-02-12 06:40:23,2023-03-01 02:56:46,Rockfall,Anthropogenic,55.3,2459,4.62,169776.0,0,0,164,15.3,482,9.1,Confirmed,ISRO
137,20,28,2,2022-04-03 22:18:11,2019-12-27 09:16:44,2022-12-06 08:05:31,Rotational Slide,Undercutting,36.8,4957,14.02,402191.0,1,1,2234,17.7,328,5.5,Under Investigation,ISRO
138,3,487,1,2024-07-25 12:09:34,2023-08-26 17:53:47,2021-01-06 02:32:49,Rockfall,Anthropogenic,12.8,1122,28.48,1415286.0,1,5,2364,4.1,16,9.3,Under Investigation,ISRO
139,31,72,3,2023-03-29 18:20:23,2018-02-02 05:26:30,2021-10-02 10:41:57,Debris Flow,Earthquake,48.0,4353,28.23,938843.0,5,10,856,12.6,83,4.9,Confirmed,GSI
140,29,415,3,2024-11-30 14:37:36,2024-09-27 10:30:43,2022-07-02 09:02:59,Rockfall,Undercutting,45.8,4139,34.76,1279752.0,1,1,2069,14.5,396,3.1,Under Investigation,Field Team
141,38,15,4,2019-11-03 16:10:59,2024-05-15 04:08:42,2021-09-26 01:05:19,Rockfall,Anthropogenic,41.5,2567,15.1,456710.0,2,8,1625,19.0,235,0.5,Confirmed,ISRO
142,57,89,7,2021-05-19 09:05:11,2022-03-13 00:30:10,2021-11-12 03:30:35,Complex,Snowmelt,48.8,498,11.89,130347.0,0,0,1262,13.7,342,4.1,Preliminary,ISRO
143,49,470,6,2019-01-28 12:08:20,2023-12-28 02:22:31,2024-07-30 00:14:56,Mudflow,Earthquake,37.2,1029,38.18,287984.0,3,6,3478,11.9,185,3.7,Confirmed,Satellite
144,39,385,4,2022-06-19 02:41:14,2020-01-07 13:09:18,2021-06-28 12:43:52,Translational Slide,Rainfall,35.3,2613,6.99,71372.0,0,0,760,6.8,91,2.1,Under Investigation,Satellite
145,54,55,6,2023-03-20 02:22:43,2024-06-11 16:24:43,2023-02-06 00:31:41,Complex,Snowmelt,50.0,3401,36.66,1214823.0,1,0,1317,6.4,155,4.5,Under Investigation,GSI
146,39,414,4,2023-01-19 16:23:49,2022-10-03 17:48:24,2018-11-24 04:00:21,Complex,Undercutting,41.8,3899,23.73,413332.0,1,2,914,15.7,416,6.3,Preliminary,Field Team
147,4,238,1,2021-02-27 01:07:55,2021-10-14 21:18:49,2018-04-07 17:17:11,Rotational Slide,Anthropogenic,24.8,4890,24.53,465778.0,5,25,3025,5.0,166,3.3,Confirmed,Satellite
148,8,183,1,2018-05-30 17:47:25,2022-11-01 08:22:29,2024-12-03 07:58:52,Complex,Undercutting,15.8,3844,12.51,64030.0,0,0,1184,12.7,39,3.6,Confirmed,ISRO
149,39,371,4,2019-02-19 12:32:46,2020-11-18 23:41:47,2018-11-21 13:07:50,Rockfall,Undercutting,30.2,4863,4.03,187172.0,2,6,3282,0.4,315,5.4,Confirmed,GSI
150,24,294,3,2023-04-22 06:48:59,2024-10-12 12:58:11,2021-03-13 08:00:26,Rockfall,Rainfall,26.7,1036,21.9,823366.0,3,6,4108,13.4,66,3.1,Preliminary,Satellite
151,51,500,6,2021-07-27 03:14:14,2024-08-05 13:40:38,2021-09-08 17:24:30,Mudflow,Rainfall,30.4,1922,1.0,16906.0,0,0,4991,16.5,177,8.3,Confirmed,Field Team
152,55,381,7,2023-08-06 06:34:44,2023-06-16 17:22:05,2020-04-30 23:33:23,Rotational Slide,Anthropogenic,55.7,1654,8.58,172570.0,1,5,4680,19.4,345,4.9,Confirmed,Satellite
153,38,86,4,2024-12-31 11:36:27,2020-08-19 12:58:34,2019-06-24 12:38:54,Debris Flow,Rainfall,21.5,643,20.83,801581.0,3,6,4558,14.9,56,5.9,Confirmed,ISRO
154,50,399,6,2022-07-01 17:26:22,2021-07-25 16:34:34,2022-05-26 07:54:25,Translational Slide,Snowmelt,30.1,2316,37.59,807840.0,1,2,2975,12.6,80,9.3,Confirmed,Field Team
155,19,2,2,2023-12-22 10:48:29,2022-08-08 06:40:01,2024-12-09 07:08:39,Mudflow,Undercutting,54.4,1747,32.84,1132462.0,0,0,3425,19.5,292,7.5,Confirmed,District Admin
156,40,128,5,2019-11-13 18:40:30,2020-03-01 05:29:23,2020-09-07 05:30:59,Complex,Earthquake,60.2,3311,34.25,1631686.0,0,0,3189,11.0,33,9.0,Confirmed,Satellite
157,30,236,3,2020-09-30 21:38:28,2021-09-18 05:15:29,2018-10-14 00:47:02,Complex,Unknown,43.8,631,49.49,1981625.0,20,80,910,16.1,240,8.7,Confirmed,Field Team
158,62,134,8,2024-01-10 03:45:49,2018-09-02 09:51:25,2018-06-13 11:25:45,Mudflow,Unknown,31.8,943,30.39,1503431.0,2,6,3938,16.6,403,1.7,Confirmed,District Admin
159,49,423,6,2024-07-02 03:46:10,2019-02-02 10:41:44,2018-10-31 14:57:45,Translational Slide,Earthquake,65.7,1873,18.39,610002.0,0,0,3953,4.2,151,7.0,Preliminary,Field Team
160,45,133,5,2024-05-16 08:38:02,2021-04-07 09:45:10,2024-05-14 20:19:30,Complex,Snowmelt,35.4,454,38.09,314363.0,0,0,3038,11.3,380,8.1,Confirmed,ISRO
161,39,150,4,2022-04-23 08:40:14,2023-09-15 23:55:33,2022-07-21 15:39:57,Rockfall,Anthropogenic,59.0,2216,1.5,17057.0,0,0,98,5.2,436,5.3,Under Investigation,District Admin
162,25,444,3,2023-06-11 20:10:55,2021-06-20 06:14:09,2021-02-13 19:49:46,Debris Flow,Unknown,14.9,4581,26.31,252418.0,5,0,530,6.8,235,5.9,Under Investigation,GSI
163,54,383,6,2023-11-17 07:47:12,2024-03-16 17:54:47,2024-01-12 02:51:03,Translational Slide,Undercutting,23.6,4529,18.24,47592.0,2,4,4156,1.3,131,8.1,Confirmed,ISRO
164,15,354,2,2023-02-12 05:02:38,2019-06-27 16:19:03,2020-04-30 07:15:37,Mudflow,Snowmelt,39.3,3531,13.36,195007.0,2,10,521,18.1,451,7.9,Preliminary,GSI
165,13,245,2,2019-04-22 14:05:30,2024-07-10 13:55:57,2019-04-02 23:56:28,Complex,Earthquake,21.2,1975,9.95,274382.0,0,0,2457,11.4,314,7.7,Confirmed,District Admin
166,49,209,6,2024-09-29 08:31:40,2023-12-20 07:21:17,2024-04-17 16:19:40,Translational Slide,Rainfall,51.8,4718,8.91,230389.0,1,5,2454,5.3,249,0.6,Under Investigation,Field Team
167,32,84,3,2020-01-03 02:48:27,2020-03-03 03:48:14,2020-05-23 09:32:19,Rotational Slide,Undercutting,59.0,715,33.68,189747.0,5,10,4412,16.5,153,9.3,Confirmed,Satellite
168,44,80,5,2021-08-19 05:12:49,2023-10-17 15:41:38,2022-09-04 23:17:14,Rotational Slide,Snowmelt,27.9,4235,19.87,187118.0,0,0,1287,6.5,189,1.9,Preliminary,District Admin
169,54,382,6,2021-07-15 14:19:27,2021-12-19 20:51:08,2023-02-15 08:01:52,Complex,Earthquake,17.9,4537,28.21,1082476.0,0,0,453,19.4,131,3.3,Preliminary,GSI
170,21,219,2,2022-04-16 10:35:35,2020-09-22 05:20:46,2023-05-19 23:37:30,Debris Flow,Unknown,30.8,971,36.98,1482020.0,2,6,2244,2.1,249,2.9,Under Investigation,Satellite
171,25,31,3,2019-02-20 01:40:21,2018-10-31 10:49:46,2022-08-22 04:55:09,Mudflow,Anthropogenic,36.4,2697,13.87,264959.0,10,0,3865,2.7,45,4.7,Preliminary,Satellite
172,35,391,4,2020-12-03 17:33:52,2022-01-19 14:47:56,2020-05-29 05:20:29,Rockfall,Snowmelt,36.8,2425,14.64,30316.0,3,0,2571,19.1,346,9.7,Preliminary,District Admin
173,39,383,4,2018-04-05 04:07:41,2023-09-30 11:01:36,2022-11-26 01:32:55,Rotational Slide,Undercutting,23.3,4614,20.6,420633.0,1,0,4328,1.2,170,6.5,Under Investigation,GSI
174,37,48,4,2024-04-05 03:34:10,2020-02-21 02:49:43,2022-11-01 08:29:28,Complex,Earthquake,21.1,2843,39.95,1696623.0,0,0,4997,13.0,93,6.7,Preliminary,Field Team
175,34,400,4,2022-11-07 00:25:36,2019-09-09 08:54:14,2024-07-21 21:49:20,Mudflow,Snowmelt,58.7,2048,14.76,465837.0,0,0,1845,6.4,394,8.3,Preliminary,Satellite
176,10,97,1,2019-08-31 06:19:11,2018-10-11 10:55:20,2020-07-31 21:13:12,Rotational Slide,Earthquake,21.6,2382,5.13,139216.0,10,0,1043,10.8,119,9.4,Confirmed,District Admin
177,2,71,1,2022-12-06 03:53:24,2022-12-02 12:12:13,2022-04-08 18:52:07,Debris Flow,Earthquake,51.7,4203,1.37,59607.0,5,5,3116,1.0,370,5.4,Confirmed,ISRO
178,8,482,1,2023-06-27 23:38:22,2020-11-11 16:07:29,2018-03-08 00:24:51,Translational Slide,Snowmelt,41.7,4464,37.51,619932.0,0,0,4152,7.2,181,3.9,Preliminary,GSI
179,28,485,3,2021-05-16 07:44:05,2021-08-17 01:09:54,2020-10-16 05:36:00,Rockfall,Undercutting,58.2,1807,32.56,1325137.0,5,0,2250,14.6,240,7.7,Confirmed,Satellite
180,52,108,6,2021-04-15 11:39:26,2020-01-14 11:56:59,2019-03-25 05:01:31,Rockfall,Anthropogenic,17.7,668,41.18,887129.0,0,0,1240,14.8,465,8.5,Under Investigation,District Admin
181,2,402,1,2018-04-16 10:01:56,2024-09-17 23:33:10,2019-10-10 03:00:22,Rockfall,Rainfall,42.3,4300,23.58,872757.0,0,0,380,10.8,57,9.7,Preliminary,Field Team
182,55,460,7,2024-01-08 14:08:54,2024-01-21 11:39:42,2019-01-30 15:31:47,Mudflow,Earthquake,40.6,694,30.2,972618.0,0,0,2104,2.6,66,8.2,Confirmed,ISRO
183,43,43,5,2019-01-24 22:25:18,2023-03-08 21:37:33,2023-10-19 18:56:17,Rockfall,Anthropogenic,63.1,1250,44.36,273088.0,0,0,2466,6.6,74,6.0,Confirmed,Field Team
184,41,25,5,2020-03-21 05:00:09,2023-05-24 15:54:22,2020-02-09 20:55:52,Mudflow,Snowmelt,37.3,826,31.77,1332230.0,0,0,2642,0.2,232,6.4,Under Investigation,Field Team
185,8,382,1,2021-02-18 20:49:32,2023-06-20 17:29:42,2019-01-31 21:54:21,Mudflow,Anthropogenic,16.4,4447,46.2,809677.0,5,10,2793,16.1,218,6.6,Under Investigation,ISRO
186,7,117,1,2023-02-17 03:07:35,2018-12-06 16:11:25,2023-09-24 06:09:53,Complex,Earthquake,61.8,3716,35.66,256348.0,0,0,3573,11.1,375,7.6,Under Investigation,Satellite
187,50,78,6,2024-04-24 16:33:03,2019-02-15 21:10:40,2024-12-07 07:53:59,Complex,Earthquake,27.8,2790,40.03,751369.0,0,0,1366,7.5,217,8.7,Preliminary,GSI
188,62,497,8,2022-06-30 09:24:57,2021-05-13 00:04:16,2024-03-26 21:19:13,Complex,Undercutting,43.3,4141,26.14,565720.0,1,2,1115,14.4,30,7.7,Confirmed,ISRO
189,31,422,3,2019-10-19 07:25:50,2021-02-05 04:57:25,2019-05-21 23:47:37,Complex,Earthquake,28.0,2442,8.06,173544.0,1,1,2870,1.4,344,3.1,Preliminary,GSI
190,41,61,5,2023-11-03 09:33:06,2024-01-26 23:39:29,2019-09-22 02:56:48,Complex,Anthropogenic,32.7,822,38.61,1170805.0,0,0,2447,16.4,195,8.5,Preliminary,GSI
191,41,239,5,2022-10-11 18:10:56,2018-12-29 23:38:38,2022-01-25 07:55:54,Complex,Snowmelt,49.3,844,35.52,1541916.0,1,2,1840,10.5,215,1.0,Confirmed,District Admin
192,54,371,6,2021-02-03 08:40:32,2023-06-12 07:37:31,2020-06-25 18:27:42,Rotational Slide,Rainfall,37.6,4967,16.51,556089.0,0,0,680,0.3,249,5.8,Under Investigation,Field Team
193,39,266,4,2022-04-17 01:38:06,2020-09-04 11:37:43,2024-10-09 13:52:25,Complex,Unknown,48.9,1269,29.56,1179042.0,10,40,777,2.3,403,4.7,Preliminary,Satellite
194,56,268,7,2018-06-02 12:52:51,2018-04-09 20:21:06,2021-04-12 13:51:01,Complex,Snowmelt,32.3,2978,31.44,1229427.0,2,0,1769,11.3,183,8.3,Preliminary,District Admin
195,62,128,8,2021-02-07 14:50:03,2024-02-20 20:20:47,2022-07-02 11:49:52,Rockfall,Snowmelt,65.6,3321,16.29,574322.0,2,2,1715,11.2,180,6.4,Under Investigation,ISRO
196,21,425,2,2021-06-06 03:58:46,2020-04-08 08:54:45,2023-06-12 11:21:51,Translational Slide,Anthropogenic,41.7,3681,4.61,96336.0,2,10,1525,15.1,165,0.7,Confirmed,Satellite
197,20,466,2,2023-09-05 22:41:35,2019-01-06 22:38:58,2022-07-16 08:09:45,Rotational Slide,Undercutting,44.4,3873,14.88,423130.0,0,0,622,4.0,471,4.2,Under Investigation,District Admin
198,40,292,5,2018-12-03 10:14:28,2020-06-15 07:56:14,2022-12-09 20:51:13,Rockfall,Rainfall,48.4,1287,41.32,539196.0,0,0,215,9.9,439,6.3,Preliminary,Field Team
199,36,283,4,2024-05-15 06:26:11,2022-01-30 08:27:23,2022-02-02 07:20:34,Rotational Slide,Rainfall,68.8,2623,42.41,1249563.0,2,6,2142,14.1,164,8.7,Under Investigation,ISRO
200,51,276,6,2024-06-29 04:06:58,2024-10-10 07:46:22,2024-03-19 07:29:17,Mudflow,Rainfall,55.3,3516,39.23,1014693.0,1,2,858,16.1,254,6.1,Confirmed,ISRO
201,2,287,1,2023-01-11 17:41:03,2021-02-04 18:16:57,2018-04-23 22:38:31,Translational Slide,Unknown,21.8,1522,44.8,1091090.0,2,0,2903,1.3,202,2.5,Preliminary,District Admin
202,35,357,4,2021-06-01 10:14:36,2018-01-28 19:03:45,2022-01-07 18:07:49,Debris Flow,Undercutting,26.4,3602,39.94,1034038.0,1,4,4807,6.3,373,2.0,Confirmed,ISRO
203,39,397,4,2020-01-05 05:01:41,2022-05-06 13:24:44,2023-04-28 04:54:21,Rockfall,Rainfall,44.6,3882,46.45,1704933.0,0,0,3305,11.5,362,4.6,Preliminary,Field Team
204,6,95,1,2020-12-03 12:12:14,2018-03-25 19:03:35,2018-08-31 21:23:06,Rockfall,Rainfall,60.8,3484,17.62,576421.0,0,0,770,10.5,6,0.5,Preliminary,District Admin
205,2,410,1,2024-05-15 18:23:54,2021-11-15 03:55:43,2019-09-26 19:23:36,Rockfall,Snowmelt,46.7,2474,3.56,33632.0,2,6,1489,10.7,90,5.3,Preliminary,GSI
206,40,20,5,2024-01-11 03:51:59,2019-02-13 15:12:38,2019-09-28 19:58:21,Translational Slide,Unknown,41.3,1109,15.65,239134.0,0,0,4834,10.4,401,4.8,Confirmed,Satellite
207,5,174,1,2020-10-05 11:09:15,2023-05-22 21:45:48,2024-08-18 03:54:33,Debris Flow,Unknown,56.8,1792,48.02,1202788.0,3,0,2935,1.2,288,6.0,Under Investigation,Satellite
208,26,388,3,2024-02-16 20:12:18,2022-03-25 02:31:01,2023-07-06 03:20:35,Translational Slide,Undercutting,38.4,3606,16.08,368993.0,0,0,3492,8.1,402,7.8,Under Investigation,GSI
209,34,426,4,2018-06-20 06:05:19,2023-12-29 00:03:19,2022-04-26 06:22:34,Debris Flow,Unknown,28.9,1655,44.62,1679707.0,1,1,2569,14.8,260,5.5,Confirmed,Satellite
210,24,349,3,2018-07-03 06:06:29,2024-05-28 20:39:00,2018-07-05 12:13:57,Complex,Rainfall,54.9,2537,47.5,2124459.0,2,0,1667,9.9,463,2.8,Preliminary,ISRO
211,25,424,3,2020-07-24 11:58:53,2022-09-28 21:36:45,2021-06-22 06:56:41,Complex,Anthropogenic,16.7,2264,20.16,174193.0,1,4,2115,17.6,212,8.3,Preliminary,District Admin
212,54,462,6,2020-02-16 15:16:38,2020-07-02 02:40:07,2019-04-18 05:57:50,Translational Slide,Rainfall,22.1,2767,0.62,21659.0,0,0,1055,13.3,85,9.5,Preliminary,Field Team
213,19,275,2,2021-03-19 09:54:36,2023-08-02 06:08:33,2018-05-27 15:30:06,Debris Flow,Earthquake,39.1,4385,13.15,503493.0,0,0,708,11.1,94,1.3,Under Investigation,GSI
214,16,224,2,2024-11-25 11:28:47,2021-07-26 01:36:00,2019-09-18 10:55:16,Rockfall,Anthropogenic,19.5,3647,7.22,218427.0,0,0,1548,15.4,28,4.2,Confirmed,District Admin
215,33,33,4,2020-07-11 05:40:12,2024-09-30 16:18:35,2019-10-22 04:35:20,Debris Flow,Rainfall,23.5,2393,16.86,612657.0,0,0,568,16.9,265,5.6,Under Investigation,ISRO
216,47,478,6,2021-08-10 11:02:09,2022-05-07 18:07:54,2020-07-08 20:02:36,Mudflow,Rainfall,40.1,4056,45.09,1557026.0,0,0,4609,1.2,479,5.9,Preliminary,District Admin
217,44,316,5,2022-05-04 14:58:47,2019-09-20 14:34:56,2022-01-15 07:09:18,Complex,Unknown,16.2,4329,11.96,299449.0,0,0,3727,9.6,131,8.9,Preliminary,GSI
218,28,413,3,2021-05-13 04:02:29,2021-12-16 06:25:26,2022-09-08 14:46:28,Translational Slide,Snowmelt,18.7,895,20.58,907793.0,5,15,1024,16.8,166,6.8,Confirmed,Satellite
219,14,126,2,2020-06-07 22:12:36,2024-02-24 13:23:41,2021-06-11 06:25:09,Translational Slide,Rainfall,31.7,2683,9.81,429744.0,2,8,2977,18.0,153,9.1,Under Investigation,Field Team
220,4,103,1,2020-06-08 10:35:56,2020-04-25 12:36:42,2019-12-07 08:47:43,Mudflow,Earthquake,63.5,3687,7.92,157055.0,1,1,3628,0.5,400,8.1,Confirmed,Field Team
221,21,240,2,2020-10-03 23:08:48,2018-05-25 21:06:50,2018-09-25 02:01:00,Debris Flow,Anthropogenic,43.9,1195,46.57,768150.0,10,40,4346,14.7,476,9.1,Confirmed,ISRO
222,62,110,8,2021-06-13 02:23:39,2021-04-01 09:06:51,2024-04-20 05:57:56,Rockfall,Earthquake,50.7,2609,45.47,1345411.0,3,9,2773,14.1,466,6.4,Confirmed,Satellite
223,36,322,4,2023-04-08 22:17:44,2018-06-11 04:56:24,2023-04-21 12:30:10,Debris Flow,Undercutting,24.4,2065,42.41,560664.0,0,0,3644,1.9,476,4.7,Under Investigation,ISRO
224,29,458,3,2018-03-23 15:42:36,2024-12-31 09:43:25,2019-09-05 03:59:50,Complex,Earthquake,57.5,4161,17.26,304623.0,0,0,564,3.5,149,7.3,Confirmed,District Admin
225,39,410,4,2023-07-20 00:39:57,2023-11-02 00:31:20,2019-11-15 01:41:15,Complex,Anthropogenic,42.2,2387,29.56,1465981.0,0,0,1573,10.3,172,0.9,Under Investigation,Field Team
226,43,42,5,2021-09-25 17:02:08,2020-03-28 15:24:24,2018-05-28 22:43:17,Complex,Snowmelt,51.4,1196,43.61,2023535.0,0,0,157,6.1,437,9.9,Preliminary,Field Team
227,46,176,5,2019-06-27 11:46:16,2021-07-29 16:57:07,2018-04-05 04:51:48,Debris Flow,Earthquake,52.2,2552,27.66,690191.0,0,0,694,16.1,33,2.0,Confirmed,GSI
228,56,39,7,2018-02-09 23:00:47,2023-03-03 20:55:21,2019-03-10 19:07:03,Complex,Earthquake,43.5,1046,40.37,1761659.0,2,2,4773,12.5,474,1.3,Confirmed,GSI
229,1,222,1,2020-08-12 06:03:45,2023-07-22 19:45:11,2023-04-06 09:46:43,Mudflow,Rainfall,58.5,3411,4.06,67801.0,1,3,1616,14.2,3,1.3,Confirmed,District Admin
230,10,450,1,2024-01-30 18:12:44,2024-08-23 09:38:26,2023-09-07 20:18:13,Translational Slide,Anthropogenic,39.7,2491,6.29,241043.0,0,0,1865,3.2,123,5.5,Under Investigation,District Admin
231,19,387,2,2019-10-23 02:03:04,2023-01-01 00:47:43,2018-12-28 10:37:49,Rotational Slide,Unknown,55.8,2807,24.75,1119491.0,0,0,654,13.5,491,1.1,Preliminary,District Admin
232,29,184,3,2023-05-22 11:31:19,2018-06-24 22:22:26,2023-03-20 14:20:59,Translational Slide,Snowmelt,47.5,3903,38.19,624798.0,50,50,1868,11.7,231,2.0,Under Investigation,Field Team
233,27,487,3,2018-04-11 04:50:20,2019-12-09 04:37:11,2020-06-07 03:01:25,Translational Slide,Earthquake,13.3,1106,19.13,834877.0,0,0,114,8.7,11,5.2,Confirmed,District Admin
234,54,490,6,2024-02-29 08:14:12,2018-09-02 11:06:04,2021-08-17 22:30:38,Rotational Slide,Earthquake,22.3,1916,24.38,888961.0,1,1,3992,19.4,411,2.6,Preliminary,GSI
235,62,158,8,2019-10-12 10:40:19,2022-03-10 22:55:08,2022-02-22 18:30:04,Debris Flow,Snowmelt,61.8,4572,34.23,753775.0,0,0,4338,5.6,107,9.5,Under Investigation,ISRO
236,59,447,8,2021-07-04 20:58:57,2019-06-05 10:50:40,2024-06-02 07:45:37,Mudflow,Earthquake,19.6,1306,48.63,1923487.0,1,4,2712,14.0,250,5.9,Confirmed,District Admin
237,33,451,4,2019-01-27 12:48:09,2022-05-15 06:50:49,2021-02-05 22:09:23,Debris Flow,Snowmelt,60.9,4467,31.22,155603.0,1,4,2179,1.3,1,3.6,Under Investigation,Field Team
238,36,75,4,2021-01-22 10:31:20,2024-09-13 19:07:18,2018-09-06 23:56:12,Mudflow,Undercutting,47.6,1383,30.28,826014.0,3,15,1541,19.2,216,7.2,Confirmed,District Admin
239,17,105,2,2019-08-14 09:01:01,2022-04-14 17:10:38,2022-12-25 10:06:59,Rotational Slide,Snowmelt,62.5,745,32.62,1251183.0,0,0,1209,8.9,310,4.8,Confirmed,Satellite
240,9,166,1,2018-03-11 03:03:55,2022-11-14 20:20:25,2019-12-31 10:39:53,Debris Flow,Unknown,31.9,696,16.39,399555.0,0,0,3072,11.0,387,5.9,Under Investigation,GSI
241,47,368,6,2019-06-25 15:04:59,2022-01-15 11:21:05,2022-08-18 10:48:04,Translational Slide,Snowmelt,47.8,719,3.49,29410.0,1,5,1925,1.8,213,6.6,Preliminary,ISRO
242,36,422,4,2019-01-02 06:28:10,2024-04-03 00:03:41,2020-07-12 15:02:02,Rockfall,Earthquake,35.4,2441,5.85,267110.0,0,0,462,12.9,256,3.5,Preliminary,Field Team
243,2,262,1,2021-04-01 15:01:42,2020-07-29 18:31:00,2021-12-02 22:05:37,Rotational Slide,Undercutting,50.4,4740,35.77,763046.0,0,0,4830,0.7,203,2.5,Under Investigation,GSI
244,59,322,8,2024-12-25 09:17:35,2021-09-01 08:25:07,2021-03-14 14:01:28,Mudflow,Unknown,24.2,2170,18.78,376212.0,3,12,2099,6.7,207,2.4,Confirmed,GSI
245,25,412,3,2019-03-14 23:59:55,2021-05-27 11:29:03,2020-07-30 18:56:56,Rotational Slide,Earthquake,48.7,3472,10.36,396044.0,2,4,1755,17.7,6,2.6,Confirmed,District Admin
246,14,256,2,2022-05-11 23:20:29,2021-03-14 21:54:15,2018-11-15 19:06:56,Debris Flow,Rainfall,25.1,2631,49.21,1500356.0,0,0,3933,11.2,484,3.1,Confirmed,District Admin
247,29,196,3,2024-05-15 05:06:03,2022-09-07 20:01:19,2018-05-24 03:19:09,Rotational Slide,Snowmelt,29.4,2397,18.47,602913.0,20,100,3054,1.5,61,9.2,Under Investigation,GSI
248,57,477,7,2023-05-06 05:00:07,2018-04-03 22:36:30,2018-09-17 23:44:09,Rockfall,Rainfall,50.9,2391,4.4,55023.0,5,20,4566,5.5,15,0.9,Preliminary,Field Team
249,27,90,3,2018-02-24 18:57:02,2020-04-10 08:01:42,2021-01-18 06:15:44,Translational Slide,Rainfall,34.0,670,32.86,1577675.0,5,25,2306,14.4,447,5.9,Preliminary,Satellite
250,61,360,8,2023-06-25 07:45:54,2024-02-09 05:23:42,2022-03-01 23:35:34,Rockfall,Anthropogenic,27.4,3683,37.15,558711.0,0,0,3737,16.4,208,2.2,Preliminary,District Admin
251,30,178,3,2021-04-12 04:52:43,2020-11-03 04:21:59,2022-01-09 20:29:28,Mudflow,Unknown,19.5,1279,37.61,948939.0,1,2,3536,1.7,175,5.3,Under Investigation,ISRO
252,39,175,4,2024-01-22 20:53:47,2022-09-13 03:32:34,2018-06-21 16:06:36,Debris Flow,Anthropogenic,32.5,2387,8.06,323513.0,0,0,3246,1.6,482,2.1,Confirmed,District Admin
253,32,60,3,2021-08-26 23:53:51,2022-07-30 22:48:06,2020-07-13 20:41:29,Rockfall,Unknown,39.3,1859,18.73,878614.0,1,3,1794,11.5,366,0.5,Under Investigation,GSI
254,32,74,3,2018-10-23 22:19:15,2020-02-22 00:01:01,2021-04-26 03:13:11,Complex,Rainfall,26.0,2333,37.81,598911.0,0,0,791,19.0,486,1.6,Preliminary,Field Team
255,1,358,1,2024-09-13 09:21:24,2023-07-06 01:31:20,2021-12-10 00:16:44,Translational Slide,Snowmelt,32.5,4068,18.81,298807.0,2,6,4860,0.8,50,4.5,Under Investigation,Satellite
256,57,180,7,2023-07-02 00:24:02,2020-10-02 23:53:45,2019-01-21 14:24:47,Rotational Slide,Earthquake,16.9,2742,48.14,1838631.0,0,0,4454,1.8,17,3.6,Under Investigation,Field Team
257,14,315,2,2022-08-09 03:00:43,2020-01-13 14:17:44,2024-05-03 12:51:59,Mudflow,Unknown,43.8,4290,6.51,281708.0,3,12,3640,1.4,299,1.6,Under Investigation,Field Team
258,12,462,1,2023-01-25 09:54:10,2018-11-11 06:30:31,2020-10-17 00:24:49,Complex,Unknown,29.4,2881,2.09,63651.0,1,5,1268,19.4,192,0.9,Confirmed,ISRO
259,22,444,2,2024-07-18 15:14:45,2024-10-14 18:01:28,2023-07-26 11:50:44,Translational Slide,Rainfall,20.0,4631,22.29,787689.0,5,0,1347,2.8,188,6.5,Confirmed,Field Team
260,31,18,3,2021-02-16 13:35:44,2023-09-09 07:58:59,2019-07-18 03:01:10,Debris Flow,Undercutting,55.7,425,21.17,88778.0,0,0,2929,9.5,228,6.8,Under Investigation,District Admin
261,36,135,4,2023-05-12 02:50:42,2019-06-30 23:44:25,2018-02-15 11:03:32,Debris Flow,Rainfall,62.6,3672,9.36,198896.0,1,1,1658,2.9,299,5.5,Preliminary,ISRO
262,21,472,2,2020-09-25 15:51:13,2024-01-27 02:09:42,2019-06-05 16:09:55,Debris Flow,Snowmelt,27.0,1066,9.51,230743.0,1,0,1412,7.8,289,2.1,Under Investigation,Field Team
263,54,321,6,2022-01-21 07:52:16,2022-03-11 12:28:38,2020-07-09 23:58:08,Translational Slide,Undercutting,66.5,967,20.38,771713.0,0,0,3232,0.6,455,4.4,Under Investigation,ISRO
264,16,307,2,2023-11-06 09:31:49,2019-08-20 20:02:23,2021-02-10 12:17:29,Complex,Anthropogenic,62.3,1220,3.85,117006.0,1,4,695,14.1,309,3.6,Preliminary,Field Team
265,33,250,4,2022-05-01 22:37:44,2019-01-08 22:31:21,2023-12-23 16:39:40,Debris Flow,Anthropogenic,50.8,1534,28.05,965678.0,1,4,1124,9.4,447,3.2,Under Investigation,ISRO
