slope_id,district_id,zone_id,slope_code,lat_start,lon_start,lat_end,lon_end,slope_angle_deg,slope_length_m,aspect,elevation_min_m,elevation_max_m,geology_type,soil_type,factor_of_safety,stability_class,historical_events,last_survey_date
185,1,182,SL00185,27.261587,89.954368,27.271587,89.964368,41.1,1782,SW,4557,5025,Phyllite,Clay,0.614,Marginally Stable,13,2024-08-12
186,38,65,SL00186,29.625382,98.629463,29.635382,98.639463,43.2,3355,SE,2557,3030,Limestone,Rock,2.484,Critical,5,2018-04-21
187,36,143,SL00187,25.367556,90.928405,25.377556,90.938405,43.9,1075,SE,3561,4068,Gneiss,Loam,1.998,Stable,6,2021-05-27
188,26,87,SL00188,24.012912,90.389415,24.022912,90.399415,49.2,143,NE,726,924,Sandstone,Rock,0.905,Critical,2,2011-06-09
189,17,57,SL00189,23.745701,92.959317,23.755701,92.969317,51.2,4368,S,3582,3690,Schist,Silt,1.767,Critical,0,2014-07-11
190,55,169,SL00190,29.237955,94.242292,29.247955,94.252292,24.7,1997,E,4482,4568,Phyllite,Loam,1.58,Stable,5,2011-12-13
191,18,200,SL00191,28.78216,98.766597,28.79216,98.776597,35.3,662,NE,1940,2281,Gneiss,Rock,1.584,Unstable,11,2016-03-15
192,15,156,SL00192,27.226034,98.589955,27.236034,98.599955,35.2,3435,NE,338,462,Limestone,Sandy Loam,1.096,Unstable,3,2021-07-06
193,62,66,SL00193,27.274468,92.477288,27.284468,92.487288,43.7,4713,NW,3927,4226,Phyllite,Silt,2.436,Critical,0,2020-10-23
194,8,67,SL00194,23.966033,98.773197,23.976033,98.783197,64.7,3478,SW,2183,2761,Limestone,Clay,2.12,Unstable,7,2016-06-11
195,6,103,SL00195,26.594219,97.352845,26.604219,97.362845,18.8,2996,SE,1762,2087,Schist,Loam,1.505,Critical,6,2015-04-08
196,48,62,SL00196,27.015245,94.710167,27.025245,94.720167,25.1,3016,E,2345,2504,Granite,Clay,2.189,Critical,0,2022-02-22
197,62,11,SL00197,27.257606,92.212118,27.267606,92.222118,30.8,4287,S,2550,3007,Schist,Rock,1.533,Marginally Stable,1,2021-10-16
198,52,109,SL00198,28.515192,99.804261,28.525192,99.814261,40.1,1531,NW,3525,3698,Gneiss,Rock,2.235,Critical,10,2010-03-10
199,1,173,SL00199,26.941851,90.298705,26.951851,90.308705,31.3,2253,SE,2427,2752,Sandstone,Rock,0.956,Unstable,11,2014-02-15
200,32,109,SL00200,25.253819,95.955728,25.263819,95.965728,33.6,1573,E,3581,3865,Granite,Sandy Loam,1.131,Marginally Stable,13,2018-07-18
201,13,38,SL00201,26.469822,99.874325,26.479822,99.884325,38.6,4192,E,379,958,Limestone,Sandy Loam,0.936,Critical,9,2015-08-18
202,36,146,SL00202,25.105926,90.394685,25.115926,90.404685,23.2,4003,NE,2065,2575,Gneiss,Sandy Loam,2.146,Unstable,11,2018-01-30
203,36,143,SL00203,25.636407,90.489929,25.646407,90.499929,16.0,1729,E,1293,1634,Phyllite,Sandy Loam,1.267,Critical,14,2011-10-05
204,25,158,SL00204,26.327514,96.925127,26.337514,96.935127,22.2,2863,W,1672,2136,Granite,Clay,1.817,Marginally Stable,10,2015-02-13
205,21,82,SL00205,24.227608,99.49276,24.237608,99.50276,45.3,3744,SW,3539,4122,Sandstone,Silt,1.115,Marginally Stable,5,2010-07-09
206,9,187,SL00206,27.425876,93.253488,27.435876,93.263488,52.2,3352,NE,955,1102,Granite,Silt,1.0,Stable,0,2018-11-27
207,34,196,SL00207,26.245708,97.320157,26.255708,97.330157,45.9,3293,S,990,1274,Schist,Sandy Loam,1.844,Critical,4,2012-12-11
208,34,44,SL00208,25.665243,97.655929,25.675243,97.665929,58.0,3927,S,2964,3469,Schist,Rock,2.242,Marginally Stable,14,2024-02-26
209,48,163,SL00209,27.017976,94.847086,27.027976,94.857086,47.0,2944,NW,4672,4954,Granite,Silt,1.188,Unstable,11,2019-03-31
210,17,40,SL00210,23.705344,92.593955,23.715344,92.603955,55.8,3943,N,1416,1969,Sandstone,Sandy Loam,1.253,Stable,13,2016-07-27
211,39,60,SL00211,27.62036,91.174427,27.63036,91.184427,24.4,1437,W,3880,4317,Schist,Sandy Loam,1.35,Stable,13,2024-01-10
212,16,133,SL00212,23.697023,90.941573,23.707023,90.951573,55.4,4457,S,2527,2999,Schist,Clay,1.141,Marginally Stable,4,2016-06-30
213,8,164,SL00213,24.198706,98.66466,24.208706,98.67466,50.0,258,E,4330,4430,Limestone,Clay,0.957,Marginally Stable,3,2016-04-30
214,18,33,SL00214,28.971618,98.801064,28.981618,98.811064,26.6,1879,SW,1534,2014,Phyllite,Silt,0.628,Unstable,14,2010-09-17
215,22,21,SL00215,22.777328,96.620786,22.787328,96.630786,17.8,3951,E,3514,3760,Phyllite,Silt,0.736,Stable,3,2015-08-02
216,25,198,SL00216,26.740583,96.694397,26.750583,96.704397,64.7,869,SE,1931,2465,Sandstone,Sandy Loam,1.476,Unstable,5,2024-02-11
217,47,11,SL00217,29.774835,99.254048,29.784835,99.264048,21.1,1727,SW,4242,4345,Gneiss,Loam,1.813,Stable,7,2024-03-12
218,28,84,SL00218,28.719941,93.323434,28.729941,93.333434,44.2,173,N,3542,4078,Gneiss,Rock,2.099,Marginally Stable,11,2012-01-04
219,16,41,SL00219,23.538252,90.807167,23.548252,90.817167,31.9,1360,NE,791,969,Sandstone,Loam,0.714,Unstable,11,2019-11-03
220,47,50,SL00220,29.340812,99.150961,29.350812,99.160961,51.2,4075,NW,2353,2704,Limestone,Silt,2.307,Marginally Stable,5,2022-03-12
221,23,83,SL00221,27.972441,91.499195,27.982441,91.509195,56.6,1369,NW,1613,1965,Phyllite,Rock,0.731,Unstable,14,2010-01-06
222,50,164,SL00222,23.919175,92.548895,23.929175,92.558895,59.1,2056,SW,3282,3396,Gneiss,Rock,2.074,Critical,6,2021-10-03
223,44,128,SL00223,29.46044,98.497679,29.47044,98.507679,29.2,1004,NE,3657,4242,Gneiss,Clay,1.818,Stable,4,2014-01-03
224,56,9,SL00224,29.252547,97.543922,29.262547,97.553922,19.9,4407,S,3483,3583,Phyllite,Loam,1.85,Stable,0,2014-09-06
225,42,126,SL00225,22.283042,97.420147,22.293042,97.430147,38.4,3507,SW,797,906,Limestone,Sandy Loam,1.286,Stable,2,2016-10-25
226,5,56,SL00226,24.025452,94.811872,24.035452,94.821872,51.3,1682,SE,4655,4888,Limestone,Rock,1.332,Critical,3,2024-04-28
227,37,92,SL00227,26.871796,94.80203,26.881796,94.81203,36.4,1577,W,1152,1718,Phyllite,Loam,0.917,Critical,11,2017-01-25
228,36,84,SL00228,25.584212,90.582706,25.594212,90.592706,46.7,4713,SE,2949,3383,Limestone,Sandy Loam,1.756,Unstable,14,2020-01-14
229,62,102,SL00229,26.748917,92.010198,26.758917,92.020198,29.2,2572,N,433,790,Schist,Loam,1.583,Unstable,0,2016-03-10
230,59,142,SL00230,25.618663,92.521501,25.628663,92.531501,43.6,3013,E,1072,1263,Phyllite,Sandy Loam,0.672,Marginally Stable,7,2015-10-01
231,52,77,SL00231,28.283343,99.719679,28.293343,99.729679,60.9,4052,E,932,1481,Gneiss,Rock,1.975,Stable,9,2010-11-03
232,47,148,SL00232,29.556928,99.392373,29.566928,99.402373,61.1,3657,W,3039,3212,Schist,Rock,1.261,Stable,12,2011-03-20
233,20,135,SL00233,23.025909,93.576658,23.035909,93.586658,22.5,1354,N,4415,4867,Sandstone,Rock,1.926,Stable,7,2019-09-09
234,19,101,SL00234,24.012607,96.258501,24.022607,96.268501,38.8,2250,NE,703,1161,Limestone,Silt,1.641,Marginally Stable,4,2020-10-14
235,36,51,SL00235,25.370017,90.726649,25.380017,90.736649,24.8,686,S,4594,5084,Phyllite,Rock,1.068,Stable,3,2019-04-12
236,28,94,SL00236,28.919885,93.039243,28.929885,93.049243,44.7,1486,SW,498,1000,Limestone,Loam,2.062,Critical,1,2015-03-28
237,13,176,SL00237,26.214092,99.88584,26.224092,99.89584,57.6,2091,E,1220,1564,Granite,Sandy Loam,2.005,Stable,9,2020-02-04
238,31,6,SL00238,27.859026,95.533808,27.869026,95.543808,25.6,2218,NW,4776,4970,Gneiss,Clay,1.594,Critical,1,2015-09-24
239,11,16,SL00239,22.612408,91.140713,22.622408,91.150713,45.9,168,NE,734,1181,Gneiss,Sandy Loam,1.483,Unstable,3,2010-06-06
240,19,167,SL00240,24.155714,96.644676,24.165714,96.654676,40.4,4070,NE,1115,1355,Schist,Rock,2.317,Critical,0,2010-11-22
241,16,136,SL00241,23.421257,90.68956,23.431257,90.69956,52.2,2982,SW,450,809,Schist,Rock,1.259,Unstable,1,2024-01-14
242,17,100,SL00242,24.057441,93.082815,24.067441,93.092815,16.5,2899,W,2595,2785,Granite,Silt,1.029,Marginally Stable,13,2015-05-24
243,37,40,SL00243,26.722979,94.56793,26.732979,94.57793,45.3,1793,E,3979,4236,Schist,Sandy Loam,1.63,Marginally Stable,13,2013-04-04
244,42,145,SL00244,22.276267,97.111398,22.286267,97.121398,42.9,1292,N,1269,1645,Sandstone,Silt,0.95,Unstable,14,2024-04-14
245,60,190,SL00245,24.568978,96.050565,24.578978,96.060565,20.3,2286,SE,1813,2100,Schist,Clay,0.65,Unstable,2,2020-09-09
246,9,129,SL00246,27.792783,93.383758,27.802783,93.393758,47.5,4125,NW,1807,1997,Schist,Loam,2.219,Marginally Stable,1,2019-03-02
247,49,4,SL00247,29.688061,99.057319,29.698061,99.067319,26.1,641,E,1961,2460,Limestone,Silt,2.04,Unstable,14,2015-07-15
248,28,104,SL00248,29.176629,93.211558,29.186629,93.221558,56.2,4785,N,2863,3446,Granite,Silt,1.349,Critical,1,2015-07-06
249,34,138,SL00249,25.885467,97.698902,25.895467,97.708902,42.9,503,SE,4528,4876,Sandstone,Silt,2.054,Unstable,9,2020-05-07
250,11,109,SL00250,22.618652,91.21862,22.628652,91.22862,49.5,3800,NE,1465,2027,Granite,Loam,1.481,Marginally Stable,12,2019-04-11
251,21,116,SL00251,23.850747,99.338708,23.860747,99.348708,59.8,838,S,1954,2335,Gneiss,Loam,2.277,Stable,2,2012-07-24
252,46,116,SL00252,23.303143,97.376284,23.313143,97.386284,50.4,1409,W,4491,4930,Granite,Loam,1.763,Unstable,4,2013-08-21
253,56,38,SL00253,29.23862,97.679928,29.24862,97.689928,36.0,3755,S,2835,3070,Granite,Loam,1.987,Marginally Stable,0,2023-12-19
254,49,65,SL00254,29.140125,98.785777,29.150125,98.795777,39.9,4142,SE,347,619,Limestone,Silt,1.755,Critical,13,2019-11-29
255,6,154,SL00255,26.550061,97.007028,26.560061,97.017028,42.4,1314,N,2000,2407,Granite,Loam,0.693,Stable,9,2017-06-05
256,59,23,SL00256,25.341319,92.429274,25.351319,92.439274,23.9,4973,E,2629,3145,Gneiss,Rock,1.761,Unstable,1,2012-02-02
257,50,77,SL00257,23.809293,92.647218,23.819293,92.657218,56.0,631,S,3800,4332,Schist,Clay,2.202,Unstable,10,2021-10-27
258,27,135,SL00258,25.035207,90.487331,25.045207,90.497331,17.9,4062,S,4633,5120,Limestone,Sandy Loam,2.476,Unstable,11,2012-11-28
259,40,145,SL00259,28.004838,97.823511,28.014838,97.833511,39.9,2006,S,1773,2021,Granite,Clay,2.279,Stable,14,2024-01-11
260,51,31,SL00260,29.718081,90.680899,29.728081,90.690899,45.8,2834,SW,3696,3963,Granite,Loam,1.387,Unstable,8,2011-07-10
261,20,77,SL00261,23.305214,93.447054,23.315214,93.457054,15.3,4760,N,3030,3259,Schist,Sandy Loam,1.249,Unstable,15,2020-08-23
262,52,10,SL00262,28.615591,99.768697,28.625591,99.778697,46.4,3888,W,4698,4805,Limestone,Sandy Loam,2.302,Unstable,0,2014-09-03
263,37,176,SL00263,26.666132,94.930212,26.676132,94.940212,54.8,2397,N,842,1239,Sandstone,Rock,2.442,Marginally Stable,12,2014-03-16
264,39,30,SL00264,27.661056,91.296424,27.671056,91.306424,50.3,2324,W,2876,3014,Sandstone,Loam,1.949,Unstable,14,2016-10-15
265,14,135,SL00265,22.511791,92.699139,22.521791,92.709139,54.2,3735,N,1955,2499,Limestone,Loam,2.335,Marginally Stable,10,2020-11-04
266,47,135,SL00266,29.514215,99.120703,29.524215,99.130703,53.5,4328,E,1104,1364,Gneiss,Clay,2.162,Critical,12,2021-09-19
267,8,2,SL00267,24.112089,98.419418,24.122089,98.429418,57.4,477,NE,1013,1596,Gneiss,Sandy Loam,1.233,Stable,9,2024-04-30
268,58,54,SL00268,27.091528,94.196527,27.101528,94.206527,28.8,1063,S,2914,3116,Schist,Sandy Loam,2.068,Stable,0,2023-12-22
269,36,132,SL00269,25.138725,90.660817,25.148725,90.670817,42.5,2420,SE,2520,2745,Granite,Sandy Loam,0.869,Unstable,14,2011-02-20
270,9,8,SL00270,27.567541,93.507798,27.577541,93.517798,20.3,3310,E,740,1246,Limestone,Sandy Loam,0.764,Unstable,10,2014-06-12
271,46,195,SL00271,23.325222,97.645191,23.335222,97.655191,63.7,861,NW,4114,4263,Sandstone,Sandy Loam,1.679,Critical,15,2015-03-14
272,61,58,SL00272,26.493733,90.309321,26.503733,90.319321,27.9,2806,SW,3277,3791,Sandstone,Clay,1.345,Stable,15,2012-07-13
273,23,123,SL00273,27.809745,91.436481,27.819745,91.446481,53.4,3423,NE,1343,1726,Limestone,Clay,1.565,Unstable,14,2018-12-28
274,38,106,SL00274,29.611745,98.454015,29.621745,98.464015,23.0,2891,SE,4251,4742,Sandstone,Rock,1.329,Unstable,7,2013-11-18
275,43,172,SL00275,29.521837,97.878118,29.531837,97.888118,43.7,4983,NW,4286,4669,Limestone,Clay,0.817,Critical,5,2016-11-28
276,62,104,SL00276,26.790565,92.054647,26.800565,92.064647,55.7,603,NE,3404,3676,Schist,Rock,1.222,Stable,4,2024-10-27
277,10,116,SL00277,23.741253,97.56889,23.751253,97.57889,43.9,2693,S,1902,2263,Sandstone,Sandy Loam,0.991,Stable,0,2023-09-19
278,33,104,SL00278,23.963182,100.186903,23.973182,100.196903,18.1,106,SW,4796,4958,Phyllite,Clay,2.439,Marginally Stable,13,2023-03-28
279,26,161,SL00279,23.723276,90.250674,23.733276,90.260674,34.1,1520,NW,4765,4957,Schist,Rock,1.001,Critical,11,2019-05-11
280,10,74,SL00280,24.020974,97.73694,24.030974,97.74694,21.7,1279,NW,887,1384,Schist,Clay,1.832,Marginally Stable,13,2020-03-24
281,58,179,SL00281,27.261658,94.336423,27.271658,94.346423,24.0,3786,W,4473,4886,Schist,Loam,1.406,Critical,0,2022-12-18
282,32,188,SL00282,25.26955,95.836337,25.27955,95.846337,35.5,374,N,4774,5318,Gneiss,Sandy Loam,1.695,Stable,15,2011-10-18
283,10,187,SL00283,23.861276,97.925047,23.871276,97.935047,64.2,740,NE,2589,2890,Sandstone,Clay,1.483,Unstable,1,2017-09-15
284,35,200,SL00284,22.92917,91.572221,22.93917,91.582221,60.3,2513,S,3015,3236,Granite,Rock,1.4,Unstable,8,2011-05-19
285,41,122,SL00285,22.939285,94.391416,22.949285,94.401416,47.8,323,S,2690,3236,Granite,Loam,2.137,Stable,8,2015-08-27
286,9,158,SL00286,27.453683,93.617215,27.463683,93.627215,15.7,4947,E,1213,1720,Phyllite,Loam,1.747,Unstable,7,2020-11-16
287,12,136,SL00287,27.047009,97.977009,27.057009,97.987009,19.2,1362,NW,1488,1960,Sandstone,Loam,1.732,Critical,5,2014-09-24
288,37,188,SL00288,26.9722,94.413095,26.9822,94.423095,28.2,3901,W,1250,1787,Phyllite,Silt,0.7,Marginally Stable,12,2018-10-01
289,31,68,SL00289,27.74699,95.611967,27.75699,95.621967,15.6,2686,N,3976,4125,Limestone,Sandy Loam,1.326,Critical,8,2017-07-07
290,18,69,SL00290,29.02389,98.518006,29.03389,98.528006,44.2,2080,SE,4077,4659,Phyllite,Loam,2.069,Unstable,0,2010-03-11
291,54,18,SL00291,29.281977,91.409919,29.291977,91.419919,20.2,2420,S,3953,4200,Granite,Clay,1.268,Stable,1,2023-04-30
292,43,56,SL00292,30.045393,97.70245,30.055393,97.71245,50.4,1164,W,1282,1521,Granite,Loam,0.764,Unstable,9,2020-06-22
293,43,20,SL00293,29.858368,97.873217,29.868368,97.883217,28.8,2749,S,3797,4012,Granite,Sandy Loam,1.915,Stable,12,2018-09-19
294,22,16,SL00294,22.426143,96.537481,22.436143,96.547481,23.9,1743,W,868,1100,Gneiss,Silt,1.534,Stable,4,2022-02-15
295,50,111,SL00295,23.746632,92.494703,23.756632,92.504703,60.6,697,NE,2421,2727,Sandstone,Clay,0.796,Critical,4,2024-08-23
296,41,1,SL00296,23.152136,94.446464,23.162136,94.456464,28.3,4807,N,3001,3578,Gneiss,Silt,2.319,Critical,13,2019-01-22
297,55,187,SL00297,29.148062,94.402629,29.158062,94.412629,42.0,4049,NE,327,925,Phyllite,Sandy Loam,1.33,Unstable,12,2011-03-29
298,41,166,SL00298,22.6468,94.368476,22.6568,94.378476,63.0,2475,SE,959,1189,Limestone,Clay,2.198,Critical,6,2016-09-14
299,45,100,SL00299,28.971276,95.15497,28.981276,95.16497,33.0,3687,SE,995,1188,Granite,Loam,2.282,Stable,7,2020-12-21
300,25,17,SL00300,26.631244,96.932145,26.641244,96.942145,40.0,234,N,3980,4377,Granite,Sandy Loam,2.436,Stable,12,2012-08-26
301,14,168,SL00301,22.73079,92.906822,22.74079,92.916822,48.9,4846,SE,4695,4818,Granite,Loam,0.883,Critical,0,2020-07-27
302,59,159,SL00302,25.339381,92.599878,25.349381,92.609878,21.5,2617,NE,1711,2228,Limestone,Loam,1.802,Stable,3,2012-07-24
303,32,153,SL00303,25.607005,95.667644,25.617005,95.677644,55.2,3393,SW,3791,3964,Gneiss,Rock,1.241,Marginally Stable,10,2014-10-13
304,49,12,SL00304,29.488651,98.688502,29.498651,98.698502,21.0,1476,SW,1457,1675,Sandstone,Loam,2.039,Stable,4,2012-03-29
305,51,162,SL00305,29.643065,91.023097,29.653065,91.033097,15.8,159,E,4289,4430,Gneiss,Rock,0.753,Unstable,13,2020-09-04
306,45,33,SL00306,28.557096,95.160495,28.567096,95.170495,41.2,1529,N,3675,3909,Gneiss,Silt,1.055,Stable,9,2017-10-20
307,27,2,SL00307,25.243926,90.477042,25.253926,90.487042,64.3,4521,SE,1083,1608,Gneiss,Loam,1.776,Unstable,1,2014-05-06
308,8,39,SL00308,24.336646,98.974144,24.346646,98.984144,38.7,453,N,1744,2166,Phyllite,Loam,0.904,Critical,8,2017-07-01
309,40,195,SL00309,27.978889,97.448653,27.988889,97.458653,17.6,338,NW,4702,5279,Granite,Clay,0.934,Marginally Stable,14,2023-04-18
310,38,84,SL00310,29.72004,98.756052,29.73004,98.766052,59.9,2771,SE,2184,2334,Schist,Silt,2.08,Marginally Stable,12,2014-12-13
311,5,121,SL00311,23.800155,94.786204,23.810155,94.796204,36.8,3827,E,2070,2516,Phyllite,Loam,2.363,Critical,6,2024-03-05
312,23,70,SL00312,27.654327,91.410327,27.664327,91.420327,49.6,1010,NW,788,1307,Sandstone,Loam,1.133,Unstable,7,2016-08-14
313,39,41,SL00313,27.616028,91.2283,27.626028,91.2383,45.6,4628,SE,1692,1830,Sandstone,Rock,1.698,Critical,6,2023-04-09
314,31,119,SL00314,27.827403,95.527811,27.837403,95.537811,51.8,3657,SE,2320,2522,Limestone,Clay,1.071,Critical,1,2010-11-25
315,31,188,SL00315,28.121064,95.109972,28.131064,95.119972,41.6,902,NW,4226,4783,Schist,Clay,2.138,Stable,13,2014-11-21
316,9,92,SL00316,27.462574,93.491084,27.472574,93.501084,19.5,1425,NW,4230,4304,Sandstone,Silt,1.871,Marginally Stable,12,2014-02-24
317,51,95,SL00317,29.651687,90.978841,29.661687,90.988841,15.1,2827,N,879,1232,Sandstone,Sandy Loam,1.331,Marginally Stable,2,2023-12-01
318,57,86,SL00318,23.750656,92.850087,23.760656,92.860087,62.3,1009,W,3281,3705,Sandstone,Rock,2.287,Stable,11,2018-03-21
319,12,166,SL00319,26.865074,97.811504,26.875074,97.821504,50.5,2843,SE,1977,2143,Gneiss,Silt,0.863,Marginally Stable,7,2017-03-10
320,23,69,SL00320,27.83514,91.587757,27.84514,91.597757,17.7,4083,NE,3354,3885,Gneiss,Rock,1.256,Unstable,14,2023-12-05
321,24,173,SL00321,24.426819,99.439178,24.436819,99.449178,62.0,3850,NE,837,969,Sandstone,Loam,0.958,Unstable,2,2012-06-14
322,11,71,SL00322,22.509215,90.755972,22.519215,90.765972,22.5,285,S,1973,2449,Gneiss,Rock,1.589,Marginally Stable,15,2017-10-11
323,27,114,SL00323,25.351926,90.374789,25.361926,90.384789,24.5,2003,SW,480,951,Limestone,Sandy Loam,2.256,Unstable,15,2023-04-23
324,43,179,SL00324,29.7932,97.648681,29.8032,97.658681,37.9,2610,E,1380,1696,Schist,Silt,2.307,Unstable,9,2011-01-23
325,10,91,SL00325,23.593129,97.908628,23.603129,97.918628,45.9,2436,E,1617,1846,Gneiss,Loam,1.952,Marginally Stable,7,2012-08-15
326,3,82,SL00326,27.458315,98.886333,27.468315,98.896333,33.5,384,SW,1980,2382,Schist,Sandy Loam,1.669,Critical,5,2021-12-20
327,20,32,SL00327,23.55346,93.495437,23.56346,93.505437,40.0,2723,E,1490,1544,Gneiss,Rock,2.401,Unstable,9,2020-08-18
328,58,75,SL00328,27.480763,94.533497,27.490763,94.543497,64.7,3721,SW,1504,1669,Gneiss,Silt,2.119,Stable,4,2022-05-11
329,8,79,SL00329,23.940377,98.763513,23.950377,98.773513,26.0,550,SE,3227,3816,Schist,Sandy Loam,0.776,Marginally Stable,0,2011-11-16
330,35,115,SL00330,23.328938,91.874374,23.338938,91.884374,63.8,2703,N,3531,3950,Sandstone,Loam,0.969,Critical,11,2018-08-30
331,24,4,SL00331,24.03039,99.164713,24.04039,99.174713,63.9,3739,W,1017,1520,Phyllite,Loam,1.01,Critical,13,2013-02-17
332,54,151,SL00332,29.633561,91.437484,29.643561,91.447484,30.2,641,W,4603,4743,Granite,Silt,2.475,Unstable,13,2013-12-03
333,36,119,SL00333,25.503448,90.788446,25.513448,90.798446,21.8,2471,NW,1823,1916,Phyllite,Rock,2.181,Unstable,15,2022-07-18
334,48,119,SL00334,26.626312,95.060832,26.636312,95.070832,22.7,3971,NE,2758,3102,Sandstone,Loam,2.416,Critical,7,2010-08-22
335,8,196,SL00335,24.09183,98.9896,24.10183,98.9996,18.3,4733,W,3263,3577,Gneiss,Silt,1.704,Stable,11,2021-06-30
336,47,148,SL00336,29.338527,99.080022,29.348527,99.090022,44.1,1209,SW,1497,1714,Granite,Sandy Loam,1.207,Unstable,13,2024-04-09
337,59,92,SL00337,25.341129,92.354098,25.351129,92.364098,46.9,1601,NE,929,1150,Limestone,Sandy Loam,1.576,Unstable,9,2016-02-02
338,44,179,SL00338,29.414008,98.4627,29.424008,98.4727,44.0,4344,S,1477,1908,Sandstone,Silt,0.625,Unstable,5,2012-04-19
339,14,40,SL00339,22.63243,93.130744,22.64243,93.140744,54.8,4614,NE,4606,5083,Sandstone,Clay,2.208,Stable,4,2010-05-23
340,31,90,SL00340,27.846844,95.307341,27.856844,95.317341,55.9,2902,E,4585,4946,Granite,Clay,2.051,Marginally Stable,4,2013-03-12
341,45,59,SL00341,28.617857,94.902505,28.627857,94.912505,64.1,1015,NE,3780,3849,Sandstone,Silt,1.913,Stable,6,2012-06-02
342,3,169,SL00342,27.421688,98.657359,27.431688,98.667359,20.9,2571,N,2372,2520,Granite,Rock,0.682,Marginally Stable,6,2014-02-22
343,43,90,SL00343,29.492655,97.406934,29.502655,97.416934,52.3,2949,SW,2572,2786,Limestone,Rock,2.403,Marginally Stable,2,2012-03-22
344,53,149,SL00344,28.284646,91.301203,28.294646,91.311203,50.8,4500,N,2608,2759,Schist,Rock,0.926,Critical,11,2023-03-22
345,12,113,SL00345,26.933915,97.835695,26.943915,97.845695,56.7,4312,SE,3409,3876,Granite,Sandy Loam,1.406,Stable,14,2012-06-22
346,34,35,SL00346,25.94559,97.47455,25.95559,97.48455,29.4,4144,NE,632,1076,Phyllite,Silt,0.756,Unstable,14,2015-01-25
347,36,105,SL00347,25.251654,90.848519,25.261654,90.858519,24.4,3996,SW,870,1103,Granite,Silt,2.3,Stable,12,2019-10-29
348,34,169,SL00348,26.054011,97.329331,26.064011,97.339331,34.7,1482,NE,1133,1555,Schist,Sandy Loam,2.009,Marginally Stable,12,2012-10-02
349,15,109,SL00349,27.08332,98.484211,27.09332,98.494211,50.7,3378,SW,2536,3073,Gneiss,Rock,2.037,Critical,15,2021-06-21
350,18,38,SL00350,29.0033,98.429622,29.0133,98.439622,27.5,1202,N,4373,4524,Gneiss,Clay,1.039,Stable,15,2010-08-08
351,12,98,SL00351,26.89255,97.967474,26.90255,97.977474,30.1,4359,NW,1089,1616,Schist,Sandy Loam,2.044,Critical,15,2021-04-28
352,17,139,SL00352,23.729369,93.109703,23.739369,93.119703,42.3,1075,W,558,1068,Phyllite,Silt,2.482,Critical,14,2010-10-22
353,3,46,SL00353,27.4476,99.138016,27.4576,99.148016,30.2,1201,S,1644,2092,Sandstone,Clay,1.534,Critical,15,2020-09-03
354,36,41,SL00354,25.381311,90.570131,25.391311,90.580131,39.7,2989,S,3394,3772,Granite,Clay,1.772,Stable,4,2018-03-21
355,23,190,SL00355,27.88338,91.793116,27.89338,91.803116,46.3,2927,SW,3417,3888,Phyllite,Clay,0.785,Marginally Stable,7,2015-04-07
356,42,80,SL00356,22.081519,97.467133,22.091519,97.477133,18.3,1490,N,2797,3180,Granite,Silt,0.817,Critical,13,2015-12-25
357,2,179,SL00357,23.94092,91.108742,23.95092,91.118742,30.8,900,NW,3497,3649,Gneiss,Loam,1.213,Unstable,15,2021-04-11
358,52,196,SL00358,28.628633,99.579776,28.638633,99.589776,30.0,717,SE,3871,4215,Phyllite,Clay,0.983,Unstable,12,2015-01-25
359,40,191,SL00359,28.281765,97.816624,28.291765,97.826624,43.9,4740,NW,3059,3546,Schist,Sandy Loam,1.119,Stable,9,2021-04-27
360,52,77,SL00360,28.487946,99.803769,28.497946,99.813769,25.0,4321,NW,3595,3829,Granite,Rock,1.077,Marginally Stable,15,2014-10-11
361,43,191,SL00361,30.037962,97.480362,30.047962,97.490362,46.9,590,SE,3853,4276,Sandstone,Loam,2.376,Marginally Stable,4,2016-09-25
362,55,112,SL00362,28.925656,94.447512,28.935656,94.457512,60.6,2286,S,1967,2181,Phyllite,Rock,2.207,Marginally Stable,12,2015-05-08
363,8,39,SL00363,24.04065,98.540352,24.05065,98.550352,56.4,3672,W,4102,4189,Schist,Loam,1.522,Unstable,4,2010-08-27
364,17,72,SL00364,23.918402,92.699491,23.928402,92.709491,57.6,553,NE,4280,4651,Limestone,Sandy Loam,2.086,Stable,13,2018-02-25
365,43,169,SL00365,30.006532,97.557737,30.016532,97.567737,57.0,4777,NE,1451,2035,Gneiss,Rock,1.048,Unstable,15,2012-01-10
366,16,154,SL00366,23.311666,90.879612,23.321666,90.889612,31.5,2032,W,3494,3767,Schist,Clay,2.131,Marginally Stable,6,2016-02-28
367,29,105,SL00367,25.846484,98.900489,25.856484,98.910489,39.5,1025,SW,3369,3852,Sandstone,Loam,1.929,Unstable,4,2018-02-21
368,31,184,SL00368,27.880544,95.274703,27.890544,95.284703,47.3,547,SE,585,894,Limestone,Silt,2.199,Unstable,11,2012-09-26
369,35,61,SL00369,23.437288,91.532883,23.447288,91.542883,60.5,2193,S,3519,3661,Schist,Sandy Loam,2.362,Marginally Stable,5,2019-11-05
370,41,82,SL00370,23.12008,94.507745,23.13008,94.517745,35.3,756,NW,577,1109,Gneiss,Silt,1.121,Unstable,13,2012-04-02
