change_id,image_before_id,image_after_id,state_id,district_id,lat,lon,area_changed_sqkm,change_type,confidence_score,detection_datetime,ndvi_change,ndwi_change,backscatter_change_db,landslide_indicator,validation_status
437,479,1117,35,4,23.36534,91.2109,2.82,Construction,0.71,2020-01-26 13:57:24,0.7722,0.262,0.2231,1,Unvalidated
438,1179,1412,1,1,27.60731,90.54547,7.061,No Change,0.841,2024-07-26 18:49:21,0.379,0.0238,0.1303,0,Unvalidated
439,719,1272,10,1,24.04676,97.21956,6.893,Construction,0.746,2022-05-06 15:44:00,-0.2326,0.2679,0.3803,1,Validated
440,425,1944,23,3,27.68909,91.41631,4.712,No Change,0.673,2018-06-25 02:27:10,0.2694,0.6066,0.1312,0,Validated
441,155,36,59,8,25.17671,92.88087,0.421,Landslide,0.572,2018-04-16 12:04:33,-0.7732,0.3626,0.2982,1,False Positive
442,1339,899,9,1,27.76436,93.09372,9.616,Landslide,0.576,2023-09-23 07:59:13,0.2177,-0.508,0.2817,1,Validated
443,1527,2330,29,3,26.40341,98.41153,4.947,Debris Flow,0.584,2019-12-16 10:11:27,0.8631,0.2793,0.2259,1,False Positive
444,2083,1530,51,6,29.23017,90.7665,0.586,Erosion,0.51,2019-08-08 10:03:15,-0.7895,0.3981,0.4883,1,False Positive
445,2918,2249,36,4,25.72336,90.38656,3.027,Flooding,0.988,2021-04-18 22:12:51,0.6795,0.379,0.2209,1,Unvalidated
446,2420,2834,45,5,28.79409,94.83578,3.223,No Change,0.967,2021-01-20 22:52:17,-0.2413,-0.5423,0.1457,0,False Positive
447,910,1851,19,2,24.14519,96.39598,2.901,Flooding,0.606,2023-06-10 23:43:45,0.7645,-0.8423,0.0539,1,Validated
448,1899,1105,5,1,23.44116,95.5535,9.744,Landslide,0.663,2024-10-17 22:55:45,0.6268,0.7487,0.309,1,False Positive
449,822,2428,62,8,27.02688,92.0771,1.012,Landslide,0.803,2022-04-27 03:31:27,-0.8414,0.2932,0.3245,1,False Positive
450,473,2048,4,1,26.94782,90.15267,0.725,No Change,0.923,2023-04-17 12:26:18,0.0097,-0.0499,0.0428,0,Unvalidated
451,725,995,23,3,28.13639,91.86667,5.693,No Change,0.875,2024-10-28 23:00:35,-0.6118,-0.128,0.427,0,Validated
452,1887,1067,46,5,23.09996,97.36681,1.27,Erosion,0.797,2022-09-05 10:39:20,-0.9054,-0.5121,0.489,1,Unvalidated
453,1155,192,46,5,23.41341,97.92484,2.849,Erosion,0.521,2023-05-02 23:43:04,-0.343,0.5277,0.1789,1,Validated
454,2986,388,32,3,25.51349,96.05963,4.105,Flooding,0.744,2022-03-27 20:55:41,-0.7575,0.1851,0.2769,1,False Positive
455,451,66,55,7,29.23211,94.5959,7.363,Flooding,0.648,2021-10-25 20:07:22,-0.955,0.2962,0.4449,1,Unvalidated
456,1287,2054,3,1,26.94719,99.31839,5.375,Vegetation Loss,0.565,2021-04-05 23:45:44,-0.9408,0.1975,0.2815,1,Unvalidated
457,2018,1193,14,2,22.28172,92.96504,2.655,No Change,0.803,2024-02-16 11:22:51,0.9956,-0.995,0.4033,0,Unvalidated
458,1513,621,14,2,22.87531,92.77848,7.601,Construction,0.761,2020-06-12 23:32:46,-0.6881,0.9995,0.2492,1,Unvalidated
459,2749,773,46,5,23.56033,97.53471,0.505,No Change,0.954,2018-03-21 08:06:32,0.6101,-0.2348,0.2513,0,False Positive
460,1577,2742,62,8,27.28993,92.31456,7.563,Landslide,0.795,2022-04-22 13:57:40,-0.4506,-0.713,0.1777,1,False Positive
461,720,2990,62,8,27.20857,92.03139,0.741,Debris Flow,0.917,2024-12-31 09:37:30,0.0471,0.5222,0.3142,1,Validated
462,2340,1072,3,1,27.44322,99.41946,9.249,Vegetation Loss,0.654,2024-02-16 15:41:00,-0.808,-0.7861,0.2235,1,Validated
463,1495,2544,1,1,27.41628,90.62403,7.895,Flooding,0.703,2023-10-12 22:49:39,0.6811,0.6893,0.444,1,False Positive
464,2266,191,59,8,25.84824,92.25942,9.261,Landslide,0.517,2021-12-06 00:17:26,-0.8456,0.3598,0.2564,1,Validated
465,819,632,33,4,24.05459,100.15028,1.099,Flooding,0.823,2019-09-18 15:38:28,-0.8508,0.108,0.0316,1,False Positive
466,278,981,3,1,27.04319,99.04975,8.59,Construction,0.942,2020-04-17 00:05:17,-0.0858,-0.6575,0.496,1,Validated
467,2993,2510,8,1,24.5221,98.77475,3.053,Landslide,0.845,2020-03-22 09:19:02,-0.1801,0.7863,0.014,1,Validated
468,48,1538,24,3,23.92457,99.25841,0.902,Flooding,0.513,2023-08-05 09:15:53,-0.9608,0.8686,0.4115,1,Unvalidated
469,1733,1508,47,6,29.67787,98.74718,8.383,No Change,0.667,2021-07-17 05:01:08,-0.7582,-0.7442,0.0871,0,False Positive
470,1498,553,18,2,28.73991,98.41296,8.861,Landslide,0.619,2021-08-04 23:33:16,-0.7267,-0.0215,0.4096,1,Validated
471,1203,2429,13,2,26.71413,99.73974,8.252,Debris Flow,0.689,2019-12-03 10:03:27,-0.3518,0.9135,0.4014,1,False Positive
472,202,2148,3,1,27.16525,98.93501,7.281,Flooding,0.889,2024-09-11 06:58:17,-0.2611,0.9033,0.489,1,Validated
473,178,1791,38,4,30.22659,98.46802,1.404,Flooding,0.865,2024-07-25 12:52:25,0.7,-0.8247,0.048,1,Unvalidated
474,172,1963,22,2,22.6994,95.97323,7.41,Erosion,0.608,2023-05-22 01:29:24,-0.1071,0.9883,0.3569,1,Validated
475,1193,941,27,3,25.4918,90.33462,1.986,Vegetation Loss,0.576,2022-07-30 04:05:26,0.7136,0.8373,0.1747,1,Validated
476,2299,2576,55,7,29.10184,93.9542,8.574,Construction,0.757,2024-05-07 06:26:13,-0.9877,0.7766,0.2697,1,False Positive
477,2811,225,16,2,23.56183,90.20123,0.172,Landslide,0.82,2021-10-11 20:18:16,-0.1113,-0.6801,0.1218,1,Validated
478,253,2634,29,3,25.51369,98.7451,8.578,Landslide,0.588,2023-02-17 11:02:39,-0.668,0.2918,0.0014,1,Unvalidated
479,343,2954,53,6,27.99866,91.74972,5.369,Landslide,0.621,2018-11-30 22:40:32,-0.7352,-0.3997,0.3944,1,False Positive
480,227,279,33,4,23.81392,99.87882,2.226,Vegetation Loss,0.797,2018-09-11 22:10:22,0.2659,-0.4852,0.4417,1,False Positive
481,1609,723,31,3,28.03119,95.43041,9.137,Erosion,0.668,2024-12-14 12:36:54,0.8355,-0.6078,0.2256,1,Validated
482,229,1941,42,5,21.81356,97.72042,2.664,Construction,0.798,2021-01-02 15:02:33,0.8197,-0.7885,0.3519,1,Unvalidated
483,1090,1022,28,3,28.65286,92.95783,4.64,Vegetation Loss,0.85,2022-09-07 14:55:06,-0.1241,0.2773,0.1594,1,Validated
484,2697,2915,37,4,26.49944,94.63798,3.936,Landslide,0.764,2019-10-07 07:16:53,0.1701,0.4056,0.46,1,Validated
485,1871,2586,28,3,28.91812,92.87696,3.65,No Change,0.526,2023-08-22 15:35:22,0.5843,0.7231,0.0632,0,False Positive
486,2294,936,21,2,24.21394,99.69634,7.735,Construction,0.824,2023-06-13 19:28:07,0.4116,-0.7431,0.1337,1,False Positive
487,609,2093,23,3,27.4763,92.06932,8.095,Landslide,0.585,2020-11-17 17:23:54,0.3478,-0.1463,0.1983,1,Validated
488,2502,2636,30,3,25.21665,92.18612,6.098,Landslide,0.94,2023-06-08 11:32:47,-0.0309,0.4521,0.4218,1,False Positive
489,2029,1957,21,2,24.0911,98.88527,5.019,Erosion,0.75,2024-01-12 22:40:11,0.8331,0.6989,0.2064,1,Validated
490,2957,2928,22,2,23.05091,96.66836,9.254,No Change,0.524,2023-05-23 12:36:38,-0.6103,0.1565,0.1342,0,Validated
491,1002,2706,59,8,25.69866,92.27401,3.794,Flooding,0.884,2021-11-27 00:43:44,0.1886,0.0036,0.2756,1,Validated
492,2048,2737,36,4,25.87232,90.79943,4.989,Erosion,0.632,2023-12-26 20:00:06,-0.8472,-0.1199,0.0252,1,Unvalidated
493,755,2259,1,1,27.22759,90.29485,9.381,Vegetation Loss,0.961,2022-10-05 21:51:59,0.6798,-0.1296,0.0025,1,Unvalidated
494,1553,1353,28,3,28.7071,93.47508,0.365,Debris Flow,0.62,2023-10-23 09:24:04,-0.9894,-0.261,0.4446,1,False Positive
495,1021,2582,38,4,29.6987,98.77814,1.051,No Change,0.68,2024-12-19 05:54:09,-0.3421,-0.8772,0.4827,0,False Positive
496,2722,2044,2,1,24.43786,91.89502,4.792,Erosion,0.631,2020-02-23 21:53:21,-0.7434,0.9822,0.0541,1,False Positive
497,1412,2651,55,7,28.61346,94.44272,6.832,Flooding,0.708,2022-05-15 12:59:40,0.5588,0.8478,0.0111,1,False Positive
498,1236,156,27,3,24.75831,90.51135,4.889,Vegetation Loss,0.735,2024-09-30 14:42:37,0.6174,-0.3613,0.3688,1,Unvalidated
499,289,1158,13,2,25.82461,99.43767,7.777,Flooding,0.809,2018-06-05 01:51:52,-0.3312,0.2316,0.1487,1,Unvalidated
500,1457,757,45,5,28.96289,95.35843,1.771,Erosion,0.779,2019-11-08 04:30:29,0.5543,0.556,0.1526,1,Validated
501,1009,2853,43,5,29.82436,98.11126,6.832,No Change,0.918,2022-02-24 11:14:12,0.515,0.2762,0.4511,0,Unvalidated
502,1043,2965,30,3,25.42414,92.85293,2.279,Vegetation Loss,0.51,2018-06-30 06:42:08,-0.0608,0.1568,0.2112,1,Unvalidated
503,605,2145,23,3,27.44228,91.71172,8.981,Erosion,0.884,2020-02-02 12:23:27,0.3691,-0.2462,0.2309,1,False Positive
504,429,808,40,5,28.46492,97.39698,7.579,Flooding,0.756,2024-03-20 23:14:10,-0.8965,-0.6265,0.3442,1,Validated
505,410,2418,42,5,22.35267,97.46457,8.277,No Change,0.554,2018-09-02 15:18:16,0.7919,0.6606,0.42,0,Unvalidated
506,141,2258,50,6,24.09808,92.10226,9.256,Erosion,0.941,2019-11-15 09:54:07,-0.794,0.6233,0.1206,1,False Positive
507,2446,312,19,2,24.53981,96.78099,6.045,No Change,0.554,2023-01-01 17:56:24,0.402,0.0456,0.3818,0,Validated
508,1776,168,8,1,24.71597,99.10966,8.438,Erosion,0.699,2018-11-13 20:02:48,-0.8982,-0.1371,0.4235,1,Unvalidated
509,2110,2586,23,3,28.03915,91.34457,6.466,No Change,0.807,2019-05-01 11:03:05,0.0679,-0.238,0.3435,0,Unvalidated
510,2730,509,45,5,28.24278,94.9524,4.543,Landslide,0.515,2020-10-22 16:44:42,-0.3657,-0.3616,0.345,1,False Positive
511,1061,1202,14,2,22.77924,92.82853,0.105,Vegetation Loss,0.93,2020-11-24 04:23:42,-0.9038,0.5981,0.3662,1,False Positive
512,2579,2148,27,3,25.23783,90.59536,0.491,Debris Flow,0.864,2023-03-10 01:20:28,-0.6537,0.2999,0.0572,1,Unvalidated
513,493,2899,58,7,27.00989,94.6889,9.217,Debris Flow,0.759,2021-01-23 06:29:48,-0.4334,-0.9793,0.1291,1,Unvalidated
514,819,704,33,4,24.05459,100.15028,4.364,Landslide,0.79,2018-09-11 17:32:00,-0.7341,-0.2782,0.0088,1,Validated
515,1553,1190,28,3,28.7071,93.47508,9.176,Construction,0.86,2019-01-02 08:12:43,-0.9376,0.9822,0.4846,1,Validated
516,1563,637,13,2,26.45906,99.48424,4.315,No Change,0.676,2019-07-10 22:37:25,-0.8675,0.4501,0.3129,0,Validated
517,2741,665,17,2,24.09341,92.97118,8.083,Erosion,0.858,2023-08-02 17:57:40,-0.4173,-0.4635,0.1579,1,Unvalidated
518,822,128,62,8,27.02688,92.0771,2.721,Erosion,0.636,2020-11-19 14:29:07,0.3114,-0.6701,0.0249,1,Validated
519,1931,283,19,2,23.99054,96.41388,8.032,Construction,0.895,2023-08-02 04:30:07,0.754,0.9875,0.2664,1,Validated
520,132,1028,44,5,29.3057,98.44479,4.029,Landslide,0.639,2021-06-07 20:56:59,0.4984,0.7222,0.1801,1,Validated
521,488,430,27,3,24.74951,90.92208,4.043,Erosion,0.934,2022-11-23 07:08:53,-0.7532,-0.7112,0.4032,1,False Positive
522,2651,1412,29,3,26.32998,98.82019,2.838,Landslide,0.923,2018-07-22 10:15:15,0.6206,0.96,0.3932,1,Validated
523,1865,2992,47,6,29.50743,98.99227,3.974,Debris Flow,0.972,2019-10-22 16:17:38,-0.3703,0.7118,0.4361,1,False Positive
524,1305,94,29,3,25.50125,98.45068,9.65,Vegetation Loss,0.536,2022-03-28 18:13:47,0.332,-0.9214,0.3965,1,Unvalidated
525,1714,1106,12,1,26.51216,97.71074,0.434,Flooding,0.61,2020-10-01 06:49:42,-0.0975,-0.5028,0.4415,1,Unvalidated
526,2933,342,51,6,30.07224,90.59946,6.305,Construction,0.738,2022-03-24 02:04:59,0.344,0.3685,0.2896,1,Validated
527,2601,2943,35,4,23.44467,91.1235,1.973,Debris Flow,0.734,2021-04-03 11:04:10,-0.7158,-0.3294,0.3477,1,Validated
528,666,2842,12,1,26.8248,98.4508,2.761,Flooding,0.626,2019-03-24 14:03:18,0.8599,0.6578,0.4464,1,False Positive
529,2678,1048,60,8,24.52044,96.1248,5.895,Erosion,0.561,2024-04-14 23:02:11,0.807,-0.4925,0.0629,1,Unvalidated
530,2593,438,48,6,26.36778,94.62553,9.104,Construction,0.502,2022-11-20 17:25:22,-0.1508,0.0627,0.2169,1,False Positive
531,1553,2062,28,3,28.7071,93.47508,7.863,Flooding,0.643,2024-04-17 09:46:12,0.7415,-0.5266,0.2706,1,Unvalidated
532,2595,1598,26,3,24.09042,90.37668,3.653,Construction,0.92,2019-02-15 23:16:29,0.7332,0.3655,0.0618,1,False Positive
533,1181,1061,15,2,26.76042,98.72516,9.205,Debris Flow,0.629,2020-02-28 03:13:13,0.0197,-0.588,0.2058,1,Validated
534,1417,1166,52,6,28.12783,99.41446,2.693,Vegetation Loss,0.521,2018-07-03 15:37:49,0.1885,-0.3633,0.1732,1,False Positive
535,291,2937,31,3,28.38103,95.4036,1.384,Debris Flow,0.888,2022-12-19 04:18:49,-0.8887,0.4574,0.3953,1,Validated
536,345,201,40,5,27.60693,97.63254,0.293,Landslide,0.585,2018-06-16 09:26:49,-0.3173,0.3216,0.4744,1,Validated
537,817,573,15,2,26.59906,98.81457,0.473,Flooding,0.811,2022-12-15 14:28:17,0.3881,0.9799,0.4337,1,False Positive
538,2883,1767,43,5,29.78405,98.10711,7.547,Debris Flow,0.582,2020-11-20 01:48:09,-0.808,-0.0893,0.1193,1,False Positive
539,635,7,15,2,26.67666,98.83459,4.129,Debris Flow,0.523,2020-09-02 23:02:44,-0.322,0.7654,0.4525,1,False Positive
540,1926,1277,57,7,23.16362,93.58544,0.152,Construction,0.606,2022-02-20 16:48:55,-0.6687,-0.0096,0.3727,1,Validated
541,1759,1999,53,6,27.67983,91.63973,3.104,No Change,0.953,2024-03-28 13:48:05,-0.6744,-0.5566,0.4326,0,Validated
542,561,425,14,2,22.3082,93.13924,7.844,No Change,0.747,2018-06-13 10:22:24,-0.35,0.2604,0.047,0,False Positive
543,2173,96,29,3,25.89255,98.66491,2.073,No Change,0.575,2023-01-19 02:39:29,-0.1252,-0.0335,0.3556,0,Validated
544,204,2978,56,7,29.01113,97.54398,3.971,No Change,0.92,2023-12-15 00:01:14,-0.9316,-0.0172,0.4012,0,Validated
545,1141,2961,60,8,24.94048,96.11345,5.0,Landslide,0.633,2022-08-18 20:05:14,0.461,0.0901,0.3927,1,Unvalidated
546,2294,316,21,2,24.21394,99.69634,6.88,Erosion,0.875,2023-08-30 07:04:42,-0.3354,0.0701,0.4475,1,False Positive
547,1486,1272,58,7,26.97055,94.36196,8.876,No Change,0.635,2018-09-15 01:40:34,0.4263,0.5897,0.2386,0,False Positive
548,2322,2251,56,7,29.68677,97.78892,9.602,Vegetation Loss,0.927,2023-12-20 08:46:02,0.4511,0.4794,0.0395,1,Validated
549,1826,1495,55,7,28.76698,93.86217,8.065,No Change,0.797,2018-04-21 13:29:11,-0.4882,-0.2942,0.2734,0,Unvalidated
550,2325,1964,61,8,26.73593,90.24504,4.168,Debris Flow,0.629,2019-08-27 23:21:15,-0.8553,0.7031,0.2787,1,Unvalidated
551,579,469,14,2,22.76313,92.90763,8.943,Debris Flow,0.833,2021-12-16 06:40:07,-0.5465,0.5286,0.0428,1,Validated
552,2457,1397,46,5,23.1387,97.8806,6.518,Construction,0.761,2021-11-06 00:58:16,-0.5498,-0.4435,0.1858,1,Validated
553,1535,1821,29,3,25.65554,98.65482,8.735,No Change,0.982,2023-06-15 19:07:11,0.4772,-0.7799,0.2317,0,Validated
554,954,1801,60,8,24.32545,95.78786,8.154,Landslide,0.873,2020-08-07 08:16:18,0.3746,-0.1924,0.1445,1,Unvalidated
555,2760,667,48,6,26.64208,95.32358,3.172,Debris Flow,0.51,2018-03-22 12:24:50,0.996,-0.6437,0.1506,1,Unvalidated
556,380,1734,60,8,24.78897,95.61865,5.035,Vegetation Loss,0.816,2023-05-07 16:10:48,0.1071,-0.8672,0.0068,1,Unvalidated
557,2092,877,35,4,22.8241,91.74307,2.61,Flooding,0.844,2018-01-07 09:09:18,-0.5551,0.5888,0.0731,1,False Positive
558,888,2813,18,2,29.19511,98.75947,1.797,Vegetation Loss,0.645,2019-02-25 09:09:56,0.6446,-0.1216,0.22,1,Validated
559,1431,1408,58,7,26.84802,94.03806,6.911,Landslide,0.854,2024-07-16 03:43:22,-0.2143,0.8321,0.0435,1,Unvalidated
560,2405,2058,62,8,27.53958,91.79244,2.346,Erosion,0.558,2024-07-01 01:15:28,-0.6546,0.6159,0.4745,1,False Positive
561,2236,645,15,2,26.52195,98.36947,5.585,Erosion,0.672,2021-09-27 07:12:12,-0.7417,0.9137,0.1488,1,Validated
562,1617,1877,39,4,27.64755,91.58898,2.299,No Change,0.986,2019-01-30 23:01:17,-0.6232,0.2356,0.2074,0,Unvalidated
563,2739,975,5,1,23.5013,94.70472,8.028,Construction,0.81,2019-10-12 23:21:20,-0.5203,0.7736,0.1834,1,Validated
564,948,1061,33,4,23.79407,99.94333,4.616,Construction,0.846,2021-08-11 10:09:47,-0.8407,-0.1394,0.0889,1,Validated
565,2021,530,43,5,29.32076,97.69302,5.806,Erosion,0.517,2019-01-29 17:37:11,0.36,-0.0032,0.4169,1,False Positive
566,2537,1208,15,2,27.35359,98.83406,1.44,Debris Flow,0.85,2022-04-21 04:13:18,-0.4317,-0.1937,0.3788,1,Unvalidated
567,2810,97,33,4,23.41884,99.80921,7.03,Construction,0.809,2019-02-06 17:43:20,0.9703,0.4568,0.2024,1,Unvalidated
568,2772,1935,34,4,26.11473,98.01972,2.11,Debris Flow,0.745,2022-12-25 06:38:06,-0.6879,-0.9667,0.496,1,Validated
569,1893,2809,22,2,22.38027,96.56559,6.194,Erosion,0.925,2022-09-20 16:40:13,-0.548,-0.1205,0.0544,1,Validated
570,958,1809,26,3,23.83887,90.65464,2.685,Flooding,0.528,2019-12-10 09:40:08,-0.9589,-0.3236,0.2977,1,False Positive
571,2174,5,28,3,29.0867,93.19115,4.457,Debris Flow,0.809,2018-05-26 12:57:43,0.8795,0.8067,0.4651,1,False Positive
572,2280,2551,40,5,27.66094,97.9977,1.498,Construction,0.851,2023-07-01 10:37:30,-0.5746,0.2405,0.155,1,Validated
573,1773,2806,30,3,25.39622,92.26255,4.991,Vegetation Loss,0.952,2021-07-18 06:06:19,-0.7402,-0.971,0.3203,1,Validated
574,2561,19,21,2,24.55748,98.94792,1.506,Erosion,0.903,2019-02-04 15:50:42,0.1279,-0.544,0.3372,1,False Positive
575,2869,885,33,4,24.17825,99.98968,3.257,Debris Flow,0.505,2018-08-18 23:48:36,0.8757,0.178,0.3497,1,Validated
576,87,908,50,6,24.26474,92.24418,8.204,No Change,0.674,2018-10-12 19:51:12,-0.5731,-0.6125,0.0175,0,Unvalidated
577,1201,1274,52,6,28.19656,99.2832,5.412,Erosion,0.799,2019-11-30 19:00:50,-0.9201,0.1778,0.1261,1,Unvalidated
578,1770,489,18,2,29.29982,98.77218,8.21,Vegetation Loss,0.636,2022-02-24 16:00:27,-0.267,-0.7485,0.3423,1,Unvalidated
579,1270,800,15,2,27.07599,98.15262,9.643,Erosion,0.675,2022-08-23 05:20:42,-0.3726,-0.8005,0.1486,1,False Positive
580,18,2784,6,1,26.20822,96.83025,8.819,Debris Flow,0.93,2023-07-07 03:23:26,0.8528,0.5103,0.2081,1,Unvalidated
581,1462,983,51,6,29.81305,91.30114,9.533,Vegetation Loss,0.73,2021-05-21 02:20:04,-0.7402,0.0776,0.2472,1,Validated
582,1557,1717,58,7,27.58636,94.10638,4.908,Vegetation Loss,0.994,2023-09-03 15:12:55,-0.3109,0.5884,0.2465,1,Validated
583,382,1912,31,3,27.78545,95.4661,2.401,Vegetation Loss,0.759,2019-09-17 23:03:43,0.8611,-0.6454,0.1213,1,Validated
584,2717,2130,29,3,25.84721,98.37017,0.551,Landslide,0.506,2018-07-20 03:58:14,-0.9723,-0.6753,0.0313,1,Unvalidated
585,1462,2824,51,6,29.81305,91.30114,3.669,Debris Flow,0.552,2024-02-18 10:01:42,0.6364,-0.2005,0.1251,1,Unvalidated
586,238,2063,12,1,27.12686,97.67377,7.166,Debris Flow,0.523,2020-08-31 12:45:05,0.9905,0.1326,0.3011,1,False Positive
587,2777,989,41,5,23.07244,94.31149,2.132,Vegetation Loss,0.532,2022-02-24 04:31:20,0.6817,-0.3615,0.1497,1,Validated
588,2478,1826,59,8,25.52323,92.32732,5.622,Flooding,0.959,2024-07-15 16:55:56,-0.6734,-0.557,0.3922,1,Unvalidated
589,2150,247,43,5,29.70383,97.44532,2.243,No Change,0.644,2020-07-27 23:53:32,0.7157,0.7109,0.1371,0,Validated
590,1018,735,14,2,22.27314,92.92244,7.671,Vegetation Loss,0.72,2019-05-23 01:48:46,0.1067,-0.6964,0.0419,1,Validated
591,2710,1848,61,8,27.03371,90.14204,9.179,No Change,0.91,2023-03-16 13:38:37,-0.3774,0.4288,0.2624,0,Unvalidated
592,86,478,15,2,27.11579,98.43218,2.618,Debris Flow,0.852,2024-03-07 09:25:46,-0.1818,-0.101,0.3216,1,False Positive
593,2703,1717,41,5,23.26368,94.4887,3.801,Construction,0.923,2020-08-15 03:30:59,-0.1306,0.4767,0.2019,1,Validated
594,1174,619,59,8,25.49024,92.68329,3.155,Vegetation Loss,0.519,2024-01-05 16:01:03,0.3033,-0.5364,0.0999,1,False Positive
595,452,2173,40,5,27.76664,97.332,1.376,Flooding,0.596,2020-12-26 08:36:44,0.0918,-0.9216,0.3048,1,Unvalidated
596,1365,1507,30,3,25.78982,92.73364,9.087,Debris Flow,0.654,2020-11-19 12:29:37,0.2014,0.5731,0.4634,1,False Positive
597,1312,868,36,4,24.90784,91.00557,5.555,Landslide,0.831,2021-03-21 18:29:04,-0.0682,-0.379,0.488,1,False Positive
598,1826,856,55,7,28.76698,93.86217,9.639,Debris Flow,0.686,2023-03-01 06:28:57,0.8873,0.4772,0.3172,1,Unvalidated
599,1828,540,52,6,28.52492,99.99556,0.852,Construction,0.984,2019-12-17 04:53:16,0.0091,0.6546,0.2231,1,False Positive
600,480,2352,51,6,29.73528,90.51944,4.768,Landslide,0.972,2023-08-20 21:14:53,0.1651,0.5441,0.3093,1,False Positive
601,1549,2157,55,7,28.64723,93.76755,6.667,Vegetation Loss,0.584,2022-03-01 00:25:04,-0.2017,0.1898,0.4324,1,Validated
602,521,2902,20,2,23.02596,93.35204,6.375,Landslide,0.581,2021-06-17 13:52:46,0.4995,-0.4128,0.3971,1,Validated
603,1711,1111,28,3,29.42384,92.90743,8.883,Debris Flow,0.979,2018-08-17 21:01:40,0.5018,0.571,0.3088,1,Unvalidated
604,2826,564,13,2,26.42451,99.57366,0.91,Vegetation Loss,0.542,2024-10-19 07:05:06,0.1399,0.9945,0.2307,1,False Positive
605,1027,1620,3,1,27.18042,98.92548,4.895,Flooding,0.798,2024-01-09 11:44:09,0.8641,0.5155,0.3338,1,False Positive
606,2757,2989,3,1,27.53654,99.40233,7.173,Construction,0.694,2024-02-06 12:20:54,0.2323,-0.5853,0.349,1,False Positive
607,2687,300,36,4,25.23869,90.86748,5.369,Debris Flow,0.575,2019-09-22 04:56:00,-0.4207,-0.426,0.0922,1,Validated
608,2304,433,25,3,26.42212,97.27222,5.797,Flooding,0.513,2018-05-13 14:46:52,0.2841,-0.1771,0.4387,1,Unvalidated
609,1338,1096,11,1,22.34062,90.86087,4.311,Erosion,0.564,2019-03-16 11:16:47,-0.125,-0.637,0.4791,1,False Positive
610,1280,665,17,2,23.66545,92.92545,1.873,Landslide,0.6,2019-03-20 04:51:55,-0.9227,0.0312,0.1613,1,Unvalidated
611,2681,497,56,7,29.2414,97.11469,1.986,Landslide,0.51,2024-10-28 04:58:30,0.793,0.2411,0.2916,1,Validated
612,460,1692,15,2,26.98931,98.7476,6.483,Erosion,0.704,2021-02-23 20:46:33,0.1854,-0.6724,0.3054,1,Unvalidated
613,2011,918,17,2,23.62641,93.2582,5.378,Flooding,0.741,2021-07-26 18:38:48,-0.1157,-0.2815,0.3568,1,False Positive
614,1948,1883,28,3,29.07268,93.33385,5.095,Construction,0.914,2020-01-22 08:31:38,-0.8479,0.2904,0.0102,1,Unvalidated
615,1295,1247,6,1,26.35773,97.62498,8.75,Construction,0.744,2022-05-25 07:36:07,-0.4389,-0.8485,0.0763,1,Validated
616,376,1139,14,2,22.79215,93.27108,3.048,Debris Flow,0.546,2023-06-10 07:05:13,-0.213,0.8487,0.3498,1,False Positive
617,1341,1967,47,6,29.26651,98.87369,0.347,Landslide,0.772,2019-12-20 11:08:35,0.7824,0.1451,0.4043,1,False Positive
618,2309,1942,54,6,29.79685,91.21996,7.116,Construction,0.858,2024-11-27 11:28:30,0.4778,-0.6836,0.0055,1,Validated
619,264,2803,38,4,29.62548,98.2867,8.939,Landslide,0.818,2018-08-19 21:58:07,0.562,0.6306,0.4623,1,Validated
620,2059,411,15,2,26.75912,99.11467,2.61,Flooding,0.529,2023-06-09 23:41:04,-0.8556,0.7252,0.3806,1,False Positive
621,433,1895,15,2,27.27495,98.80234,9.105,Erosion,0.986,2018-10-11 13:44:14,-0.4269,0.8167,0.2287,1,Unvalidated
622,2216,2249,54,6,29.40304,91.3202,4.883,Flooding,0.731,2022-06-12 15:14:12,0.2025,0.0916,0.0504,1,Unvalidated
623,1499,895,11,1,23.13057,90.6793,0.596,Construction,0.857,2019-08-29 20:01:59,-0.3019,-0.4539,0.2793,1,False Positive
624,2240,63,40,5,28.46526,97.35442,7.316,Erosion,0.728,2021-07-22 15:25:58,0.0536,0.5112,0.1256,1,Validated
625,1773,700,30,3,25.39622,92.26255,0.088,Erosion,0.6,2023-09-10 20:02:47,-0.8675,-0.7212,0.0505,1,Unvalidated
626,479,380,35,4,23.36534,91.2109,4.692,No Change,0.896,2021-12-22 03:48:51,-0.4288,0.95,0.1603,0,Validated
627,996,1109,42,5,21.53179,97.64054,6.383,No Change,0.907,2018-09-04 02:15:25,0.5272,0.8227,0.3657,0,Unvalidated
628,658,2179,29,3,25.56551,98.61434,2.991,Debris Flow,0.901,2023-01-12 04:41:27,0.9066,0.2579,0.0378,1,Validated
629,2293,2850,39,4,27.66072,90.67428,4.225,No Change,0.529,2019-05-07 12:24:39,0.2118,-0.8663,0.1204,0,Validated
630,2291,851,11,1,22.48287,90.69577,1.035,Landslide,0.516,2019-10-11 06:33:40,-0.0655,0.2237,0.2754,1,False Positive
631,1532,2870,47,6,29.4164,99.57699,8.979,Flooding,0.797,2021-04-08 20:48:07,0.9691,0.2095,0.0571,1,Validated
632,1160,953,22,2,22.40957,96.41001,5.081,Vegetation Loss,0.671,2018-11-19 00:01:09,-0.5196,0.5429,0.1411,1,Validated
