sensor_id,zone_id,slope_id,state_id,district_id,sensor_code,sensor_type,model,lat,lon,elevation_m,installation_date,status,sampling_interval_min,battery_pct,last_communication
194,174,232,4,34,SNS0194,Crack Gauge,Model-431,26.409714,97.15168,3324,2022-10-26,Faulty,10,91.7,2024-05-22 22:05:41
195,19,72,1,8,SNS0195,Piezometer,Model-202,23.835467,99.031743,1729,2024-09-02,Faulty,15,52.8,2024-06-20 07:53:30
196,191,140,7,55,SNS0196,Inclinometer,Model-726,28.530131,93.917548,2162,2016-05-07,Maintenance,5,23.1,2024-06-22 17:22:30
197,26,117,8,61,SNS0197,Accelerometer,Model-854,26.23094,90.40831,1018,2019-08-29,Inactive,1,19.4,2024-06-06 17:17:12
198,196,18,3,29,SNS0198,Rain Gauge,Model-390,25.99208,98.828038,826,2022-05-06,Inactive,5,0.5,2024-10-21 12:58:29
199,182,55,3,24,SNS0199,Seismograph,Model-889,24.539949,99.2344,628,2018-07-30,Faulty,60,4.7,2024-10-16 08:41:18
200,109,334,1,1,SNS0200,Accelerometer,Model-111,26.856869,89.919511,729,2016-01-26,Inactive,10,18.0,2024-12-20 17:30:44
201,22,469,6,52,SNS0201,Soil Moisture,Model-390,28.81077,100.148385,2695,2017-01-05,Maintenance,5,42.4,2024-11-01 07:00:59
202,177,12,1,3,SNS0202,Rain Gauge,Model-316,27.273652,98.772029,1020,2024-08-04,Faulty,30,59.4,2024-03-01 17:59:50
203,53,207,3,26,SNS0203,Extensometer,Model-574,24.31598,89.982556,3857,2018-05-27,Inactive,1,16.6,2024-06-07 18:28:33
204,62,380,3,31,SNS0204,Inclinometer,Model-907,27.969996,95.266595,1741,2018-02-01,Maintenance,15,38.9,2024-06-08 03:15:44
205,109,354,1,1,SNS0205,Piezometer,Model-531,26.845221,89.858059,2812,2024-12-13,Faulty,1,66.4,2024-03-13 03:26:46
206,54,186,7,55,SNS0206,Crack Gauge,Model-401,29.205674,94.541574,222,2019-04-25,Faulty,60,50.2,2024-05-22 20:13:58
207,133,168,4,39,SNS0207,Crack Gauge,Model-380,27.823441,91.50901,581,2020-08-05,Active,5,85.7,2024-09-05 20:12:14
208,68,328,1,8,SNS0208,Rain Gauge,Model-679,24.498936,98.643568,3501,2020-10-31,Inactive,5,81.8,2024-04-22 22:09:35
209,111,478,5,42,SNS0209,Soil Moisture,Model-794,21.612304,97.505478,1846,2020-06-23,Active,1,5.1,2024-02-05 04:40:25
210,157,418,1,9,SNS0210,Soil Moisture,Model-930,27.651092,93.865002,4041,2017-03-19,Inactive,15,67.9,2024-08-02 03:09:45
211,197,464,6,50,SNS0211,Rain Gauge,Model-814,24.343846,92.373619,1029,2022-08-27,Active,15,37.9,2024-01-29 21:51:52
212,70,445,6,50,SNS0212,Rain Gauge,Model-844,23.890643,92.38517,3370,2021-08-10,Inactive,30,44.2,2024-04-11 10:06:18
213,172,409,1,5,SNS0213,Soil Moisture,Model-148,23.311632,95.484635,955,2017-09-28,Inactive,10,58.3,2024-02-26 02:28:55
214,153,299,1,3,SNS0214,Rain Gauge,Model-720,27.149878,98.885224,2435,2017-05-25,Faulty,5,67.7,2024-02-07 06:08:37
215,88,306,2,22,SNS0215,Piezometer,Model-597,22.978252,96.366384,1672,2017-05-19,Maintenance,10,5.2,2024-09-04 17:50:03
216,64,309,2,13,SNS0216,Inclinometer,Model-802,26.050979,99.730107,1412,2016-05-31,Inactive,30,99.5,2024-01-02 14:13:47
217,104,436,2,15,SNS0217,GNSS,Model-487,27.070344,98.780908,577,2017-11-13,Maintenance,15,19.0,2024-09-29 12:20:15
218,5,313,3,29,SNS0218,Inclinometer,Model-213,26.25665,99.22848,1487,2017-04-16,Active,5,77.0,2024-04-22 15:19:23
219,188,492,6,49,SNS0219,Piezometer,Model-930,28.97678,98.468594,3341,2020-06-26,Faulty,5,32.4,2024-09-13 21:25:39
220,129,36,6,54,SNS0220,Inclinometer,Model-182,29.131727,91.551138,1216,2018-01-02,Inactive,1,28.3,2024-09-10 13:27:26
221,99,488,2,15,SNS0221,Soil Moisture,Model-849,26.958577,98.321688,2789,2019-02-16,Active,15,20.3,2024-12-04 22:08:24
222,197,73,6,50,SNS0222,Accelerometer,Model-278,24.384149,92.325478,2387,2020-10-16,Active,10,52.8,2024-06-08 15:48:43
223,82,79,7,56,SNS0223,Extensometer,Model-255,29.43117,98.062715,3774,2023-07-04,Maintenance,10,86.2,2024-08-19 09:17:59
224,29,490,3,24,SNS0224,Tiltmeter,Model-615,24.138252,99.678994,4159,2018-05-14,Active,10,15.3,2024-08-26 17:21:37
225,84,266,7,57,SNS0225,Inclinometer,Model-235,23.79847,92.744507,3704,2019-11-30,Faulty,30,42.0,2024-11-08 01:52:22
226,53,28,3,26,SNS0226,Piezometer,Model-680,24.318986,90.032527,1294,2016-07-09,Active,5,63.8,2024-10-03 21:01:14
227,4,215,2,16,SNS0227,Soil Moisture,Model-502,23.249322,90.718355,1734,2023-10-14,Maintenance,60,42.4,2024-02-28 18:50:07
228,186,74,8,61,SNS0228,Inclinometer,Model-543,26.23349,90.443058,2233,2021-06-12,Active,5,7.3,2024-07-12 20:35:12
229,31,95,5,43,SNS0229,Crack Gauge,Model-657,30.203942,97.76344,412,2015-06-19,Active,1,58.2,2024-10-24 13:36:37
230,162,436,6,47,SNS0230,Extensometer,Model-294,29.53187,99.179585,1224,2023-05-07,Inactive,30,81.8,2024-07-05 01:46:26
231,162,83,6,47,SNS0231,Rain Gauge,Model-659,29.527533,99.126195,3032,2024-03-28,Inactive,15,82.5,2024-02-07 20:37:21
232,156,29,2,22,SNS0232,Accelerometer,Model-610,22.107339,96.503243,3535,2021-02-27,Maintenance,30,17.7,2024-03-25 16:26:21
233,107,348,8,62,SNS0233,GNSS,Model-281,27.348101,92.562244,1527,2020-08-01,Faulty,1,10.5,2024-09-18 07:50:03
234,30,450,4,33,SNS0234,GNSS,Model-755,23.542932,99.914329,4131,2024-01-13,Faulty,1,39.7,2024-06-10 21:11:25
235,63,119,2,17,SNS0235,Inclinometer,Model-766,23.519631,93.15041,2407,2016-09-28,Inactive,60,78.8,2024-06-07 04:30:15
236,183,133,4,35,SNS0236,Tiltmeter,Model-853,23.058423,91.166725,3245,2017-08-07,Inactive,30,31.7,2024-02-20 13:14:32
237,196,330,3,29,SNS0237,Inclinometer,Model-512,26.009516,98.840977,2731,2015-02-02,Faulty,15,14.6,2024-04-25 14:02:48
238,133,362,4,39,SNS0238,Crack Gauge,Model-800,27.832435,91.480135,4042,2020-02-19,Active,60,6.0,2024-06-07 06:15:37
239,26,441,8,61,SNS0239,Rain Gauge,Model-101,26.270302,90.462691,3766,2023-01-09,Faulty,30,54.5,2024-08-04 02:17:19
240,102,27,5,45,SNS0240,Extensometer,Model-478,28.531546,95.515796,2724,2015-11-02,Active,5,59.4,2024-03-31 03:26:36
241,58,369,2,16,SNS0241,Inclinometer,Model-811,23.825417,90.78219,2845,2022-08-26,Faulty,60,49.3,2024-11-04 12:28:57
242,7,432,2,17,SNS0242,Seismograph,Model-337,24.294875,93.160522,2905,2023-12-14,Active,5,6.1,2024-02-16 18:32:48
243,89,103,7,56,SNS0243,Soil Moisture,Model-136,29.107065,97.558187,1993,2022-07-24,Inactive,60,7.9,2024-09-26 01:37:59
244,76,246,5,45,SNS0244,Inclinometer,Model-950,28.620639,94.807784,1572,2018-02-07,Inactive,15,33.8,2024-02-12 18:17:00
245,136,391,6,50,SNS0245,Extensometer,Model-763,24.399019,92.465825,2060,2016-07-21,Inactive,30,83.6,2024-12-11 18:22:25
246,155,262,1,5,SNS0246,Inclinometer,Model-421,23.628068,95.087826,2821,2017-03-25,Faulty,60,10.9,2024-11-13 11:59:57
247,115,22,2,14,SNS0247,Accelerometer,Model-627,22.622159,93.345245,4441,2018-12-03,Maintenance,15,10.2,2024-12-24 16:52:35
248,16,71,2,18,SNS0248,Extensometer,Model-834,28.63183,98.375228,1229,2019-02-01,Maintenance,60,65.8,2024-11-19 12:31:49
249,132,202,1,8,SNS0249,Soil Moisture,Model-747,24.531734,98.804286,2741,2017-01-29,Active,5,39.3,2024-07-18 07:37:51
250,105,373,6,51,SNS0250,Crack Gauge,Model-484,29.549705,90.891536,2295,2018-02-27,Active,1,76.2,2024-12-26 07:37:44
251,82,133,7,56,SNS0251,GNSS,Model-228,29.485259,98.078618,2147,2015-04-20,Maintenance,5,45.3,2024-10-25 18:03:52
252,76,210,5,45,SNS0252,Soil Moisture,Model-766,28.647174,94.84382,1994,2015-11-18,Faulty,15,80.5,2024-05-29 13:50:04
253,82,358,7,56,SNS0253,Inclinometer,Model-803,29.437288,98.090667,699,2015-09-08,Faulty,5,43.6,2024-05-30 12:08:16
254,72,154,2,16,SNS0254,Rain Gauge,Model-231,23.162519,90.245032,2140,2024-10-12,Maintenance,15,47.4,2024-10-03 20:59:46
255,148,45,5,44,SNS0255,Accelerometer,Model-796,29.713001,98.746892,4246,2018-07-02,Inactive,15,49.1,2024-07-23 19:18:18
256,185,147,5,41,SNS0256,Seismograph,Model-496,23.384395,94.820884,2601,2023-11-14,Maintenance,15,52.6,2024-11-11 08:43:27
257,98,95,1,11,SNS0257,Extensometer,Model-324,22.383279,91.09144,2400,2015-02-01,Faulty,1,51.0,2024-10-08 11:14:56
258,108,487,7,56,SNS0258,GNSS,Model-253,29.573724,97.735064,3773,2024-03-19,Maintenance,15,12.7,2024-06-07 22:59:41
259,79,162,8,59,SNS0259,Rain Gauge,Model-505,25.412887,93.007701,1091,2016-04-01,Active,5,14.2,2024-07-14 09:48:12
260,139,53,3,26,SNS0260,Piezometer,Model-506,24.362542,89.850084,2840,2019-02-10,Active,60,67.9,2024-09-15 01:09:37
261,112,149,2,20,SNS0261,Tiltmeter,Model-549,23.814996,93.216801,3019,2017-10-31,Maintenance,5,53.5,2024-11-01 13:06:13
262,75,401,6,51,SNS0262,Seismograph,Model-397,29.363201,91.13758,2130,2018-10-13,Inactive,5,93.6,2024-12-02 07:14:43
263,146,68,7,58,SNS0263,Crack Gauge,Model-118,27.451302,94.220313,903,2020-02-02,Faulty,60,45.8,2024-07-24 19:52:48
264,49,191,3,31,SNS0264,Rain Gauge,Model-883,27.477483,95.44728,1705,2015-04-24,Faulty,15,28.1,2024-06-10 04:00:59
265,130,356,5,43,SNS0265,Inclinometer,Model-281,29.368957,97.458907,689,2017-10-08,Active,5,62.8,2024-12-27 10:01:45
266,49,241,3,31,SNS0266,Soil Moisture,Model-118,27.500204,95.445883,811,2015-02-04,Active,30,86.9,2024-12-22 07:03:37
267,66,412,1,3,SNS0267,Accelerometer,Model-647,27.913481,98.976375,3160,2022-12-19,Active,10,10.8,2024-05-05 00:40:39
268,31,41,5,43,SNS0268,Crack Gauge,Model-958,30.262808,97.845079,2260,2018-11-01,Inactive,30,50.9,2024-03-29 06:11:26
269,48,165,3,30,SNS0269,Inclinometer,Model-861,25.451179,92.88549,885,2017-09-21,Maintenance,10,3.4,2024-05-16 03:17:27
270,152,131,4,39,SNS0270,Rain Gauge,Model-266,27.437095,90.748333,2036,2022-04-10,Faulty,60,100.0,2024-09-24 12:31:31
271,95,247,7,56,SNS0271,Extensometer,Model-606,29.476585,97.692456,3236,2020-08-30,Maintenance,30,16.5,2024-03-25 17:38:40
272,3,243,3,27,SNS0272,Crack Gauge,Model-368,25.162482,90.916243,1590,2022-11-10,Faulty,15,1.6,2024-02-05 23:11:05
273,156,164,2,22,SNS0273,Rain Gauge,Model-874,22.181204,96.545615,1658,2022-02-15,Maintenance,1,28.7,2024-09-05 02:44:02
274,40,371,6,54,SNS0274,Soil Moisture,Model-890,29.735798,91.94698,3887,2016-10-28,Maintenance,30,23.7,2024-02-14 23:06:12
275,168,453,3,25,SNS0275,Tiltmeter,Model-674,26.921528,96.723197,1022,2024-03-08,Inactive,10,8.8,2024-03-24 07:35:12
276,151,300,3,30,SNS0276,Crack Gauge,Model-524,25.740088,93.143222,2316,2020-01-06,Faulty,5,1.2,2024-08-09 12:08:27
277,49,258,3,31,SNS0277,Tiltmeter,Model-571,27.498446,95.428062,3331,2021-07-08,Inactive,15,34.2,2024-12-01 03:25:35
278,127,468,3,28,SNS0278,GNSS,Model-305,28.917008,92.857863,1603,2024-06-03,Inactive,60,18.9,2024-03-11 21:19:32
279,153,318,1,3,SNS0279,Crack Gauge,Model-131,27.12648,98.85031,276,2016-02-13,Active,10,16.2,2024-12-14 19:11:28
280,6,453,1,11,SNS0280,Soil Moisture,Model-123,22.644028,90.917971,3995,2016-04-15,Inactive,10,43.4,2024-02-25 18:13:44
281,79,435,8,59,SNS0281,Accelerometer,Model-835,25.429184,92.930105,2008,2018-06-17,Active,1,89.1,2024-08-09 05:07:22
282,128,7,2,21,SNS0282,Extensometer,Model-392,24.032422,99.571407,1240,2020-07-14,Faulty,1,84.1,2024-11-12 03:33:03
283,123,82,3,30,SNS0283,Tiltmeter,Model-356,25.821948,92.159611,600,2024-10-24,Faulty,60,26.0,2024-06-07 09:47:29
284,118,199,1,5,SNS0284,Rain Gauge,Model-651,24.097136,95.141111,674,2020-01-13,Inactive,1,39.1,2024-08-04 00:51:56
285,70,61,6,50,SNS0285,Accelerometer,Model-460,23.962092,92.36998,2661,2020-02-17,Faulty,10,29.0,2024-04-27 10:46:36
286,80,185,3,27,SNS0286,Soil Moisture,Model-921,25.047003,90.802592,4500,2019-11-08,Inactive,5,37.3,2024-11-29 05:46:54
287,69,429,6,52,SNS0287,Seismograph,Model-124,28.569841,99.618425,997,2019-04-05,Active,30,61.1,2024-12-29 23:47:40
288,59,45,2,14,SNS0288,Seismograph,Model-562,22.495533,92.712333,3962,2019-12-08,Faulty,10,59.6,2024-06-29 17:09:50
289,67,212,4,37,SNS0289,Crack Gauge,Model-397,26.511972,94.641364,1039,2015-10-05,Maintenance,1,61.3,2024-12-03 19:42:35
290,25,191,2,18,SNS0290,Extensometer,Model-479,29.229023,99.159764,601,2020-01-03,Active,60,7.6,2024-05-23 22:55:39
291,95,171,7,56,SNS0291,Inclinometer,Model-171,29.43093,97.625661,4283,2016-04-01,Maintenance,5,90.8,2024-07-26 07:15:56
292,104,466,2,15,SNS0292,Piezometer,Model-975,27.131593,98.691093,1435,2024-04-18,Faulty,10,36.4,2024-03-22 00:24:48
293,191,235,7,55,SNS0293,Tiltmeter,Model-380,28.556575,93.950174,546,2021-10-22,Inactive,10,7.8,2024-06-22 12:54:00
294,172,2,1,5,SNS0294,Piezometer,Model-408,23.387558,95.495025,2159,2021-01-03,Faulty,5,62.7,2024-10-30 20:35:45
295,4,340,2,16,SNS0295,Soil Moisture,Model-374,23.237245,90.72228,4314,2015-11-25,Faulty,1,16.9,2024-02-11 05:00:56
296,163,490,2,15,SNS0296,Accelerometer,Model-947,26.944245,98.422704,1556,2019-01-11,Active,15,22.3,2024-10-12 15:32:52
297,62,202,3,31,SNS0297,Rain Gauge,Model-306,28.06079,95.188942,3700,2023-08-06,Inactive,30,36.2,2024-03-31 11:38:24
298,70,154,6,50,SNS0298,Seismograph,Model-998,23.954927,92.329148,668,2016-07-23,Faulty,60,50.7,2024-01-07 16:19:46
299,2,420,2,16,SNS0299,Inclinometer,Model-257,23.791493,91.027368,2110,2023-09-13,Active,10,81.8,2024-09-03 17:01:40
300,69,18,6,52,SNS0300,Rain Gauge,Model-228,28.620314,99.590862,3053,2020-02-07,Maintenance,5,14.3,2024-06-28 04:37:02
