anomaly_id,sensor_id,slope_id,state_id,district_id,anomaly_type,detected_datetime,anomaly_score,severity,magnitude,duration_minutes,status,investigation_start,resolution_datetime,detection_method
362,217,436,2,15,Pore Pressure Spike,2022-03-06 12:17:57,0.713,Critical,2.44,2435.3,Investigating,2022-04-12 05:12:41,2024-08-20 04:40:38,Rule-Based
363,4,456,7,56,Slope Deformation,2020-03-28 20:39:54,0.799,Critical,73.22,2187.2,Investigating,2018-05-23 21:04:22,2018-12-14 08:20:18,Rule-Based
364,298,154,6,50,Seismic Signal,2022-01-29 10:57:01,0.79,High,493.87,949.8,Investigating,2024-03-23 09:06:17,2018-04-03 08:20:20,Rule-Based
365,111,195,2,15,Pore Pressure Spike,2018-03-12 09:15:50,0.636,Low,186.77,3063.3,Investigating,2019-03-15 16:59:57,2018-10-13 20:40:45,LSTM Autoencoder
366,143,33,3,24,Rainfall Anomaly,2023-07-01 09:14:19,0.745,Medium,394.1,2968.1,Open,2024-02-18 02:23:07,2020-02-29 19:53:07,Rule-Based
367,289,212,4,37,Sensor Outlier,2022-04-24 06:19:16,0.884,Critical,102.22,1131.9,Open,2021-04-24 04:16:54,2019-05-23 16:12:28,Rule-Based
368,119,276,1,3,Slope Deformation,2024-06-13 14:13:15,0.777,Medium,1.23,214.8,Resolved,2021-10-27 07:57:01,2021-12-29 03:19:23,Statistical
369,101,316,5,46,Sudden Displacement,2019-06-24 01:45:55,0.552,Critical,161.33,3348.2,Investigating,2018-03-01 20:50:41,2023-09-27 05:09:25,Statistical
370,281,435,8,59,Vegetation Loss,2022-09-25 17:16:08,0.521,Medium,8.43,4312.7,Investigating,2023-09-15 03:08:44,2023-06-23 15:52:21,Rule-Based
371,59,172,3,23,Slope Deformation,2020-12-24 07:08:33,0.999,High,337.45,2908.0,Open,2022-08-07 04:17:56,2021-05-30 18:31:16,Rule-Based
372,269,165,3,30,Slope Deformation,2021-11-19 04:38:53,0.729,Low,157.58,1627.7,Resolved,2020-01-06 01:43:12,2022-10-01 17:29:45,Rule-Based
373,216,309,2,13,Seismic Signal,2020-01-25 12:05:55,0.799,Critical,375.25,749.8,Resolved,2021-08-07 22:02:57,2020-09-16 01:53:58,LSTM Autoencoder
374,207,168,4,39,Rainfall Anomaly,2022-06-04 17:33:01,0.838,Medium,291.42,2807.6,Investigating,2021-06-04 23:25:05,2020-08-01 18:08:14,LSTM Autoencoder
375,58,483,6,54,Vegetation Loss,2023-06-25 07:34:00,0.622,High,249.18,1595.1,Open,2021-02-06 20:01:32,2019-10-08 23:44:16,Isolation Forest
376,92,468,3,28,Sudden Displacement,2020-07-01 02:10:59,0.788,Medium,218.63,4429.5,False Alarm,2020-02-22 21:38:10,2024-06-23 15:42:31,LSTM Autoencoder
377,168,467,5,44,Sensor Outlier,2023-08-12 11:12:20,0.616,Low,291.73,2961.4,Investigating,2023-01-30 22:10:00,2018-09-22 01:14:44,LSTM Autoencoder
378,64,444,8,59,Pore Pressure Spike,2023-01-08 11:17:47,0.678,Medium,440.69,959.5,Investigating,2020-09-11 16:46:38,2020-12-10 06:03:55,Rule-Based
379,37,149,7,56,Seismic Signal,2024-05-31 18:49:49,0.699,High,27.8,4442.6,False Alarm,2022-11-06 14:46:07,2019-03-15 19:46:16,Statistical
380,128,79,3,23,Slope Deformation,2022-04-18 02:11:14,0.981,Low,298.19,290.5,Open,2020-07-16 15:41:23,2023-05-25 15:04:17,Rule-Based
381,49,5,4,35,Ground Cracking,2023-07-29 22:40:38,0.933,High,354.21,898.0,Open,2024-10-10 09:31:08,2018-04-17 05:04:00,Isolation Forest
382,87,194,4,37,Ground Cracking,2021-10-27 17:13:12,0.704,Low,351.32,3469.3,Open,2023-05-01 02:57:16,2018-10-29 21:14:49,LSTM Autoencoder
383,9,292,3,30,Slope Deformation,2018-07-19 03:49:17,0.916,Critical,199.2,2027.9,Open,2023-07-11 11:03:11,2020-12-06 04:39:15,Rule-Based
384,69,467,5,42,Rainfall Anomaly,2020-11-30 05:01:00,0.876,High,7.88,2236.4,Open,2022-03-01 10:50:25,2021-02-19 05:59:01,Isolation Forest
385,261,149,2,20,Sensor Outlier,2019-06-14 20:21:17,0.644,Medium,139.89,1402.3,Investigating,2023-11-05 09:49:09,2021-09-28 03:30:52,LSTM Autoencoder
386,104,448,2,18,Pore Pressure Spike,2024-05-31 08:48:22,0.943,Medium,268.63,431.7,Open,2021-06-25 09:24:22,2020-07-09 08:14:57,Rule-Based
387,288,45,2,14,Sudden Displacement,2024-09-16 03:23:51,0.56,Low,273.88,4137.2,Open,2018-08-21 09:06:49,2024-03-15 17:17:21,Isolation Forest
388,265,356,5,43,Sensor Outlier,2018-12-05 02:25:55,0.88,Low,404.12,2819.6,Resolved,2021-06-24 21:57:05,2023-05-10 20:15:13,Statistical
389,120,461,2,19,Sudden Displacement,2021-11-28 18:59:39,0.669,Critical,319.2,2588.7,Resolved,2020-01-18 02:28:41,2020-12-25 15:44:18,LSTM Autoencoder
390,38,69,1,3,Ground Cracking,2020-09-15 19:00:32,0.516,Medium,172.06,4976.9,False Alarm,2020-01-03 04:55:31,2018-10-01 09:57:19,Isolation Forest
391,57,447,2,16,Pore Pressure Spike,2021-01-12 01:58:28,0.821,Low,298.98,4688.1,False Alarm,2018-06-06 08:44:07,2024-06-23 12:31:18,Rule-Based
392,235,119,2,17,Sudden Displacement,2018-06-04 13:47:32,0.539,High,273.32,4465.6,Resolved,2021-06-14 19:29:52,2023-09-28 20:08:16,Rule-Based
393,198,18,3,29,Seismic Signal,2023-10-03 06:59:11,0.5,Medium,180.52,3823.9,Open,2019-12-09 15:32:02,2018-10-29 07:05:15,Isolation Forest
394,234,450,4,33,Slope Deformation,2024-02-10 23:46:52,0.874,Critical,401.16,1857.8,Open,2018-12-31 15:36:55,2021-02-20 15:33:05,Statistical
395,200,334,1,1,Pore Pressure Spike,2019-03-28 13:25:30,0.893,Low,84.53,2224.5,Open,2024-05-06 23:02:44,2019-07-13 15:21:22,LSTM Autoencoder
396,295,340,2,16,Vegetation Loss,2018-09-15 10:24:25,0.851,Low,105.48,3436.6,False Alarm,2019-01-23 03:15:57,2020-06-20 10:33:39,Rule-Based
397,99,43,3,30,Slope Deformation,2020-11-16 03:31:11,0.817,High,134.03,3221.9,Resolved,2023-06-24 02:44:03,2021-07-07 06:24:26,LSTM Autoencoder
398,190,209,2,16,Seismic Signal,2022-10-13 04:45:09,0.605,High,182.79,959.1,Open,2023-10-22 18:40:47,2022-08-14 14:28:09,Statistical
399,296,490,2,15,Ground Cracking,2019-03-09 23:02:31,0.876,Medium,470.34,603.4,Investigating,2024-04-25 17:56:08,2023-03-26 05:22:00,Isolation Forest
400,49,5,4,35,Sensor Outlier,2024-02-04 01:06:11,0.767,Low,306.67,1768.5,False Alarm,2019-08-01 16:23:08,2022-10-29 18:09:58,Rule-Based
401,116,432,4,34,Pore Pressure Spike,2018-06-09 21:55:31,0.948,Medium,6.4,1505.7,Open,2021-12-21 08:57:48,2023-12-22 09:34:49,LSTM Autoencoder
402,237,330,3,29,Vegetation Loss,2021-03-22 17:21:05,0.739,Critical,486.15,4868.5,False Alarm,2021-01-05 20:07:50,2019-03-08 11:14:50,LSTM Autoencoder
403,254,154,2,16,Sudden Displacement,2021-07-01 03:49:39,0.986,Critical,139.15,4605.9,Open,2019-05-26 22:06:39,2022-04-28 10:11:44,Statistical
404,165,72,6,51,Pore Pressure Spike,2024-08-04 11:22:45,0.591,Medium,174.02,4356.9,False Alarm,2024-10-19 10:42:04,2024-01-06 05:41:09,LSTM Autoencoder
405,75,134,1,8,Pore Pressure Spike,2024-10-15 09:41:48,0.887,Low,15.59,2231.8,False Alarm,2024-06-22 09:54:19,2023-09-02 12:56:47,Isolation Forest
406,49,5,4,35,Rainfall Anomaly,2018-01-25 17:11:06,0.53,High,123.33,1455.6,False Alarm,2021-08-18 00:02:31,2018-10-19 12:03:45,Rule-Based
407,128,79,3,23,Seismic Signal,2023-07-23 23:42:43,0.566,Low,400.44,2660.7,Investigating,2019-05-30 07:59:48,2021-04-26 13:26:38,Isolation Forest
408,175,236,6,54,Sudden Displacement,2020-06-02 09:08:28,0.597,Critical,114.17,1798.2,Resolved,2019-06-06 03:06:23,2024-04-19 04:09:48,Isolation Forest
409,44,34,5,41,Rainfall Anomaly,2021-12-24 19:23:59,0.818,High,291.0,1015.5,Investigating,2019-06-20 16:22:52,2020-05-03 21:12:11,Isolation Forest
410,296,490,2,15,Slope Deformation,2018-11-25 01:25:42,0.774,Low,113.68,1191.3,Investigating,2018-03-08 14:42:07,2019-05-03 09:32:28,Rule-Based
411,161,402,3,26,Sensor Outlier,2021-05-05 06:47:41,0.921,Medium,12.95,1279.0,Open,2018-12-27 02:03:43,2018-04-23 19:45:25,LSTM Autoencoder
412,217,436,2,15,Slope Deformation,2018-01-07 14:16:00,0.692,Low,303.77,4487.5,Resolved,2022-12-17 19:02:41,2022-02-09 05:03:06,Rule-Based
413,69,467,5,42,Sudden Displacement,2020-11-02 10:52:48,0.867,Medium,313.3,781.1,False Alarm,2018-12-11 04:00:58,2020-08-18 21:27:45,Statistical
414,168,467,5,44,Rainfall Anomaly,2024-08-20 20:53:41,0.661,Low,463.57,2694.2,Resolved,2021-12-10 23:16:05,2022-12-17 14:47:54,Isolation Forest
415,42,189,7,58,Sensor Outlier,2023-04-24 13:01:18,0.941,High,153.8,2011.8,Resolved,2022-05-29 12:35:26,2021-09-19 12:05:38,Statistical
416,20,360,7,56,Sensor Outlier,2018-12-29 13:07:50,0.591,Low,181.91,38.6,Open,2024-09-14 14:54:34,2024-12-24 03:21:30,Rule-Based
417,174,411,1,6,Sensor Outlier,2021-07-16 14:54:40,0.772,Critical,196.24,2536.4,Investigating,2018-03-05 21:35:50,2019-01-15 21:00:16,Statistical
418,295,340,2,16,Slope Deformation,2019-01-05 07:58:46,0.949,Medium,298.88,4271.1,Open,2021-09-05 15:57:22,2022-04-19 03:25:19,Statistical
419,178,262,1,11,Slope Deformation,2022-05-11 22:30:00,0.863,Critical,195.97,3603.9,Open,2021-03-12 03:22:23,2020-07-13 10:11:30,LSTM Autoencoder
420,201,469,6,52,Pore Pressure Spike,2022-07-28 16:47:18,0.589,High,443.91,2021.2,Open,2019-06-13 20:23:00,2019-12-31 16:19:01,Statistical
421,176,386,1,5,Sudden Displacement,2018-02-11 13:12:34,0.665,Medium,180.01,1887.6,Open,2021-10-01 10:29:55,2024-01-20 11:38:18,Isolation Forest
422,148,408,2,22,Seismic Signal,2019-12-04 05:45:27,0.633,High,485.67,1651.0,Investigating,2023-01-31 00:22:00,2024-08-20 03:55:44,Statistical
423,291,171,7,56,Sensor Outlier,2019-09-12 14:23:05,0.83,Medium,293.91,1103.4,Resolved,2020-10-20 00:48:22,2019-06-14 13:56:13,Isolation Forest
424,260,53,3,26,Rainfall Anomaly,2022-10-01 22:25:35,0.716,Medium,365.4,487.6,Open,2022-06-21 15:55:44,2023-05-31 12:38:28,Rule-Based
425,156,18,6,51,Sudden Displacement,2021-11-30 18:21:45,0.947,High,309.57,2136.4,Open,2018-09-11 07:01:45,2020-12-22 03:49:16,Rule-Based
426,258,487,7,56,Slope Deformation,2023-10-01 12:33:51,0.667,High,249.41,4121.5,Open,2020-01-07 21:20:57,2020-08-08 14:13:50,Isolation Forest
427,31,7,7,56,Vegetation Loss,2019-04-08 06:15:00,0.701,Medium,92.31,3470.8,Open,2019-10-17 00:26:52,2024-04-07 13:39:25,Isolation Forest
428,98,440,1,4,Rainfall Anomaly,2019-10-13 13:09:32,0.508,High,353.16,2790.3,False Alarm,2018-05-14 15:31:05,2023-02-13 06:37:10,Rule-Based
429,102,305,5,43,Pore Pressure Spike,2022-12-10 02:20:21,0.836,High,271.84,275.8,False Alarm,2022-12-27 15:19:38,2018-03-04 17:43:38,Isolation Forest
430,46,477,2,17,Sensor Outlier,2023-10-16 22:17:02,0.755,Critical,458.77,1680.4,Open,2021-09-21 23:41:52,2024-09-24 23:31:50,LSTM Autoencoder
431,126,299,3,23,Ground Cracking,2023-06-29 11:25:08,0.56,Medium,184.75,1983.9,Investigating,2018-06-07 11:16:13,2020-02-20 07:57:04,LSTM Autoencoder
432,49,5,4,35,Vegetation Loss,2020-11-25 22:24:25,0.675,Low,314.91,1598.7,Open,2022-06-13 16:55:36,2024-08-04 13:08:21,LSTM Autoencoder
433,186,183,5,40,Ground Cracking,2019-11-02 18:50:24,0.898,Critical,294.53,4616.9,Open,2023-06-07 16:49:46,2020-04-21 13:28:00,Statistical
434,291,171,7,56,Ground Cracking,2022-01-09 09:30:24,0.69,Low,476.58,1520.0,False Alarm,2021-12-21 23:26:11,2018-11-26 06:06:00,LSTM Autoencoder
435,131,244,2,20,Seismic Signal,2024-01-03 02:11:26,0.516,Medium,373.48,3393.4,Open,2023-09-23 15:21:49,2023-09-15 05:27:20,LSTM Autoencoder
436,69,467,5,42,Sensor Outlier,2022-08-10 23:41:04,0.62,High,46.74,2778.1,False Alarm,2021-01-09 15:49:24,2021-02-26 14:59:27,Statistical
437,10,76,2,17,Sudden Displacement,2022-04-14 07:12:42,0.976,Medium,299.49,262.9,Open,2021-03-29 10:31:26,2021-11-19 11:20:23,Isolation Forest
438,120,461,2,19,Slope Deformation,2022-07-07 01:07:54,0.818,Low,338.56,473.0,Investigating,2024-11-06 03:01:17,2020-04-19 15:48:50,Isolation Forest
439,116,432,4,34,Sudden Displacement,2024-02-08 17:34:11,0.909,High,58.52,718.4,Investigating,2024-11-21 23:41:51,2019-08-13 02:40:03,Isolation Forest
440,86,90,6,50,Slope Deformation,2018-07-11 21:45:04,0.735,Low,223.38,1232.1,Open,2019-12-30 06:20:45,2024-01-24 14:19:22,Statistical
441,297,202,3,31,Slope Deformation,2020-03-08 18:11:15,0.851,High,434.92,3028.4,Investigating,2021-08-17 15:51:09,2024-06-05 05:54:27,LSTM Autoencoder
442,160,420,1,4,Ground Cracking,2024-03-03 02:24:08,0.712,Medium,355.56,1566.4,Resolved,2022-03-22 12:35:26,2018-09-04 15:45:53,Rule-Based
443,154,195,1,8,Rainfall Anomaly,2020-04-20 02:34:05,0.645,Medium,182.22,3049.5,Open,2023-01-09 11:15:32,2018-03-27 03:27:53,LSTM Autoencoder
444,122,327,5,46,Sensor Outlier,2024-08-03 07:40:41,0.703,Low,53.46,4559.1,Investigating,2021-08-31 17:26:34,2024-01-15 12:46:21,Statistical
445,76,287,1,11,Vegetation Loss,2021-11-21 19:04:05,0.985,Medium,302.42,1821.8,Resolved,2020-09-07 09:38:51,2022-03-09 20:59:50,Isolation Forest
446,35,123,4,39,Slope Deformation,2024-09-15 06:27:22,0.557,Critical,426.35,3675.0,False Alarm,2018-04-08 13:47:52,2020-08-15 04:37:30,LSTM Autoencoder
447,1,242,6,54,Sudden Displacement,2021-01-14 04:39:18,0.985,Medium,496.6,648.5,False Alarm,2022-08-14 20:00:13,2018-11-08 10:53:29,LSTM Autoencoder
448,224,490,3,24,Pore Pressure Spike,2018-08-29 09:25:04,0.543,Low,494.57,1031.5,False Alarm,2018-10-17 01:17:57,2019-11-23 16:40:30,Rule-Based
449,217,436,2,15,Ground Cracking,2019-07-19 04:23:09,0.863,Medium,71.4,3907.5,Open,2018-11-30 19:30:50,2018-03-23 23:39:02,LSTM Autoencoder
450,69,467,5,42,Pore Pressure Spike,2020-05-23 21:50:06,0.988,Low,419.54,2578.2,Resolved,2018-10-27 18:43:48,2022-08-28 15:47:23,Rule-Based
451,244,246,5,45,Rainfall Anomaly,2020-05-22 11:28:10,0.521,High,197.73,846.0,Open,2023-10-20 19:10:51,2022-04-20 21:40:45,Statistical
452,96,134,3,30,Ground Cracking,2024-01-08 01:07:22,0.889,Medium,404.9,3001.3,Open,2024-06-18 04:57:52,2024-10-20 19:51:23,LSTM Autoencoder
453,35,123,4,39,Seismic Signal,2022-11-06 16:19:33,0.739,High,228.87,2633.4,Resolved,2021-05-30 14:33:28,2022-12-17 18:37:49,Rule-Based
454,53,467,4,34,Pore Pressure Spike,2023-06-26 18:49:17,0.941,Medium,480.18,3389.2,Investigating,2021-12-01 00:51:17,2018-10-11 17:56:58,Rule-Based
455,6,186,7,55,Seismic Signal,2022-06-26 19:54:22,0.527,High,162.98,2351.8,Resolved,2023-07-16 08:18:24,2021-02-16 02:42:21,Isolation Forest
456,101,316,5,46,Vegetation Loss,2023-12-30 00:47:52,0.746,Critical,161.88,4006.6,False Alarm,2024-03-09 03:10:01,2020-10-22 02:32:51,LSTM Autoencoder
457,135,170,6,49,Pore Pressure Spike,2018-07-17 03:21:16,0.659,Low,208.02,440.6,Open,2018-08-31 23:00:05,2018-05-07 15:55:53,Isolation Forest
458,295,340,2,16,Pore Pressure Spike,2019-04-25 17:17:30,0.785,Critical,44.2,3332.3,Investigating,2021-05-28 02:35:45,2023-07-20 05:08:21,Rule-Based
459,5,236,2,20,Sudden Displacement,2020-06-07 05:17:37,0.744,Critical,53.83,3344.4,Open,2022-03-28 02:04:39,2019-12-16 22:13:34,Rule-Based
460,270,131,4,39,Rainfall Anomaly,2024-12-03 05:18:49,0.634,Critical,35.48,4191.5,Resolved,2022-10-16 14:40:03,2018-08-27 22:00:45,Isolation Forest
461,287,429,6,52,Sensor Outlier,2019-05-30 22:02:21,0.705,High,405.51,4777.4,Open,2022-04-20 20:56:56,2020-11-19 00:42:12,Statistical
462,93,271,5,44,Seismic Signal,2019-11-30 06:36:16,0.725,Medium,478.86,3817.7,Investigating,2024-02-18 20:19:31,2021-11-15 19:46:03,LSTM Autoencoder
463,3,442,3,29,Pore Pressure Spike,2022-03-10 06:18:37,0.6,High,234.07,448.2,Open,2020-09-28 06:04:02,2021-06-01 04:10:54,LSTM Autoencoder
464,131,244,2,20,Sudden Displacement,2024-01-27 16:50:43,0.93,Medium,181.49,1648.1,Resolved,2018-10-21 06:10:42,2019-09-17 03:02:14,Isolation Forest
465,50,278,2,20,Seismic Signal,2018-01-27 07:05:39,0.55,Low,401.74,897.5,Open,2023-09-03 23:01:39,2020-08-11 00:37:16,Isolation Forest
466,117,121,5,40,Slope Deformation,2022-12-31 09:53:37,0.996,Medium,288.26,1155.2,Open,2022-08-27 14:53:12,2023-04-03 12:07:51,Statistical
467,146,161,1,8,Seismic Signal,2019-06-01 04:31:10,0.9,Low,477.58,2513.4,Open,2021-08-30 20:39:48,2019-08-19 14:12:31,Rule-Based
468,27,383,2,19,Sudden Displacement,2022-11-28 20:40:20,0.555,Medium,5.68,2343.0,Resolved,2020-10-28 21:20:27,2024-04-23 04:02:28,Statistical
469,240,27,5,45,Rainfall Anomaly,2019-01-16 03:45:54,0.756,Critical,303.34,4378.4,Investigating,2018-08-03 01:59:51,2021-06-17 18:07:35,Isolation Forest
470,161,402,3,26,Rainfall Anomaly,2022-12-25 12:00:27,0.968,High,218.95,1932.8,Open,2024-02-07 05:49:51,2022-01-06 14:17:23,LSTM Autoencoder
471,291,171,7,56,Ground Cracking,2018-01-13 11:50:24,0.661,Medium,323.39,244.9,Resolved,2022-03-19 11:20:36,2021-03-24 19:56:06,Isolation Forest
472,241,369,2,16,Ground Cracking,2019-01-03 07:09:59,0.694,Low,48.44,2748.2,Open,2022-06-18 08:32:04,2021-03-06 15:52:49,LSTM Autoencoder
473,256,147,5,41,Vegetation Loss,2021-09-01 20:05:42,0.977,Medium,184.16,1283.7,False Alarm,2022-12-20 00:46:35,2021-01-02 00:19:41,Isolation Forest
474,270,131,4,39,Slope Deformation,2019-07-21 13:55:04,0.564,Medium,189.44,1471.7,Resolved,2019-12-11 11:20:05,2018-12-23 11:13:56,Statistical
475,220,36,6,54,Vegetation Loss,2023-07-12 20:38:07,0.527,Critical,274.49,1383.2,Investigating,2018-04-24 01:22:20,2022-06-10 14:41:40,Rule-Based
476,238,362,4,39,Rainfall Anomaly,2018-08-24 19:20:56,0.506,High,272.61,554.6,Investigating,2019-03-30 23:59:50,2021-06-06 11:51:43,Isolation Forest
477,179,374,4,39,Rainfall Anomaly,2018-11-25 14:10:42,0.663,Low,56.14,1544.3,Resolved,2019-02-01 19:07:55,2022-02-16 23:18:57,Isolation Forest
478,294,2,1,5,Rainfall Anomaly,2020-07-13 15:24:25,0.922,Low,186.92,2923.3,False Alarm,2021-12-15 17:13:59,2018-12-29 01:56:24,LSTM Autoencoder
479,141,77,3,23,Rainfall Anomaly,2024-03-14 04:43:16,0.925,High,349.13,2636.5,Investigating,2018-05-23 12:45:37,2021-08-05 04:27:03,Isolation Forest
480,162,340,5,45,Slope Deformation,2024-07-12 08:41:38,0.791,Low,209.4,4303.1,Investigating,2023-05-06 17:56:23,2019-10-24 08:24:23,LSTM Autoencoder
481,219,492,6,49,Slope Deformation,2022-09-11 16:13:30,0.715,Low,423.39,2303.2,Resolved,2020-01-25 16:01:16,2023-10-31 21:29:34,LSTM Autoencoder
482,154,195,1,8,Slope Deformation,2020-08-12 21:07:08,0.804,Medium,334.39,1910.6,Open,2024-08-17 14:24:04,2020-10-09 10:07:43,Isolation Forest
483,261,149,2,20,Rainfall Anomaly,2020-12-03 11:46:26,0.655,Medium,459.78,1164.6,Resolved,2021-05-01 08:45:58,2024-08-31 12:37:43,Rule-Based
484,120,461,2,19,Sudden Displacement,2021-12-02 03:59:20,0.919,High,375.82,2738.1,False Alarm,2023-01-30 21:01:33,2020-06-09 08:06:23,Statistical
485,176,386,1,5,Pore Pressure Spike,2019-11-27 21:34:37,0.812,Low,110.11,3051.6,False Alarm,2019-01-12 02:00:35,2023-08-10 14:30:20,Rule-Based
486,232,29,2,22,Sudden Displacement,2021-12-02 19:28:56,0.934,Low,13.11,545.2,Open,2020-01-08 18:59:03,2024-10-11 10:44:56,Rule-Based
487,14,405,5,46,Rainfall Anomaly,2018-05-23 17:12:26,0.747,Low,257.99,1201.3,Open,2020-10-28 05:00:39,2018-10-30 06:48:58,Isolation Forest
488,23,15,7,56,Ground Cracking,2022-08-07 16:18:24,0.717,High,388.62,3667.8,False Alarm,2023-10-28 12:01:50,2019-10-18 17:03:28,LSTM Autoencoder
489,241,369,2,16,Pore Pressure Spike,2024-12-27 03:33:55,0.99,Low,416.15,539.2,Resolved,2018-05-18 04:17:42,2019-11-13 12:20:25,Statistical
490,34,350,4,35,Sensor Outlier,2023-02-28 15:01:07,0.691,High,83.64,736.6,Investigating,2024-06-11 18:11:41,2018-03-14 05:02:53,Statistical
491,102,305,5,43,Slope Deformation,2024-09-15 12:58:09,0.553,High,97.16,3444.8,False Alarm,2024-05-20 22:01:46,2018-10-02 12:57:28,Rule-Based
492,120,461,2,19,Ground Cracking,2018-04-24 10:17:03,0.67,Low,374.11,1143.1,Open,2023-05-14 02:24:25,2024-03-25 16:37:43,Isolation Forest
493,282,7,2,21,Ground Cracking,2021-05-06 08:46:11,0.81,Medium,42.3,1700.5,Open,2021-07-16 21:09:52,2019-01-11 00:55:25,LSTM Autoencoder
494,13,265,3,23,Slope Deformation,2021-12-14 00:30:35,0.827,High,290.41,4271.5,False Alarm,2019-08-23 21:45:53,2019-03-08 05:18:33,Rule-Based
495,121,286,3,24,Pore Pressure Spike,2018-05-29 11:56:33,0.641,Critical,433.0,4282.8,Open,2021-05-05 14:18:52,2021-02-03 00:00:48,Rule-Based
496,104,448,2,18,Pore Pressure Spike,2018-11-30 08:34:29,0.563,Medium,488.47,4437.6,Resolved,2021-08-13 13:33:53,2024-12-05 12:58:29,Statistical
497,138,138,6,53,Seismic Signal,2019-10-21 08:07:26,0.68,Low,99.37,4018.5,False Alarm,2018-09-10 19:49:40,2022-08-28 03:32:39,Rule-Based
498,236,133,4,35,Slope Deformation,2021-10-21 06:02:20,0.658,Low,61.61,3903.8,Open,2021-11-15 10:58:54,2021-04-11 11:19:28,Rule-Based
499,297,202,3,31,Vegetation Loss,2018-10-06 21:41:58,0.679,Low,390.34,3566.7,Open,2018-03-12 07:20:25,2024-12-26 23:22:04,Rule-Based
500,92,468,3,28,Ground Cracking,2018-10-05 07:09:46,0.699,Medium,64.75,4349.1,False Alarm,2021-05-04 06:02:03,2019-01-29 17:23:55,Rule-Based
501,142,58,2,22,Slope Deformation,2022-12-10 15:05:51,0.937,Medium,369.22,2559.4,False Alarm,2023-05-20 22:23:57,2019-12-24 00:10:48,Statistical
502,52,103,3,32,Vegetation Loss,2019-11-22 00:48:41,0.681,Medium,281.69,457.7,Open,2022-10-24 00:10:54,2019-08-01 08:02:50,Isolation Forest
503,65,307,3,32,Vegetation Loss,2018-09-07 07:11:48,0.555,Critical,239.0,1957.4,Investigating,2020-05-31 15:02:18,2024-10-04 16:09:46,Statistical
504,140,432,1,6,Sensor Outlier,2024-09-07 08:58:38,0.74,Low,310.9,4596.4,False Alarm,2022-01-14 07:17:20,2024-09-22 06:22:49,LSTM Autoencoder
505,141,77,3,23,Sudden Displacement,2021-08-11 17:26:16,0.997,Low,170.48,1454.8,Investigating,2019-03-14 03:33:18,2018-04-14 02:02:25,LSTM Autoencoder
506,13,265,3,23,Sensor Outlier,2019-01-31 09:26:40,0.853,High,118.17,2807.9,Investigating,2023-03-02 13:35:04,2021-06-27 01:17:03,Rule-Based
507,199,55,3,24,Pore Pressure Spike,2018-10-13 17:56:49,0.566,Critical,362.63,1722.3,Open,2023-07-13 07:38:55,2018-12-19 07:04:41,Statistical
508,173,435,2,18,Sensor Outlier,2021-09-21 04:45:24,0.917,Low,467.55,4401.8,Open,2019-09-24 12:19:40,2024-12-13 05:19:48,Statistical
509,226,28,3,26,Sensor Outlier,2020-08-18 11:52:27,0.835,Medium,48.51,2548.5,Open,2022-07-31 12:02:46,2020-02-14 09:12:44,Statistical
510,240,27,5,45,Slope Deformation,2023-07-12 02:20:26,0.54,High,480.99,1022.5,Open,2021-08-28 11:17:09,2022-01-18 17:50:32,Isolation Forest
511,86,90,6,50,Sudden Displacement,2022-11-21 21:23:47,0.641,Low,97.79,3088.3,Resolved,2018-05-29 17:25:32,2022-10-15 10:31:15,Statistical
512,51,383,3,24,Vegetation Loss,2023-07-18 15:22:12,0.937,Medium,117.77,2833.6,False Alarm,2020-04-20 16:01:15,2022-09-26 23:19:09,Statistical
513,6,186,7,55,Seismic Signal,2020-01-13 23:53:59,0.764,Low,260.74,2999.8,Resolved,2018-04-20 00:08:46,2023-02-06 10:51:06,Statistical
514,84,9,6,50,Rainfall Anomaly,2018-09-10 10:23:18,0.545,Critical,343.69,2146.9,Resolved,2018-12-15 10:20:55,2024-05-17 09:20:13,Rule-Based
515,153,220,3,27,Rainfall Anomaly,2018-12-02 15:27:23,0.787,Medium,223.5,2220.3,Investigating,2023-01-19 20:45:57,2022-12-09 01:40:41,LSTM Autoencoder
516,88,439,6,54,Sudden Displacement,2018-11-04 16:44:05,0.692,Critical,73.01,1519.8,Open,2023-11-14 04:33:08,2022-05-28 23:41:07,Statistical
517,15,343,5,40,Seismic Signal,2022-09-13 21:53:35,0.768,Medium,484.43,8.0,False Alarm,2019-08-06 09:08:27,2023-11-09 05:54:09,Statistical
518,273,164,2,22,Sensor Outlier,2018-06-30 03:57:09,0.952,Low,130.76,1560.2,Open,2018-07-26 22:58:33,2024-01-28 00:46:32,Statistical
519,298,154,6,50,Seismic Signal,2023-06-30 10:11:04,0.527,Medium,220.35,2421.8,Open,2020-06-19 05:35:28,2019-02-25 15:43:07,LSTM Autoencoder
520,267,412,1,3,Vegetation Loss,2020-03-08 16:31:34,0.829,Critical,438.72,4545.1,Investigating,2023-02-05 01:56:32,2020-02-05 07:02:20,LSTM Autoencoder
521,86,90,6,50,Rainfall Anomaly,2021-08-10 16:59:47,0.915,High,453.78,3931.7,Investigating,2024-02-11 07:00:28,2020-12-20 00:05:31,Rule-Based
