record_id,district_id,state_id,station_id,datetime,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_30d_mm,antecedent_rainfall_mm,rainfall_intensity_percentile,threshold_exceeded,source
2494,49,6,STN042,2020-05-28 05:17:30,0.6,1.5,1.7,2.2,5.8,30.0,111.4,7.3,0,Manual
2495,29,3,STN018,2021-11-07 21:17:53,14.2,51.0,63.5,242.3,1957.2,11315.8,320.7,2.1,1,IMD
2496,5,1,STN027,2021-10-19 22:16:53,7.1,15.5,29.4,37.4,324.4,3840.9,36.8,1.0,0,Radar_Derived
2497,60,8,STN023,2021-10-07 20:43:59,1.0,2.3,5.9,12.7,41.1,502.3,217.1,2.5,0,IMD
2498,31,3,STN006,2021-05-30 15:58:53,1.7,6.6,17.4,24.0,232.9,2920.7,399.6,0.8,0,Manual
2499,13,2,STN007,2024-04-30 12:45:51,3.8,8.2,21.2,77.1,214.9,2351.4,390.9,3.3,0,Manual
2500,55,7,STN001,2018-04-25 16:20:46,2.5,8.0,20.9,62.6,428.4,5240.0,9.5,1.2,0,Radar_Derived
2501,49,6,STN040,2022-06-18 22:06:44,9.5,10.6,23.9,57.1,361.8,3653.7,164.6,1.6,0,IMD
2502,15,2,STN007,2019-03-08 17:56:31,0.2,0.7,2.0,4.8,38.1,266.8,454.1,1.8,0,IMD
2503,28,3,STN032,2018-10-03 13:56:20,5.7,6.5,14.0,51.8,282.0,3594.0,273.4,1.4,0,Manual
2504,8,1,STN047,2022-10-09 17:11:01,2.2,5.9,16.9,35.5,256.9,1898.7,306.0,1.9,0,IMD
2505,5,1,STN022,2021-03-27 22:05:42,4.6,4.9,9.9,27.3,128.8,549.7,276.6,5.0,0,IMD
2506,6,1,STN025,2023-07-01 17:31:12,3.2,12.7,26.9,52.8,400.3,4154.2,201.9,1.3,0,Radar_Derived
2507,29,3,STN024,2023-02-20 21:06:44,30.4,82.5,130.4,185.4,510.0,6314.5,100.4,2.9,1,Manual
2508,62,8,STN012,2022-04-26 17:12:39,10.6,31.9,69.4,141.0,389.3,2195.0,448.6,6.4,1,Manual
2509,30,3,STN002,2018-07-06 03:27:35,38.6,78.9,177.6,267.3,1113.9,11764.6,31.0,2.3,1,AWS
2510,34,4,STN049,2022-12-29 17:39:43,31.2,35.3,73.2,271.3,2128.0,16405.9,412.2,1.7,1,Manual
2511,1,1,STN037,2022-06-11 22:56:11,13.4,30.4,85.4,331.7,1063.1,13148.4,283.9,2.5,1,Manual
2512,13,2,STN029,2022-10-11 05:07:54,0.1,0.3,0.8,1.3,10.0,45.5,401.0,2.9,0,IMD
2513,28,3,STN026,2023-03-12 11:17:56,8.7,9.1,26.2,65.3,633.8,3730.6,161.8,1.8,0,AWS
2514,31,3,STN050,2020-11-12 11:50:52,11.7,13.8,27.8,86.5,314.0,3647.5,280.4,2.4,0,AWS
2515,37,4,STN017,2023-10-16 03:54:28,25.7,29.7,85.7,262.9,1552.4,15533.3,67.8,1.7,1,IMD
2516,59,8,STN038,2018-10-15 13:58:55,32.5,76.6,170.9,571.1,1276.0,7953.1,455.2,7.2,1,AWS
2517,1,1,STN011,2023-12-14 17:35:45,1.8,3.0,5.7,21.4,179.2,543.4,280.8,3.9,0,Radar_Derived
2518,31,3,STN003,2018-10-11 10:42:10,22.4,42.6,57.3,103.3,412.1,1456.0,477.5,7.1,1,AWS
2519,52,6,STN010,2019-01-23 00:57:13,56.7,136.9,370.6,1278.8,2921.2,15227.1,365.0,8.4,1,Manual
2520,10,1,STN032,2018-04-09 18:32:13,1.1,3.9,10.6,40.6,100.9,1242.7,94.0,3.3,0,Radar_Derived
2521,7,1,STN020,2024-01-26 17:41:13,21.3,80.9,201.7,387.6,852.4,11394.1,274.7,3.4,1,Radar_Derived
2522,41,5,STN023,2024-09-19 17:51:45,5.1,10.7,22.6,62.9,374.0,3394.1,339.9,1.9,0,Manual
2523,27,3,STN042,2022-12-05 08:34:56,1.7,2.7,7.0,15.4,153.3,763.6,167.3,2.0,0,Manual
2524,27,3,STN018,2023-03-07 02:59:44,56.0,180.0,461.5,866.7,4415.6,56429.0,272.1,1.5,1,Manual
2525,59,8,STN004,2022-07-27 13:50:05,24.3,44.0,46.2,55.9,410.7,5226.4,78.5,1.1,0,Manual
2526,46,5,STN008,2024-03-21 03:06:44,5.3,12.6,17.1,22.3,148.9,1904.4,305.2,1.2,0,AWS
2527,27,3,STN047,2020-01-12 02:24:35,3.2,4.9,5.1,5.8,20.6,255.5,33.9,2.3,0,IMD
2528,59,8,STN038,2019-06-20 08:16:13,2.0,4.1,11.5,21.7,158.7,1994.6,429.3,1.1,0,Radar_Derived
2529,19,2,STN010,2024-06-05 12:47:07,12.3,30.4,77.0,259.8,2097.8,29137.0,68.8,0.9,1,Radar_Derived
2530,44,5,STN014,2018-10-07 16:55:35,8.4,9.3,26.3,50.7,259.3,831.8,221.5,6.1,0,Manual
2531,47,6,STN023,2023-05-02 02:36:39,0.8,1.8,3.5,6.5,20.7,217.8,127.1,3.0,0,IMD
2532,7,1,STN018,2018-04-12 14:41:35,14.8,53.1,155.7,465.6,3990.5,40585.0,412.9,1.1,1,IMD
2533,32,3,STN004,2020-02-25 16:51:14,18.9,35.5,68.3,242.6,912.6,5639.9,148.8,4.3,1,IMD
2534,27,3,STN043,2021-05-02 21:42:36,1.4,4.9,8.0,18.7,159.2,663.4,362.2,2.8,0,Manual
2535,4,1,STN002,2021-02-21 16:57:45,8.5,29.5,45.1,81.1,575.6,7160.7,448.2,1.1,0,Manual
2536,28,3,STN020,2022-07-31 12:13:38,6.6,22.7,24.6,31.2,245.1,866.7,103.7,3.6,0,Manual
2537,60,8,STN032,2022-01-01 20:37:39,12.5,35.7,78.4,152.6,799.3,5812.4,140.2,2.6,1,Radar_Derived
2538,32,3,STN025,2022-06-14 14:51:16,33.3,104.7,150.7,468.4,1323.5,18532.6,382.2,2.5,1,Manual
2539,59,8,STN001,2020-05-20 05:19:49,1.5,2.0,6.0,10.6,51.1,583.6,436.1,1.8,0,Manual
2540,47,6,STN019,2019-06-30 03:19:25,1.0,1.0,2.1,3.3,31.5,110.7,26.4,3.0,0,IMD
2541,49,6,STN040,2024-04-15 06:27:23,0.8,1.5,3.2,6.3,46.2,436.3,113.4,1.4,0,Radar_Derived
2542,23,3,STN014,2024-12-12 14:36:48,0.3,0.6,1.8,3.0,12.1,38.8,24.7,7.7,0,Manual
2543,3,1,STN038,2021-09-21 01:42:59,31.7,126.7,195.7,760.7,2204.6,30708.0,488.6,2.5,1,IMD
2544,9,1,STN047,2024-10-24 09:11:46,1.6,5.5,12.8,34.3,229.3,695.0,95.6,4.9,0,IMD
2545,10,1,STN049,2019-02-01 11:21:58,8.5,23.2,62.4,201.0,1319.4,6695.0,134.0,3.0,1,Radar_Derived
2546,8,1,STN028,2022-05-23 10:20:58,16.2,34.6,37.8,99.7,286.5,2476.7,0.1,4.0,0,AWS
2547,36,4,STN003,2020-10-16 04:44:22,2.2,3.5,4.0,7.4,72.5,822.5,311.2,0.9,0,Radar_Derived
2548,38,4,STN010,2018-10-17 20:26:21,0.8,2.8,8.3,11.3,28.3,378.4,429.8,3.0,0,Radar_Derived
2549,36,4,STN032,2019-12-30 12:07:07,6.8,16.6,22.3,47.4,301.5,3668.7,128.7,1.3,0,IMD
2550,56,7,STN014,2022-01-24 10:40:37,9.1,34.4,49.8,79.5,227.2,1001.2,401.7,7.9,0,IMD
2551,47,6,STN012,2021-06-25 06:16:45,11.0,23.5,41.7,145.3,419.9,2274.2,347.2,6.4,1,Radar_Derived
2552,12,1,STN006,2021-10-02 07:37:17,30.9,54.8,138.4,139.3,1214.2,7889.0,363.9,1.8,1,AWS
2553,1,1,STN022,2024-03-15 08:38:35,3.3,12.5,21.8,62.3,336.7,1259.2,239.8,4.9,0,IMD
2554,59,8,STN013,2020-02-13 11:15:13,32.4,56.2,104.4,299.2,749.2,6231.3,55.5,4.8,1,IMD
2555,44,5,STN001,2023-01-11 21:22:24,4.6,6.6,19.3,34.4,271.9,2467.5,279.3,1.4,0,Radar_Derived
2556,6,1,STN010,2020-03-24 21:21:49,7.4,20.9,59.5,60.3,512.3,1794.6,368.8,3.4,0,IMD
2557,31,3,STN009,2024-05-05 08:43:43,7.5,16.2,42.0,90.7,474.4,2526.3,456.4,3.6,0,AWS
2558,49,6,STN039,2022-07-15 23:11:44,7.3,12.7,26.5,63.0,281.1,921.2,334.3,6.8,0,AWS
2559,6,1,STN019,2020-03-17 22:22:38,17.4,56.2,156.9,263.9,1075.8,14832.1,492.8,1.8,1,AWS
2560,59,8,STN035,2023-09-25 03:49:22,21.6,45.4,102.1,349.6,737.6,2688.6,277.6,13.0,1,Radar_Derived
2561,19,2,STN020,2023-03-01 14:58:01,4.9,12.9,18.2,36.6,226.2,3214.5,308.9,1.1,0,AWS
2562,18,2,STN048,2021-03-09 04:14:56,3.9,4.4,9.2,17.8,143.5,857.2,399.7,2.1,0,Radar_Derived
2563,2,1,STN026,2019-08-17 13:12:34,12.2,20.6,25.1,35.4,154.5,2173.6,372.5,1.6,0,Radar_Derived
2564,18,2,STN023,2020-11-16 11:26:45,11.4,39.0,106.1,317.4,2282.8,29828.3,271.2,1.1,1,Radar_Derived
2565,24,3,STN038,2020-01-20 15:38:52,9.1,17.6,35.8,123.8,422.5,4516.1,147.4,2.7,1,Manual
2566,34,4,STN009,2023-03-02 15:07:36,13.2,27.0,31.4,91.1,636.8,6398.7,55.3,1.4,0,AWS
2567,26,3,STN020,2021-06-24 21:28:30,1.8,2.3,4.8,19.2,170.9,601.6,386.7,3.2,0,Manual
2568,29,3,STN050,2018-01-08 17:11:12,0.9,2.5,4.4,10.6,33.3,304.5,273.0,3.5,0,Manual
2569,45,5,STN017,2019-11-30 14:07:40,16.4,58.0,88.7,175.4,1663.0,24473.2,463.1,0.7,1,Manual
2570,8,1,STN011,2019-03-24 20:52:43,47.5,176.1,440.9,1285.3,5740.8,47779.6,187.1,2.7,1,Radar_Derived
2571,49,6,STN047,2020-07-27 12:21:07,19.1,31.6,80.7,86.4,489.9,5638.5,96.4,1.5,0,Radar_Derived
2572,49,6,STN008,2019-10-30 11:01:24,15.4,24.0,59.2,83.6,787.7,4433.1,428.5,1.9,0,Manual
2573,33,4,STN008,2020-09-11 19:40:42,5.9,23.4,54.3,67.8,566.0,8460.7,341.1,0.8,0,Radar_Derived
2574,41,5,STN012,2020-12-17 11:09:16,0.3,0.6,1.3,2.0,17.1,125.8,31.7,1.6,0,Manual
2575,50,6,STN023,2019-10-04 05:38:09,9.5,23.3,24.9,52.2,348.8,3354.2,177.6,1.6,0,Manual
2576,59,8,STN021,2021-03-12 04:10:53,0.4,0.8,2.4,7.6,42.7,219.2,392.3,3.5,0,IMD
2577,12,1,STN039,2023-08-27 21:44:56,11.5,25.4,37.5,110.8,820.9,9228.3,228.0,1.2,1,Radar_Derived
2578,48,6,STN014,2019-08-22 06:03:00,9.8,22.7,50.3,180.0,869.5,12948.3,437.6,1.4,1,Radar_Derived
2579,51,6,STN028,2020-02-13 04:38:56,4.7,16.4,29.3,65.7,168.5,1209.0,211.6,5.4,0,Radar_Derived
2580,18,2,STN036,2022-03-22 06:31:18,17.0,19.6,44.8,73.4,377.7,5465.1,258.3,1.3,0,IMD
2581,9,1,STN025,2023-09-26 14:52:07,11.4,22.8,45.7,170.2,367.4,2100.3,382.5,8.1,1,Radar_Derived
2582,22,2,STN035,2021-08-27 05:11:32,7.2,17.3,42.7,99.8,568.6,7755.5,29.0,1.3,0,AWS
2583,57,7,STN019,2019-01-04 00:48:23,20.1,76.9,162.6,554.9,3111.7,40716.2,186.5,1.4,1,Radar_Derived
2584,6,1,STN038,2024-08-06 08:42:47,11.8,27.5,46.1,163.0,1614.9,16546.1,24.9,1.0,1,Manual
2585,61,8,STN043,2020-11-22 01:51:44,6.4,25.5,58.1,176.7,676.8,4368.5,209.0,4.0,1,IMD
2586,21,2,STN022,2021-10-01 05:53:56,3.0,3.3,4.2,9.7,82.1,962.8,26.9,1.0,0,Manual
2587,36,4,STN005,2019-04-15 07:59:01,22.4,87.9,245.1,682.2,2404.5,9365.0,216.8,7.3,1,Manual
2588,41,5,STN044,2019-05-21 11:51:08,1.6,5.2,14.2,25.4,211.8,774.6,407.3,3.3,0,Radar_Derived
2589,2,1,STN044,2023-05-22 02:57:47,19.6,48.3,140.3,301.7,2553.1,8030.1,437.1,3.8,1,IMD
2590,25,3,STN049,2018-02-10 13:03:59,4.2,15.2,36.8,68.8,332.9,1350.7,114.6,5.1,0,Manual
2591,2,1,STN045,2019-02-03 21:18:46,3.3,7.8,8.1,13.0,79.7,779.6,377.4,1.7,0,AWS
2592,21,2,STN015,2019-02-19 14:12:47,1.6,3.0,3.7,13.7,66.7,324.2,325.5,4.2,0,IMD
2593,5,1,STN016,2020-12-03 02:18:56,8.0,30.4,38.8,124.0,809.8,10913.7,192.3,1.1,1,AWS
2594,21,2,STN041,2019-12-16 15:15:34,2.3,8.9,20.5,58.4,484.9,4632.8,203.9,1.3,0,Radar_Derived
2595,59,8,STN040,2021-01-04 10:48:25,7.1,25.2,47.3,183.6,1618.7,21913.8,309.8,0.8,1,Radar_Derived
2596,37,4,STN043,2024-08-12 13:21:36,1.1,4.3,6.4,20.8,186.5,2391.8,489.8,0.9,0,Manual
2597,40,5,STN014,2018-01-21 14:41:44,8.1,16.1,43.7,109.5,438.4,4740.1,31.0,2.3,1,AWS
2598,52,6,STN049,2020-08-15 01:30:52,20.8,27.9,83.5,161.0,819.4,5701.6,343.7,2.8,1,AWS
2599,36,4,STN028,2018-02-23 02:04:32,2.9,6.5,14.5,17.4,105.9,1315.4,447.6,1.3,0,IMD
2600,45,5,STN042,2020-06-16 15:33:03,1.2,1.4,2.7,6.8,48.6,307.4,393.7,2.2,0,Manual
2601,21,2,STN015,2019-07-04 11:25:30,1.4,5.5,15.5,18.5,137.7,961.4,479.1,1.9,0,IMD
2602,1,1,STN037,2021-01-21 11:46:43,11.4,15.9,27.1,88.6,630.6,2896.4,203.3,3.1,0,Manual
2603,6,1,STN020,2022-11-12 05:43:56,20.1,71.4,72.4,289.6,1835.3,16981.8,486.9,1.7,1,Radar_Derived
2604,42,5,STN027,2021-05-07 23:50:06,3.7,8.8,16.6,24.6,149.0,1029.8,475.7,2.4,0,AWS
2605,6,1,STN049,2021-02-16 18:14:22,3.4,9.1,22.2,70.2,416.8,1966.2,208.1,3.6,0,IMD
2606,38,4,STN044,2024-10-24 23:02:15,5.9,14.2,21.2,27.4,228.6,2930.0,159.5,0.9,0,AWS
2607,51,6,STN030,2021-07-28 18:14:13,4.0,10.5,12.9,51.3,376.4,3955.7,287.3,1.3,0,IMD
2608,43,5,STN002,2023-07-21 08:59:52,5.6,19.9,25.2,69.6,569.4,7260.0,468.1,1.0,0,IMD
2609,7,1,STN034,2023-08-30 04:06:48,26.9,87.5,164.4,586.2,4752.1,16087.9,333.1,3.6,1,Manual
2610,58,7,STN021,2024-01-02 21:40:43,11.5,45.8,49.9,71.5,270.7,2234.9,234.2,3.2,0,Radar_Derived
2611,31,3,STN046,2020-10-19 04:53:23,21.9,60.5,106.7,394.6,3710.4,46074.1,88.0,0.9,1,Radar_Derived
2612,14,2,STN049,2023-07-23 04:13:35,0.3,0.7,2.1,2.8,24.7,293.5,408.1,1.0,0,Radar_Derived
2613,12,1,STN039,2022-04-24 21:57:24,7.4,24.5,33.4,56.3,188.8,1843.7,29.4,3.1,0,Manual
2614,11,1,STN026,2024-01-30 10:47:43,3.4,7.4,7.4,21.9,169.2,1849.4,498.7,1.2,0,Manual
2615,60,8,STN033,2024-10-15 19:50:55,2.7,3.9,8.8,26.5,225.3,1296.2,366.9,2.0,0,Manual
2616,20,2,STN009,2019-01-24 15:38:20,54.3,103.1,245.6,819.5,4368.3,58710.7,374.0,1.4,1,Manual
2617,20,2,STN027,2019-11-21 08:01:54,14.9,45.5,114.5,337.4,3365.7,13996.2,465.9,2.4,1,IMD
2618,28,3,STN047,2022-05-03 09:53:06,6.7,7.8,11.2,26.0,55.3,813.9,441.3,3.2,0,Manual
2619,52,6,STN009,2019-04-24 04:47:58,0.4,1.4,3.3,3.5,31.4,379.5,13.1,0.9,0,Manual
2620,27,3,STN038,2018-01-27 04:46:35,11.0,14.2,28.3,70.8,428.7,1346.2,405.1,5.3,0,Manual
2621,10,1,STN004,2023-05-10 10:15:01,32.6,87.5,208.7,754.2,2388.6,18035.8,299.3,4.2,1,Radar_Derived
2622,60,8,STN029,2020-07-13 08:39:20,22.1,56.7,165.6,382.4,954.6,11304.1,357.3,3.4,1,IMD
2623,34,4,STN024,2024-03-25 10:48:17,8.6,27.0,64.2,131.6,722.9,6474.4,421.9,2.0,1,AWS
2624,62,8,STN008,2019-08-09 14:04:46,9.2,32.7,42.0,53.7,160.1,1285.2,30.1,4.2,0,Radar_Derived
2625,33,4,STN016,2023-04-28 04:56:01,63.0,208.9,315.6,933.2,4217.7,25792.9,39.1,3.6,1,AWS
2626,9,1,STN043,2021-08-28 17:05:44,8.8,19.6,29.5,107.5,411.2,5393.8,151.9,2.0,1,AWS
2627,57,7,STN025,2019-08-12 11:41:58,5.0,6.7,11.2,43.2,308.8,3158.7,337.9,1.4,0,IMD
2628,22,2,STN036,2018-11-25 17:31:44,4.8,18.0,18.1,68.2,342.6,1141.8,31.8,6.0,0,Radar_Derived
2629,44,5,STN045,2018-09-24 18:22:47,7.1,8.5,14.9,38.6,139.8,668.5,348.1,5.8,0,Radar_Derived
2630,21,2,STN013,2022-10-19 12:49:07,3.6,3.8,4.4,5.3,30.9,227.3,28.5,2.3,0,AWS
2631,53,6,STN030,2021-05-17 22:12:24,10.4,15.9,18.0,27.0,196.7,2542.5,193.6,1.1,0,IMD
2632,62,8,STN034,2024-10-05 21:05:08,3.7,7.3,17.7,21.2,56.1,607.5,312.5,3.5,0,AWS
2633,51,6,STN014,2024-02-16 14:13:01,0.5,1.1,2.9,8.6,73.4,924.1,294.7,0.9,0,Manual
2634,61,8,STN030,2020-07-19 14:47:29,4.6,17.7,44.0,167.0,1558.7,16711.3,10.8,1.0,1,Manual
2635,24,3,STN009,2018-05-09 15:08:49,4.1,16.3,40.6,64.1,325.8,3262.2,347.1,2.0,0,AWS
2636,16,2,STN002,2024-08-26 16:55:56,36.8,117.6,202.5,636.3,1960.5,14691.4,145.2,4.3,1,Manual
2637,52,6,STN009,2019-11-24 16:21:55,25.5,45.3,126.2,411.1,3244.1,15490.0,440.5,2.7,1,Radar_Derived
2638,55,7,STN007,2020-08-21 06:47:12,26.3,43.1,73.1,94.9,870.1,12017.8,53.9,0.8,0,IMD
2639,43,5,STN042,2020-09-26 15:08:13,11.9,42.9,79.0,248.9,1733.3,15841.6,371.2,1.6,1,IMD
2640,61,8,STN014,2022-02-26 23:40:11,13.5,19.6,51.5,63.3,388.2,1304.2,286.2,4.9,0,AWS
2641,43,5,STN047,2018-07-20 16:30:37,8.4,30.7,43.4,121.7,1044.7,5494.0,402.7,2.2,1,IMD
2642,41,5,STN042,2024-10-23 17:51:27,17.3,18.4,19.1,62.5,576.8,2791.1,281.9,2.2,0,IMD
2643,35,4,STN008,2020-12-25 07:13:48,3.8,15.2,39.8,148.1,795.8,11786.8,124.1,1.3,1,Manual
2644,33,4,STN046,2024-04-17 00:23:34,7.4,24.6,48.5,186.9,1260.4,11347.3,228.6,1.6,1,Radar_Derived
2645,37,4,STN004,2020-01-01 08:18:26,3.0,4.4,6.2,12.6,83.1,969.6,316.9,1.3,0,Radar_Derived
2646,18,2,STN033,2021-01-24 00:44:46,29.3,80.6,191.2,461.8,4177.3,41446.1,403.8,1.1,1,Manual
2647,17,2,STN010,2019-09-19 20:16:35,8.7,9.7,15.5,33.5,221.5,2725.7,407.5,1.2,0,Radar_Derived
2648,13,2,STN042,2024-10-21 03:21:57,9.8,20.3,41.0,92.2,571.5,8211.9,136.6,1.1,0,AWS
2649,54,6,STN018,2024-01-16 08:56:21,33.0,65.1,120.0,324.0,2938.7,15455.6,377.8,2.1,1,Radar_Derived
2650,13,2,STN014,2020-12-03 11:43:28,0.6,1.8,2.1,5.1,50.2,682.6,188.9,0.7,0,IMD
2651,61,8,STN046,2021-04-08 09:42:27,4.9,12.5,19.2,52.9,327.8,3369.5,462.9,1.6,0,Manual
2652,31,3,STN008,2018-07-21 15:02:24,1.2,2.1,2.2,3.4,24.7,319.0,169.7,1.1,0,Radar_Derived
2653,1,1,STN025,2021-12-07 16:21:54,4.3,6.6,16.6,55.5,545.7,1787.0,335.9,3.1,0,Manual
2654,14,2,STN028,2018-03-18 23:17:34,7.2,28.5,58.9,183.1,1360.7,15837.0,33.2,1.2,1,IMD
2655,32,3,STN019,2021-08-16 14:47:20,5.8,14.9,18.8,55.5,464.4,4728.0,339.6,1.2,0,IMD
2656,59,8,STN033,2024-07-07 21:30:14,10.5,12.0,22.2,86.5,657.3,7993.1,232.6,1.1,0,Manual
2657,28,3,STN029,2020-10-24 06:12:19,27.0,72.9,172.3,200.1,941.2,11739.9,55.1,1.7,1,AWS
2658,14,2,STN013,2021-04-06 07:47:05,40.0,96.4,122.3,373.4,2836.8,29697.7,211.2,1.3,1,AWS
2659,7,1,STN033,2023-09-06 11:15:47,3.0,9.9,17.6,24.2,179.8,803.4,372.7,3.0,0,Manual
2660,62,8,STN010,2022-04-11 06:57:10,2.3,2.9,5.5,21.3,131.2,1505.6,458.4,1.4,0,Radar_Derived
2661,31,3,STN033,2024-02-23 09:26:09,33.9,71.7,113.3,119.6,906.1,3700.1,209.8,3.2,1,AWS
2662,31,3,STN011,2022-06-24 07:47:19,0.5,1.7,3.6,6.7,36.9,428.0,361.5,1.6,0,IMD
2663,36,4,STN005,2023-08-23 22:55:08,6.2,18.2,52.9,178.5,1620.2,19920.6,375.0,0.9,1,Manual
2664,34,4,STN011,2024-01-15 17:48:08,6.3,19.5,30.0,101.6,417.1,2417.6,223.3,4.2,1,IMD
2665,35,4,STN045,2023-12-06 12:40:34,14.2,27.7,43.2,168.3,1464.6,9412.5,230.4,1.8,1,Manual
2666,54,6,STN045,2023-01-06 05:28:16,28.1,90.8,198.9,319.5,2877.8,31098.8,300.0,1.0,1,IMD
2667,29,3,STN005,2019-06-09 07:12:27,5.9,7.7,9.9,13.1,63.4,903.2,381.6,1.5,0,AWS
2668,29,3,STN016,2024-08-09 21:37:28,6.0,18.6,19.4,58.9,235.8,2690.2,458.7,2.2,0,Radar_Derived
2669,6,1,STN014,2022-06-06 08:12:09,2.8,7.5,20.7,80.8,419.2,1899.5,252.9,4.3,0,Radar_Derived
2670,21,2,STN049,2021-10-21 08:46:32,3.4,12.0,18.8,22.6,45.9,661.4,342.5,3.4,0,Radar_Derived
2671,38,4,STN045,2023-10-31 16:21:29,5.2,5.3,12.5,27.7,148.0,1615.3,195.2,1.7,0,Radar_Derived
2672,37,4,STN014,2024-07-09 18:47:11,6.8,17.8,51.1,110.7,854.3,11461.2,352.0,1.0,1,Radar_Derived
2673,38,4,STN034,2024-09-12 01:45:54,8.4,26.9,77.2,296.6,2085.5,26606.7,249.9,1.1,1,AWS
2674,61,8,STN045,2020-09-23 16:04:56,0.1,0.4,0.6,2.2,9.3,84.5,95.5,2.6,0,Manual
2675,51,6,STN044,2019-09-06 22:45:24,3.0,6.6,10.4,18.3,83.7,945.2,96.6,1.9,0,AWS
2676,10,1,STN042,2021-09-09 00:23:19,10.5,25.2,51.5,131.9,960.8,8657.0,277.9,1.5,1,IMD
2677,49,6,STN024,2024-06-25 10:16:30,3.4,3.5,4.4,17.5,138.0,785.7,399.0,2.2,0,AWS
2678,43,5,STN029,2019-01-21 09:55:11,19.0,35.2,82.8,246.6,611.8,2736.6,455.2,9.0,1,Radar_Derived
2679,56,7,STN012,2021-01-21 19:10:34,8.0,15.1,16.1,51.8,340.5,3501.4,209.6,1.5,0,Radar_Derived
2680,15,2,STN034,2021-10-10 07:40:29,3.8,14.5,19.6,28.5,167.5,675.1,427.6,4.2,0,IMD
2681,22,2,STN025,2018-01-23 05:58:11,1.6,4.0,4.3,6.5,60.9,686.8,118.4,0.9,0,AWS
2682,30,3,STN035,2018-03-11 01:24:34,3.7,10.5,19.1,75.6,241.0,3097.2,280.2,2.4,0,Manual
2683,21,2,STN024,2018-06-11 14:40:37,2.1,7.0,19.1,19.5,146.5,1723.3,66.7,1.1,0,AWS
2684,52,6,STN020,2020-12-31 21:50:45,9.0,14.9,33.6,118.6,237.3,1768.3,328.2,6.7,1,Radar_Derived
2685,4,1,STN018,2019-05-12 18:12:26,2.9,9.9,27.4,49.9,139.2,1820.8,484.2,2.7,0,IMD
2686,33,4,STN009,2020-01-15 05:18:07,2.5,7.8,10.4,33.3,165.9,652.8,63.6,5.1,0,AWS
2687,13,2,STN048,2019-10-10 23:48:51,1.3,3.5,8.0,11.3,87.4,592.3,443.6,1.9,0,IMD
2688,19,2,STN012,2023-07-21 07:20:02,1.9,2.5,3.8,14.5,100.6,775.7,46.5,1.9,0,IMD
2689,39,4,STN038,2021-10-22 07:43:09,33.2,33.2,73.7,184.8,808.9,8856.0,89.5,2.1,1,IMD
2690,52,6,STN019,2020-10-07 20:20:53,1.3,3.8,8.7,26.6,79.2,1053.3,234.2,2.5,0,IMD
2691,32,3,STN027,2020-09-16 00:42:06,9.0,26.7,72.2,234.9,672.8,4249.6,460.7,5.5,1,IMD
2692,53,6,STN028,2023-01-01 01:05:42,3.5,13.4,13.4,50.6,223.3,3290.8,406.8,1.5,0,AWS
2693,53,6,STN002,2022-07-23 08:42:22,4.8,6.9,15.5,44.8,310.4,1633.0,88.2,2.7,0,Radar_Derived
2694,13,2,STN028,2022-02-16 04:41:44,11.0,43.1,95.7,133.3,1318.3,15496.8,63.1,0.9,1,Manual
2695,25,3,STN023,2022-08-15 22:46:29,9.6,12.3,31.0,72.4,631.7,8668.6,71.2,0.8,0,Manual
2696,52,6,STN018,2018-03-19 03:14:01,4.3,11.7,14.8,50.2,200.0,2393.3,154.7,2.1,0,Radar_Derived
2697,52,6,STN003,2023-02-20 21:12:01,5.0,11.4,23.9,57.8,370.4,3053.2,57.9,1.9,0,AWS
2698,61,8,STN004,2019-07-13 22:09:34,12.1,22.6,34.7,49.4,395.3,3218.8,195.1,1.5,0,Manual
2699,21,2,STN044,2018-09-06 03:20:50,5.7,16.9,22.5,76.3,312.5,1368.8,378.2,5.6,0,Radar_Derived
2700,1,1,STN019,2021-09-23 20:47:39,7.8,24.3,51.0,94.3,546.0,1871.2,331.9,5.0,0,Radar_Derived
2701,20,2,STN040,2023-03-04 21:06:53,6.6,18.1,24.3,65.4,180.6,2326.7,111.4,2.8,0,Manual
2702,15,2,STN013,2024-02-08 09:52:13,0.2,0.6,1.1,2.6,15.8,84.8,58.9,3.1,0,AWS
2703,59,8,STN050,2018-07-24 16:21:44,1.7,5.0,9.0,18.1,112.0,1656.0,129.1,1.1,0,IMD
2704,22,2,STN035,2022-01-07 13:22:46,9.6,20.1,43.6,105.2,426.7,2527.9,302.9,4.2,1,Manual
2705,61,8,STN003,2020-10-25 09:48:45,56.8,165.3,264.7,955.9,9420.1,91936.1,443.9,1.0,1,AWS
2706,49,6,STN044,2018-03-13 18:23:17,3.9,7.1,15.7,24.3,150.9,583.7,48.9,4.2,0,Radar_Derived
2707,57,7,STN045,2024-05-25 09:59:57,8.8,32.7,92.2,143.0,873.6,4095.3,317.8,3.5,1,Manual
2708,43,5,STN033,2023-02-24 09:09:28,30.0,111.6,310.3,1079.0,5700.0,32117.3,426.1,3.4,1,Manual
2709,53,6,STN042,2021-10-29 00:36:50,20.4,79.9,164.8,498.0,3825.3,14558.3,217.1,3.4,1,AWS
