building_id,state_id,district_id,lat,lon,use_type,construction_type,num_floors,construction_year,occupancy,footprint_sqm,structural_condition,landslide_exposure,replacement_value_inr
837,50,6,23.7957,92.25888,Residential,Reinforced Concrete,3,1980,50,117.7,Good,Negligible,1561730.0
838,32,3,25.44621,95.99005,Commercial,Masonry,6,1957,40,287.6,Dilapidated,Low,1168615.0
839,5,1,23.79608,94.97586,Mixed,Kutcha,4,2019,43,108.0,Good,Low,1135909.0
840,33,4,23.59319,99.80168,Institutional,Timber,5,1988,7,375.5,Dilapidated,High,95355.0
841,18,2,28.71133,98.61708,Mixed,Timber,1,1955,16,413.5,Dilapidated,Medium,1926131.0
842,7,1,26.43751,92.36493,Commercial,Reinforced Concrete,6,1956,16,208.6,Good,Low,269610.0
843,51,6,29.61166,91.03244,Residential,Timber,2,1999,11,269.8,Dilapidated,High,101657.0
844,7,1,26.47084,92.32294,Commercial,Masonry,2,1983,30,462.9,Good,Low,4468075.0
845,47,6,29.4385,99.35549,Commercial,Timber,1,1981,38,37.5,Good,Low,3024272.0
846,39,4,27.33388,91.21036,Industrial,Kutcha,6,1958,50,309.4,Poor,High,2601421.0
847,27,3,25.1859,90.53521,Institutional,Kutcha,6,1966,7,387.2,Good,Negligible,3521565.0
848,19,2,24.08401,96.55545,Residential,Masonry,4,1962,22,239.0,Good,Medium,1410064.0
849,55,7,29.11309,94.06213,Industrial,Timber,6,2005,49,483.3,Poor,Low,1057303.0
850,4,1,26.87062,90.44122,Institutional,Kutcha,3,1995,37,359.6,Fair,Negligible,567561.0
851,60,8,24.73546,95.81471,Mixed,Timber,1,1965,34,227.2,Dilapidated,High,3805524.0
852,19,2,24.33472,96.30823,Residential,Reinforced Concrete,6,2021,36,407.5,Good,Low,2918704.0
853,7,1,26.34006,92.21445,Commercial,Timber,4,1982,41,217.9,Good,Negligible,4130205.0
854,53,6,28.1366,91.20672,Residential,Masonry,2,1955,49,338.7,Fair,High,1482633.0
855,30,3,25.78427,92.72966,Commercial,Timber,5,1982,48,330.2,Dilapidated,Negligible,2675960.0
856,45,5,28.59871,95.25407,Industrial,Timber,4,1993,15,496.4,Poor,Negligible,3274043.0
857,38,4,29.94323,98.66414,Residential,Steel,2,1990,10,338.7,Dilapidated,Medium,3146912.0
858,53,6,27.99686,91.1323,Institutional,Timber,2,2023,16,286.0,Fair,High,4962520.0
859,29,3,25.93902,98.70327,Mixed,Steel,1,1970,10,441.2,Fair,Medium,646400.0
860,20,2,23.37775,93.42803,Institutional,Masonry,1,2010,22,179.7,Fair,Low,4069227.0
861,58,7,27.39561,94.23455,Mixed,Kutcha,5,1973,39,309.6,Good,High,2700829.0
862,30,3,25.73577,92.546,Residential,Kutcha,2,2023,1,392.2,Poor,Negligible,3454610.0
863,5,1,23.66926,95.24927,Residential,Kutcha,5,2012,42,269.7,Dilapidated,Low,841444.0
864,44,5,29.34471,98.76704,Industrial,Reinforced Concrete,6,1976,21,119.6,Dilapidated,Negligible,4211344.0
865,3,1,27.25711,99.10819,Commercial,Steel,6,1956,6,186.2,Poor,Low,62719.0
866,40,5,27.82139,97.7677,Mixed,Masonry,6,1967,30,52.3,Fair,High,2024918.0
867,60,8,24.66855,95.93972,Commercial,Steel,2,1952,4,126.4,Dilapidated,Negligible,4351588.0
868,10,1,23.76014,97.69697,Residential,Reinforced Concrete,2,1999,45,62.7,Dilapidated,Low,4332393.0
869,43,5,29.93083,97.74249,Mixed,Steel,6,1972,34,394.3,Good,Low,2088173.0
870,50,6,23.90487,92.26874,Residential,Steel,1,1966,35,463.6,Poor,Negligible,2982818.0
871,14,2,22.69,93.09163,Mixed,Steel,4,1986,29,111.6,Fair,Medium,3101032.0
872,36,4,25.17822,90.62194,Mixed,Steel,1,1954,16,240.9,Fair,Low,2107909.0
873,5,1,23.91617,94.88797,Residential,Kutcha,6,2009,24,98.1,Fair,Low,2964593.0
874,29,3,26.06458,98.77499,Institutional,Masonry,6,1969,8,65.3,Poor,Negligible,4766038.0
875,6,1,26.48229,97.31815,Commercial,Steel,1,1968,26,51.1,Fair,Medium,3792510.0
876,26,3,23.95025,90.40293,Mixed,Steel,6,2015,33,232.0,Dilapidated,Low,2221335.0
877,12,1,26.79677,98.13565,Institutional,Masonry,2,1970,3,467.0,Good,Low,77855.0
878,23,3,27.73523,91.45399,Industrial,Kutcha,1,1968,6,425.3,Poor,Medium,3804182.0
879,32,3,25.62596,95.8722,Mixed,Reinforced Concrete,1,2015,2,130.4,Fair,Low,4451998.0
880,24,3,24.34234,99.22914,Industrial,Steel,6,1951,24,394.6,Fair,Negligible,3842430.0
881,53,6,28.05648,91.1904,Institutional,Kutcha,5,1992,6,374.0,Good,High,3473783.0
882,20,2,23.18256,93.69077,Mixed,Reinforced Concrete,2,1959,39,153.2,Poor,Low,4259206.0
883,20,2,23.26574,93.67586,Institutional,Reinforced Concrete,4,2018,35,167.7,Fair,High,3553410.0
884,14,2,22.54207,92.97712,Commercial,Kutcha,2,1960,41,104.4,Dilapidated,Negligible,4754809.0
885,32,3,25.54239,95.78261,Residential,Masonry,3,2012,50,343.2,Fair,Low,2614225.0
886,28,3,29.12731,93.31896,Institutional,Steel,4,1990,22,352.4,Dilapidated,Negligible,383359.0
887,53,6,28.02387,91.26068,Mixed,Kutcha,4,1984,2,272.2,Poor,Medium,2650357.0
888,59,8,25.58678,92.49961,Institutional,Masonry,2,1964,37,158.5,Fair,Negligible,1527128.0
889,26,3,23.9205,90.31661,Mixed,Masonry,6,1982,28,408.3,Fair,High,1545062.0
890,42,5,22.14722,97.32249,Industrial,Timber,2,2017,13,330.1,Good,Medium,443279.0
891,57,7,23.78601,93.18515,Mixed,Masonry,5,2003,15,80.3,Good,Medium,3868449.0
892,41,5,22.97272,94.39183,Institutional,Kutcha,1,2004,18,258.1,Good,Medium,1976713.0
893,4,1,26.83017,90.49769,Residential,Steel,1,1956,20,399.9,Dilapidated,Low,2919818.0
894,8,1,24.3792,98.81583,Residential,Masonry,4,1989,44,433.1,Good,Negligible,3928888.0
895,59,8,25.66724,92.36016,Institutional,Kutcha,6,2004,27,334.1,Dilapidated,Low,4463029.0
896,25,3,26.46946,96.95321,Institutional,Masonry,6,1968,1,136.3,Fair,Negligible,3568851.0
897,25,3,26.57379,96.76942,Residential,Steel,1,1981,4,290.6,Poor,Negligible,3481633.0
898,60,8,24.82222,95.83679,Commercial,Masonry,2,2013,22,161.4,Fair,Medium,810486.0
899,46,5,23.41684,97.73558,Mixed,Kutcha,4,1999,29,205.4,Dilapidated,Negligible,4675348.0
900,23,3,27.70509,91.67652,Industrial,Kutcha,3,2019,44,433.0,Poor,Negligible,989493.0
901,29,3,26.02,98.8346,Industrial,Steel,5,2009,26,215.1,Good,Low,4834689.0
902,8,1,24.24879,98.86492,Industrial,Masonry,6,1975,20,255.6,Good,Negligible,2446144.0
903,52,6,28.66145,99.73983,Mixed,Reinforced Concrete,2,2004,17,490.5,Fair,Negligible,3891655.0
904,12,1,26.7005,98.0092,Commercial,Reinforced Concrete,3,2011,40,75.8,Good,Negligible,3606386.0
905,17,2,23.86428,93.00884,Commercial,Steel,2,1991,28,224.5,Fair,Low,630129.0
906,11,1,22.64572,91.00414,Industrial,Steel,1,1985,4,31.9,Fair,High,63495.0
907,24,3,24.16876,99.38865,Mixed,Kutcha,4,1973,24,244.6,Dilapidated,Negligible,2764955.0
908,59,8,25.7325,92.62992,Institutional,Steel,5,1982,22,229.9,Poor,High,2733344.0
909,42,5,22.04234,97.05492,Mixed,Masonry,2,1978,49,455.3,Good,Medium,2055396.0
910,21,2,24.10537,99.33152,Commercial,Timber,4,2018,49,425.3,Good,Medium,4872497.0
911,27,3,25.39493,90.46662,Institutional,Kutcha,3,2010,10,199.1,Dilapidated,Low,3250583.0
912,38,4,29.58993,98.44031,Residential,Steel,4,1995,4,473.7,Dilapidated,High,1585967.0
913,43,5,29.88935,97.56721,Residential,Timber,3,1991,23,195.9,Dilapidated,Medium,2397645.0
914,30,3,25.85578,92.59092,Mixed,Timber,2,2014,9,211.6,Fair,Medium,3491917.0
915,50,6,23.78726,92.2545,Residential,Reinforced Concrete,3,2003,24,169.7,Poor,High,1876122.0
916,1,1,27.0378,90.33138,Industrial,Kutcha,6,2010,43,181.4,Dilapidated,Low,2607732.0
917,34,4,26.14596,97.69288,Institutional,Kutcha,4,1999,4,479.6,Dilapidated,Low,556822.0
918,54,6,29.42709,91.72088,Residential,Steel,4,1953,12,345.1,Fair,High,4150229.0
919,2,1,24.09453,91.4683,Institutional,Kutcha,4,1957,48,345.6,Poor,Negligible,4610014.0
920,46,5,23.34237,97.47565,Commercial,Reinforced Concrete,5,2010,15,21.5,Good,Medium,1434006.0
921,41,5,22.79282,94.38644,Industrial,Reinforced Concrete,3,1957,36,154.1,Dilapidated,Low,2820582.0
922,60,8,24.82316,95.68531,Mixed,Kutcha,5,1954,33,85.7,Good,Negligible,2173128.0
923,60,8,24.86886,95.82995,Commercial,Kutcha,4,1964,13,26.5,Dilapidated,Negligible,3768474.0
924,19,2,24.06793,96.49731,Industrial,Steel,6,1992,32,174.9,Fair,High,3297470.0
925,58,7,27.06911,94.19651,Institutional,Kutcha,5,1952,38,149.8,Dilapidated,High,3007640.0
926,28,3,29.00943,93.31061,Commercial,Steel,5,1975,21,17.9,Dilapidated,Low,3821552.0
927,44,5,29.115,98.58469,Commercial,Masonry,5,2001,44,36.1,Good,High,1837419.0
928,48,6,26.64865,94.80087,Residential,Timber,3,1967,6,204.1,Dilapidated,Low,2190345.0
929,17,2,23.93524,92.73764,Mixed,Timber,3,1988,9,141.0,Poor,High,648535.0
930,24,3,23.97324,99.40141,Residential,Kutcha,3,1954,29,237.0,Dilapidated,Negligible,787004.0
931,25,3,26.635,97.01476,Commercial,Kutcha,2,2020,43,492.8,Good,High,1476830.0
932,12,1,26.67767,97.94026,Residential,Reinforced Concrete,2,2004,8,188.6,Good,Low,2521703.0
933,50,6,23.8017,92.28016,Mixed,Timber,6,1958,9,420.6,Good,Medium,444322.0
934,9,1,27.57519,93.4579,Industrial,Reinforced Concrete,5,2005,22,125.4,Poor,Negligible,3393451.0
935,6,1,26.47246,97.18636,Residential,Masonry,2,1954,27,239.1,Fair,Negligible,1676336.0
936,42,5,21.94315,97.2563,Residential,Steel,1,1993,30,171.6,Poor,Low,2463533.0
937,14,2,22.44187,92.99012,Residential,Kutcha,1,1973,13,128.9,Poor,Negligible,4459313.0
938,32,3,25.55605,95.73467,Industrial,Masonry,4,1967,9,80.8,Fair,High,1008611.0
939,30,3,25.65425,92.79488,Commercial,Kutcha,3,1953,46,385.9,Fair,Medium,2131105.0
940,3,1,27.48734,98.97334,Mixed,Reinforced Concrete,5,1950,36,415.5,Dilapidated,Medium,287779.0
941,35,4,23.09189,91.44981,Residential,Timber,2,1995,24,310.1,Dilapidated,Medium,2331408.0
942,15,2,26.99625,98.4767,Mixed,Timber,2,1973,33,362.0,Fair,High,129023.0
943,38,4,29.64792,98.43952,Commercial,Steel,2,1966,48,453.6,Good,Low,3520794.0
944,57,7,23.6409,93.18254,Residential,Timber,5,1996,23,125.0,Good,Medium,2693797.0
945,22,2,22.63797,96.31332,Residential,Steel,6,1994,29,436.9,Good,Negligible,4416839.0
946,11,1,22.88978,91.08352,Residential,Reinforced Concrete,5,1956,8,72.8,Fair,Medium,314251.0
947,60,8,24.87583,95.76097,Industrial,Masonry,5,1960,30,435.0,Good,High,2104699.0
948,33,4,23.694,100.12189,Residential,Masonry,4,2015,48,201.0,Poor,Negligible,3362084.0
949,23,3,27.9504,91.52689,Industrial,Reinforced Concrete,1,1969,13,367.7,Good,Medium,4006045.0
950,31,3,27.90895,95.49031,Industrial,Timber,6,1971,48,358.9,Poor,High,3969000.0
951,27,3,25.24305,90.66936,Mixed,Masonry,1,1988,42,369.3,Dilapidated,High,1041975.0
952,57,7,23.7434,92.92085,Commercial,Steel,3,1973,6,204.2,Poor,Low,4220213.0
953,58,7,27.10694,94.20994,Institutional,Masonry,6,1970,32,366.2,Fair,Negligible,2881232.0
954,32,3,25.44222,95.82341,Institutional,Steel,6,1988,39,177.2,Dilapidated,Low,390897.0
955,50,6,23.87024,92.55249,Mixed,Reinforced Concrete,6,1978,12,136.9,Fair,High,1200009.0
956,39,4,27.63615,91.23494,Mixed,Masonry,4,2010,41,176.6,Fair,Negligible,1625124.0
957,37,4,26.9603,94.83392,Mixed,Steel,2,2008,32,331.4,Poor,High,1810330.0
958,14,2,22.59965,93.10379,Institutional,Reinforced Concrete,4,1970,45,319.7,Poor,Negligible,3086373.0
959,5,1,23.78229,95.02655,Institutional,Timber,1,1962,2,27.3,Dilapidated,Negligible,2088061.0
960,52,6,28.61982,99.59177,Industrial,Masonry,5,1993,49,489.1,Good,Negligible,1898118.0
961,30,3,25.53991,92.71527,Institutional,Kutcha,2,1975,47,72.0,Dilapidated,Low,2031368.0
962,17,2,23.97631,93.06602,Industrial,Steel,5,1973,50,107.1,Dilapidated,Negligible,4552977.0
963,12,1,26.89695,98.04192,Mixed,Reinforced Concrete,5,1997,33,209.8,Poor,Negligible,720963.0
964,46,5,23.0375,97.63653,Mixed,Timber,1,2021,1,100.0,Poor,Negligible,2560051.0
965,42,5,22.19341,97.22197,Mixed,Timber,2,2002,48,35.8,Dilapidated,Negligible,4960830.0
966,2,1,24.05575,91.29134,Institutional,Masonry,4,1951,11,72.6,Good,Negligible,2496621.0
967,37,4,26.67306,94.63591,Residential,Masonry,4,2010,17,346.6,Fair,High,4525079.0
968,47,6,29.53594,99.31102,Commercial,Reinforced Concrete,2,1998,6,18.0,Poor,Medium,4939181.0
969,57,7,23.74949,93.17738,Mixed,Steel,3,1977,33,122.5,Good,Negligible,4056614.0
970,36,4,25.39298,90.63599,Residential,Steel,6,1956,35,17.6,Dilapidated,High,1690034.0
971,19,2,24.23023,96.17123,Residential,Kutcha,1,1956,1,209.2,Good,Negligible,4095287.0
972,59,8,25.53491,92.3758,Mixed,Steel,2,1997,18,469.6,Poor,Medium,2941472.0
973,2,1,24.13094,91.23863,Mixed,Masonry,5,1955,46,88.9,Poor,Negligible,3130344.0
974,48,6,26.69862,94.89926,Industrial,Timber,1,1997,11,277.1,Good,Medium,2950389.0
975,48,6,26.604,94.98684,Mixed,Masonry,4,1961,48,388.0,Fair,Negligible,557763.0
976,3,1,27.6029,99.11082,Residential,Timber,3,1996,13,75.1,Dilapidated,Negligible,4872721.0
977,29,3,26.10949,98.98298,Industrial,Timber,3,1976,20,284.2,Dilapidated,Medium,878731.0
978,29,3,26.0336,98.95793,Mixed,Steel,1,1973,7,119.8,Poor,High,746749.0
979,17,2,23.93835,92.73684,Industrial,Masonry,3,2012,50,156.6,Dilapidated,Negligible,3614881.0
980,6,1,26.34262,96.97245,Residential,Steel,3,1966,49,346.2,Good,Medium,1640448.0
981,53,6,28.14101,91.09837,Commercial,Timber,3,1986,17,88.9,Dilapidated,Negligible,3437349.0
982,40,5,27.96518,97.50287,Industrial,Timber,1,2000,47,35.6,Dilapidated,Low,1508215.0
983,48,6,26.76777,94.82231,Mixed,Timber,2,1950,49,385.9,Poor,Medium,3175570.0
984,19,2,24.28163,96.50615,Industrial,Timber,1,1987,14,84.8,Dilapidated,High,3127839.0
985,2,1,24.13693,91.20296,Institutional,Kutcha,2,1999,39,28.5,Good,Medium,352375.0
986,35,4,23.06709,91.62056,Industrial,Steel,3,1977,37,112.0,Dilapidated,Negligible,1022791.0
987,59,8,25.51333,92.44545,Industrial,Timber,6,2008,10,163.8,Good,High,2384706.0
988,40,5,28.16392,97.56112,Residential,Timber,4,1965,43,11.7,Good,Negligible,522015.0
989,56,7,29.23531,97.44143,Commercial,Masonry,2,2019,16,61.2,Fair,Medium,3012724.0
990,37,4,26.76121,94.8769,Commercial,Masonry,6,1986,47,162.4,Poor,Negligible,1924812.0
991,13,2,26.26309,99.54606,Industrial,Reinforced Concrete,1,2022,1,305.9,Fair,Medium,3912336.0
992,44,5,29.44495,98.54125,Industrial,Kutcha,2,1996,11,272.5,Poor,Medium,3836550.0
993,44,5,29.39264,98.57175,Industrial,Reinforced Concrete,1,1991,28,234.5,Good,High,2020203.0
994,45,5,28.64799,95.13148,Commercial,Timber,5,1956,13,134.0,Good,Negligible,689570.0
995,6,1,26.56804,97.24131,Commercial,Masonry,1,1972,9,479.7,Good,Low,131597.0
996,35,4,23.24353,91.61616,Industrial,Reinforced Concrete,6,2012,23,112.0,Poor,Negligible,1828451.0
997,10,1,23.54222,97.62784,Institutional,Steel,3,1977,1,236.8,Fair,High,2436013.0
998,32,3,25.54079,95.99106,Industrial,Masonry,5,2015,17,218.6,Poor,Low,476796.0
999,27,3,25.12618,90.71731,Mixed,Masonry,4,2014,46,344.2,Fair,Negligible,1556525.0
1000,33,4,23.85791,99.79736,Commercial,Masonry,4,2020,16,93.9,Good,High,426046.0
1001,30,3,25.7465,92.46928,Industrial,Steel,6,2000,1,66.9,Good,High,1125808.0
1002,3,1,27.36296,99.02634,Mixed,Reinforced Concrete,3,1954,11,234.9,Poor,Negligible,2484776.0
1003,49,6,29.44713,98.74077,Industrial,Masonry,6,1998,42,246.2,Dilapidated,High,979368.0
1004,25,3,26.64971,96.66827,Institutional,Reinforced Concrete,4,2009,21,79.4,Fair,Medium,881983.0
1005,56,7,29.41877,97.57011,Industrial,Steel,2,2005,1,439.0,Good,Medium,1887397.0
1006,46,5,23.38879,97.43712,Institutional,Kutcha,3,1982,30,312.5,Dilapidated,High,192002.0
1007,55,7,28.8333,94.34837,Industrial,Kutcha,2,2003,36,92.8,Good,High,1647587.0
1008,43,5,29.87389,97.61397,Industrial,Steel,6,1991,17,144.8,Dilapidated,Medium,405802.0
1009,23,3,27.74239,91.55386,Commercial,Kutcha,6,1953,34,454.3,Fair,High,2609180.0
1010,59,8,25.72003,92.38592,Commercial,Timber,5,2002,14,389.2,Fair,Medium,2365442.0
1011,24,3,24.02668,99.41699,Commercial,Kutcha,6,1973,21,163.5,Poor,High,11580.0
1012,27,3,25.10477,90.67037,Residential,Kutcha,1,2016,17,460.8,Fair,High,2488197.0
1013,56,7,29.4226,97.37579,Industrial,Masonry,2,1962,20,211.3,Fair,Negligible,172203.0
1014,33,4,23.70351,100.07214,Institutional,Steel,2,1961,43,68.3,Good,Negligible,2158930.0
1015,61,8,26.51801,90.19834,Industrial,Kutcha,3,2001,35,44.7,Good,Medium,2405768.0
1016,45,5,28.66899,95.10611,Institutional,Masonry,2,1993,32,23.0,Fair,Low,2459099.0
1017,61,8,26.7955,90.04932,Residential,Reinforced Concrete,4,2021,17,227.2,Good,High,4151079.0
1018,16,2,23.56729,90.80558,Institutional,Steel,2,1994,36,398.4,Good,Medium,3780443.0
1019,5,1,23.8024,95.05363,Institutional,Kutcha,6,1970,39,120.2,Poor,Low,3836203.0
1020,58,7,27.27537,94.38966,Commercial,Kutcha,4,1981,39,358.7,Good,Negligible,2371885.0
1021,5,1,23.64418,95.18232,Mixed,Timber,6,2018,47,17.4,Fair,Negligible,2282024.0
1022,14,2,22.61097,93.1238,Institutional,Reinforced Concrete,4,1983,9,402.1,Dilapidated,Low,3159846.0
1023,50,6,24.07026,92.393,Residential,Timber,1,1998,20,125.7,Good,Negligible,4246058.0
1024,46,5,23.18909,97.68,Industrial,Steel,5,1989,1,465.3,Dilapidated,Low,244466.0
1025,40,5,28.17007,97.70936,Industrial,Timber,6,2014,19,160.7,Good,Negligible,2597670.0
1026,11,1,22.78089,91.14824,Industrial,Reinforced Concrete,1,1957,25,227.0,Dilapidated,Medium,3234705.0
1027,14,2,22.46408,93.08951,Residential,Masonry,2,1965,12,485.3,Good,Negligible,4066283.0
1028,32,3,25.55357,95.86838,Commercial,Timber,1,2010,48,335.6,Dilapidated,Medium,4765993.0
1029,24,3,24.04615,99.10208,Commercial,Reinforced Concrete,3,1991,20,463.4,Fair,Medium,2741182.0
1030,14,2,22.4577,92.94358,Industrial,Kutcha,5,2018,10,430.3,Fair,Low,2743684.0
1031,17,2,23.87415,92.75249,Institutional,Timber,2,1997,20,26.7,Poor,Medium,4589312.0
1032,53,6,28.15801,91.4252,Mixed,Timber,4,1987,13,437.5,Dilapidated,High,1798898.0
1033,15,2,26.89593,98.76112,Institutional,Timber,6,1990,46,438.8,Good,Negligible,2168642.0
1034,62,8,27.13584,92.22145,Industrial,Reinforced Concrete,4,2017,9,224.9,Poor,Negligible,2578214.0
1035,39,4,27.6158,91.16137,Residential,Reinforced Concrete,6,2017,4,283.5,Poor,Medium,1919394.0
1036,60,8,24.76858,96.07129,Institutional,Reinforced Concrete,3,2009,45,468.8,Poor,Negligible,1368624.0
1037,35,4,23.33988,91.51887,Institutional,Kutcha,2,1985,49,298.0,Poor,Low,773891.0
1038,38,4,29.90726,98.47374,Industrial,Reinforced Concrete,1,1954,26,63.3,Poor,Medium,137165.0
1039,44,5,29.25301,98.61117,Mixed,Masonry,4,2000,33,308.2,Dilapidated,Medium,578972.0
1040,28,3,28.88854,93.1674,Institutional,Timber,5,1986,3,357.5,Good,Low,4591435.0
1041,43,5,29.70285,97.73857,Mixed,Masonry,1,1984,1,29.1,Dilapidated,Medium,4355957.0
1042,6,1,26.56405,97.34549,Residential,Timber,2,1982,47,369.8,Fair,Medium,3947858.0
1043,29,3,25.99119,98.80379,Residential,Masonry,1,2006,5,430.1,Dilapidated,High,2922596.0
1044,12,1,26.78888,98.2013,Residential,Steel,1,1962,8,193.8,Dilapidated,High,4781183.0
1045,41,5,23.06753,94.22137,Mixed,Masonry,5,1974,4,165.9,Poor,Negligible,4329132.0
1046,50,6,24.06071,92.28393,Industrial,Steel,3,2002,42,115.4,Good,Negligible,1784163.0
1047,47,6,29.70674,99.38433,Commercial,Steel,6,1959,21,211.8,Good,High,525096.0
1048,60,8,24.83115,95.86369,Residential,Steel,1,1997,11,316.0,Fair,High,2531366.0
1049,48,6,26.96464,94.86136,Industrial,Timber,4,1957,48,407.2,Fair,Negligible,1814749.0
1050,35,4,23.15835,91.47943,Commercial,Reinforced Concrete,6,1984,16,392.0,Fair,Low,2099396.0
1051,14,2,22.79323,92.78174,Industrial,Masonry,6,1950,32,491.6,Dilapidated,Low,3179893.0
1052,32,3,25.37972,95.99324,Industrial,Steel,4,1962,23,396.5,Good,Negligible,4724117.0
1053,53,6,28.27985,91.11643,Institutional,Timber,5,2013,13,449.1,Fair,Medium,3163883.0
1054,6,1,26.61201,97.27075,Commercial,Timber,1,1968,13,148.8,Good,High,4106245.0
1055,26,3,23.94047,90.33428,Industrial,Timber,2,2010,34,300.7,Dilapidated,High,4747139.0
1056,50,6,24.10414,92.25426,Industrial,Steel,5,1967,43,139.4,Fair,Medium,1908604.0
1057,37,4,26.61157,94.64801,Commercial,Timber,6,1988,25,219.7,Fair,Low,2524382.0
1058,13,2,26.40979,99.61146,Institutional,Masonry,6,1974,5,324.1,Dilapidated,Medium,3187144.0
1059,10,1,23.84548,97.49312,Residential,Kutcha,2,2010,49,106.7,Poor,Medium,2967211.0
1060,49,6,29.44076,98.96256,Institutional,Kutcha,5,1986,40,143.4,Dilapidated,Low,3429268.0
1061,33,4,23.63515,99.94423,Residential,Kutcha,4,2014,21,126.6,Good,Low,1887640.0
1062,52,6,28.64497,99.95063,Commercial,Steel,2,1987,38,211.0,Poor,Low,4092763.0
1063,10,1,23.71356,97.7732,Residential,Timber,2,1983,30,321.6,Good,High,2070396.0
1064,9,1,27.55503,93.37992,Commercial,Reinforced Concrete,5,1995,42,348.4,Poor,Medium,3910211.0
1065,30,3,25.47744,92.48268,Institutional,Steel,1,2005,31,352.4,Fair,Medium,2788028.0
1066,13,2,26.29301,99.74935,Residential,Reinforced Concrete,5,1997,25,136.7,Fair,Negligible,2641698.0
1067,5,1,23.68799,94.89869,Mixed,Steel,1,1979,37,175.1,Good,Negligible,3201217.0
1068,6,1,26.45306,97.23913,Mixed,Steel,2,2016,46,273.6,Good,Negligible,2471464.0
1069,9,1,27.75962,93.50662,Industrial,Reinforced Concrete,4,2013,26,230.4,Poor,Medium,1491909.0
1070,52,6,28.46315,99.72791,Industrial,Timber,2,2011,48,370.1,Fair,Negligible,348550.0
1071,41,5,22.96679,94.53395,Residential,Masonry,6,1991,47,78.7,Good,Low,37565.0
1072,27,3,25.37533,90.71303,Industrial,Steel,5,2020,16,262.9,Dilapidated,Medium,3658809.0
1073,2,1,24.01789,91.50307,Institutional,Masonry,3,1953,23,53.8,Good,Medium,3249333.0
1074,44,5,29.1877,98.63838,Industrial,Timber,2,2006,29,377.7,Good,Medium,4739990.0
1075,41,5,22.80216,94.26153,Industrial,Reinforced Concrete,1,1972,3,294.2,Fair,Medium,4225236.0
1076,5,1,23.85801,95.00264,Institutional,Masonry,5,2011,36,253.0,Poor,High,3381504.0
1077,21,2,24.21705,99.29327,Commercial,Reinforced Concrete,2,2006,48,159.8,Fair,Low,1536841.0
1078,42,5,21.94205,97.15591,Residential,Steel,6,1971,23,319.1,Fair,High,3445429.0
1079,5,1,23.84645,94.89642,Mixed,Timber,2,2023,29,301.3,Poor,Low,3707075.0
1080,58,7,27.27974,94.29683,Institutional,Timber,3,2006,15,339.8,Dilapidated,Low,4699056.0
1081,7,1,26.53915,92.38477,Residential,Kutcha,4,1959,18,66.8,Poor,High,1400706.0
1082,8,1,24.16828,98.85297,Commercial,Steel,1,1999,15,295.3,Good,High,2512054.0
1083,22,2,22.59062,96.51827,Mixed,Steel,5,1980,40,498.6,Poor,High,3478816.0
1084,24,3,24.31811,99.43466,Commercial,Kutcha,3,1996,3,137.3,Good,Negligible,1861193.0
1085,25,3,26.44477,96.64863,Commercial,Steel,6,2000,41,386.1,Fair,High,4208621.0
1086,35,4,23.27643,91.45012,Commercial,Steel,6,1970,40,24.9,Good,Negligible,1573350.0
1087,43,5,29.65644,97.74007,Residential,Reinforced Concrete,3,1986,48,329.2,Good,Medium,2948229.0
1088,56,7,29.55551,97.67283,Mixed,Reinforced Concrete,6,1960,28,112.3,Good,Medium,526916.0
1089,32,3,25.50515,95.87829,Institutional,Kutcha,2,2006,10,228.9,Dilapidated,Negligible,832546.0
1090,1,1,27.25008,90.19963,Institutional,Kutcha,2,1994,11,263.7,Fair,Medium,3612338.0
1091,51,6,29.43438,91.01008,Mixed,Kutcha,2,1954,45,133.6,Fair,Medium,4483643.0
1092,4,1,26.8747,90.38981,Commercial,Steel,4,1972,7,261.3,Dilapidated,Medium,2749618.0
1093,15,2,26.89229,98.63115,Mixed,Kutcha,2,2021,16,380.5,Good,Negligible,3624741.0
1094,47,6,29.82575,99.14213,Institutional,Timber,5,1967,47,319.2,Fair,Low,1458701.0
1095,16,2,23.41166,90.7795,Industrial,Masonry,1,1963,31,313.4,Poor,Low,2598057.0
1096,55,7,28.98583,94.16608,Commercial,Reinforced Concrete,6,1985,3,181.6,Poor,Medium,1044325.0
1097,50,6,23.83908,92.3485,Residential,Timber,3,1974,42,115.0,Fair,Low,52139.0
1098,33,4,23.88712,100.15688,Commercial,Steel,3,2018,30,359.7,Good,High,4873546.0
1099,7,1,26.4804,92.36304,Mixed,Steel,1,2022,6,271.2,Poor,High,1070991.0
1100,14,2,22.53264,92.95056,Institutional,Kutcha,6,1981,34,398.6,Dilapidated,Medium,4817970.0
1101,26,3,23.84571,90.51546,Institutional,Reinforced Concrete,3,1956,11,156.1,Fair,Negligible,2089665.0
1102,10,1,23.70049,97.46795,Industrial,Timber,1,1955,43,180.2,Dilapidated,Low,950616.0
1103,6,1,26.37484,97.22103,Commercial,Timber,1,2016,28,82.4,Good,High,1448906.0
1104,13,2,26.14205,99.7028,Industrial,Steel,6,1953,42,412.7,Fair,Low,2879432.0
1105,28,3,28.85989,92.95426,Industrial,Reinforced Concrete,2,1961,11,270.6,Dilapidated,Medium,3066896.0
