record_id,slope_id,district_id,measurement_date,depth_m,moisture_content_pct,saturation_ratio,porosity_pct,cohesion_kpa,friction_angle_deg,permeability_cm_s,bulk_density_g_cc,sand_pct,silt_pct,clay_pct,hydrological_group,drainage_class
503,285,41,2019-03-07,1.38,9.0,0.892,33.9,15.1,33.1,38.951,1.51,60,35,5,C,Poorly Drained
504,18,60,2023-09-12,0.65,56.5,0.768,50.6,79.0,40.9,14.615,1.91,29,7,64,B,Moderately Drained
505,475,57,2023-10-29,2.13,31.3,0.133,45.3,22.5,16.1,20.171,1.85,13,12,75,A,Poorly Drained
506,291,54,2020-08-31,2.26,12.2,0.48,54.9,74.8,15.3,20.947,1.58,59,8,33,C,Poorly Drained
507,184,38,2020-08-14,0.73,18.2,0.244,33.2,23.2,23.0,17.404,0.87,52,8,40,D,Poorly Drained
508,98,27,2024-05-21,1.65,17.3,0.146,47.9,52.1,28.8,39.253,1.45,49,46,5,B,Moderately Drained
509,293,43,2023-12-21,1.1,35.6,0.665,29.3,77.2,24.6,45.483,1.1,20,20,60,A,Poorly Drained
510,468,11,2020-08-29,2.42,21.4,0.99,53.1,21.3,37.3,6.803,0.86,66,8,26,C,Well Drained
511,472,50,2019-05-30,0.78,6.1,0.587,49.5,73.9,23.9,44.907,1.04,11,42,47,B,Well Drained
512,392,54,2021-08-15,1.09,29.5,0.539,38.0,80.0,21.5,9.437,1.52,10,42,48,A,Poorly Drained
513,193,62,2021-05-01,0.58,59.2,0.696,39.7,5.2,25.3,35.961,1.88,78,11,11,D,Moderately Drained
514,477,40,2018-07-29,2.65,34.5,0.433,76.8,55.9,22.5,34.368,1.69,28,48,24,D,Well Drained
515,210,17,2021-08-19,2.12,15.1,0.532,78.2,5.0,38.5,33.493,2.1,53,15,32,D,Poorly Drained
516,39,4,2022-01-17,0.41,15.7,0.695,35.4,20.2,28.4,30.962,1.77,9,33,58,C,Moderately Drained
517,320,23,2021-02-28,0.5,24.5,0.877,41.0,64.5,33.1,5.841,2.19,71,24,5,B,Moderately Drained
518,497,32,2022-01-13,1.15,40.4,0.965,33.2,54.2,35.1,19.271,0.84,62,33,5,D,Well Drained
519,318,57,2020-08-14,1.86,13.1,0.714,38.1,32.0,35.1,48.248,1.74,14,14,72,B,Poorly Drained
520,422,28,2018-08-30,3.0,14.0,0.839,56.5,67.6,32.4,38.209,1.86,38,57,5,C,Well Drained
521,405,16,2019-05-29,1.0,31.5,0.481,51.9,48.1,28.1,28.172,1.67,41,38,21,D,Poorly Drained
522,221,23,2022-01-13,0.75,39.5,0.357,26.1,0.9,44.1,37.474,1.1,48,47,5,C,Well Drained
523,495,40,2024-05-27,0.7,13.1,0.704,40.5,40.4,30.3,40.924,1.04,72,23,5,D,Poorly Drained
524,168,14,2018-11-05,2.34,7.1,0.409,31.6,26.6,32.5,8.889,1.9,16,38,46,B,Moderately Drained
525,172,39,2020-04-07,0.18,6.0,0.448,25.2,26.7,27.5,23.26,2.18,53,42,5,B,Well Drained
526,266,47,2021-06-02,2.52,46.7,0.311,41.9,9.2,25.5,34.638,2.16,55,30,15,D,Moderately Drained
527,437,26,2023-12-09,2.27,11.7,0.555,68.7,71.9,19.1,20.535,1.18,5,31,64,C,Moderately Drained
528,179,11,2018-01-23,1.65,34.1,0.312,15.8,29.8,28.0,36.662,0.95,71,24,5,D,Well Drained
529,357,2,2018-09-14,2.64,40.3,0.806,14.9,46.5,37.4,18.94,1.71,10,32,58,D,Poorly Drained
530,65,27,2023-03-29,2.52,48.8,0.226,51.5,71.9,15.5,4.963,0.86,56,22,22,C,Moderately Drained
531,243,37,2023-06-01,2.29,8.7,0.145,63.1,64.9,27.0,9.399,1.07,48,20,32,C,Well Drained
532,264,39,2023-03-20,2.33,7.0,0.873,24.2,57.7,32.5,4.686,1.25,43,56,1,B,Moderately Drained
533,43,55,2020-06-10,0.36,55.0,0.83,47.6,62.7,42.3,42.359,1.77,30,13,57,B,Moderately Drained
534,254,49,2023-01-12,0.24,52.7,0.795,12.0,27.9,16.8,25.974,1.51,16,37,47,A,Moderately Drained
535,293,43,2019-09-10,2.61,11.4,0.166,32.3,18.2,35.9,2.949,2.12,11,56,33,C,Moderately Drained
536,387,6,2018-03-21,1.08,52.4,0.739,45.9,3.0,40.1,30.881,1.59,27,54,19,B,Moderately Drained
537,428,54,2018-01-18,2.95,45.6,0.466,70.0,36.3,38.6,18.016,1.45,16,52,32,B,Moderately Drained
538,433,62,2024-04-14,1.73,24.7,0.714,13.1,69.9,18.6,18.061,1.97,15,49,36,C,Well Drained
539,314,31,2021-10-11,0.86,7.5,0.959,15.4,30.0,44.7,44.975,1.2,45,53,2,C,Poorly Drained
540,266,47,2019-01-10,0.55,38.3,0.364,17.6,57.8,35.1,30.868,1.19,57,42,1,A,Moderately Drained
541,424,17,2018-05-16,0.71,45.9,0.782,69.4,36.8,15.6,14.933,2.1,80,8,12,A,Moderately Drained
542,384,16,2024-12-04,0.38,55.4,0.5,47.9,4.8,38.3,49.517,2.07,33,48,19,C,Poorly Drained
543,420,62,2021-07-17,2.33,27.8,0.548,60.0,30.8,42.6,6.341,1.83,43,31,26,B,Poorly Drained
544,321,24,2021-05-12,1.81,46.1,0.425,10.5,15.4,26.1,0.477,1.39,22,6,72,C,Well Drained
545,46,15,2022-09-28,0.55,47.8,0.947,23.9,41.3,37.8,44.649,1.99,57,38,5,B,Poorly Drained
546,94,33,2022-11-23,1.38,39.4,0.85,61.2,47.1,41.6,6.058,0.85,29,34,37,C,Poorly Drained
547,105,61,2020-03-20,0.25,8.6,0.515,74.4,16.9,16.3,36.929,1.68,12,44,44,C,Moderately Drained
548,227,37,2021-07-20,1.31,19.8,0.518,75.8,61.3,23.5,46.613,1.35,65,33,2,A,Moderately Drained
549,10,27,2019-05-09,2.34,22.7,0.779,69.2,3.2,24.7,32.869,1.35,38,18,44,B,Moderately Drained
550,159,55,2024-01-29,0.56,35.3,0.963,79.3,73.3,36.6,22.795,1.12,68,24,8,B,Well Drained
551,488,17,2021-02-21,1.56,11.7,0.846,17.5,30.8,28.3,33.064,1.1,29,41,30,B,Moderately Drained
552,308,8,2023-11-28,1.07,28.9,0.579,18.9,41.1,28.8,22.055,1.92,35,13,52,C,Moderately Drained
553,251,21,2022-09-28,1.79,32.6,0.642,29.2,37.7,18.8,22.844,1.84,30,47,23,B,Well Drained
554,235,36,2018-03-27,2.66,35.4,0.442,66.1,11.1,19.7,10.57,1.99,65,30,5,C,Poorly Drained
555,300,25,2022-05-13,1.52,8.7,0.23,78.3,68.9,18.6,43.343,0.81,62,30,8,D,Well Drained
556,48,10,2023-06-12,1.92,13.6,0.122,36.7,13.0,39.5,3.436,1.22,18,18,64,D,Moderately Drained
557,479,15,2019-02-06,1.89,54.5,0.983,49.4,69.7,15.4,21.722,1.38,40,13,47,D,Well Drained
558,66,37,2022-09-09,1.61,39.0,0.351,51.5,36.0,34.5,42.607,1.55,25,21,54,C,Moderately Drained
559,424,17,2023-03-18,2.4,7.2,0.653,79.4,48.3,22.0,41.974,1.7,31,25,44,C,Moderately Drained
560,403,60,2024-11-22,2.43,21.7,0.237,60.7,65.7,23.9,37.856,0.82,23,60,17,D,Moderately Drained
561,248,28,2023-01-17,2.07,7.7,0.546,68.3,22.8,32.7,27.826,1.12,23,44,33,B,Well Drained
562,158,29,2023-08-12,2.02,33.2,0.247,35.0,62.3,28.2,19.598,1.32,32,27,41,C,Well Drained
563,338,44,2024-03-15,2.85,50.6,0.577,76.5,16.5,17.6,49.737,2.12,42,38,20,C,Well Drained
564,481,6,2022-02-11,0.6,42.3,0.117,63.7,34.1,26.1,7.253,1.18,32,54,14,D,Poorly Drained
565,437,26,2019-02-16,0.43,46.5,0.612,20.4,17.5,26.5,9.141,1.76,22,52,26,C,Poorly Drained
566,405,16,2020-10-29,1.9,50.3,0.394,11.6,12.3,43.8,41.021,2.02,28,32,40,D,Moderately Drained
567,395,53,2024-05-02,1.81,37.4,0.37,25.8,14.4,37.9,29.466,0.82,5,29,66,B,Well Drained
568,230,59,2023-11-09,2.27,6.3,0.8,24.6,27.8,23.2,46.848,1.78,5,29,66,B,Poorly Drained
569,179,11,2021-02-22,0.27,55.5,0.673,37.5,6.6,43.6,14.852,1.5,56,44,0,D,Moderately Drained
570,16,7,2023-07-09,0.5,37.0,0.995,54.5,51.3,20.4,19.579,0.86,18,43,39,A,Moderately Drained
571,229,62,2023-01-25,2.15,28.0,0.558,47.7,30.7,32.2,16.915,2.15,11,51,38,D,Moderately Drained
572,15,17,2021-03-18,2.31,56.4,0.526,22.4,9.1,37.4,38.717,1.11,27,56,17,D,Well Drained
573,468,11,2023-03-21,0.62,7.2,0.185,13.2,14.4,25.1,5.928,1.4,76,8,16,B,Well Drained
574,117,50,2023-11-29,0.55,19.3,0.951,56.2,4.2,27.6,13.159,0.9,54,25,21,C,Well Drained
575,79,42,2022-05-14,2.02,34.8,0.38,56.5,58.1,44.3,41.768,2.07,44,51,5,B,Well Drained
576,411,33,2021-01-28,0.17,18.6,0.105,36.2,5.8,23.7,48.772,0.97,59,12,29,B,Well Drained
577,123,54,2018-07-30,1.61,28.3,0.326,28.3,34.6,21.6,39.994,1.22,45,7,48,A,Moderately Drained
578,197,62,2020-12-08,2.08,55.3,0.378,66.7,56.8,41.7,27.832,0.98,32,46,22,B,Moderately Drained
579,73,29,2024-05-24,0.22,53.0,0.131,27.6,2.2,34.7,10.517,1.27,39,57,4,D,Moderately Drained
580,290,18,2019-01-20,2.49,30.6,0.11,55.1,45.0,26.5,9.298,0.92,40,54,6,C,Well Drained
581,290,18,2020-05-14,2.08,54.6,0.988,65.8,36.6,29.3,27.773,1.69,68,27,5,A,Well Drained
582,452,34,2018-12-10,1.53,39.3,0.158,21.9,7.8,42.3,49.085,1.29,62,15,23,D,Poorly Drained
583,80,56,2023-06-14,0.99,43.9,0.108,34.2,51.5,43.2,45.056,1.17,61,33,6,D,Moderately Drained
584,185,1,2021-03-13,2.39,16.1,0.399,25.3,78.8,39.3,8.538,1.57,45,25,30,B,Moderately Drained
585,166,39,2020-02-08,1.21,41.8,0.719,71.2,6.6,36.7,28.145,1.25,64,31,5,C,Moderately Drained
586,94,33,2018-02-12,0.6,49.0,0.683,17.4,23.0,41.3,5.514,1.87,13,42,45,B,Moderately Drained
587,468,11,2018-04-04,1.06,21.5,0.956,44.1,70.0,17.6,20.171,1.86,63,23,14,C,Moderately Drained
588,8,39,2023-07-17,0.94,33.6,0.932,44.6,78.4,33.1,29.865,2.03,67,28,5,D,Well Drained
589,319,12,2023-11-04,0.56,57.7,0.896,52.1,46.0,32.1,37.358,1.97,69,28,3,B,Poorly Drained
590,265,14,2018-05-05,2.03,20.7,0.541,36.3,34.9,19.5,20.82,1.71,79,16,5,B,Moderately Drained
591,4,19,2022-07-04,1.58,16.6,0.796,64.1,8.6,40.2,6.813,2.07,55,13,32,C,Poorly Drained
592,492,16,2019-10-08,0.15,34.2,0.127,58.0,33.6,20.3,39.382,1.92,36,27,37,C,Poorly Drained
593,464,31,2023-04-09,2.39,59.1,0.265,56.0,62.9,33.1,6.68,1.1,49,20,31,B,Poorly Drained
594,304,49,2019-02-18,1.06,46.0,0.691,60.0,69.1,16.9,25.752,1.32,57,38,5,C,Moderately Drained
595,88,36,2018-04-29,2.59,43.0,0.412,74.0,42.9,42.5,3.892,2.14,67,28,5,B,Poorly Drained
596,166,39,2020-02-29,1.91,16.4,0.176,22.8,8.0,40.1,41.052,2.12,37,45,18,C,Poorly Drained
597,308,8,2021-05-21,2.98,19.4,0.834,28.5,27.4,33.0,3.662,1.75,60,16,24,A,Well Drained
598,93,29,2022-09-02,1.2,30.7,0.304,73.3,71.4,21.6,26.721,0.93,19,22,59,C,Moderately Drained
599,397,54,2019-04-17,1.02,33.2,0.928,47.4,43.8,20.6,11.235,2.01,28,55,17,C,Moderately Drained
600,29,60,2020-06-05,1.67,54.5,0.624,57.3,21.4,23.6,27.935,1.76,49,49,2,C,Poorly Drained
601,303,32,2021-09-19,2.94,37.4,0.199,53.1,65.1,29.8,25.2,1.06,80,15,5,C,Moderately Drained
602,316,9,2024-08-26,2.45,16.4,0.256,23.3,14.0,28.9,27.55,1.89,57,21,22,C,Moderately Drained
603,385,6,2018-12-07,2.88,54.3,0.25,19.2,23.8,32.8,48.082,1.38,51,35,14,B,Moderately Drained
604,153,27,2021-06-28,0.93,21.3,0.611,39.5,11.4,37.7,13.106,2.17,20,41,39,B,Poorly Drained
605,31,57,2019-11-30,1.51,51.7,0.373,49.5,48.2,17.0,28.416,1.46,69,26,5,A,Poorly Drained
606,156,3,2024-07-31,0.37,34.0,0.58,77.9,50.4,38.0,3.401,1.52,14,25,61,C,Moderately Drained
607,138,54,2019-03-12,1.89,31.4,0.183,12.0,29.7,37.4,44.435,1.69,44,7,49,D,Moderately Drained
608,417,57,2018-08-26,2.09,34.1,0.405,77.2,51.5,16.4,38.422,1.59,62,33,5,B,Moderately Drained
609,12,46,2022-08-09,1.1,55.5,0.236,34.6,72.8,28.3,41.922,1.74,43,10,47,C,Poorly Drained
610,353,3,2018-03-24,1.39,57.5,0.314,63.2,42.8,25.9,20.652,1.26,15,30,55,C,Well Drained
611,128,44,2023-04-17,1.84,48.9,0.716,65.4,4.0,32.6,21.148,2.05,66,29,5,B,Moderately Drained
612,364,17,2023-10-29,0.82,27.7,0.767,15.1,50.3,27.4,17.262,2.08,37,29,34,D,Moderately Drained
613,3,47,2023-01-22,0.4,36.2,0.265,46.8,42.7,26.2,2.431,1.65,77,12,11,D,Moderately Drained
614,394,62,2021-09-11,0.25,18.0,0.237,58.8,76.3,30.2,17.646,0.88,25,7,68,D,Well Drained
615,458,31,2022-05-14,0.96,25.6,0.577,34.7,54.6,17.4,12.262,1.29,58,37,5,C,Moderately Drained
616,249,34,2023-04-12,1.34,12.3,0.62,37.9,22.7,31.7,22.269,1.08,68,27,5,B,Poorly Drained
617,195,6,2021-12-27,0.19,30.3,0.86,19.0,76.1,20.8,34.503,2.13,39,58,3,C,Moderately Drained
618,8,39,2022-03-01,2.68,6.6,0.562,77.7,55.1,17.7,17.704,0.93,64,31,5,C,Well Drained
619,355,23,2021-09-26,1.26,9.5,0.108,39.2,48.0,30.3,37.705,1.51,22,11,67,D,Moderately Drained
620,128,44,2021-05-24,2.02,54.3,0.258,13.1,49.9,18.5,7.279,0.85,37,45,18,D,Poorly Drained
621,23,48,2022-08-05,1.37,5.1,0.358,19.6,30.6,30.8,12.988,1.63,60,23,17,C,Poorly Drained
622,337,59,2024-07-26,2.52,31.9,0.238,67.7,58.8,31.8,33.126,1.27,20,31,49,B,Well Drained
623,344,53,2018-06-12,1.44,15.9,0.397,57.0,6.3,20.6,11.93,1.79,6,31,63,D,Moderately Drained
624,194,8,2023-08-23,2.4,34.5,0.378,76.6,2.5,33.3,35.552,1.39,14,27,59,D,Poorly Drained
625,185,1,2024-05-06,0.32,28.2,0.805,25.6,63.9,32.0,23.972,1.97,6,15,79,A,Well Drained
626,398,46,2018-10-13,0.88,34.0,0.371,44.2,4.4,29.4,7.192,1.72,55,14,31,A,Moderately Drained
627,156,3,2023-03-14,0.47,55.0,0.496,47.3,32.0,20.6,31.049,1.1,27,28,45,A,Well Drained
628,388,43,2019-02-23,0.17,45.7,0.411,27.9,23.1,36.9,30.139,1.22,45,22,33,A,Moderately Drained
629,263,37,2018-01-28,0.83,8.9,0.726,60.8,54.5,24.0,22.207,1.8,77,18,5,C,Poorly Drained
630,242,17,2022-11-16,2.88,20.1,0.848,76.5,15.5,44.6,24.3,1.75,6,30,64,D,Moderately Drained
631,360,52,2022-03-07,2.51,5.9,0.968,35.9,43.8,29.0,0.646,1.0,77,18,5,D,Well Drained
632,44,60,2021-08-01,1.66,21.6,0.784,16.0,1.5,40.2,49.347,1.85,37,19,44,B,Well Drained
633,82,20,2020-05-17,0.22,55.8,0.542,17.1,32.0,26.2,38.157,1.73,51,44,5,A,Well Drained
634,401,51,2023-03-29,1.78,12.8,0.605,37.5,24.2,34.2,17.065,0.97,34,51,15,B,Well Drained
635,455,18,2019-08-08,1.99,16.4,0.153,71.6,46.2,18.1,4.779,1.29,5,28,67,B,Well Drained
636,82,20,2020-08-18,0.62,37.4,0.851,27.8,51.2,38.8,6.711,1.31,29,49,22,C,Well Drained
637,18,60,2019-01-19,2.1,42.0,0.508,36.6,5.5,22.5,25.66,0.88,19,11,70,A,Moderately Drained
638,163,6,2019-11-08,1.32,20.5,0.474,73.7,3.0,44.6,34.445,0.93,65,16,19,D,Well Drained
639,455,18,2020-03-22,1.49,25.2,0.155,36.7,16.4,16.7,20.236,1.94,46,15,39,D,Moderately Drained
640,69,58,2018-01-08,2.26,10.5,0.8,68.0,34.1,16.3,37.024,1.86,72,23,5,B,Poorly Drained
641,346,34,2022-09-28,1.74,38.0,0.705,37.9,26.1,33.7,40.104,1.33,37,16,47,D,Moderately Drained
642,134,20,2019-07-05,2.8,22.2,0.578,34.3,25.1,21.2,36.693,1.85,60,8,32,A,Moderately Drained
643,45,11,2022-02-25,1.21,50.2,0.479,48.4,36.7,37.0,33.391,1.44,39,17,44,C,Well Drained
644,167,44,2020-10-31,0.32,19.8,0.248,42.7,34.4,37.2,48.819,2.1,13,31,56,D,Well Drained
645,438,41,2018-08-06,0.86,30.4,0.809,72.8,7.1,40.0,47.591,1.52,54,41,5,B,Well Drained
646,130,31,2023-07-07,1.45,37.8,0.647,51.2,32.2,34.6,15.069,1.46,47,23,30,A,Poorly Drained
647,265,14,2019-07-20,0.36,51.2,0.651,25.9,43.9,23.0,30.723,1.06,76,19,5,B,Well Drained
648,234,19,2021-02-04,1.2,58.7,0.96,16.0,47.7,16.7,25.854,0.92,76,19,5,D,Poorly Drained
649,298,41,2018-04-07,0.69,40.1,0.696,15.4,25.3,16.7,34.409,1.8,52,17,31,B,Well Drained
650,100,35,2021-05-19,0.98,27.4,0.827,56.6,41.0,17.6,9.484,1.61,72,10,18,C,Well Drained
651,307,27,2023-11-16,2.88,13.0,0.182,23.4,21.5,24.2,13.216,1.02,36,37,27,D,Moderately Drained
652,278,33,2020-12-14,0.97,8.6,0.551,69.3,12.8,38.8,27.159,1.63,7,16,77,A,Well Drained
653,6,1,2020-08-08,0.2,47.8,0.674,64.3,75.5,22.2,0.543,2.11,50,27,23,C,Well Drained
654,359,40,2020-12-15,1.64,26.0,0.453,65.0,28.6,28.8,31.779,0.95,26,51,23,C,Poorly Drained
655,307,27,2022-07-30,2.77,56.4,0.21,63.0,33.3,37.8,37.297,1.65,28,56,16,D,Moderately Drained
656,184,38,2022-10-14,2.93,17.4,0.987,23.9,47.1,30.7,0.892,2.1,29,27,44,D,Moderately Drained
657,246,9,2019-02-22,2.83,59.0,0.425,27.9,43.8,26.0,4.876,2.17,79,15,6,C,Poorly Drained
658,200,32,2020-09-15,1.06,12.6,0.808,15.0,57.0,28.1,12.272,1.4,10,8,82,B,Poorly Drained
659,404,11,2018-10-09,2.64,24.6,0.955,17.6,31.1,37.8,40.76,0.92,33,30,37,D,Poorly Drained
660,48,10,2023-03-09,0.42,26.8,0.26,42.8,32.6,18.3,34.102,2.06,28,16,56,C,Poorly Drained
661,7,33,2023-04-21,0.53,33.3,0.428,62.7,15.9,21.8,25.897,1.76,65,8,27,C,Poorly Drained
662,305,51,2024-04-19,2.15,50.3,0.322,67.9,13.0,34.2,20.593,2.11,33,35,32,C,Moderately Drained
663,161,24,2019-04-16,1.64,14.1,0.377,31.3,42.1,44.2,28.74,2.01,31,30,39,C,Well Drained
664,8,39,2023-08-27,1.74,20.9,0.358,42.8,21.1,30.4,23.856,1.07,46,28,26,A,Moderately Drained
665,180,62,2021-03-24,1.96,58.9,0.694,44.4,21.6,30.0,24.786,2.09,30,49,21,C,Poorly Drained
666,372,26,2021-03-31,1.51,58.1,0.781,42.2,11.7,16.9,10.369,1.06,61,32,7,D,Poorly Drained
667,50,58,2024-11-09,2.63,59.9,0.423,68.8,56.6,37.9,4.232,1.34,10,28,62,B,Poorly Drained
668,109,47,2018-11-24,1.71,45.2,0.636,48.4,15.1,33.8,10.687,1.08,41,5,54,D,Poorly Drained
669,480,56,2024-08-31,0.75,53.7,0.876,57.9,47.0,31.8,39.298,2.04,31,41,28,A,Poorly Drained
670,336,47,2023-01-07,1.0,45.8,0.886,48.5,20.4,36.1,45.568,1.03,45,34,21,C,Well Drained
671,254,49,2021-02-04,1.05,56.6,0.499,62.6,53.1,38.0,7.072,0.97,45,18,37,C,Poorly Drained
672,402,22,2024-11-14,1.48,25.0,0.787,39.8,58.2,31.2,10.5,1.28,53,31,16,D,Moderately Drained
673,148,62,2019-01-22,2.71,43.1,0.181,33.0,71.4,37.0,33.185,2.19,17,34,49,B,Poorly Drained
674,245,60,2020-06-20,1.99,8.1,0.923,21.3,38.8,17.0,5.759,1.93,42,7,51,B,Moderately Drained
675,459,55,2022-07-30,0.28,29.8,0.53,60.9,46.8,15.1,40.906,1.05,42,15,43,B,Poorly Drained
676,244,42,2021-12-03,0.35,29.2,0.872,64.3,15.8,20.3,4.468,1.41,21,56,23,B,Poorly Drained
677,6,1,2018-09-27,2.3,14.4,0.939,69.5,48.6,38.9,29.603,0.94,62,37,1,D,Poorly Drained
678,271,46,2024-09-08,2.59,24.4,0.573,43.2,18.8,32.4,40.117,1.18,53,27,20,C,Well Drained
679,221,23,2020-01-05,2.77,38.2,0.208,28.8,3.6,42.1,9.927,1.21,20,17,63,B,Poorly Drained
680,498,11,2021-10-27,0.12,50.4,0.458,25.6,57.7,16.2,39.49,1.31,41,48,11,C,Moderately Drained
681,224,56,2018-08-22,0.29,5.2,0.373,78.6,57.5,31.8,27.755,0.89,75,20,5,A,Moderately Drained
682,381,58,2024-08-12,2.22,21.5,0.605,42.7,31.1,38.0,32.499,1.23,69,26,5,C,Well Drained
683,97,59,2020-12-19,1.48,24.9,0.926,39.4,40.9,33.0,28.811,1.96,53,42,5,A,Poorly Drained
684,18,60,2022-05-23,0.76,49.3,0.646,47.8,45.9,27.4,43.655,1.13,24,41,35,A,Well Drained
685,185,1,2022-03-08,0.7,51.7,0.552,49.6,41.3,24.7,30.137,1.58,13,45,42,C,Well Drained
686,440,51,2018-02-24,2.78,26.2,0.525,23.4,65.0,21.0,28.871,1.22,66,11,23,D,Well Drained
687,404,11,2023-03-12,0.85,27.8,0.926,19.1,10.5,20.6,30.86,1.4,71,25,4,B,Poorly Drained
688,392,54,2018-06-29,0.91,12.7,0.473,57.1,27.7,33.1,24.308,1.59,62,24,14,B,Moderately Drained
689,129,49,2024-05-02,2.54,35.1,0.54,41.6,51.2,16.3,2.03,1.57,59,38,3,C,Poorly Drained
690,341,45,2020-07-30,2.67,42.0,0.632,22.1,3.9,41.9,9.889,1.67,61,34,5,B,Moderately Drained
691,8,39,2019-02-03,1.2,27.0,0.477,51.9,48.0,42.1,19.514,1.12,60,12,28,B,Moderately Drained
692,128,44,2023-05-29,2.77,7.2,0.404,52.3,27.7,42.1,28.989,0.88,13,49,38,D,Well Drained
693,137,29,2018-03-07,2.17,29.7,0.5,76.1,34.6,32.8,43.191,2.04,38,57,5,D,Moderately Drained
694,337,59,2018-10-03,1.07,20.8,0.601,74.8,52.1,29.7,14.629,0.93,51,38,11,A,Moderately Drained
695,465,39,2023-10-31,1.47,46.3,0.351,78.3,15.1,24.9,21.215,0.9,8,20,72,B,Moderately Drained
696,266,47,2023-07-20,1.12,58.2,0.557,29.0,51.0,27.5,6.643,0.8,73,22,5,B,Moderately Drained
697,59,29,2020-02-08,2.88,31.0,0.911,42.7,44.4,22.0,17.508,1.89,22,48,30,A,Well Drained
698,55,41,2021-08-26,0.85,18.6,0.606,25.3,9.3,27.2,30.255,1.17,70,14,16,A,Poorly Drained
699,408,59,2024-12-15,2.93,53.8,0.473,47.8,76.6,40.3,30.373,0.93,56,14,30,D,Well Drained
700,268,58,2024-12-05,2.98,24.7,0.531,42.4,56.1,44.2,49.137,1.63,33,23,44,A,Well Drained
701,282,32,2024-01-27,1.66,17.6,0.853,57.3,79.1,21.8,26.596,1.33,59,36,5,A,Moderately Drained
702,223,44,2021-06-22,1.02,26.8,0.684,35.2,29.2,17.0,25.791,1.4,61,10,29,C,Moderately Drained
703,19,30,2023-05-03,1.56,31.7,0.1,50.8,36.7,22.3,35.938,1.44,29,58,13,D,Well Drained
704,423,20,2023-12-04,2.34,24.2,0.225,28.2,50.0,40.0,38.227,1.8,8,37,55,B,Moderately Drained
705,218,28,2022-10-10,2.86,11.0,0.514,39.4,30.7,35.5,13.612,1.95,64,30,6,D,Poorly Drained
706,397,54,2023-09-03,1.18,58.2,0.66,64.8,0.8,44.9,49.474,1.23,22,10,68,A,Poorly Drained
707,322,11,2022-03-10,1.3,13.3,0.908,78.7,3.7,34.3,15.021,1.67,44,27,29,B,Poorly Drained
708,410,11,2021-07-04,2.61,18.1,0.272,12.3,4.1,36.6,17.918,0.84,37,47,16,C,Moderately Drained
709,315,31,2019-05-25,0.85,16.0,0.244,29.2,55.5,39.9,34.166,1.21,28,50,22,A,Well Drained
710,484,10,2018-07-10,2.59,26.0,0.597,24.7,0.8,21.6,23.994,1.22,49,23,28,D,Moderately Drained
711,361,43,2023-12-17,0.64,32.9,0.144,34.7,27.4,27.1,28.583,1.61,56,44,0,A,Moderately Drained
712,452,34,2024-02-23,2.53,53.5,0.676,59.0,22.7,35.0,19.002,1.76,59,36,5,B,Poorly Drained
713,203,36,2022-10-13,0.9,22.7,0.763,73.0,13.5,41.8,37.253,1.65,39,5,56,D,Moderately Drained
714,266,47,2021-02-19,1.5,56.8,0.157,79.5,3.3,39.4,36.421,0.95,18,59,23,C,Well Drained
715,218,28,2022-04-17,1.05,37.5,0.909,70.2,21.6,30.7,15.808,1.58,43,15,42,C,Poorly Drained
716,338,44,2019-09-24,0.97,32.8,0.48,55.9,10.9,38.5,0.163,1.78,19,11,70,B,Poorly Drained
717,377,24,2020-03-11,0.45,31.3,0.155,20.7,77.8,15.5,37.97,0.92,54,41,5,D,Well Drained
718,432,24,2021-04-20,1.13,21.6,0.719,28.7,2.8,28.1,35.409,1.86,47,30,23,D,Poorly Drained
719,216,25,2023-02-16,1.79,46.1,0.592,62.1,58.1,25.6,48.856,2.07,44,50,6,A,Moderately Drained
720,234,19,2019-03-28,2.86,55.5,0.871,71.2,78.3,34.3,6.751,1.85,70,25,5,D,Poorly Drained
721,115,9,2022-01-18,1.48,56.5,0.601,77.6,30.6,31.3,46.655,1.76,60,35,5,A,Poorly Drained
722,496,32,2022-09-21,1.73,32.0,0.396,35.9,2.3,42.2,44.073,1.53,79,16,5,C,Well Drained
723,144,5,2022-03-22,1.94,16.8,0.182,48.9,33.5,17.6,10.374,2.06,47,38,15,B,Moderately Drained
724,362,55,2022-07-08,2.26,58.8,0.354,18.2,27.5,31.0,4.757,0.89,39,13,48,A,Poorly Drained
725,10,27,2018-06-15,1.19,59.3,0.752,31.7,42.1,23.3,18.285,1.75,8,22,70,C,Moderately Drained
726,137,29,2022-01-04,1.04,42.5,0.646,71.1,1.3,22.4,37.706,1.33,16,43,41,D,Moderately Drained
727,396,28,2020-02-03,0.68,17.3,0.323,13.7,71.3,39.2,10.048,1.56,18,33,49,D,Well Drained
728,165,26,2021-08-25,2.84,23.1,0.648,65.4,3.9,15.2,2.882,1.68,5,11,84,C,Moderately Drained
729,274,38,2020-04-18,2.06,27.6,0.949,74.1,40.2,39.8,49.826,2.04,40,23,37,A,Well Drained
730,212,16,2023-11-06,2.31,13.0,0.551,25.8,57.5,20.0,41.011,1.33,59,36,5,C,Moderately Drained
731,299,45,2023-10-21,1.5,13.3,0.662,77.6,60.4,25.5,28.073,1.95,20,34,46,A,Moderately Drained
